locus_id,chrom,start,end,description,genome_version
O:1010890-1011188,CHR_15,1010890,1011188,between YOR358W and YOR359W,Genome Release 64-3-1
O:1012761-1013240,CHR_15,1012761,1013240,between YOR359W and YOR360C,Genome Release 64-3-1
O:1014822-1015360,CHR_15,1014822,1015360,between YOR360C and YOR361C,Genome Release 64-3-1
O:1017653-1017879,CHR_15,1017653,1017879,between YOR361C and YOR362C,Genome Release 64-3-1
O:1018747-1020221,CHR_15,1018747,1020221,between YOR362C and YOR363C,Genome Release 64-3-1
O:1023213-1023370,CHR_15,1023213,1023370,between YOR363C and YOR364W,Genome Release 64-3-1
O:1025610-1026006,CHR_15,1025610,1026006,between YOR366W and YOR367W,Genome Release 64-3-1
O:1026610-1026842,CHR_15,1026610,1026842,between YOR367W and YOR368W,Genome Release 64-3-1
O:1028049-1028193,CHR_15,1028049,1028193,between YOR368W and YOR369C,Genome Release 64-3-1
O:1028626-1029182,CHR_15,1028626,1029182,between YOR369C and YOR370C,Genome Release 64-3-1
O:1030995-1031488,CHR_15,1030995,1031488,between YOR370C and YOR371C,Genome Release 64-3-1
O:1034183-1034806,CHR_15,1034183,1034806,between YOR371C and YOR372C,Genome Release 64-3-1
O:1036472-1036833,CHR_15,1036472,1036833,between YOR372C and YOR373W,Genome Release 64-3-1
O:1039390-1039839,CHR_15,1039390,1039839,between YOR373W and YOR374W,Genome Release 64-3-1
O:1041400-1041677,CHR_15,1041400,1041677,between YOR374W and YOR375C,Genome Release 64-3-1
O:1043043-1043190,CHR_15,1043043,1043190,between YOR375C and YOR376W,Genome Release 64-3-1
O:1043560-1045195,CHR_15,1043560,1045195,between YOR376W and YOR376W-A,Genome Release 64-3-1
O:1045352-1046225,CHR_15,1045352,1046225,between YOR376W-A and YOR377W,Genome Release 64-3-1
O:1047804-1049510,CHR_15,1047804,1049510,between YOR377W and YOR378W,Genome Release 64-3-1
O:1051065-1051289,CHR_15,1051065,1051289,between YOR379C and YOR380W,Genome Release 64-3-1
O:1052931-1055544,CHR_15,1052931,1055544,between YOR380W and YOR381W,Genome Release 64-3-1
O:1057681-1058422,CHR_15,1057681,1058422,between YOR381W and YOR381W-A,Genome Release 64-3-1
O:1058591-1059530,CHR_15,1058591,1059530,between YOR381W-A and YOR382W,Genome Release 64-3-1
O:1059993-1060440,CHR_15,1059993,1060440,between YOR382W and YOR383C,Genome Release 64-3-1
O:1061056-1061563,CHR_15,1061056,1061563,between YOR383C and YOR384W,Genome Release 64-3-1
O:1063649-1065042,CHR_15,1063649,1065042,between YOR384W and YOR385W,Genome Release 64-3-1
O:1065916-1066838,CHR_15,1065916,1066838,between YOR385W and YOR386W,Genome Release 64-3-1
O:1068537-1069620,CHR_15,1068537,1069620,between YOR386W and YOR387C,Genome Release 64-3-1
O:1070242-1071792,CHR_15,1070242,1071792,between YOR387C and YOR388C,Genome Release 64-3-1
O:1072924-1074212,CHR_15,1072924,1074212,between YOR388C and YOR389W,Genome Release 64-3-1
O:1076088-1076783,CHR_15,1076088,1076783,between YOR389W and YOR390W,Genome Release 64-3-1
O:1077912-1078544,CHR_15,1077912,1078544,between YOR390W and YOR391C,Genome Release 64-3-1
O:1079259-1079281,CHR_15,1079259,1079281,between YOR391C and YOR392W,Genome Release 64-3-1
O:1079726-1080275,CHR_15,1079726,1080275,between YOR392W and YOR393W,Genome Release 64-3-1
O:1081590-1082717,CHR_15,1081590,1082717,between YOR393W and YOR394W,Genome Release 64-3-1
O:1083213-1083921,CHR_15,1083213,1083921,between YOR394W and TEL15R,Genome Release 64-3-1
P:7224-7932,CHR_16,7224,7932,between TEL16L and YPL282C,Genome Release 64-3-1
P:8428-9556,CHR_16,8428,9556,between YPL282C and YPL281C,Genome Release 64-3-1
P:10871-11886,CHR_16,10871,11886,between YPL281C and YPL280W,Genome Release 64-3-1
P:12601-13227,CHR_16,12601,13227,between YPL280W and YPL279C,Genome Release 64-3-1
P:14356-15052,CHR_16,14356,15052,between YPL279C and YPL278C,Genome Release 64-3-1
P:15356-15404,CHR_16,15356,15404,between YPL278C and YPL277C,Genome Release 64-3-1
P:16869-17947,CHR_16,16869,17947,between YPL277C and YPL276W,Genome Release 64-3-1
P:19080-22937,CHR_16,19080,22937,between YPL275W and YPL274W,Genome Release 64-3-1
P:24702-25086,CHR_16,24702,25086,between YPL274W and YPL273W,Genome Release 64-3-1
P:26065-26610,CHR_16,26065,26610,between YPL273W and YPL272C,Genome Release 64-3-1
P:28165-30078,CHR_16,28165,30078,between YPL272C and YPL271W,Genome Release 64-3-1
P:30268-30481,CHR_16,30268,30481,between YPL271W and YPL270W,Genome Release 64-3-1
P:32804-33012,CHR_16,32804,33012,between YPL270W and YPL269W,Genome Release 64-3-1
P:34948-35235,CHR_16,34948,35235,between YPL269W and YPL268W,Genome Release 64-3-1
P:37846-38168,CHR_16,37846,38168,between YPL268W and YPL267W,Genome Release 64-3-1
P:38799-39120,CHR_16,38799,39120,between YPL267W and YPL266W,Genome Release 64-3-1
P:40078-41042,CHR_16,40078,41042,between YPL266W and YPL265W,Genome Release 64-3-1
P:42870-42976,CHR_16,42870,42976,between YPL265W and ARS1604,Genome Release 64-3-1
P:43213-43282,CHR_16,43213,43282,between ARS1604 and YPL264C,Genome Release 64-3-1
P:44345-44550,CHR_16,44345,44550,between YPL264C and YPL263C,Genome Release 64-3-1
P:46507-47335,CHR_16,46507,47335,between YPL263C and YPL262W,Genome Release 64-3-1
P:48803-48995,CHR_16,48803,48995,between YPL262W and YPL261C,Genome Release 64-3-1
P:50959-51243,CHR_16,50959,51243,between YPL260W and YPL259C,Genome Release 64-3-1
P:52672-53497,CHR_16,52672,53497,between YPL259C and YPL258C,Genome Release 64-3-1
P:55154-55656,CHR_16,55154,55656,between YPL258C and YPLCdelta1,Genome Release 64-3-1
P:55859-56168,CHR_16,55859,56168,between YPLCdelta1 and YNCP0001C,Genome Release 64-3-1
P:56275-56289,CHR_16,56275,56289,between YNCP0001C and YPLWsigma1,Genome Release 64-3-1
P:56359-56408,CHR_16,56359,56408,between YPLWsigma1 and YPLWdelta2,Genome Release 64-3-1
P:62376-62388,CHR_16,62376,62388,between YPLWTy1-1 and YPLWdelta5,Genome Release 64-3-1
P:62721-62723,CHR_16,62721,62723,between YPLWdelta5 and YPLWdelta6,Genome Release 64-3-1
P:63007-63278,CHR_16,63007,63278,between YPLWdelta6 and YPL257W,Genome Release 64-3-1
P:63861-64976,CHR_16,63861,64976,between YPL257W and YPL256C,Genome Release 64-3-1
P:66615-67724,CHR_16,66615,67724,between YPL256C and YPL255W,Genome Release 64-3-1
P:68883-69484,CHR_16,68883,69484,between YPL255W and YPL254W,Genome Release 64-3-1
P:70952-71062,CHR_16,70952,71062,between YPL254W and YPL253C,Genome Release 64-3-1
P:73007-73031,CHR_16,73007,73031,between YPL253C and ARS1605,Genome Release 64-3-1
P:73228-73362,CHR_16,73228,73362,between ARS1605 and YPL252C,Genome Release 64-3-1
P:73928-74308,CHR_16,73928,74308,between YPL251W and YPL250C,Genome Release 64-3-1
P:74720-75698,CHR_16,74720,75698,between YPL250C and YPL249C-A,Genome Release 64-3-1
P:76240-76668,CHR_16,76240,76668,between YPL249C-A and YPL249C,Genome Release 64-3-1
P:79354-79561,CHR_16,79354,79561,between YPL249C and YNCP0002W,Genome Release 64-3-1
P:84197-84508,CHR_16,84197,84508,between YPL247C and YPL246C,Genome Release 64-3-1
P:85298-85585,CHR_16,85298,85585,between YPL246C and YPL245W,Genome Release 64-3-1
P:86951-87013,CHR_16,86951,87013,between YPL245W and YPL244C,Genome Release 64-3-1
P:88034-88516,CHR_16,88034,88516,between YPL244C and YPL243W,Genome Release 64-3-1
P:90317-90621,CHR_16,90317,90621,between YPL243W and YPL242C,Genome Release 64-3-1
P:95110-95371,CHR_16,95110,95371,between YPL242C and YPL241C,Genome Release 64-3-1
P:96259-96495,CHR_16,96259,96495,between YPL241C and YPL240C,Genome Release 64-3-1
P:98626-99483,CHR_16,98626,99483,between YPL240C and YPL239W,Genome Release 64-3-1
P:100087-100473,CHR_16,100087,100473,between YPL239W and YPL238C,Genome Release 64-3-1
P:101354-101607,CHR_16,101354,101607,between YPL237W and YPL236C,Genome Release 64-3-1
P:102703-103231,CHR_16,102703,103231,between YPL236C and YPL235W,Genome Release 64-3-1
P:104648-104945,CHR_16,104648,104945,between YPL235W and YPL234C,Genome Release 64-3-1
P:105441-106171,CHR_16,105441,106171,between YPL234C and YPL233W,Genome Release 64-3-1
P:106823-107274,CHR_16,106823,107274,between YPL233W and YPL232W,Genome Release 64-3-1
P:108148-108651,CHR_16,108148,108651,between YPL232W and YPL231W,Genome Release 64-3-1
P:114316-115311,CHR_16,114316,115311,between YPL231W and YPL230W,Genome Release 64-3-1
P:116488-116565,CHR_16,116488,116565,between YPL230W and ARS1607,Genome Release 64-3-1
P:116681-117066,CHR_16,116681,117066,between ARS1607 and YPL229W,Genome Release 64-3-1
P:117688-118381,CHR_16,117688,118381,between YPL229W and YPL228W,Genome Release 64-3-1
P:120032-120162,CHR_16,120032,120162,between YPL228W and YPL227C,Genome Release 64-3-1
P:121168-121766,CHR_16,121168,121766,between YPL227C and YPL226W,Genome Release 64-3-1
P:125358-126005,CHR_16,125358,126005,between YPL226W and YPL225W,Genome Release 64-3-1
P:126447-126633,CHR_16,126447,126633,between YPL225W and YPL224C,Genome Release 64-3-1
P:128089-128631,CHR_16,128089,128631,between YPL224C and YPL223C,Genome Release 64-3-1
P:129139-130161,CHR_16,129139,130161,between YPL223C and YPL222W,Genome Release 64-3-1
P:132229-133042,CHR_16,132229,133042,between YPL222W and YPL221W,Genome Release 64-3-1
P:135425-135789,CHR_16,135425,135789,between YPL221W and YPL220W,Genome Release 64-3-1
P:136444-136749,CHR_16,136444,136749,between YPL220W and YPL219W,Genome Release 64-3-1
P:138229-138697,CHR_16,138229,138697,between YPL219W and YPL218W,Genome Release 64-3-1
P:139410-139619,CHR_16,139410,139619,between YPL218W and YPL217C,Genome Release 64-3-1
P:143172-143820,CHR_16,143172,143820,between YPL217C and YPL216W,Genome Release 64-3-1
P:147130-147415,CHR_16,147130,147415,between YPL216W and YPL215W,Genome Release 64-3-1
P:148424-148568,CHR_16,148424,148568,between YPL215W and YPL214C,Genome Release 64-3-1
P:150192-150613,CHR_16,150192,150613,between YPL214C and YPL213W,Genome Release 64-3-1
P:151331-151514,CHR_16,151331,151514,between YPL213W and YPL212C,Genome Release 64-3-1
P:153150-153494,CHR_16,153150,153494,between YPL212C and YPL211W,Genome Release 64-3-1
P:154041-154289,CHR_16,154041,154289,between YPL211W and YPL210C,Genome Release 64-3-1
P:156213-156489,CHR_16,156213,156489,between YPL210C and YPL209C,Genome Release 64-3-1
P:157594-157841,CHR_16,157594,157841,between YPL209C and YPL208W,Genome Release 64-3-1
P:159594-159908,CHR_16,159594,159908,between YPL208W and YPL207W,Genome Release 64-3-1
P:163598-163921,CHR_16,163598,163921,between YPL206C and YPL205C,Genome Release 64-3-1
P:164267-164275,CHR_16,164267,164275,between YPL205C and YPL204W,Genome Release 64-3-1
P:165761-166255,CHR_16,165761,166255,between YPL204W and YPL203W,Genome Release 64-3-1
P:167399-168087,CHR_16,167399,168087,between YPL203W and YPL202C,Genome Release 64-3-1
P:169339-169769,CHR_16,169339,169769,between YPL202C and YPL201C,Genome Release 64-3-1
P:171156-171483,CHR_16,171156,171483,between YPL201C and YPL200W,Genome Release 64-3-1
P:171955-172032,CHR_16,171955,172032,between YPL200W and YPL199C,Genome Release 64-3-1
P:172756-173151,CHR_16,172756,173151,between YPL199C and YPL198W,Genome Release 64-3-1
P:174757-175042,CHR_16,174757,175042,between YPL197C and YPL196W,Genome Release 64-3-1
P:175865-176222,CHR_16,175865,176222,between YPL196W and YPL195W,Genome Release 64-3-1
P:179022-179276,CHR_16,179022,179276,between YPL195W and YPL194W,Genome Release 64-3-1
P:181116-181402,CHR_16,181116,181402,between YPL194W and YPL193W,Genome Release 64-3-1
P:182549-182654,CHR_16,182549,182654,between YPL193W and YPL192C,Genome Release 64-3-1
P:183057-183596,CHR_16,183057,183596,between YPL192C and YPL191C,Genome Release 64-3-1
P:184680-185316,CHR_16,184680,185316,between YPL191C and YPL190C,Genome Release 64-3-1
P:187726-188306,CHR_16,187726,188306,between YPL190C and YPL189C-A,Genome Release 64-3-1
P:188514-189153,CHR_16,188514,189153,between YPL189C-A and YPL189W,Genome Release 64-3-1
P:190984-191405,CHR_16,190984,191405,between YPL189W and YPL188W,Genome Release 64-3-1
P:192651-193647,CHR_16,192651,193647,between YPL188W and YPL187W,Genome Release 64-3-1
P:194146-194511,CHR_16,194146,194511,between YPL187W and YPL186C,Genome Release 64-3-1
P:195649-195949,CHR_16,195649,195949,between YPL185W and YPL184C,Genome Release 64-3-1
P:197789-199094,CHR_16,197789,199094,between YPL184C and YPL183W-A,Genome Release 64-3-1
P:199377-199494,CHR_16,199377,199494,between YPL183W-A and YPL183C,Genome Release 64-3-1
P:202537-203305,CHR_16,202537,203305,between YPL183C and YPL182C,Genome Release 64-3-1
P:204942-205247,CHR_16,204942,205247,between YPL181W and YPL180W,Genome Release 64-3-1
P:207648-208156,CHR_16,207648,208156,between YPL180W and YPL179W,Genome Release 64-3-1
P:209807-210191,CHR_16,209807,210191,between YPL179W and YNCP0004C,Genome Release 64-3-1
P:210264-210450,CHR_16,210264,210450,between YNCP0004C and YPLWdelta7,Genome Release 64-3-1
P:210772-211576,CHR_16,210772,211576,between YPLWdelta7 and YPLWdelta8,Genome Release 64-3-1
P:211899-212157,CHR_16,211899,212157,between YPLWdelta8 and YPL178W,Genome Release 64-3-1
P:212785-213041,CHR_16,212785,213041,between YPL178W and YPL177C,Genome Release 64-3-1
P:213963-216011,CHR_16,213963,216011,between YPL177C and YPL176C,Genome Release 64-3-1
P:218364-218629,CHR_16,218364,218629,between YPL176C and YPL175W,Genome Release 64-3-1
P:222774-223142,CHR_16,222774,223142,between YPL174C and YPL173W,Genome Release 64-3-1
P:224037-224352,CHR_16,224037,224352,between YPL173W and YPL172C,Genome Release 64-3-1
P:225742-226168,CHR_16,225742,226168,between YPL172C and YPL171C,Genome Release 64-3-1
P:227372-228313,CHR_16,227372,228313,between YPL171C and YPL170W,Genome Release 64-3-1
P:228773-229038,CHR_16,228773,229038,between YPL170W and YPL169C,Genome Release 64-3-1
P:230839-231216,CHR_16,230839,231216,between YPL169C and YPL168W,Genome Release 64-3-1
P:232510-232592,CHR_16,232510,232592,between YPL168W and YPL167C,Genome Release 64-3-1
P:237108-237337,CHR_16,237108,237337,between YPL167C and YPL166W,Genome Release 64-3-1
P:239078-239349,CHR_16,239078,239349,between YPL165C and YPL164C,Genome Release 64-3-1
P:241498-241917,CHR_16,241498,241917,between YPL164C and YPL163C,Genome Release 64-3-1
P:242701-243205,CHR_16,242701,243205,between YPL163C and YPL162C,Genome Release 64-3-1
P:244028-244318,CHR_16,244028,244318,between YPL162C and YPL161C,Genome Release 64-3-1
P:246221-246989,CHR_16,246221,246989,between YPL161C and YPL160W,Genome Release 64-3-1
P:250263-250906,CHR_16,250263,250906,between YPL160W and YPL159C,Genome Release 64-3-1
P:251669-252033,CHR_16,251669,252033,between YPL159C and YPL158C,Genome Release 64-3-1
P:254311-254813,CHR_16,254311,254813,between YPL158C and YPL157W,Genome Release 64-3-1
P:255762-255912,CHR_16,255762,255912,between YPL157W and YPL156C,Genome Release 64-3-1
P:256768-257215,CHR_16,256768,257215,between YPL156C and YPL155C,Genome Release 64-3-1
P:259337-259713,CHR_16,259337,259713,between YPL155C and YPL154C,Genome Release 64-3-1
P:264193-264601,CHR_16,264193,264601,between YPL153C and YPL152W-A,Genome Release 64-3-1
P:264701-265027,CHR_16,264701,265027,between YPL152W-A and YPL152W,Genome Release 64-3-1
P:266105-266179,CHR_16,266105,266179,between YPL152W and YPL151C,Genome Release 64-3-1
P:267536-268187,CHR_16,267536,268187,between YPL151C and YPL150W,Genome Release 64-3-1
P:270894-271309,CHR_16,270894,271309,between YPL150W and YPL149W,Genome Release 64-3-1
P:272195-272293,CHR_16,272195,272293,between YPL149W and YPL148C,Genome Release 64-3-1
P:272816-273254,CHR_16,272816,273254,between YPL148C and YPL147W,Genome Release 64-3-1
P:275868-276161,CHR_16,275868,276161,between YPL147W and YPL146C,Genome Release 64-3-1
P:277530-278394,CHR_16,277530,278394,between YPL146C and YPL145C,Genome Release 64-3-1
P:279700-280479,CHR_16,279700,280479,between YPL145C and YPL144W,Genome Release 64-3-1
P:280927-281055,CHR_16,280927,281055,between YPL144W and YNCP0005C,Genome Release 64-3-1
P:281518-282121,CHR_16,281518,282121,between YNCP0005C and YPL143W,Genome Release 64-3-1
P:283004-283463,CHR_16,283004,283463,between YPL142C and YPL141C,Genome Release 64-3-1
P:286062-287513,CHR_16,286062,287513,between YPL141C and YPL140C,Genome Release 64-3-1
P:289035-289484,CHR_16,289035,289484,between YPL140C and ARS1614,Genome Release 64-3-1
P:291052-291365,CHR_16,291052,291365,between YPL139C and YPL138C,Genome Release 64-3-1
P:292428-292816,CHR_16,292428,292816,between YPL138C and YPL137C,Genome Release 64-3-1
P:296655-297552,CHR_16,296655,297552,between YPL136W and YPL135W,Genome Release 64-3-1
P:298051-298570,CHR_16,298051,298570,between YPL135W and YPL134C,Genome Release 64-3-1
P:299504-299887,CHR_16,299504,299887,between YPL134C and YPL133C,Genome Release 64-3-1
P:301229-301715,CHR_16,301229,301715,between YPL133C and YPL132W,Genome Release 64-3-1
P:302619-303120,CHR_16,302619,303120,between YPL132W and YPL131W,Genome Release 64-3-1
P:304015-304386,CHR_16,304015,304386,between YPL131W and YPL130W,Genome Release 64-3-1
P:305059-305297,CHR_16,305059,305297,between YPL130W and YPL129W,Genome Release 64-3-1
P:306138-306532,CHR_16,306138,306532,between YPL129W and YPL128C,Genome Release 64-3-1
P:308222-308827,CHR_16,308222,308827,between YPL128C and YPL127C,Genome Release 64-3-1
P:309605-310209,CHR_16,309605,310209,between YPL127C and YPL126W,Genome Release 64-3-1
P:312901-313387,CHR_16,312901,313387,between YPL126W and YPL125W,Genome Release 64-3-1
P:316487-316754,CHR_16,316487,316754,between YPL125W and YPL124W,Genome Release 64-3-1
P:317517-317640,CHR_16,317517,317640,between YPL124W and YPL123C,Genome Release 64-3-1
P:318946-319225,CHR_16,318946,319225,between YPL123C and YPL122C,Genome Release 64-3-1
P:320768-320961,CHR_16,320768,320961,between YPL122C and YPL121C,Genome Release 64-3-1
P:321631-322070,CHR_16,321631,322070,between YPL121C and YPL120W,Genome Release 64-3-1
P:323745-324023,CHR_16,323745,324023,between YPL120W and YPL119C-A,Genome Release 64-3-1
P:324288-324410,CHR_16,324288,324410,between YPL119C-A and YPL119C,Genome Release 64-3-1
P:326265-326627,CHR_16,326265,326627,between YPL119C and YPL118W,Genome Release 64-3-1
P:327663-327863,CHR_16,327663,327863,between YPL118W and YPL117C,Genome Release 64-3-1
P:328731-329605,CHR_16,328731,329605,between YPL117C and YPL116W,Genome Release 64-3-1
P:335487-335947,CHR_16,335487,335947,between YPL115C and YPL114W,Genome Release 64-3-1
P:337144-337435,CHR_16,337144,337435,between YPL113C and YPL112C,Genome Release 64-3-1
P:338621-338847,CHR_16,338621,338847,between YPL112C and YNCP0006C,Genome Release 64-3-1
