chromosome,start,end,gene,score,orientation
chrXI,153288,153289,YKL160W,.,+
chrXIV,479149,479150,YNL079C,.,-
chrXV,553022,553023,YOR122C,.,-
chrXII,607106,607107,YLR231C,.,-
chrII,558695,558696,YBR159W,.,+
chrXV,333601,333602,YOR004W,.,+
chrXIV,308604,308605,YNL175C,.,-
chrXV,841338,841339,YOR276W,.,+
chrXI,533608,533609,YKR052C,.,-
chrIV,489357,489358,YDR023W,.,+
chrVII,999140,999141,YGR253C,.,-
chrXI,346766,346767,YKL049C,.,-
chrIX,199407,199408,YIL088C,.,-
chrXVI,370970,370971,YPL093W,.,+
chrXIII,434624,434625,YMR083W,.,+
chrII,532194,532195,YBR143C,.,-
chrXII,255289,255290,YLR057W,.,+
chrVII,982101,982102,YGR245C,.,-
chrVII,418839,418840,YGL041W-A,.,+
chrXIII,76963,76964,YML099C,.,-
chrVII,527659,527660,YGR021W,.,+
chrIX,290064,290065,YIL034C,.,-
chrXV,648479,648480,YOR166C,.,-
chrVI,42820,42821,YFL046W,.,+
chrXII,234227,234228,YLR044C,.,-
chrXII,448319,448320,YLR154C,.,-
chrV,194550,194551,YER019C-A,.,-
chrXIV,634031,634032,YNR002C,.,-
chrIII,216516,216517,YCR053W,.,+
chrVII,836847,836848,YGR169C-A,.,-
chrV,302773,302774,YER072W,.,+
chrVII,1058907,1058908,YGR282C,.,-
chrXVI,673716,673717,YPR058W,.,+
chrXII,447610,447611,YLR153C,.,-
chrIV,1222720,1222721,YDR373W,.,+
chrVII,555031,555032,YGR033C,.,-
chrVI,234001,234002,YFR040W,.,+
chrVIII,220784,220785,YHR060W,.,+
chrXVI,566623,566624,YPR005C,.,-
chrIII,17315,17316,YCL063W,.,+
chrIX,54994,54995,YIL154C,.,-
chrVI,251777,251778,YFR051C,.,-
chrXIV,711647,711648,YNR048W,.,+
chrXI,67602,67603,YKL201C,.,-
chrII,565244,565245,YBR162W-A,.,+
chrXI,224443,224444,YKL114C,.,-
chrVIII,104287,104288,YHL001W,.,+
chrX,703057,703058,YJR145C,.,-
chrXIII,148672,148673,YML062C,.,-
chrVIII,370061,370062,YHR132W-A,.,+
chrV,456325,456326,YER143W,.,+
chrXVI,828289,828290,YPR148C,.,-
chrIII,131544,131545,YCR009C,.,-
chrXIV,138544,138545,YNL268W,.,+
chrXVI,244032,244033,YPL162C,.,-
chrVII,1070285,1070286,YGR288W,.,+
chrXIII,422156,422157,YMR077C,.,-
chrXIV,547933,547934,YNL042W,.,+
chrXV,65605,65606,YOL137W,.,+
chrXI,286586,286587,YKL079W,.,+
chrXV,505757,505758,YOR096W,.,+
chrVIII,338046,338047,YHR114W,.,+
chrII,549053,549054,YBR154C,.,-
chrVII,254594,254595,YGL135W,.,+
chrXVI,593120,593121,YPR016C,.,-
chrIV,122025,122026,YDL189W,.,+
chrIV,743967,743968,YDR143C,.,-
chrII,770712,770713,YBR283C,.,-
chrIV,1239042,1239043,YDR381C-A,.,-
chrXV,1049411,1049412,YOR378W,.,+
chrXII,431970,431971,YLR144C,.,-
chrXI,340503,340504,YKL052C,.,-
chrVII,883769,883770,YGR192C,.,-
chrXV,783708,783709,YOR238W,.,+
chrXIV,52400,52401,YNL310C,.,-
chrXIII,608556,608557,YMR173W,.,+
chrIII,155339,155340,YCR020W-B,.,+
chrXIII,651003,651004,YMR194W,.,+
chrXIII,654930,654931,YMR196W,.,+
chrXV,516840,516841,YOR103C,.,-
chrIV,141736,141737,YDL177C,.,-
chrV,61022,61023,YEL050C,.,-
chrX,75476,75477,YJL190C,.,-
chrXV,578531,578532,YOR134W,.,+
chrXVI,732308,732309,YPR103W,.,+
chrXIV,602677,602678,YNL016W,.,+
chrXIII,483891,483892,YMR108W,.,+
chrIV,1459420,1459421,YDR505C,.,-
chrXI,100179,100180,YKL182W,.,+
chrIX,216695,216696,YIL076W,.,+
chrVI,155836,155837,YFR005C,.,-
chrXVI,704622,704623,YPR082C,.,-
chrIII,210389,210390,YCR046C,.,-
chrXI,161316,161317,YKL155C,.,-
chrXIII,279816,279817,YMR006C,.,-
chrXIII,464810,464811,YMR099C,.,-
chrX,285256,285257,YJL081C,.,-
chrII,486678,486679,YBR123C,.,-
chrII,382034,382035,YBR072W,.,+
chrX,585435,585436,YJR085C,.,-
chrXII,764135,764136,YLR314C,.,-
chrI,136913,136914,YAL008W,.,+
chrVIII,283298,283299,YHR089C,.,-
chrX,128954,128955,YJL156C,.,-
chrXII,744147,744148,YLR306W,.,+
chrXVI,378402,378403,YPL090C,.,-
chrIV,1490587,1490588,YDR525W-A,.,+
chrV,172105,172106,YER009W,.,+
chrIV,579279,579280,YDR064W,.,+
chrXV,228590,228591,YOL054W,.,+
chrII,613927,613928,YBR196C,.,-
chrXVI,199062,199063,YPL183W-A,.,+
chrVI,224809,224810,YFR033C,.,-
chrXI,530872,530873,YKR051W,.,+
chrVIII,298714,298715,YHR097C,.,-
chrII,738325,738326,YBR264C,.,-
chrXIII,288120,288121,YMR011W,.,+
chrVI,156024,156025,YFR006W,.,+
chrXVI,156176,156177,YPL210C,.,-
chrIII,23612,23613,YCL058W-A,.,+
chrXIII,111890,111891,YML077W,.,+
chrXII,673153,673154,YLR264W,.,+
chrXIII,901283,901284,YMR313C,.,-
chrIX,100480,100481,YIL132C,.,-
chrXV,738330,738331,YOR210W,.,+
chrXV,339975,339976,YOR007C,.,-
chrII,356563,356564,YBR058C-A,.,-
chrIII,263393,263394,YCR086W,.,+
chrIV,130642,130643,YDL184C,.,-
chrXI,403882,403883,YKL018C-A,.,-
chrXIII,775733,775734,YMR252C,.,-
chrX,106402,106403,YJL166W,.,+
chrXIII,399620,399621,YMR065W,.,+
chrXIII,494413,494414,YMR112C,.,-
chrVI,82468,82469,YFL026W,.,+
chrIV,433546,433547,YDL008W,.,+
chrXIV,24074,24075,YNL327W,.,+
chrXV,944617,944618,YOR334W,.,+
chrXI,34091,34092,YKL213C,.,-
chrXII,571845,571846,YLR215C,.,-
chrIV,174575,174576,YDL157C,.,-
chrXV,649159,649160,YOR167C,.,-
chrIV,164033,164034,YDL166C,.,-
chrVIII,288803,288804,YHR092C,.,-
chrXII,573204,573205,YLR216C,.,-
chrII,332832,332833,YBR048W,.,+
chrXIII,451364,451365,YMR091C,.,-
chrV,250702,250703,YER048W-A,.,+
chrVII,832437,832438,YGR167W,.,+
chrXV,292093,292094,YOL018C,.,-
chrX,496660,496661,YJR034W,.,+
chrXI,445191,445192,YKR003W,.,+
chrXVI,169369,169370,YPL202C,.,-
chrXIII,740231,740232,YMR234W,.,+
chrV,527015,527016,YER171W,.,+
chrVII,14238,14239,YGL257C,.,-
chrXV,474633,474634,YOR080W,.,+
chrII,375832,375833,YBR068C,.,-
chrXV,162204,162205,YOL084W,.,+
chrII,305962,305963,YBR034C,.,-
chrXIV,476606,476607,YNL081C,.,-
chrV,58388,58389,YEL051W,.,+
chrIII,63445,63446,YCL032W,.,+
chrVII,1004462,1004463,YGR256W,.,+
chrXIII,804456,804457,YMR269W,.,+
chrXII,111575,111576,YLL018C,.,-
chrII,411052,411053,YBR084W,.,+
chrII,805344,805345,YBR299W,.,+
chrX,700624,700625,YJR143C,.,-
chrV,225859,225860,YER037W,.,+
chrXV,882561,882562,YOR303W,.,+
chrIV,248251,248252,YDL117W,.,+
chrXIII,914982,914983,YMR319C,.,-
chrXIII,20617,20618,YML126C,.,-
chrII,256385,256386,YBR010W,.,+
chrXVI,684316,684317,YPR068C,.,-
chrXV,1061187,1061188,YOR383C,.,-
chrXIII,247705,247706,YML010W,.,+
chrXIII,629051,629052,YMR185W,.,+
chrXIV,373728,373729,YNL134C,.,-
chrX,73399,73400,YJL192C,.,-
chrII,711601,711602,YBR246W,.,+
chrX,157264,157265,YJL136C,.,-
chrIII,111920,111921,YCL001W,.,+
chrIX,171744,171745,YIL103W,.,+
chrIV,99540,99541,YDL201W,.,+
chrII,90713,90714,YBL069W,.,+
chrVII,649101,649102,YGR085C,.,-
chrVI,54818,54819,YFL039C,.,-
chrXII,902934,902935,YLR390W,.,+
chrIV,1296828,1296829,YDR414C,.,-
chrVI,58616,58617,YFL036W,.,+
chrIV,1195113,1195114,YDR359C,.,-
chrX,191721,191722,YJL118W,.,+
chrXII,416613,416614,YLR136C,.,-
chrXIII,706858,706859,YMR218C,.,-
chrII,609727,609728,YBR193C,.,-
chrIII,24301,24302,YCL057C-A,.,-
chrXV,242900,242901,YOL047C,.,-
chrXIV,80646,80647,YNL293W,.,+
chrXVI,639530,639531,YPR034W,.,+
chrIII,70150,70151,YCL028W,.,+
chrXI,579023,579024,YKR074W,.,+
chrXV,602376,602377,YOR143C,.,-
chrVI,131582,131583,YFL004W,.,+
chrIII,249983,249984,YCR076C,.,-
chrXIII,223822,223823,YML026C,.,-
chrXII,440145,440146,YLR150W,.,+
chrVIII,56559,56560,YHL024W,.,+
chrV,133174,133175,YEL011W,.,+
chrIV,914829,914830,YDR224C,.,-
chrXIV,494966,494967,YNL069C,.,-
chrV,280832,280833,YER062C,.,-
chrII,48607,48608,YBL091C,.,-
chrXIII,104144,104145,YML081C-A,.,-
chrIX,200105,200106,YIL087C,.,-
chrIV,286892,286893,YDL095W,.,+
chrIV,453049,453050,YDR002W,.,+
chrIV,1183119,1183120,YDR353W,.,+
chrXI,185716,185717,YKL138C,.,-
chrXV,288669,288670,YOL019W,.,+
chrII,701946,701947,YBR240C,.,-
chrXI,340915,340916,YKL051W,.,+
chrII,110506,110507,YBL059W,.,+
chrVIII,521837,521838,YHR210C,.,-
chrXIV,372342,372343,YNL135C,.,-
chrVIII,267555,267556,YHR081W,.,+
chrIII,173438,173439,YCR028C-A,.,-
chrIX,375423,375424,YIR010W,.,+
chrVIII,148863,148864,YHR021C,.,-
chrIX,246189,246190,YIL060W,.,+
chrXV,507542,507543,YOR097C,.,-
chrXIII,701750,701751,YMR217W,.,+
chrXII,867223,867224,YLR372W,.,+
chrIII,163387,163388,YCR024C-A,.,-
chrIV,369613,369614,YDL047W,.,+
chrIII,163387,163388,YCR024C-B,.,-
chrXII,385621,385622,YLR119W,.,+
chrIV,556587,556588,YDR050C,.,-
chrV,553916,553917,YER183C,.,-
chrXIII,411605,411606,YMR072W,.,+
chrIV,334364,334365,YDL067C,.,-
chrXII,322316,322317,YLR091W,.,+
chrXV,847117,847118,YOR281C,.,-
chrXV,472729,472730,YOR078W,.,+
chrXII,549008,549009,YLR200W,.,+
chrXIII,901699,901700,YMR314W,.,+
chrXIV,254402,254403,YNL208W,.,+
chrII,237483,237484,YBL001C,.,-
chrXVI,861051,861052,YPR160W,.,+
chrXI,317604,317605,YKL064W,.,+
chrVII,640808,640809,YGR079W,.,+
chrV,302288,302289,YER071C,.,-
chrXIII,777330,777331,YMR253C,.,-
chrXIV,672445,672446,YNR024W,.,+
chrXI,580898,580899,YKR075C,.,-
chrX,578163,578164,YJR077C,.,-
chrXIV,137820,137821,YNL270C,.,-
chrXIV,64732,64733,YNL301C,.,-
chrXII,548764,548765,YLR199C,.,-
chrIV,1243210,1243211,YDR385W,.,+
chrIV,565660,565661,YDR056C,.,-
chrIV,310322,310323,YDL081C,.,-
chrII,407197,407198,YBR082C,.,-
chrX,619832,619833,YJR102C,.,-
chrXI,210520,210521,YKL124W,.,+
chrI,141570,141571,YAL005C,.,-
chrVII,270749,270750,YGL127C,.,-
chrX,392243,392244,YJL026W,.,+
chrX,245608,245609,YJL097W,.,+
chrII,380237,380238,YBR071W,.,+
chrXVI,466954,466955,YPL046C,.,-
chrXIV,493158,493159,YNL070W,.,+
chrXII,498918,498919,YLR167W,.,+
chrVII,76684,76685,YGL225W,.,+
chrXVI,731978,731979,YPR102C,.,-
chrIII,293622,293623,YCR096C,.,-
chrXII,602816,602817,YLR228C,.,-
chrXII,534803,534804,YLR190W,.,+
chrVII,846313,846314,YGR174C,.,-
chrVII,73142,73143,YGL226C-A,.,-
chrIII,157311,157312,YCR021C,.,-
chrV,210262,210263,YER027C,.,-
chrXII,81206,81207,YLL029W,.,+
chrVII,269095,269096,YGL129C,.,-
chrIV,1385059,1385060,YDR461W,.,+
chrIV,331083,331084,YDL070W,.,+
chrIX,423116,423117,YIR037W,.,+
chrVII,1069189,1069190,YGR287C,.,-
chrXV,449224,449225,YOR066W,.,+
chrXIV,217179,217180,YNL231C,.,-
chrXIV,498448,498449,YNL068C,.,-
chrIII,27742,27743,YCL056C,.,-
chrXI,14577,14578,YKL219W,.,+
chrV,364441,364442,YER103W,.,+
chrIII,35368,35369,YCL052C,.,-
chrXII,1011420,1011421,YLR436C,.,-
chrVII,494498,494499,YGL002W,.,+
chrXIII,867122,867123,YMR300C,.,-
chrXVI,129835,129836,YPL222W,.,+
chrVI,95871,95872,YFL021W,.,+
chrV,27708,27709,YEL065W,.,+
chrIV,603789,603790,YDR079C-A,.,-
chrIV,1013621,1013622,YDR276C,.,-
chrII,92429,92430,YBL068W,.,+
chrII,736272,736273,YBR263W,.,+
chrIX,85121,85122,YIL140W,.,+
chrXI,226308,226309,YKL112W,.,+
chrIV,1116667,1116668,YDR324C,.,-
chrXIII,907419,907420,YMR317W,.,+
chrXI,261179,261180,YKL096W,.,+
chrIII,258607,258608,YCR082W,.,+
chrXIII,759484,759485,YMR246W,.,+
chrXV,229988,229989,YOL053W,.,+
chrVII,903292,903293,YGR201C,.,-
chrXI,212971,212972,YKL122C,.,-
chrII,597385,597386,YBR184W,.,+
chrIV,307774,307775,YDL083C,.,-
chrVI,55971,55972,YFL038C,.,-
chrXII,574014,574015,YLR218C,.,-
chrXII,1028854,1028855,YLR448W,.,+
chrII,513004,513005,YBR137W,.,+
chrVII,687652,687653,YGR098C,.,-
chrXIII,650054,650055,YMR193W,.,+
chrX,581599,581600,YJR080C,.,-
chrVIII,375497,375498,YHR137W,.,+
chrXIII,305810,305811,YMR016C,.,-
chrIX,37444,37445,YIL162W,.,+
chrIX,26257,26258,YIL169C,.,-
chrXVI,256726,256727,YPL156C,.,-
chrIII,23343,23344,YCL059C,.,-
chrXII,1011991,1011992,YLR437C,.,-
chrXII,766328,766329,YLR316C,.,-
chrII,209397,209398,YBL008W,.,+
chrIII,262613,262614,YCR084C,.,-
chrXVI,297006,297007,YPL137C,.,-
chrXVI,857105,857106,YPR159W,.,+
chrVII,648040,648041,YGR084C,.,-
chrXV,201777,201778,YOL068C,.,-
chrI,28143,28144,YAL063C,.,-
chrXV,104247,104248,YOL113W,.,+
chrXVI,921692,921693,YPR192W,.,+
chrXVI,73014,73015,YPL253C,.,-
chrX,576620,576621,YJR076C,.,-
chrV,42645,42646,YEL059C-A,.,-
chrX,471146,471147,YJR024C,.,-
chrXII,797450,797451,YLR335W,.,+
chrV,415870,415871,YER128W,.,+
chrXII,730835,730836,YLR301W,.,+
chrV,85685,85686,YEL034W,.,+
chrXII,370035,370036,YLR110C,.,-
chrIV,1155912,1155913,YDR342C,.,-
chrVIII,126320,126321,YHR010W,.,+
chrIV,1012016,1012017,YDR275W,.,+
chrVIII,374994,374995,YHR136C,.,-
chrXIII,806511,806512,YMR270C,.,-
chrVII,439050,439051,YGL030W,.,+
chrXV,324864,324865,YOL001W,.,+
chrVII,347226,347227,YGL086W,.,+
chrV,259627,259628,YER053C,.,-
chrXV,1082608,1082609,YOR394W,.,+
chrXVI,8535,8536,YPL282C,.,-
chrV,316490,316491,YER077C,.,-
chrXI,640577,640578,YKR101W,.,+
chrXIII,312265,312266,YMR019W,.,+
chrXIV,229107,229108,YNL222W,.,+
chrXIII,349817,349818,YMR039C,.,-
chrVII,82262,82263,YGL220W,.,+
chrXI,515110,515111,YKR039W,.,+
chrIX,393855,393856,YIR019C,.,-
chrXIII,606092,606093,YMR172W,.,+
chrXIII,252910,252911,YML008C,.,-
chrXIV,440797,440798,YNL098C,.,-
chrXII,228708,228709,YLR039C,.,-
chrVIII,341777,341778,YHR116W,.,+
chrI,154713,154714,YAR002C-A,.,-
chrXI,164292,164293,YKL152C,.,-
chrXIII,178419,178420,YML049C,.,-
chrXII,242242,242243,YLR048W,.,+
chrIX,189060,189061,YIL093C,.,-
chrXI,365423,365424,YKL038W,.,+
chrII,779720,779721,YBR289W,.,+
chrXI,523966,523967,YKR045C,.,-
chrIV,283418,283419,YDL099W,.,+
chrIV,551505,551506,YDR047W,.,+
chrV,188305,188306,YER016W,.,+
chrII,392296,392297,YBR077C,.,-
chrXIII,388441,388442,YMR056C,.,-
chrXIV,240075,240076,YNL217W,.,+
chrIV,125379,125380,YDL186W,.,+
chrXI,397369,397370,YKL022C,.,-
chrXV,868336,868337,YOR293C-A,.,-
chrXII,947180,947181,YLR411W,.,+
chrV,213471,213472,YER030W,.,+
chrIV,1186116,1186117,YDR356W,.,+
chrII,45638,45639,YBL092W,.,+
chrIV,1266859,1266860,YDR397C,.,-
chrII,266361,266362,YBR013C,.,-
chrVIII,186896,186897,YHR039C,.,-
chrV,472466,472467,YER151C,.,-
chrV,295469,295470,YER069W,.,+
chrIV,1129334,1129335,YDR331W,.,+
chrV,396782,396783,YER117W,.,+
chrXIII,860964,860965,YMR296C,.,-
chrII,808863,808864,YBR301W,.,+
chrIV,930569,930570,YDR233C,.,-
chrXIII,917745,917746,YMR321C,.,-
