chromosome,start,end,gene,stable/fragile,gene orientation
chrXII,1002218,1002219,YLR432W,fragile,+
chrIV,1429230,1429231,YDR487C,fragile,-
chrII,556037,556038,YBR158W,fragile,+
chrV,409534,409535,YER125W,fragile,+
chrV,123401,123402,YEL017W,fragile,+
chrXII,498721,498722,YLR167W,fragile,+
chrIV,1469123,1469124,YDR510W,fragile,+
chrXIV,662067,662068,YNR016C,fragile,-
chrXIV,662067,662068,YNR017W,fragile,+
chrVII,254370,254371,YGL135W,fragile,+
chrXV,638891,638892,YOR161C,fragile,-
chrXII,332283,332284,YLR096W,fragile,+
chrXII,332283,332284,YLR095C,fragile,-
chrII,191867,191868,YBL017C,fragile,-
chrXVI,339717,339718,YPL111W,fragile,+
chrXIII,302862,302863,YMR015C,fragile,-
chrVII,979557,979558,YGR244C,fragile,-
chrII,45378,45379,YBL092W,fragile,+
chrV,123275,123276,YEL017C-A,fragile,-
chrIV,1461737,1461738,YDR506C,fragile,-
chrXV,1015191,1015192,YOR360C,fragile,-
chrV,439343,439344,YER136W,fragile,+
chrI,141988,141989,YAL003W,fragile,+
chrXV,252807,252808,YOL041C,fragile,-
chrXV,954157,954158,YOR337W,fragile,+
chrV,268351,268352,YER056C,fragile,-
chrXIII,675041,675042,YMR205C,fragile,-
chrIII,127840,127841,YCR008W,fragile,+
chrXVI,378573,378574,YPL090C,fragile,-
chrIV,1056269,1056270,YDR297W,fragile,+
chrXIII,204323,204324,YML038C,fragile,-
chrXIV,503434,503435,YNL065W,fragile,+
chrX,268609,268610,YJL088W,fragile,+
chrXIII,798295,798296,YMR266W,fragile,+
chrXI,408296,408297,YKL015W,fragile,+
chrXI,408296,408297,YKL016C,fragile,-
chrVI,65134,65135,YFL034C-A,fragile,-
chrVI,65134,65135,YFL034W,fragile,+
chrVII,383349,383350,YGL063W,fragile,+
chrVII,383349,383350,YGL064C,fragile,-
chrXV,606336,606337,YOR145C,fragile,-
chrXVI,373470,373471,YPL092W,fragile,+
chrXIV,392742,392743,YNL124W,fragile,+
chrXI,258943,258944,YKL096W-A,fragile,+
chrVIII,508816,508817,YHR205W,fragile,+
chrX,690712,690713,YJR139C,fragile,-
chrXV,168201,168202,YOL082W,fragile,+
chrIV,222016,222017,YDL133C-A,fragile,-
chrIV,471688,471689,YDR012W,fragile,+
chrV,192029,192030,YER017C,fragile,-
chrIX,384464,384465,YIR018W,fragile,+
chrVIII,48450,48451,YHL028W,fragile,+
chrII,337039,337040,YBR049C,fragile,-
chrVII,856737,856738,YGR180C,fragile,-
chrII,256026,256027,YBR009C,fragile,-
chrXV,504589,504590,YOR095C,fragile,-
chrIV,1184564,1184565,YDR354W,fragile,+
chrX,59117,59118,YJL200C,fragile,-
chrXV,891870,891871,YOR306C,fragile,-
chrIV,417077,417078,YDL020C,fragile,-
chrIV,222163,222164,YDL133W,fragile,+
chrX,160020,160021,YJL133C-A,fragile,-
chrXIII,236413,236414,YML017W,fragile,+
chrXII,234386,234387,YLR044C,fragile,-
chrIV,1459620,1459621,YDR505C,fragile,-
chrIV,1165005,1165006,YDR345C,fragile,-
chrVII,772134,772135,YGR142W,fragile,+
chrXIV,107293,107294,YNL283C,fragile,-
chrX,640512,640513,YJR116W,fragile,+
chrV,335555,335556,YER088C,fragile,-
chrXVI,309765,309766,YPL127C,fragile,-
chrIV,1345324,1345325,YDR441C,fragile,-
chrXI,554789,554790,YKR059W,fragile,+
chrXII,1028591,1028592,YLR448W,fragile,+
chrVIII,54433,54434,YHL026C,fragile,-
chrXIII,608384,608385,YMR173W,fragile,+
chrII,544730,544731,YBR151W,fragile,+
chrII,544730,544731,YBR150C,fragile,-
chrIV,838265,838266,YDR189W,fragile,+
chrXI,93852,93853,YKL186C,fragile,-
chrVIII,207369,207370,YHR050W,fragile,+
chrIV,1401477,1401478,YDR471W,fragile,+
chrIV,1401477,1401478,YDR470C,fragile,-
chrIX,102545,102546,YIL130W,fragile,+
chrV,86695,86696,YEL032W,fragile,+
chrXI,153096,153097,YKL160W,fragile,+
chrXII,187527,187528,YLR023C,fragile,-
chrXII,819150,819151,YLR344W,fragile,+
chrXI,339001,339002,YKL054C,fragile,-
chrVII,656566,656567,YGR089W,fragile,+
chrXIV,276189,276190,YNL192W,fragile,+
chrXII,370401,370402,YLR110C,fragile,-
chrIV,1195281,1195282,YDR359C,fragile,-
chrXV,678982,678983,YOR182C,fragile,-
chrXIV,434679,434680,YNL101W,fragile,+
chrXIII,540762,540763,YMR136W,fragile,+
chrIV,806369,806370,YDR171W,fragile,+
chrXIII,759352,759353,YMR246W,fragile,+
chrII,371097,371098,YBR066C,fragile,-
chrXIII,774470,774471,YMR251W-A,fragile,+
chrIV,551250,551251,YDR047W,fragile,+
chrXIII,236259,236260,YML018C,fragile,-
chrII,43154,43155,YBL095W,fragile,+
chrII,45183,45184,YBL093C,fragile,-
chrII,145934,145935,YBL039C,fragile,-
chrII,145934,145935,YBL038W,fragile,+
chrIV,507522,507523,YDR033W,fragile,+
chrI,71304,71305,YAL038W,fragile,+
chrIV,1490902,1490903,YDR527W,fragile,+
chrXIII,335014,335015,YMR031C,fragile,-
chrXIII,335014,335015,YMR032W,fragile,+
chrXVI,352489,352490,YPL106C,fragile,-
chrV,382339,382340,YER110C,fragile,-
chrV,42140,42141,YEL060C,fragile,-
chrXV,978491,978492,YOR344C,fragile,-
chrXII,65497,65498,YLL039C,fragile,-
chrXIII,551360,551361,YMR142C,fragile,-
chrII,168223,168224,YBL027W,fragile,+
chrVII,277332,277333,YGL123W,fragile,+
chrXII,931968,931969,YLR406C,fragile,-
chrVII,672075,672076,YGR094W,fragile,+
chrVII,800285,800286,YGR156W,fragile,+
chrXV,397470,397471,YOR034C,fragile,-
chrVII,795744,795745,YGR153W,fragile,+
chrVI,28053,28054,YFL052W,fragile,+
chrII,376021,376022,YBR068C,fragile,-
chrVIII,113317,113318,YHR004C,fragile,-
chrXIII,511016,511017,YMR122W-A,fragile,+
chrVII,894540,894541,YGR198W,fragile,+
chrVII,894540,894541,YGR197C,fragile,-
chrXV,1043353,1043354,YOR375C,fragile,-
chrVII,920422,920423,YGR214W,fragile,+
chrIX,258718,258719,YIL050W,fragile,+
chrXV,505527,505528,YOR096W,fragile,+
chrII,410875,410876,YBR084W,fragile,+
chrIV,217397,217398,YDL136W,fragile,+
chrXVI,785907,785908,YPR124W,fragile,+
chrXV,830866,830867,YOR270C,fragile,-
chrX,521839,521840,YJR045C,fragile,-
chrX,521839,521840,YJR046W,fragile,+
chrXII,645984,645985,YLR256W,fragile,+
chrXII,721613,721614,YLR293C,fragile,-
chrXIII,245963,245964,YML012W,fragile,+
chrXIII,296961,296962,YMR013C,fragile,-
chrIV,491312,491313,YDR025W,fragile,+
chrXVI,370803,370804,YPL093W,fragile,+
chrXVI,370803,370804,YPL094C,fragile,-
chrXI,34262,34263,YKL212W,fragile,+
chrXI,34262,34263,YKL213C,fragile,-
chrXIV,241501,241502,YNL216W,fragile,+
chrVIII,283456,283457,YHR089C,fragile,-
chrXIII,751453,751454,YMR240C,fragile,-
chrIII,79002,79003,YCL024W,fragile,+
chrVIII,462229,462230,YHR179W,fragile,+
chrXVI,645616,645617,YPR036W-A,fragile,+
chrVII,883984,883985,YGR192C,fragile,-
chrXIII,341020,341021,YMR035W,fragile,+
chrXIII,341020,341021,YMR034C,fragile,-
chrIV,621855,621856,YDR089W,fragile,+
chrII,251408,251409,YBR007C,fragile,-
chrII,477489,477490,YBR118W,fragile,+
chrXIII,880691,880692,YMR305C,fragile,-
chrXVI,527130,527131,YPL015C,fragile,-
chrXII,797190,797191,YLR335W,fragile,+
chrIX,258467,258468,YIL051C,fragile,-
chrVI,225001,225002,YFR033C,fragile,-
chrIV,600417,600418,YDR077W,fragile,+
chrX,435053,435054,YJL001W,fragile,+
chrXII,263033,263034,YLR061W,fragile,+
chrXII,1019147,1019148,YLR441C,fragile,-
chrIV,212845,212846,YDL138W,fragile,+
chrVII,878609,878610,YGR189C,fragile,-
chrXII,585939,585940,YLR223C,fragile,-
chrXII,585939,585940,YLR224W,fragile,+
chrX,548520,548521,YJR060W,fragile,+
chrXV,461882,461883,YOR071C,fragile,-
chrIV,1233900,1233901,YDR379C-A,fragile,-
chrIV,1233900,1233901,YDR380W,fragile,+
chrII,89822,89823,YBL071W-A,fragile,+
chrXI,335148,335149,YKL056C,fragile,-
chrXV,909008,909009,YOR317W,fragile,+
chrII,466123,466124,YBR112C,fragile,-
chrXVI,576260,576261,YPR009W,fragile,+
chrXII,87031,87032,YLL027W,fragile,+
chrXI,551479,551480,YKR057W,fragile,+
chrXIII,500916,500917,YMR116C,fragile,-
chrXIII,225734,225735,YML024W,fragile,+
chrVIII,505758,505759,YHR203C,fragile,-
chrIX,193357,193358,YIL090W,fragile,+
chrIX,193357,193358,YIL091C,fragile,-
chrVII,788494,788495,YGR149W,fragile,+
chrIX,232575,232576,YIL069C,fragile,-
chrXII,737760,737761,YLR304C,fragile,-
chrII,452482,452483,YBR106W,fragile,+
chrIV,1301431,1301432,YDR418W,fragile,+
chrXVI,76386,76387,YPL249C-A,fragile,-
chrXV,417975,417976,YOR047C,fragile,-
chrIV,117496,117497,YDL191W,fragile,+
chrXII,730620,730621,YLR301W,fragile,+
chrVIII,401177,401178,YHR152W,fragile,+
chrVIII,401177,401178,YHR151C,fragile,-
chrIX,370480,370481,YIR007W,fragile,+
chrX,526034,526035,YJR048W,fragile,+
chrV,396438,396439,YER116C,fragile,-
chrV,396438,396439,YER117W,fragile,+
chrXII,826723,826724,YLR347C,fragile,-
chrXV,522801,522802,YOR108W,fragile,+
chrXI,431599,431600,YKL006W,fragile,+
chrXIV,427401,427402,YNL103W,fragile,+
chrVII,397821,397822,YGL056C,fragile,-
chrXII,658390,658391,YLR257W,fragile,+
chrXIV,198282,198283,YNL241C,fragile,-
chrIII,262847,262848,YCR084C,fragile,-
chrIV,811892,811893,YDR174W,fragile,+
chrIV,811892,811893,YDR173C,fragile,-
chrX,360949,360950,YJL042W,fragile,+
chrV,306157,306158,YER074W,fragile,+
chrXV,253797,253798,YOL040C,fragile,-
chrIV,156090,156091,YDL171C,fragile,-
chrIV,156090,156091,YDL170W,fragile,+
chrV,237303,237304,YER043C,fragile,-
chrVIII,451050,451051,YHR174W,fragile,+
chrVIII,143763,143764,YHR020W,fragile,+
chrVIII,143763,143764,YHR019C,fragile,-
chrX,450800,450801,YJR007W,fragile,+
chrII,483617,483618,YBR121C,fragile,-
chrXII,440145,440146,YLR149C,fragile,-
chrV,303408,303409,YER073W,fragile,+
chrIV,546283,546284,YDR044W,fragile,+
chrXII,867014,867015,YLR372W,fragile,+
chrV,386999,387000,YER112W,fragile,+
chrIV,755443,755444,YDR148C,fragile,-
chrIV,755443,755444,YDR150W,fragile,+
chrXII,924778,924779,YLR403W,fragile,+
chrIV,556794,556795,YDR050C,fragile,-
chrXIV,576215,576216,YNL031C,fragile,-
chrXII,781625,781626,YLR325C,fragile,-
chrV,77856,77857,YEL040W,fragile,+
chrXII,97711,97712,YLL024C,fragile,-
chrII,392618,392619,YBR077C,fragile,-
chrIV,924010,924011,YDR228C,fragile,-
chrIX,325781,325782,YIL014C-A,fragile,-
chrIX,325781,325782,YIL014W,fragile,+
chrV,522833,522834,YER168C,fragile,-
chrV,222401,222402,YER035W,fragile,+
chrIX,332736,332737,YIL013C,fragile,-
chrX,75753,75754,YJL189W,fragile,+
chrX,75753,75754,YJL190C,fragile,-
chrIX,131972,131973,YIL121W,fragile,+
chrXV,514898,514899,YOR101W,fragile,+
chrVII,802030,802031,YGR157W,fragile,+
chrV,423391,423392,YER131W,fragile,+
chrXV,233881,233882,YOL052C,fragile,-
chrVII,310742,310743,YGL103W,fragile,+
chrVIII,382922,382923,YHR141C,fragile,-
chrXVI,108417,108418,YPL231W,fragile,+
chrXVI,24850,24851,YPL273W,fragile,+
chrIX,316601,316602,YIL018W,fragile,+
chrIV,321908,321909,YDL076C,fragile,-
chrXI,308987,308988,YKL068W-A,fragile,+
chrX,90528,90529,YJL177W,fragile,+
chrII,718291,718292,YBR249C,fragile,-
chrVII,859685,859686,YGR183C,fragile,-
chrV,270344,270345,YER056C-A,fragile,-
chrXV,69168,69169,YOL136C,fragile,-
chrXII,713333,713334,YLR287C-A,fragile,-
chrIV,322026,322027,YDL075W,fragile,+
chrXVI,856927,856928,YPR159W,fragile,+
chrVII,807880,807881,YGR159C,fragile,-
chrXIII,225520,225521,YML025C,fragile,-
chrX,160324,160325,YJL133W,fragile,+
chrXV,882385,882386,YOR303W,fragile,+
chrXIV,427170,427171,YNL104C,fragile,-
chrVII,591051,591052,YGR049W,fragile,+
chrIV,768277,768278,YDR153C,fragile,-
chrXVI,297247,297248,YPL135W,fragile,+
chrXVI,297247,297248,YPL137C,fragile,-
chrXV,797148,797149,YOR247W,fragile,+
chrIV,548552,548553,YDR045C,fragile,-
chrXIV,289189,289190,YNL186W,fragile,+
chrVII,785498,785499,YGR146C,fragile,-
chrXIV,444564,444565,YNL096C,fragile,-
chrVII,555215,555216,YGR033C,fragile,-
chrV,362567,362568,YER102W,fragile,+
chrXI,245745,245746,YKL104C,fragile,-
chrIV,1257044,1257045,YDR390C,fragile,-
chrIV,1168936,1168937,YDR347W,fragile,+
chrXVI,188757,188758,YPL189C-A,fragile,-
chrXVI,188757,188758,YPL189W,fragile,+
chrX,651675,651676,YJR123W,fragile,+
chrXIII,224017,224018,YML026C,fragile,-
chrXI,356325,356326,YKL043W,fragile,+
chrVII,483118,483119,YGL008C,fragile,-
chrXI,217129,217130,YKL120W,fragile,+
chrXIV,529683,529684,YNL053W,fragile,+
chrIV,482492,482493,YDR017C,fragile,-
chrXV,679101,679102,YOR184W,fragile,+
chrIX,268062,268063,YIL047C,fragile,-
chrXVI,794821,794822,YPR132W,fragile,+
chrII,565060,565061,YBR162W-A,fragile,+
chrII,565060,565061,YBR162C,fragile,-
chrV,153291,153292,YER001W,fragile,+
chrXIV,331115,331116,YNL162W,fragile,+
chrXIII,662279,662280,YMR199W,fragile,+
chrX,545561,545562,YJR058C,fragile,-
chrX,545561,545562,YJR059W,fragile,+
chrII,236177,236178,YBL002W,fragile,+
chrII,236177,236178,YBL003C,fragile,-
chrIII,78267,78268,YCL025C,fragile,-
chrVII,472639,472640,YGL012W,fragile,+
chrVII,472639,472640,YGL013C,fragile,-
chrXII,282679,282680,YLR074C,fragile,-
chrXII,282679,282680,YLR075W,fragile,+
chrXIII,280007,280008,YMR006C,fragile,-
chrVII,731183,731184,YGR120C,fragile,-
chrVII,599104,599105,YGR055W,fragile,+
chrV,116004,116005,YEL021W,fragile,+
chrXV,779719,779720,YOR234C,fragile,-
chrXII,640131,640132,YLR250W,fragile,+
chrIV,836222,836223,YDR188W,fragile,+
chrX,455867,455868,YJR010W,fragile,+
chrII,662725,662726,YBR218C,fragile,-
chrIV,1468680,1468681,YDR508C,fragile,-
chrVIII,388918,388919,YHR144C,fragile,-
chrXIII,124354,124355,YML073C,fragile,-
chrXVI,812865,812866,YPR138C,fragile,-
chrXI,429114,429115,YKL007W,fragile,+
chrVII,905081,905082,YGR202C,fragile,-
chrV,141467,141468,YEL007W,fragile,+
chrIV,914983,914984,YDR224C,fragile,-
chrXIV,217472,217473,YNL231C,fragile,-
chrV,522945,522946,YER169W,fragile,+
chrIV,465357,465358,YDR011W,fragile,+
chrXV,780780,780781,YOR236W,fragile,+
chrVI,74922,74923,YFL031W,fragile,+
chrXIII,253482,253483,YML007W,fragile,+
chrVII,1050229,1050230,YGR279C,fragile,-
chrVI,223993,223994,YFR032C-A,fragile,-
chrII,117036,117037,YBL055C,fragile,-
chrXV,110056,110057,YOL109W,fragile,+
chrVII,788341,788342,YGR148C,fragile,-
chrXIV,281905,281906,YNL190W,fragile,+
chrXVI,214302,214303,YPL177C,fragile,-
chrXV,218828,218829,YOL058W,fragile,+
chrX,623263,623264,YJR104C,fragile,-
chrXV,579890,579891,YOR136W,fragile,+
chrXV,315659,315660,YOL006C,fragile,-
chrXVI,406376,406377,YPL079W,fragile,+
chrII,258126,258127,YBR011C,fragile,-
chrXVI,787745,787746,YPR125W,fragile,+
chrXIV,664071,664072,YNR018W,fragile,+
chrXV,246984,246985,YOL044W,fragile,+
chrVII,589639,589640,YGR048W,fragile,+
chrVII,589639,589640,YGR047C,fragile,-
chrXII,320555,320556,YLR090W,fragile,+
chrXII,320555,320556,YLR089C,fragile,-
chrX,703950,703951,YJR147W,fragile,+
chrIV,461490,461491,YDR007W,fragile,+
chrIV,461490,461491,YDR006C,fragile,-
chrXVI,822398,822399,YPR145W,fragile,+
chrII,203214,203215,YBL011W,fragile,+
chrXVI,412063,412064,YPL075W,fragile,+
chrVII,557809,557810,YGR035C,fragile,-
chrX,414943,414944,YJL011C,fragile,-
chrII,770712,770713,YBR284W,fragile,+
chrXI,635464,635465,YKR099W,fragile,+
chrXI,635464,635465,YKR098C,fragile,-
chrV,225612,225613,YER037W,fragile,+
chrXII,732169,732170,YLR303W,fragile,+
chrIV,573963,573964,YDR061W,fragile,+
chrI,141861,141862,YAL005C,fragile,-
chrX,424330,424331,YJL006C,fragile,-
chrXII,809533,809534,YLR342W,fragile,+
chrIV,1201965,1201966,YDR363W-A,fragile,+
chrXIII,37942,37943,YML116W,fragile,+
chrIX,68544,68545,YIL148W,fragile,+
chrIV,835984,835985,YDR186C,fragile,-
chrVII,836968,836969,YGR169C-A,fragile,-
chrVII,836968,836969,YGR170W,fragile,+
chrXIII,91248,91249,YML091C,fragile,-
chrXIII,159129,159130,YML058W,fragile,+
chrXIII,26689,26690,YML121W,fragile,+
chrXI,385011,385012,YKL029C,fragile,-
chrXI,109012,109013,YKL180W,fragile,+
chrVIII,104098,104099,YHL001W,fragile,+
chrXIV,87600,87601,YNL289W,fragile,+
chrXII,329496,329497,YLR094C,fragile,-
chrVII,823835,823836,YGR162W,fragile,+
chrIV,1362497,1362498,YDR451C,fragile,-
chrIV,1362497,1362498,YDR452W,fragile,+
chrXVI,771056,771057,YPR119W,fragile,+
chrXII,1012291,1012292,YLR438W,fragile,+
chrXII,1012291,1012292,YLR437C,fragile,-
chrX,69117,69118,YJL194W,fragile,+
chrIV,769278,769279,YDR155C,fragile,-
chrIV,769278,769279,YDR156W,fragile,+
chrII,347616,347617,YBR056W,fragile,+
chrXV,83325,83326,YOL126C,fragile,-
chrXI,99909,99910,YKL182W,fragile,+
chrXIV,500834,500835,YNL066W,fragile,+
chrII,606099,606100,YBR191W,fragile,+
chrIV,550838,550839,YDR046C,fragile,-
chrV,85447,85448,YEL034W,fragile,+
chrXIII,837975,837976,YMR284W,fragile,+
chrXIV,413451,413452,YNL112W,fragile,+
chrIV,894226,894227,YDR216W,fragile,+
chrXIII,434477,434478,YMR083W,fragile,+
chrXI,519178,519179,YKR042W,fragile,+
chrIX,333404,333405,YIL011W,fragile,+
chrIV,884374,884375,YDR211W,fragile,+
chrIII,137249,137250,YCR011C,fragile,-
chrXIV,174730,174731,YNL251C,fragile,-
chrIII,225346,225347,YCR061W,fragile,+
chrVII,438582,438583,YGL031C,fragile,-
chrIV,543730,543731,YDR043C,fragile,-
chrXI,618977,618978,YKR094C,fragile,-
chrX,525799,525800,YJR047C,fragile,-
chrXIII,91996,91997,YML088W,fragile,+
chrXVI,338878,338879,YPL112C,fragile,-
chrII,490668,490669,YBR126C,fragile,-
chrVII,185808,185809,YGL169W,fragile,+
chrXII,368361,368362,YLR108C,fragile,-
chrXII,368361,368362,YLR109W,fragile,+
chrXIV,576454,576455,YNL030W,fragile,+
chrIV,366240,366241,YDL049C,fragile,-
chrIII,142745,142746,YCR015C,fragile,-
chrXII,125105,125106,YLL013C,fragile,-
chrXIV,251882,251883,YNL209W,fragile,+
chrXII,522502,522503,YLR185W,fragile,+
chrV,354947,354948,YER098W,fragile,+
chrIV,746354,746355,YDR144C,fragile,-
chrXII,253393,253394,YLR056W,fragile,+
chrII,504598,504599,YBR133C,fragile,-
chrII,504598,504599,YBR135W,fragile,+
chrXII,259672,259673,YLR058C,fragile,-
chrXV,866771,866772,YOR292C,fragile,-
chrXVI,281836,281837,YPL143W,fragile,+
chrVII,1004278,1004279,YGR256W,fragile,+
chrVII,1004278,1004279,YGR255C,fragile,-
chrXIII,808245,808246,YMR271C,fragile,-
chrXII,447828,447829,YLR153C,fragile,-
chrV,510025,510026,YER165W,fragile,+
chrXIII,798087,798088,YMR265C,fragile,-
chrII,332626,332627,YBR048W,fragile,+
chrXIII,131862,131863,YML071C,fragile,-
chrIX,336394,336395,YIL009C-A,fragile,-
chrVI,55077,55078,YFL039C,fragile,-
chrII,415721,415722,YBR085W,fragile,+
chrII,415721,415722,YBR084C-A,fragile,-
chrXV,1028873,1028874,YOR369C,fragile,-
chrXIII,810998,810999,YMR272C,fragile,-
chrV,342536,342537,YER092W,fragile,+
chrIV,1172179,1172180,YDR348C,fragile,-
chrVI,181016,181017,YFR016C,fragile,-
chrVII,541849,541850,YGR028W,fragile,+
chrVII,610218,610219,YGR060W,fragile,+
chrXII,728535,728536,YLR300W,fragile,+
chrX,455070,455071,YJR009C,fragile,-
chrXII,790079,790080,YLR332W,fragile,+
chrV,100545,100546,YEL027W,fragile,+
chrX,639533,639534,YJR115W,fragile,+
chrII,61006,61007,YBL087C,fragile,-
chrII,478989,478990,YBR119W,fragile,+
chrIV,568859,568860,YDR058C,fragile,-
chrXII,242000,242001,YLR048W,fragile,+
chrXIV,559401,559402,YNL037C,fragile,-
chrXV,274747,274748,YOL025W,fragile,+
chrIX,141923,141924,YIL117C,fragile,-
chrVIII,554039,554040,YHR216W,fragile,+
chrIV,488830,488831,YDR022C,fragile,-
chrVIII,467011,467012,YHR181W,fragile,+
chrXVI,404365,404366,YPL082C,fragile,-
chrVII,438810,438811,YGL030W,fragile,+
chrXVI,453410,453411,YPL057C,fragile,-
chrVIII,48114,48115,YHL029C,fragile,-
chrIV,1434553,1434554,YDR492W,fragile,+
chrIV,1434553,1434554,YDR490C,fragile,-
chrX,157499,157500,YJL136C,fragile,-
chrIV,870835,870836,YDR210W,fragile,+
chrXIV,310304,310305,YNL173C,fragile,-
chrXIV,310304,310305,YNL172W,fragile,+
chrXIII,504889,504890,YMR119W,fragile,+
chrII,270049,270050,YBR016W,fragile,+
chrXIII,196091,196092,YML041C,fragile,-
chrXIII,556831,556832,YMR145C,fragile,-
chrVII,405474,405475,YGL050W,fragile,+
chrVIII,50845,50846,YHL027W,fragile,+
chrXIII,667360,667361,YMR202W,fragile,+
chrXVI,329054,329055,YPL117C,fragile,-
chrVIII,126108,126109,YHR009C,fragile,-
chrVIII,126108,126109,YHR010W,fragile,+
chrIV,307992,307993,YDL083C,fragile,-
chrXIII,872814,872815,YMR302C,fragile,-
chrXIII,290878,290879,YMR012W,fragile,+
chrII,611996,611997,YBR195C,fragile,-
chrXI,340692,340693,YKL052C,fragile,-
chrXI,340692,340693,YKL051W,fragile,+
chrXIII,483635,483636,YMR108W,fragile,+
chrIV,645139,645140,YDR098C,fragile,-
chrXII,723710,723711,YLR297W,fragile,+
chrIX,249567,249568,YIL056W,fragile,+
chrXI,513329,513330,YKR038C,fragile,-
chrXV,285737,285738,YOL020W,fragile,+
chrXII,837701,837702,YLR354C,fragile,-
chrIX,68388,68389,YIL149C,fragile,-
chrXIV,441085,441086,YNL098C,fragile,-
chrX,413605,413606,YJL012C,fragile,-
chrXV,487479,487480,YOR087W,fragile,+
chrVIII,201529,201530,YHR047C,fragile,-
chrXVI,794685,794686,YPR131C,fragile,-
chrXV,160847,160848,YOL086C,fragile,-
chrV,492395,492396,YER159C,fragile,-
chrXIII,586660,586661,YMR163C,fragile,-
chrII,586348,586349,YBR177C,fragile,-
chrIV,916285,916286,YDR226W,fragile,+
chrIV,43875,43876,YDL229W,fragile,+
chrIII,178417,178418,YCR031C,fragile,-
chrXIII,170130,170131,YML052W,fragile,+
chrIII,137489,137490,YCR012W,fragile,+
chrX,391091,391092,YJL029C,fragile,-
chrXIV,569922,569923,YNL035C,fragile,-
chrVII,809787,809788,YGR161C,fragile,-
chrVII,809787,809788,YGR161W-C,fragile,+
chrIV,411479,411480,YDL022W,fragile,+
chrIV,1242943,1242944,YDR385W,fragile,+
chrVII,401521,401522,YGL054C,fragile,-
chrII,645178,645179,YBR210W,fragile,+
chrII,89636,89637,YBL072C,fragile,-
chrXVI,695162,695163,YPR074C,fragile,-
chrXII,514974,514975,YLR179C,fragile,-
chrXII,514974,514975,YLR180W,fragile,+
chrVI,210751,210752,YFR029W,fragile,+
chrXV,228391,228392,YOL054W,fragile,+
chrX,396771,396772,YJL024C,fragile,-
chrX,608154,608155,YJR094W-A,fragile,+
chrXII,125227,125228,YLL012W,fragile,+
chrIV,437819,437820,YDL007W,fragile,+
chrXII,48850,48851,YLL045C,fragile,-
chrIX,187844,187845,YIL094C,fragile,-
