CHR|S288C|YJM975|RM11
CHR14|720647-721120|720665-721036|750399-751252
CHR14|721938-722211|721907-722250|751531-754256
CHR14|723112-723356|725599-725625|754724-755664
CHR14|724306-726134|726934-727646|755768-757011
CHR14|726217-728426|730998-731967|757570-760214
CHR14|730186-731618|732784-733023|760605-761614
CHR14|733303-733356|734491-737253|761779-764903
CHR14|734069-734291|741253-742318|765688-766127
CHR14|735733-736803|743345-744535|766329-769420
CHR14|738545-739951|746228-749483|769660-770960
CHR14|742110-742881|750618-751798|771715-772844
CHR14|743540-744360|752921-753393|779497-779525
CHR14|745343-746943|753484-754518|780633-780634
CHR14|748766-749136|754723-754816|782783-783111
CHR14|750008-750350|754912-904046|783632-783922
CHR14|753700-753725||785696-785970
CHR14|759099-760067|--|787576-787577
CHR14|760885-761123|--|
CHR14|769376-770440|--|--
CHR14|771468-772657|--|--
CHR14|774351-774792|--|--
CHR14|776300-777602|--|--
CHR14|778738-779916|--|--
CHR14|781040-781511|--|--
CHR14|781603-781918|--|--
CHR14|782280-783287|--|--
CHR14|783541-924431|--|--
CHR14||--|--
CHR15|0-585|0-3489|0-1145
CHR15|740-1647|3829-4407|1624-6523
CHR15|2078-11549|4678-6454|6524-7016
CHR15|11911-14313|6968-8665|7017-10470
CHR15|14654-15233|10484-11699|10470-10471
CHR15|15505-17281|13467-14445|11184-13640
CHR15|17796-19491|14445-16145|15513-16597
CHR15|21311-22525|16147-16259|17727-19280
CHR15|24294-25273|16395-18808|19899-20985
CHR15|26976-27084|20519-23804|22681-23606
CHR15|27218-28703|24552-29894|24477-25873
CHR15|31606-34658|31755-32795|27956-28466
CHR15|35407-40748|33822-34039|29079-29529
CHR15|42610-43694|34733-34845|29989-30931
CHR15|44722-44938|36655-37014|31097-31842
CHR15|45633-45760|37723-37945|33976-36592
CHR15|47574-47933|38528-38636|38231-38464
CHR15|48643-48864|41868-42179|40010-41719
CHR15|49448-49555|43653-43697|43295-44171
CHR15|52788-53098|44205-44640|44325-45964
CHR15|54552-54595|45361-45535|46331-46481
CHR15|55104-55558|47621-47842|47844-48124
CHR15|56280-56452|49111-49464|49682-50133
CHR15|58539-58759|50104-50406|52684-53047
CHR15|60030-60383|54433-54705|54710-55336
CHR15|61024-61325|56197-56645|58028-58524
CHR15|65350-65621|57837-58460|60334-60893
CHR15|67114-67561|59127-59413|61323-61470
CHR15|68754-69376|59777-60390|62674-62909
CHR15|70044-70325|61804-62121|63510-63946
CHR15|70690-71300|62446-63489|66056-66306
CHR15|72715-73031|66067-66647|69295-70770
CHR15|73357-74400|67200-67439|71635-71864
CHR15|76979-77560|68565-69434|74160-74701
CHR15|78114-78352|70275-70873|76280-76758
CHR15|79479-80348|72005-72920|78328-78629
CHR15|81190-81787|74349-74542|79356-79806
CHR15|82920-83834|75842-76931|80293-80402
CHR15|85264-85456|78534-78779|82296-82814
CHR15|86757-87844|80505-81110|84381-86295
CHR15|89448-89692|81933-82479|88372-88688
CHR15|91419-92026|83485-83939|91062-91269
CHR15|92850-93395|85443-85691|92299-93001
CHR15|94402-94856|85998-86635|94493-94659
CHR15|96361-96608|88571-88893|96649-96681
CHR15|96916-97551|90040-90559|99724-100727
CHR15|99488-99809|92312-92401|102609-103047
CHR15|100957-101475|93008-93410|104566-104724
CHR15|103229-103317|95376-95794|107680-108718
CHR15|103925-104326|97271-97342|108821-111099
CHR15|106293-106710|97979-98260|111973-115446
CHR15|108188-108258|98972-99380|115771-116295
CHR15|108896-109176|99720-100517|117253-117939
CHR15|109889-110297|100971-101188|122932-123735
CHR15|110638-110962|102215-103224|124714-125085
CHR15|111033-111431|104905-105494|125554-125928
CHR15|111886-112102|106551-107168|127018-127294
CHR15|113130-113802|108996-109164|129572-130044
CHR15|113874-114138|109855-110149|134140-134805
CHR15|115808-116396|111086-112405|137680-137906
CHR15|117454-118000|115649-115893|139317-139552
CHR15|118000-119322|119005-119255|140252-140524
CHR15|123268-124001|119349-119387|144287-144560
CHR15|125830-125997|119570-119693|147177-147412
CHR15|126689-126982|120990-121273|152105-152828
CHR15|127920-129237|122210-122393|153174-153463
CHR15|132482-132725|124512-124750|158186-158868
CHR15|135838-136088|125720-125981|160675-161006
CHR15|136183-136220|126860-127371|162375-162849
CHR15|136405-136527|128295-128502|165304-165620
CHR15|137825-138107|130328-130548|167880-168817
CHR15|139045-139227|133441-133564|170291-170448
CHR15|141347-141584|136655-137078|171088-172472
CHR15|142555-142815|137910-138453|174573-175979
CHR15|143696-144204|141802-142338|176187-176359
CHR15|145130-145334|142609-142713|177677-178114
CHR15|147163-147382|143758-144835|179153-180541
CHR15|150276-150398|145175-145519|180869-181039
CHR15|153490-153912|148493-148875|182054-182719
CHR15|154745-155287|150112-151885|183662-183985
CHR15|158637-159173|153131-154229|184856-185553
CHR15|159445-159548|163467-163718|187087-187526
CHR15|160594-161673|164586-164842|189288-189821
CHR15|162014-162356|168371-168598|191181-192482
CHR15|165331-165714|168803-169008|194046-194168
CHR15|166952-168727|169882-170184|194895-195165
CHR15|169974-171070|172573-172815|195393-196039
CHR15|180309-180558|176698-176989|199403-199784
CHR15|181427-181682|177956-178127|201018-201076
CHR15|185212-185438|179493-179664|201152-201638
CHR15|185644-185848|180151-180377|202944-203235
CHR15|186723-187024|181881-182099|205474-206225
CHR15|189414-189658|183453-183526|206679-206872
CHR15|193542-193832|185036-185143|208310-208589
CHR15|194800-194970|185675-185854|209166-209841
CHR15|196337-196507|187628-187889|213709-214018
CHR15|196995-197220|189042-189261|214703-214961
CHR15|198725-198942|190333-190550|215571-215765
CHR15|200297-200368|193422-193678|215913-216060
CHR15|201879-201985|195152-195402|216812-217329
CHR15|202518-202696|196891-197176|218257-218318
CHR15|204471-204731|199295-200313|222735-223669
CHR15|205885-206103|201634-202402|228788-229471
CHR15|207176-207392|203663-203958|230225-230506
CHR15|210265-210520|206092-206459|231461-231744
CHR15|211995-212244|207369-207611|232645-232852
CHR15|213734-214017|209265-211841|233300-233525
CHR15|216137-217126|213060-213312|233943-234370
CHR15|218448-219211|214498-214797|235100-235434
CHR15|220473-220767|214981-215674|236125-236450
CHR15|222902-223268|216863-217575|237309-237787
CHR15|224179-224420|217774-218169|238586-238949
CHR15|226075-226611|221440-221875|239880-239935
CHR15|226681-228331|223348-223460|240761-240973
CHR15|228404-228614|224565-224870|241174-241396
CHR15|229834-230085|226002-226753|241619-241760
CHR15|231272-231570|230057-230406|242244-242509
CHR15|231755-232446|231556-231648|244493-244618
CHR15|233636-234346|232789-233081|245903-247147
CHR15|234546-234940|234171-234524|249125-249382
CHR15|238185-238619|235902-236406|250763-251056
CHR15|240094-240204|236833-237554|251244-251535
CHR15|241310-241614|237873-238182|252517-253002
CHR15|242747-243497|238276-238593|255523-255707
CHR15|246802-247150|239356-240001|257190-257643
CHR15|248301-248392|242285-242744|258040-258707
CHR15|249534-249825|242832-243178|261003-261298
CHR15|250916-251267|246458-246730|262568-262817
CHR15|252646-253149|248339-248684|263136-263433
CHR15|253577-254297|249423-249518|264724-265257
CHR15|254617-254926|250782-251441|266299-266661
CHR15|255021-255337|252894-253069|267676-267872
CHR15|256101-256745|253673-253887|269607-269884
CHR15|259030-259489|254623-255257|271196-271268
CHR15|259578-259923|256977-257266|271920-272099
CHR15|263204-263475|257606-258211|272583-272909
CHR15|265085-265429|260192-260340|275337-275485
CHR15|266169-266264|260857-261308|276320-276569
CHR15|267529-268187|263337-263524|278559-278677
CHR15|269641-269815|264749-265673|279206-279381
CHR15|270420-270633|268677-269424|279916-280120
CHR15|271370-272003|271201-271673|281033-281277
CHR15|273724-274012|271824-272151|282613-282854
CHR15|274353-274673|273805-274133|284910-285276
CHR15|274773-274957|275325-275779|285907-286790
CHR15|276939-277086|277922-278027|287781-288253
CHR15|277604-278056|279369-280327|289508-289717
CHR15|280086-280272|282086-282941|291053-291344
CHR15|281498-282164|283313-284294|293373-293728
CHR15|282234-282421|284342-284442|294842-294944
CHR15|285426-286172|284482-284621|296589-296841
CHR15|287950-288192|286275-286820|298727-298997
CHR15|288280-288420|287223-288590|299907-300287
CHR15|288572-288898|290649-291179|301590-302044
CHR15|290553-290881|292281-292565|302678-302989
CHR15|292074-292529|293379-293553|303401-303477
CHR15|294673-294777|294175-294583|303714-304180
CHR15|296120-297078|295607-296319|305029-305337
CHR15|298838-299693|298627-299053|307738-308326
CHR15|300067-301047|299414-300178|309011-309458
CHR15|301097-301198|304787-305098|310983-311472
CHR15|301238-301380|306233-306651|312784-313769
CHR15|303035-303579|307603-308488|315171-315802
CHR15|303983-305349|309368-310077|316709-317014
CHR15|307409-307938|312277-312662|320753-321494
CHR15|309041-309324|314295-314700|321963-322312
CHR15|310139-310312|316135-316836|322751-322917
CHR15|310935-311342|317599-317753|323794-324046
CHR15|312367-313078|320586-320924|324248-324322
CHR15|315387-315813|321864-322178|325244-326018
CHR15|316175-316938|323217-324518|327099-327451
CHR15|321548-321858|325653-326097|328247-328567
CHR15|322994-323411|326320-327982|331361-331690
CHR15|324364-325249|329001-329585|334274-334597
CHR15|326130-326832|330120-332848|336050-336294
CHR15|329033-329417|337031-338813|336850-337272
CHR15|331051-331455|339018-339704|337981-338295
CHR15|332891-333592|340115-340833|339040-339395
CHR15|334356-334509|343105-343152|340665-342006
CHR15|337343-337680|343510-343620|344650-345043
CHR15|338621-338938|344242-344571|345254-345849
CHR15|339978-340299|346972-347527|347137-347398
CHR15|340371-341278|350039-351285|349649-350118
CHR15|342414-342857|353476-353684|353563-353931
CHR15|343081-344335|354003-354846|356062-356342
CHR15|345798-346195|355117-355960|358011-358850
CHR15|346950-349679|356600-356872|360663-360967
CHR15|353863-354041|359018-359174|361628-361866
CHR15|354113-355652|360873-361381|363103-363508
CHR15|355858-356543|362723-362943|364919-365189
CHR15|356956-357674|363967-364215|366486-366736
CHR15|359947-359993|365983-366692|367979-368242
CHR15|360352-360461|367578-367757|370706-371030
CHR15|361084-361412|368091-370108|371889-371997
CHR15|363814-364369|371966-373055|373126-376664
CHR15|366882-368127|374358-375461|378462-379897
CHR15|370319-370524|375660-375702|384755-385198
CHR15|370844-371685|377809-378123|386534-387257
CHR15|371957-372798|380368-380712|387606-388051
CHR15|373439-373710|380952-381020|391463-391888
CHR15|375857-376012|383388-383633|393200-393688
CHR15|377712-378219|384498-384840|394121-395118
CHR15|379562-379781|385939-386046|395779-396357
CHR15|380806-381053|388672-389053|396536-396678
CHR15|382822-383533|389828-390349|397864-397961
CHR15|384420-384600|391205-391256|398346-398426
CHR15|384935-386825|391441-391733|399028-399378
CHR15|388684-389771|392967-393073|401278-402052
CHR15|391075-392176|393171-394178|402866-404808
CHR15|392376-392416|395637-396312|405373-406977
CHR15|394524-394837|396784-397155|409357-410053
CHR15|397086-397426|397339-397762|411446-413651
CHR15|397668-397735|399209-399652|414831-415559
CHR15|400104-400348|400985-401931|417417-417632
CHR15|401214-401555|404950-405959|418485-418908
CHR15|402655-402761|407022-408138|419968-420663
CHR15|405388-405768|409374-410061|423021-423348
CHR15|406544-407064|410512-411163|425221-425500
CHR15|407921-407948|413113-413507|427928-428224
CHR15|408134-408425|414885-415446|428426-428729
CHR15|409660-409765|416632-416949|430104-430335
CHR15|409864-410870|419605-422169|432664-432898
CHR15|412330-413007|423520-423653|433835-433923
CHR15|413480-413852|424425-424797|434488-435238
CHR15|414037-414459|425815-425988|437669-437963
CHR15|415907-416347|426793-427954|438108-438675
CHR15|417681-418630|429116-429347|440293-440477
CHR15|421650-422668|430005-430707|443394-443668
CHR15|423732-424846|431635-432704|443951-444114
CHR15|426084-426772|434592-434997|445069-445482
CHR15|427224-427833|436729-437036|446266-446693
CHR15|429857-430247|437137-437480|448875-449256
CHR15|431626-432186|439062-439175|450607-450751
CHR15|433373-433688|441087-442749|452513-452867
CHR15|436345-438643|444544-444771|457401-458955
CHR15|438738-438906|445081-448072|459724-460572
CHR15|440258-440390|448091-448172|464245-464754
CHR15|441163-441534|448250-448392|465244-465856
CHR15|442553-442725|450163-450296|467405-468038
CHR15|443531-444686|451209-451834|468595-468760
CHR15|445849-446079|452873-453000|470627-471062
CHR15|446738-447439|455242-455523|471885-472140
CHR15|448368-449436|456220-456349|474514-474890
CHR15|451325-451729|456992-457099|475848-476891
CHR15|453462-453768|458039-458218|476961-477271
CHR15|453869-454213|460415-460563|478259-478731
CHR15|455795-455907|462811-463162|481375-482039
CHR15|457820-459480|464048-464216|484338-484996
CHR15|461276-461502|465378-465662|487010-487639
CHR15|461816-464450|466713-466848|489506-489961
CHR15|464469-464551|470407-471682|491069-491526
CHR15|464630-464771|473708-474168|492754-493694
CHR15|466543-466675|474799-475091|496221-496489
CHR15|467589-468212|476808-477401|498143-498481
CHR15|469252-469377|478437-479095|499136-500514
CHR15|471620-471899|480935-481476|501391-501764
CHR15|472597-472725|486421-486765|504444-505131
CHR15|473369-473475|487315-487522|506845-507128
CHR15|474416-474594|488297-489766|510150-510642
CHR15|476792-476939|490732-490944|511357-511588
CHR15|479188-479533|491470-491913|512288-512677
CHR15|480420-480587|495157-495808|516494-516749
CHR15|481750-482033|496988-497278|518142-518432
CHR15|483085-483219|498260-499229|519020-519267
CHR15|486779-487439|500157-500432|520204-521073
CHR15|487512-487707|500823-501623|522526-522759
CHR15|489734-490196|502176-502470|524461-524986
CHR15|490828-491123|502501-503102|526289-527174
CHR15|492841-493433|503952-505335|531555-531854
CHR15|494470-495127|506264-507005|532659-532865
CHR15|496968-497506|508818-509256|533748-534480
CHR15|502452-502795|512578-512919|537211-537494
CHR15|503346-503552|514225-514407|539778-540160
CHR15|504328-505794|515104-515486|540857-541039
CHR15|506767-506978|517770-518053|542345-542686
CHR15|507505-507948|520784-521518|546008-546446
CHR15|511178-511825|522401-522607|548259-548994
CHR15|513006-513295|523412-523711|549923-551306
CHR15|514278-515244|528092-528977|552156-552757
CHR15|516173-516449|530280-530805|552788-553082
CHR15|516841-517642|532507-532740|553629-554435
CHR15|518195-518490|534193-535062|554826-555101
CHR15|518521-519121|535999-536246|556029-556996
CHR15|519972-521353|536834-537124|557978-558268
CHR15|522282-523027|538517-538772|559448-560099
CHR15|524841-525278|542589-542978|563328-563771
CHR15|528601-528941|543678-543909|564297-564509
CHR15|530248-530429|544624-545116|565475-566944
CHR15|531127-531508|548138-548421|567719-567926
CHR15|533793-534075|550135-550822|568476-568820
CHR15|536819-537570|553502-553875|573765-574306
CHR15|538454-538659|554752-556130|576146-576804
CHR15|539465-539763|556785-557123|577840-578433
CHR15|544145-545029|558777-562512|580150-580444
CHR15|546333-546857|563740-564197|581075-581535
CHR15|548560-548792|565305-565762|583561-584837
CHR15|550246-551114|567629-568258|588396-588531
CHR15|552052-552298|570272-570930|589582-589866
CHR15|552887-553176|573229-573893|591028-591196
CHR15|554570-554824|576537-577009|592082-592432
CHR15|558642-559030|577997-578307|594680-594828
CHR15|559731-559961|578377-579757|597025-597204
CHR15|560677-561170|580715-581091|598144-598251
CHR15|564193-564476|583465-583720|598894-599023
CHR15|566191-566877|584543-584978|599720-600001
CHR15|569558-569929|586845-587010|602243-602370
CHR15|570807-571958|587567-588200|603409-604034
CHR15|572029-572182|589749-590361|604947-605080
CHR15|572838-573175|590851-591360|606851-606993
CHR15|574830-575098|595033-595881|607071-607152
CHR15|577626-578564|596650-598204|607171-610160
CHR15|579793-580250|602738-603092|610473-610700
CHR15|581359-581813|604854-604998|612495-614157
CHR15|583681-584309|606349-606730|616069-616182
CHR15|586324-586981|608891-609345|617764-618107
CHR15|589281-589942|610129-610542|618208-618515
CHR15|592587-593057|611497-611660|620247-620652
CHR15|594046-594354|611943-612217|622540-623604
CHR15|594425-595112|615134-615318|624532-625234
CHR15|595112-596434|616936-617503|625892-626123
CHR15|600380-601383|617648-617940|627285-628448
CHR15|602342-602717|620371-621121|629253-629426
CHR15|605092-605347|621686-621774|630444-630816
CHR15|606171-606607|622711-622945|631588-631721
