SNP,Chr,Pos,Effect,SE,PMC1_CTR2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9995,14,774450,-0.559196350171668,0.273754559108714,0.0418253342915691,YNR072W,HXT17,SGDID:S000005355,Close to 3'-UTR,Close to 3'-UTR,"""Putative transmembrane polyol transporter; supports growth on and uptake of mannitol and sorbitol with moderate affinity when overexpressed in a strain deleted for hexose family members; minor hexose transport activity when overexpressed in a similar strain; induced by raffinose and galactose at pH 7.7 versus pH 4.7 ; repressed by high levels of glucose; HXT17 has a paralog ; HXT13 ; that arose from a segmental duplication""",Verified ORF
9996,14,776400,-0.238435708899336,0.145896962732008,0.103092648704394,YNR073C,MAN2,SGDID:S000005356,Close to 3'-UTR,Close to 3'-UTR,"""Mannitol dehydrogenase; MAN2 has a paralog ; DSF1 ; that arose from a segmental duplication""",Verified ORF
9997,14,776956,-0.245947385741648,0.140629366821434,0.0811766185876211,YNR073C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9998,14,778347,-0.284991099247063,0.138054183704933,0.0397153990651295,YNR074C,AIF1,SGDID:S000005357,ORF,Verified ORF,"""Mitochondrial cell death effector; translocates to the nucleus in response to apoptotic stimuli; triggers apoptosis in cells lacking HXK2; homolog of mammalian Apoptosis-Inducing Factor ; putative reductase""",Verified ORF
9999,14,779354,-0.314568537030394,0.146745690743089,0.0327453269356236,YNR074C_NFR/NDR,,,Promoter,Promoter,,Promoter
10000,14,779825,-0.210035686615697,0.138490084445813,0.130259717919015,YNR075W,COS10,SGDID:S000005358,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
10001,14,780322,-0.263783130564845,0.140745930207473,0.0617314600789775,YNR075W,COS10,SGDID:S000005358,ORF,Verified ORF,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
10002,14,781379,-0.508441556382397,0.287714503690235,0.0780631072356726,YNR075W,COS10,SGDID:S000005358,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
10003,14,781833,0.0526375094660212,0.385323056552917,0.891419968939782,YNR076W_NFR/NDR,,,Promoter,Promoter,,Promoter
10004,14,783558,-0.056891273319194,0.247547756434187,0.818365231708314,TEL14R,TEL14R,SGDID:S000028993,Other features,Telomere,"""Telomeric region on the right arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",telomere
10005,14,783761,0.0016969058859235,0.145853969665383,0.990723969558799,TEL14R,TEL14R,SGDID:S000028993,Other features,Telomere,"""Telomeric region on the right arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",telomere
10006,14,783871,0.0201169490421647,0.177666806477635,0.909913753274054,TEL14R,TEL14R,SGDID:S000028993,Other features,Telomere,"""Telomeric region on the right arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",telomere
10007,14,783914,0.238608391514284,0.173084947724709,0.168902737514878,TEL14R,TEL14R,SGDID:S000028993,Other features,Telomere,"""Telomeric region on the right arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",telomere
10008,14,783918,0.249271333663503,0.173042370314902,0.150606128147294,TEL14R,TEL14R,SGDID:S000028993,Other features,Telomere,"""Telomeric region on the right arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",telomere
10009,14,783923,0.2643625166771,0.289759627744201,0.362206572555924,TEL14R,TEL14R,SGDID:S000028993,Other features,Telomere,"""Telomeric region on the right arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",telomere
10010,14,783929,0.197896467795699,0.292943630007875,0.499772153869191,TEL14R,TEL14R,SGDID:S000028993,Other features,Telomere,"""Telomeric region on the right arm of Chromosome XIV; composed of an X element core sequence ; X element combinatorial repeats ; and a terminal stretch of telomeric repeats""",telomere
10011,15,14837,-0.147076805109889,0.139552278008728,0.292640811642638,YOL160W,YOL160W,SGDID:S000005520,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
10012,15,15458,-0.361117867247565,0.161583066869185,0.0260507596990671,YOL159C-A,YOL159C-A,SGDID:S000007627,ORF,Verified ORF,"""Protein of unknown function; overexpression affects endocytic protein trafficking; identified by sequence comparison with hemiascomycetous yeast species""",Verified ORF
10013,15,15768,-0.152402632050735,0.17856961401022,0.393981119758889,SUT348,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10014,15,18025,-0.0983527052730235,0.142744613355937,0.491268533819217,YOL159C,CSS3,SGDID:S000005519,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; deletion mutants are viable and have elevated levels of Ty1 retrotransposition and Ty1 cDNA""",Verified ORF
10015,15,18027,-0.0880284556659205,0.145372565755612,0.545211415714265,YOL159C,CSS3,SGDID:S000005519,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; deletion mutants are viable and have elevated levels of Ty1 retrotransposition and Ty1 cDNA""",Verified ORF
10016,15,18028,-0.061392736280218,0.149544198169229,0.681664521943795,YOL159C,CSS3,SGDID:S000005519,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; deletion mutants are viable and have elevated levels of Ty1 retrotransposition and Ty1 cDNA""",Verified ORF
10017,15,19898,-0.0769095388102456,0.140520250880518,0.584504785375706,YOL158C,ENB1,SGDID:S000005518,ORF,Verified ORF,"""Ferric enterobactin transmembrane transporter; expressed under conditions of iron deprivation; member of the major facilitator superfamily; expression is regulated by Rcs1p and affected by chloroquine treatment""",Verified ORF
10018,15,22403,0.021490496925446,0.139537804160228,0.877688280559818,YOL157C,IMA2,SGDID:S000005517,Close to 3'-UTR,Close to 3'-UTR,"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose""",Verified ORF
10019,15,24654,0.253253446455863,0.258572858776457,0.328039404054675,YOL156W_NFR/NDR,,,Promoter,Promoter,,Promoter
10020,15,24655,0.257204793966249,0.25865551769261,0.320713539807229,YOL156W_NFR/NDR,,,Promoter,Promoter,,Promoter
10021,15,24667,0.557610366360761,0.456411881401342,0.222626415814963,YOL156W_NFR/NDR,,,Promoter,Promoter,,Promoter
10022,15,24669,0.613312884630812,0.482004633129666,0.204061017991388,YOL156W_NFR/NDR,,,Promoter,Promoter,,Promoter
10023,15,24671,0.203673221479488,0.446013268254021,0.648201455710687,YOL156W_NFR/NDR,,,Promoter,Promoter,,Promoter
10024,15,24674,0.250254576123109,0.549297695241662,0.64896489766511,YOL156W_NFR/NDR,,,Promoter,Promoter,,Promoter
10025,15,24676,0.250254576123109,0.549297695241662,0.64896489766511,YOL156W_NFR/NDR,,,Promoter,Promoter,,Promoter
10026,15,25217,-0.0238397777428849,0.427052549893065,0.955513605085911,YOL157C,IMA2,SGDID:S000005517,Close to 3'-UTR,Close to 3'-UTR,"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose""",Verified ORF
10027,15,25240,-0.0351411930402019,0.6460965461756,0.956655212351055,YOL157C,IMA2,SGDID:S000005517,Close to 3'-UTR,Close to 3'-UTR,"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose""",Verified ORF
10028,15,25244,-0.0540816440622125,0.763413614428793,0.943563728872236,YOL157C,IMA2,SGDID:S000005517,Close to 3'-UTR,Close to 3'-UTR,"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose""",Verified ORF
10029,15,25250,1.34781669791087,1.30524147592315,0.302489330892383,YOL157C,IMA2,SGDID:S000005517,Close to 3'-UTR,Close to 3'-UTR,"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose""",Verified ORF
10030,15,25265,2.07262824769974,1.30254832667329,0.112457360857928,YOL157C,IMA2,SGDID:S000005517,Close to 3'-UTR,Close to 3'-UTR,"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose""",Verified ORF
10031,15,25278,0.398480868731157,0.372400607817296,0.285335639612937,YOL156W,HXT11,SGDID:S000005516,ORF,Verified ORF,"""Hexose transporter; capable of transporting a broad range of substrates including: glucose ; fructose ; mannose and galactose; polyol transporter that supports the growth on and uptake of xylitol with low affinity when overexpressed in a strain deleted for hexose family members; nearly identical in sequence to Hxt9p; has similarity to major facilitator superfamily (MFS) transporters; involved in pleiotropic drug resistance""",Verified ORF
10032,15,28873,-0.420392567814234,0.519903182587883,0.419291148173051,YOL155C,HPF1,SGDID:S000005515,ORF,Verified ORF,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10033,15,29669,0.137484083239349,0.183182907920111,0.453436145620914,YOL155C,HPF1,SGDID:S000005515,ORF,Verified ORF,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10034,15,29736,-0.08580638336556,0.165972151689337,0.605485050889867,YOL155C,HPF1,SGDID:S000005515,ORF,Verified ORF,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
