SNP,Chr,Pos,Effect,SE,ALO1_HYR1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11366,16,218021,0.0757060500411526,0.0653341879966901,0.247341013501582,YPL176C,TRE1,SGDID:S000006097,ORF,Verified ORF,"""Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog ; TRE2 ; that arose from the whole genome duplication""",Verified ORF
11367,16,220471,0.0381906604428605,0.0657662423118167,0.561811110678927,YPL174C,NIP100,SGDID:S000006095,ORF,Verified ORF,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11368,16,220856,0.0325501442261689,0.0659641113010099,0.621999869977246,YPL174C,NIP100,SGDID:S000006095,ORF,Verified ORF,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11369,16,220879,0.0161562416611731,0.0665086659633734,0.808208966950621,YPL174C,NIP100,SGDID:S000006095,ORF,Verified ORF,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11370,16,221591,-0.0059721823951996,0.0664546659738573,0.928442666271663,YPL174C,NIP100,SGDID:S000006095,ORF,Verified ORF,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11371,16,222732,0.0486179882184005,0.0652935724248473,0.457005328379052,YPL174C,NIP100,SGDID:S000006095,ORF,Verified ORF,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11372,16,223881,0.0806570679655426,0.0652352824112307,0.217130992365558,YPL173W,MRPL40,SGDID:S000006094,ORF,Verified ORF,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
11373,16,225111,0.0830396079026492,0.0651041932286727,0.202975350987468,YPL172C,COX10,SGDID:S000006093,ORF,Verified ORF,"""Heme A:farnesyltransferase; catalyzes first step in conversion of protoheme to heme A prosthetic group required for cytochrome c oxidase activity; human ortholog COX10 can complement yeast cox10 null mutant; human ortholog COX10 is associated with mitochondrial disorders""",Verified ORF
11374,16,227828,0.0454777915757011,0.0652302637760216,0.486143712462859,YPL170W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11375,16,227880,0.0512396766061873,0.065226414601841,0.432648532701037,YPL170W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11376,16,228020,0.0278774471132564,0.0658067959717077,0.672096843134865,YPL170W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11377,16,228836,-0.0205555665941451,0.0652659892047509,0.752985200701422,YPL170W,DAP1,SGDID:S000006091,Close to 3'-UTR,Close to 3'-UTR,"""Heme-binding protein; involved in regulation of cytochrome P450 protein Erg11p; damage response protein ; related to mammalian membrane progesterone receptors; mutations lead to defects in telomeres ; mitochondria ; and sterol synthesis""",Verified ORF
11378,16,229266,-0.0002492028655051,0.0651718374312997,0.996951231189293,YPL169C,MEX67,SGDID:S000006090,ORF,Verified ORF,"""Poly(A)RNA binding protein involved in nuclear mRNA export; component of the nuclear pore; ortholog of human TAP""",Verified ORF
11379,16,229480,0.0028268390720914,0.0654534768270911,0.965575671616951,YPL169C,MEX67,SGDID:S000006090,ORF,Verified ORF,"""Poly(A)RNA binding protein involved in nuclear mRNA export; component of the nuclear pore; ortholog of human TAP""",Verified ORF
11380,16,229981,-0.0229013469150256,0.0655328937025157,0.726949835526082,YPL169C,MEX67,SGDID:S000006090,ORF,Verified ORF,"""Poly(A)RNA binding protein involved in nuclear mRNA export; component of the nuclear pore; ortholog of human TAP""",Verified ORF
11381,16,230687,0.0312324338853474,0.0653552451623522,0.633026295825469,YPL169C,MEX67,SGDID:S000006090,ORF,Verified ORF,"""Poly(A)RNA binding protein involved in nuclear mRNA export; component of the nuclear pore; ortholog of human TAP""",Verified ORF
11382,16,232373,0.0397771786051795,0.0655727478814831,0.544498732694295,YPL168W,MRX4,SGDID:S000006089,ORF,Uncharacterized ORF,"""Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; expression may be cell cycle-regulated""",Uncharacterized ORF
11383,16,235230,0.0417510489990828,0.0654221551140127,0.523770910833274,YPL167C,REV3,SGDID:S000006088,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; may be involved in meiosis; forms a complex with Rev7p ; Pol31p and Pol32p""",Verified ORF
11384,16,235984,0.0112369014816901,0.0660145102552729,0.864935691443535,YPL167C,REV3,SGDID:S000006088,ORF,Verified ORF,"""Catalytic subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; may be involved in meiosis; forms a complex with Rev7p ; Pol31p and Pol32p""",Verified ORF
11385,16,238141,0.0184600057627875,0.0654525104389745,0.778080697661325,YPL165C,SET6,SGDID:S000006086,ORF,Verified ORF,"""SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis ; may be involved in compound availability""",Verified ORF
11386,16,238158,-0.0010551906036042,0.0654494701360096,0.987145996876309,YPL165C,SET6,SGDID:S000006086,ORF,Verified ORF,"""SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis ; may be involved in compound availability""",Verified ORF
11387,16,238341,-0.0025250498068227,0.066115378467519,0.969556534855492,YPL165C,SET6,SGDID:S000006086,ORF,Verified ORF,"""SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis ; may be involved in compound availability""",Verified ORF
11388,16,238837,0.0190441170061441,0.0656467498901561,0.771910131614487,YPL165C,SET6,SGDID:S000006086,ORF,Verified ORF,"""SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis ; may be involved in compound availability""",Verified ORF
11389,16,239186,0.0087583388950139,0.0661728469376528,0.894778536949611,YPL165C,SET6,SGDID:S000006086,Close to 3'-UTR,Close to 3'-UTR,"""SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis ; may be involved in compound availability""",Verified ORF
11390,16,241363,0.0065043877657543,0.0650992434570021,0.920468564771042,YPL164C,MLH3,SGDID:S000006085,ORF,Verified ORF,"""Protein involved in DNA mismatch repair and meiotic recombination; involved in crossing-over during meiotic recombination; forms a complex with Mlh1p; mammalian homolog is implicated mammalian microsatellite instability""",Verified ORF
11391,16,241781,-0.0229033871032967,0.0670992931514909,0.73305392899568,YPL164C,MLH3,SGDID:S000006085,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in DNA mismatch repair and meiotic recombination; involved in crossing-over during meiotic recombination; forms a complex with Mlh1p; mammalian homolog is implicated mammalian microsatellite instability""",Verified ORF
11392,16,242191,-0.0063645462976935,0.0650849758137654,0.922155932844138,YPL163C,SVS1,SGDID:S000006084,ORF,Verified ORF,"""Cell wall and vacuolar protein; required for wild-type resistance to vanadate; SVS1 has a paralog ; SRL1 ; that arose from the whole genome duplication""",Verified ORF
11393,16,243771,-0.0542753558371608,0.0651077836148149,0.405057085937843,SUT397,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11394,16,244227,-0.0407366259133235,0.0679027142381134,0.548940237962499,YPL162C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11395,16,246835,-0.0588587127617313,0.10112885352893,0.560926738318246,YPL160W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11396,16,248105,-0.0144225266232175,0.0651827085743101,0.825015530887537,YPL160W,CDC60,SGDID:S000006081,ORF,Verified ORF,"""Cytosolic leucyl tRNA synthetase; ligates leucine to the appropriate tRNA; human homolog LARS can complement yeast temperature-sensitive mutant at restrictive temperature""",Verified ORF
11397,16,250595,-0.0549077578164663,0.0721240875345816,0.446988739838467,YPL160W,CDC60,SGDID:S000006081,Close to 3'-UTR,Close to 3'-UTR,"""Cytosolic leucyl tRNA synthetase; ligates leucine to the appropriate tRNA; human homolog LARS can complement yeast temperature-sensitive mutant at restrictive temperature""",Verified ORF
11398,16,250804,-0.042102826895107,0.0665841823892511,0.527584027845394,YPL160W,CDC60,SGDID:S000006081,Close to 3'-UTR,Close to 3'-UTR,"""Cytosolic leucyl tRNA synthetase; ligates leucine to the appropriate tRNA; human homolog LARS can complement yeast temperature-sensitive mutant at restrictive temperature""",Verified ORF
11399,16,256672,-0.0008693436894463,0.0658864685392016,0.989480014858899,YPL156C,PRM4,SGDID:S000006077,ORF,Verified ORF,"""Pheromone-regulated protein proposed to be involved in mating; predicted to have 1 transmembrane segment; transcriptionally regulated by Ste12p during mating and by Cat8p during the diauxic shift""",Verified ORF
11400,16,259609,0.108479956177561,0.112774109055498,0.336746963354145,YPL155C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11401,16,260943,-0.0313547719101453,0.0685155941923029,0.647500029610995,ARS1612,ARS1612,SGDID:S000130198,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
11402,16,261161,0.00068473000313,0.0658087225175257,0.991704156945968,ARS1612,ARS1612,SGDID:S000130198,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
11403,16,261385,-0.0006187924408034,0.0665420368861127,0.992585615233486,ARS1612,ARS1612,SGDID:S000130198,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
11404,16,262588,-0.0202355935135349,0.0657366426290465,0.758394596327687,YPL153C,RAD53,SGDID:S000006074,ORF,Verified ORF,"""DNA damage response kinase; signal transduction pathway component required for DNA damage and replication checkpoints ; promoting cell cycle arrest and DNA repair; role in initiation of DNA replication; inhibits gene gating through NPC protein phosphorylation ; to promote fork stability; activates downstream kinase Dun1p; senses mtDNA depletion and mitochondrial ROS; relocalizes to cytosol under hypoxia; contains two FHA domains; human homolog CHEK2 implicated in breast cancer complements the null""",Verified ORF
11405,16,262948,0.0077352210614731,0.0655789598488418,0.906172154241168,YPL153C,RAD53,SGDID:S000006074,ORF,Verified ORF,"""DNA damage response kinase; signal transduction pathway component required for DNA damage and replication checkpoints ; promoting cell cycle arrest and DNA repair; role in initiation of DNA replication; inhibits gene gating through NPC protein phosphorylation ; to promote fork stability; activates downstream kinase Dun1p; senses mtDNA depletion and mitochondrial ROS; relocalizes to cytosol under hypoxia; contains two FHA domains; human homolog CHEK2 implicated in breast cancer complements the null""",Verified ORF
11406,16,263569,-0.0140731453697602,0.0656167708760543,0.830300639034201,YPL153C,RAD53,SGDID:S000006074,ORF,Verified ORF,"""DNA damage response kinase; signal transduction pathway component required for DNA damage and replication checkpoints ; promoting cell cycle arrest and DNA repair; role in initiation of DNA replication; inhibits gene gating through NPC protein phosphorylation ; to promote fork stability; activates downstream kinase Dun1p; senses mtDNA depletion and mitochondrial ROS; relocalizes to cytosol under hypoxia; contains two FHA domains; human homolog CHEK2 implicated in breast cancer complements the null""",Verified ORF
11407,16,263635,-0.013672831815338,0.0655762143017847,0.83495656106105,YPL153C,RAD53,SGDID:S000006074,ORF,Verified ORF,"""DNA damage response kinase; signal transduction pathway component required for DNA damage and replication checkpoints ; promoting cell cycle arrest and DNA repair; role in initiation of DNA replication; inhibits gene gating through NPC protein phosphorylation ; to promote fork stability; activates downstream kinase Dun1p; senses mtDNA depletion and mitochondrial ROS; relocalizes to cytosol under hypoxia; contains two FHA domains; human homolog CHEK2 implicated in breast cancer complements the null""",Verified ORF
11408,16,266518,0.0225505752068343,0.0657587433850104,0.731856052557164,YPL151C,PRP46,SGDID:S000006072,ORF,Verified ORF,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs""",Verified ORF
11409,16,266729,0.0306770302907911,0.0655824096255684,0.640242668389478,YPL151C,PRP46,SGDID:S000006072,ORF,Verified ORF,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs""",Verified ORF
11410,16,267591,0.0149071972727174,0.0658758790661373,0.821105142026982,YPL150W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11411,16,267787,0.0177144002560085,0.0659982289807616,0.788542678304796,YPL150W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11412,16,269345,0.028119538207738,0.0656008348278552,0.668442279364688,YPL150W,YPL150W,SGDID:S000006071,ORF,Uncharacterized ORF,"""Protein kinase of unknown cellular role; binds phosphatidylinositols and cardiolipin in a large-scale study""",Uncharacterized ORF
11413,16,269829,0.0347719929465586,0.065705195395936,0.596990859778134,YPL150W,YPL150W,SGDID:S000006071,ORF,Uncharacterized ORF,"""Protein kinase of unknown cellular role; binds phosphatidylinositols and cardiolipin in a large-scale study""",Uncharacterized ORF
11414,16,270942,0.0591510164906254,0.0657302109799328,0.368783718195183,YPL149W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11415,16,270991,0.064605072519818,0.135896254317669,0.634795961440621,YPL149W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11416,16,271044,-0.020970264763937,0.0766700894384385,0.784618873074044,YPL149W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11417,16,271054,0.0485484806078834,0.0719771803982855,0.500436096782482,YPL149W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11418,16,271083,0.0708978791167894,0.0662076026563826,0.284972104202085,YPL149W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
