SNP,Chr,Pos,Effect,SE,FMP45_MEP1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8480,13,75198,0.0577481999593825,0.0766286201007207,0.451584962165571,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
8481,13,75558,0.0520056531954349,0.0774764243650303,0.502503535939722,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
8482,13,75773,0.0502554455110058,0.0762644946620419,0.510349425807626,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
8483,13,75864,0.0871318778630528,0.0755202074989008,0.249380853662525,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
8484,13,76087,0.0677241256471905,0.0750738283776993,0.367618676784966,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
8485,13,76765,0.0664136743483379,0.0727302367822397,0.36178647247779,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
8486,13,77019,0.064954217548336,0.0741172912733761,0.381424552399127,YML099C,ARG81,SGDID:S000004565,ORF,Verified ORF,"""Zinc finger transcription factor involved in arginine-responsive genes; Zn(2)-Cys(6) binuclear cluster domain type; involved in the regulation of arginine-responsive genes; acts with Arg80p and Arg82p""",Verified ORF
8487,13,77330,0.0547109136699708,0.073201473964366,0.455318623059838,YML098W,TAF13,SGDID:S000004564,ORF,Verified ORF,"""TFIID subunit (19 kDa); involved in RNA polymerase II transcription initiation ; similar to histone H4 with atypical histone fold motif of Spt3-like transcription factors""",Verified ORF
8488,13,78550,0.0632677242436372,0.0718689923969126,0.379284811718545,YML097C,VPS9,SGDID:S000004563,ORF,Verified ORF,"""Guanine nucleotide exchange factor (GEF) and ubiquitin receptor; involved in vesicle-mediated vacuolar transport ; including Golgi-endosome trafficking and sorting through the multivesicular body (MVB); stimulates the intrinsic guanine nucleotide exchange activity of Rab family members (Vps21p/Ypt52p/Ypt53p); partially redundant with GEF MUK1; required for localization of the CORVET complex to endosomes; similar to mammalian ras inhibitors; contains a Ub-interacting CUE domain""",Verified ORF
8489,13,80145,0.0519207208210926,0.0731680919592357,0.478415218441561,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8490,13,80160,0.0474551970404162,0.0731385400811924,0.516863804405201,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8491,13,80220,0.0818162290201387,0.0730152675838718,0.263247217097426,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8492,13,80254,0.0540578887750476,0.0727592201389768,0.457994234806358,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8493,13,80292,0.0542698868642333,0.0723987748876923,0.453996862406987,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8494,13,80310,0.0507255354579588,0.0727660173457967,0.48619607990741,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8495,13,80397,0.0466879365915931,0.0728103277472887,0.521791407101455,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8496,13,80408,0.058415543184589,0.0731933641947299,0.425349673148385,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8497,13,80527,0.0841083922110677,0.0729716716922669,0.249847536950304,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8498,13,80679,0.0448981935480237,0.0739366117645695,0.544073749261008,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8499,13,80821,0.0504017526248086,0.073171100696269,0.49138871368475,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8500,13,81047,0.0290839512849761,0.0726627150836031,0.689207413632241,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8501,13,81072,0.0413609559046435,0.0724229228206694,0.568293157244006,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8502,13,81354,0.0619071571858179,0.0721612870149146,0.391529866937593,YML096W,YML096W,SGDID:S000004562,ORF,Uncharacterized ORF,"""Putative protein with similarity to asparagine synthetases; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; YML096W is not an essential gene and partially overlaps the verified gene RAD10""",Uncharacterized ORF
8503,13,82403,0.0401562560613828,0.069195693470221,0.562063143419899,YML094C-A,YML094C-A,SGDID:S000004561,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified gene GIM5/YML094W; deletion confers sensitivity to GSAO""",Dubious ORF
8504,13,82881,0.0272135845597576,0.069190739358071,0.694326101369358,YML093W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8505,13,84172,0.109014548561356,0.0713993642936977,0.127699266029844,YML093W,UTP14,SGDID:S000004558,ORF,Verified ORF,"""Subunit of U3-containing Small Subunit (SSU) processome complex; involved in production of 18S rRNA and assembly of small ribosomal subunit""",Verified ORF
8506,13,87424,0.0870031442106169,0.0676457398660447,0.199230698299759,YML091C,RPM2,SGDID:S000004556,ORF,Verified ORF,"""Protein subunit of mitochondrial RNase P; has roles in nuclear transcription ; cytoplasmic and mitochondrial RNA processing ; and mitochondrial translation; distributed to mitochondria ; cytoplasmic processing bodies ; and the nucleus""",Verified ORF
8507,13,88311,0.0847428383479625,0.067144971746111,0.207750476179862,YML091C,RPM2,SGDID:S000004556,ORF,Verified ORF,"""Protein subunit of mitochondrial RNase P; has roles in nuclear transcription ; cytoplasmic and mitochondrial RNA processing ; and mitochondrial translation; distributed to mitochondria ; cytoplasmic processing bodies ; and the nucleus""",Verified ORF
8508,13,88764,0.0718058421042658,0.0690641213924326,0.299191736914843,YML091C,RPM2,SGDID:S000004556,ORF,Verified ORF,"""Protein subunit of mitochondrial RNase P; has roles in nuclear transcription ; cytoplasmic and mitochondrial RNA processing ; and mitochondrial translation; distributed to mitochondria ; cytoplasmic processing bodies ; and the nucleus""",Verified ORF
8509,13,88791,0.0449348929582274,0.0682846367582075,0.510933147140156,YML091C,RPM2,SGDID:S000004556,ORF,Verified ORF,"""Protein subunit of mitochondrial RNase P; has roles in nuclear transcription ; cytoplasmic and mitochondrial RNA processing ; and mitochondrial translation; distributed to mitochondria ; cytoplasmic processing bodies ; and the nucleus""",Verified ORF
8510,13,89247,0.0607536219743068,0.0688644335469579,0.37825786962008,YML091C,RPM2,SGDID:S000004556,ORF,Verified ORF,"""Protein subunit of mitochondrial RNase P; has roles in nuclear transcription ; cytoplasmic and mitochondrial RNA processing ; and mitochondrial translation; distributed to mitochondria ; cytoplasmic processing bodies ; and the nucleus""",Verified ORF
8511,13,89355,0.0628549070503781,0.0696283262608204,0.367289896265126,YML091C,RPM2,SGDID:S000004556,ORF,Verified ORF,"""Protein subunit of mitochondrial RNase P; has roles in nuclear transcription ; cytoplasmic and mitochondrial RNA processing ; and mitochondrial translation; distributed to mitochondria ; cytoplasmic processing bodies ; and the nucleus""",Verified ORF
8512,13,89691,0.0773572706571026,0.0687939216661486,0.261574226903026,YML091C,RPM2,SGDID:S000004556,ORF,Verified ORF,"""Protein subunit of mitochondrial RNase P; has roles in nuclear transcription ; cytoplasmic and mitochondrial RNA processing ; and mitochondrial translation; distributed to mitochondria ; cytoplasmic processing bodies ; and the nucleus""",Verified ORF
8513,13,91960,0.0265076513933327,0.0697490431475202,0.704141883876094,YML088W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8514,13,92062,0.037377675468659,0.0685952290313632,0.586165023236148,YML088W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8515,13,92384,0.0619759637587496,0.0666730486961672,0.353239093139743,YML088W,UFO1,SGDID:S000004553,ORF,Verified ORF,"""F-box receptor protein; subunit of the Skp1-Cdc53-F-box receptor (SCF) E3 ubiquitin ligase complex; binds to phosphorylated Ho endonuclease ; allowing its ubiquitination by SCF and subsequent degradation""",Verified ORF
8516,13,94497,0.0945511701194612,0.0653912431575207,0.149084036407244,YML087C,AIM33,SGDID:S000004552,ORF,Verified ORF,"""Protein of unknown function ; highly conserved across species; homolog of human CYB5R4; null mutant displays reduced frequency of mitochondrial genome loss; AIM33 has a paralog ; PGA3 ; that arose from the whole genome duplication""",Verified ORF
8517,13,97415,0.037702949589026,0.0634274739495013,0.552607898263662,YML086C,ALO1,SGDID:S000004551,Close to 3'-UTR,Close to 3'-UTR,"""D-Arabinono-1,4-lactone oxidase; catalyzes the final step in biosynthesis of dehydro-D-arabinono-1,4-lactone ; which is protective against oxidative stress""",Verified ORF
8518,13,97472,0.0789233332892838,0.0650081770535013,0.225539310830391,YML086C,ALO1,SGDID:S000004551,Close to 3'-UTR,Close to 3'-UTR,"""D-Arabinono-1,4-lactone oxidase; catalyzes the final step in biosynthesis of dehydro-D-arabinono-1,4-lactone ; which is protective against oxidative stress""",Verified ORF
8519,13,97583,-0.155599413780624,0.113520696211467,0.17134875318132,YML086C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8520,13,97628,0.0472248568656344,0.0642099548728053,0.462538251538579,YML086C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8521,13,98766,0.0515285391352875,0.0612873668507649,0.401046304734883,YML085C,TUB1,SGDID:S000004550,ORF,Verified ORF,"""Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer ; which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog ; TUB3 ; that arose from the whole genome duplication""",Verified ORF
8522,13,99275,-0.0333380684232969,0.0901875338688781,0.711862910145033,YML085C,TUB1,SGDID:S000004550,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer ; which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog ; TUB3 ; that arose from the whole genome duplication""",Verified ORF
8523,13,99276,-0.0370814151903849,0.307140220398998,0.903972614780504,YML085C,TUB1,SGDID:S000004550,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer ; which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog ; TUB3 ; that arose from the whole genome duplication""",Verified ORF
