SNP,Chr,Pos,Effect,SE,SNA4_GTR2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11706,16,590624,0.0987223638700356,0.122935931294439,0.422492474021623,YPR015C,YPR015C,SGDID:S000006219,ORF,Uncharacterized ORF,"""Putative zinc finger transcription factor; binds DNA in sequence-specific manner; overexpression causes a cell cycle delay or arrest""",Uncharacterized ORF
11707,16,591060,0.0836062259812567,0.125617980462676,0.506127417959168,YPR015C,YPR015C,SGDID:S000006219,Close to 3'-UTR,Close to 3'-UTR,"""Putative zinc finger transcription factor; binds DNA in sequence-specific manner; overexpression causes a cell cycle delay or arrest""",Uncharacterized ORF
11708,16,591536,0.0955379557659253,0.123365437981469,0.439194648384886,YPR015C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11709,16,591589,0.0409817151629933,0.136060267259718,0.763437299954931,YPR015C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11710,16,591766,0.152788487856585,0.124180556978608,0.219376472274455,YPR015C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11711,16,591786,0.149196269548096,0.124069493275309,0.229967411424689,YPR015C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11712,16,593213,0.157854889830414,0.127054942938739,0.214908420146792,YPR016W-A,YPR016W-A,SGDID:S000007630,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
11713,16,599525,0.139129652945832,0.122356848556187,0.256275670657935,YPR019W,MCM4,SGDID:S000006223,ORF,Verified ORF,"""Essential helicase component of heterohexameric MCM2-7 complexes; MCM2-7 complexes bind pre-replication complexes on DNA and melt DNA prior to replication; forms an Mcm4p-6p-7p subcomplex; shows nuclear accumulation in G1; homolog of S. pombe Cdc21p""",Verified ORF
11714,16,599564,0.137859077895331,0.122360922567718,0.260651841272698,YPR020W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11715,16,600519,0.24801288239337,0.152083783224026,0.103831807219263,YPR019W,MCM4,SGDID:S000006223,Close to 3'-UTR,Close to 3'-UTR,"""Essential helicase component of heterohexameric MCM2-7 complexes; MCM2-7 complexes bind pre-replication complexes on DNA and melt DNA prior to replication; forms an Mcm4p-6p-7p subcomplex; shows nuclear accumulation in G1; homolog of S. pombe Cdc21p""",Verified ORF
11716,16,600560,-0.269760386718538,0.302332655107919,0.372859545821137,YPR020W,ATP20,SGDID:S000006224,Close to 3'-UTR,Close to 3'-UTR,"""Subunit g of the mitochondrial F1F0 ATP synthase; reversibly phosphorylated on two residues; unphosphorylated form is required for dimerization of the ATP synthase complex ; which in turn determines oligomerization of the complex and the shape of inner membrane cristae""",Verified ORF
11717,16,600877,0.126984531863102,0.122657612551154,0.30124853710967,YPR021C,AGC1,SGDID:S000006225,ORF,Verified ORF,"""Mitochondrial amino acid transporter; acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis; human homolog SLC25A13 complements yeast null mutant""",Verified ORF
11718,16,601071,0.136684086316258,0.122867495653073,0.266701235943007,YPR021C,AGC1,SGDID:S000006225,ORF,Verified ORF,"""Mitochondrial amino acid transporter; acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis; human homolog SLC25A13 complements yeast null mutant""",Verified ORF
11719,16,602166,0.159201995020285,0.122889657598407,0.195998685188582,YPR021C,AGC1,SGDID:S000006225,ORF,Verified ORF,"""Mitochondrial amino acid transporter; acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis; human homolog SLC25A13 complements yeast null mutant""",Verified ORF
11720,16,602864,0.110308438107567,0.126708920139756,0.384582964648174,YPR021C,AGC1,SGDID:S000006225,ORF,Verified ORF,"""Mitochondrial amino acid transporter; acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis; human homolog SLC25A13 complements yeast null mutant""",Verified ORF
11721,16,604113,0.123685367951398,0.122125695062571,0.311863204385592,YPR022C,SDD4,SGDID:S000006226,ORF,Verified ORF,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11722,16,604897,0.0871428131524641,0.123553793502938,0.48108707042349,YPR022C,SDD4,SGDID:S000006226,ORF,Verified ORF,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11723,16,605104,0.0910036830098225,0.124699589138661,0.466006614463107,YPR022C,SDD4,SGDID:S000006226,ORF,Verified ORF,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11724,16,605672,0.112060145976774,0.122469695257855,0.360814621586386,YPR022C,SDD4,SGDID:S000006226,ORF,Verified ORF,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11725,16,606419,0.0935702122575708,0.122248073251784,0.444537351946289,YPR022C,SDD4,SGDID:S000006226,ORF,Verified ORF,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11726,16,606674,0.0943859673594121,0.122106897085082,0.440052560793967,YPR022C,SDD4,SGDID:S000006226,ORF,Verified ORF,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11727,16,607820,0.140071261179575,0.151963491880917,0.357292254341112,SUT420,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11728,16,607971,0.115935759760435,0.122707263387232,0.345399165831827,SUT420,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11729,16,608318,0.11795343278055,0.121812637748173,0.333548283193613,SUT420,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11730,16,608420,0.131559869670303,0.121596605039299,0.280019047081534,SUT420,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11731,16,608450,0.128939604673623,0.121781093918527,0.290423123427682,SUT420,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11732,16,608778,0.140223982494838,0.122452025068298,0.252929423023226,XUT_16F-243,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11733,16,608786,0.141422097104936,0.121954957179475,0.246985008173072,XUT_16F-243,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11734,16,611083,0.169912930871759,0.121450344188548,0.162681386260591,YPR024W,YME1,SGDID:S000006228,ORF,Verified ORF,"""Catalytic subunit of i-AAA protease complex; complex is located in mitochondrial inner membrane; responsible for degradation of unfolded or misfolded mitochondrial gene products; serves as nonconventional translocation motor to pull PNPase into intermembrane space; also has role in intermembrane space protein folding; mutation causes elevated rate of mitochondrial turnover; human homolog YME1L1 can complement yeast null mutant""",Verified ORF
11735,16,613348,0.157578860365683,0.127961880857404,0.218973775116853,YPR024W,YME1,SGDID:S000006228,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of i-AAA protease complex; complex is located in mitochondrial inner membrane; responsible for degradation of unfolded or misfolded mitochondrial gene products; serves as nonconventional translocation motor to pull PNPase into intermembrane space; also has role in intermembrane space protein folding; mutation causes elevated rate of mitochondrial turnover; human homolog YME1L1 can complement yeast null mutant""",Verified ORF
11736,16,613369,0.109630290565592,0.123749033217182,0.376270060709981,YPR024W,YME1,SGDID:S000006228,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of i-AAA protease complex; complex is located in mitochondrial inner membrane; responsible for degradation of unfolded or misfolded mitochondrial gene products; serves as nonconventional translocation motor to pull PNPase into intermembrane space; also has role in intermembrane space protein folding; mutation causes elevated rate of mitochondrial turnover; human homolog YME1L1 can complement yeast null mutant""",Verified ORF
11737,16,614208,0.0536926912003468,0.123165104920982,0.663146170398899,YPR025C,CCL1,SGDID:S000006229,ORF,Verified ORF,"""Cyclin partner of the cyclin-dependent kinase (CDK) Kin28p; regulates the activity of Kin28p ; a TFIIH-associated carboxy-terminal domain (CTD) kinase that facilitates recruitment of mRNA 5'-capping and polyadenylation factors to the RNAPII holoenzyme complex ; and has a minor role in RNAPII transcription; subunit of TFIIK ; a TFIIH subassembly;  human homolog CCNH allows growth of a yeast ccl1 temperature-sensitive mutant at restrictive temperature""",Verified ORF
11738,16,615020,0.14027610515993,0.121745591483029,0.250015786467847,YPR025C,CCL1,SGDID:S000006229,Close to 3'-UTR,Close to 3'-UTR,"""Cyclin partner of the cyclin-dependent kinase (CDK) Kin28p; regulates the activity of Kin28p ; a TFIIH-associated carboxy-terminal domain (CTD) kinase that facilitates recruitment of mRNA 5'-capping and polyadenylation factors to the RNAPII holoenzyme complex ; and has a minor role in RNAPII transcription; subunit of TFIIK ; a TFIIH subassembly;  human homolog CCNH allows growth of a yeast ccl1 temperature-sensitive mutant at restrictive temperature""",Verified ORF
11739,16,616534,0.125508707688172,0.131722923312397,0.341331433682781,YPR026W,ATH1,SGDID:S000006230,ORF,Verified ORF,"""Acid trehalase required for utilization of extracellular trehalose; involved in intracellular trehalose degradation during growth recovery after saline stress""",Verified ORF
11740,16,616806,0.131720714082494,0.122117403183432,0.281484738622636,YPR026W,ATH1,SGDID:S000006230,ORF,Verified ORF,"""Acid trehalase required for utilization of extracellular trehalose; involved in intracellular trehalose degradation during growth recovery after saline stress""",Verified ORF
11741,16,618813,0.188937557899407,0.121543656528362,0.120965291808639,YPR026W,ATH1,SGDID:S000006230,ORF,Verified ORF,"""Acid trehalase required for utilization of extracellular trehalose; involved in intracellular trehalose degradation during growth recovery after saline stress""",Verified ORF
11742,16,619798,0.159515369323471,0.122013772213725,0.191942907561785,YPR026W,ATH1,SGDID:S000006230,Close to 3'-UTR,Close to 3'-UTR,"""Acid trehalase required for utilization of extracellular trehalose; involved in intracellular trehalose degradation during growth recovery after saline stress""",Verified ORF
11743,16,620255,-0.0850073419758868,0.220416623073818,0.699975869687899,SUT421,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11744,16,622910,0.198116033125911,0.121502249064973,0.103876242490161,YPR028W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11745,16,623271,0.157220367769949,0.123969144477871,0.205554537316501,CUT905_NFR/NDR,,,Promoter,Promoter,,Promoter
11746,16,625011,0.142826988155104,0.122794366548754,0.245558530429854,YPR029C,APL4,SGDID:S000006233,ORF,Verified ORF,"""Gamma-adaptin; large subunit of the clathrin-associated protein (AP-1) complex; binds clathrin; involved in vesicle mediated transport""",Verified ORF
11747,16,627247,0.160124140591199,0.122530981009935,0.192129517394242,YPR029C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11748,16,627281,0.151918765356921,0.122389012460477,0.21532734486768,YPR029C,APL4,SGDID:S000006233,Close to 3'-UTR,Close to 3'-UTR,"""Gamma-adaptin; large subunit of the clathrin-associated protein (AP-1) complex; binds clathrin; involved in vesicle mediated transport""",Verified ORF
11749,16,629630,0.126180634096546,0.12286377201365,0.305125434794973,YPR030W,CSR2,SGDID:S000006234,ORF,Verified ORF,"""Nuclear ubiquitin protein ligase binding protein; may regulate utilization of nonfermentable carbon sources and endocytosis of plasma membrane proteins; overproduction suppresses chs5 spa2 lethality at high temp; ubiquitinated by Rsp5p ; deubiquitinated by Ubp2p; CSR2 has a paralog ; ECM21 ; that arose from the whole genome duplication""",Verified ORF
11750,16,630835,0.181087406062338,0.121938157530444,0.138416191152152,YPR030W,CSR2,SGDID:S000006234,ORF,Verified ORF,"""Nuclear ubiquitin protein ligase binding protein; may regulate utilization of nonfermentable carbon sources and endocytosis of plasma membrane proteins; overproduction suppresses chs5 spa2 lethality at high temp; ubiquitinated by Rsp5p ; deubiquitinated by Ubp2p; CSR2 has a paralog ; ECM21 ; that arose from the whole genome duplication""",Verified ORF
11751,16,631047,0.154350519161783,0.121875731938059,0.206184132038093,YPR030W,CSR2,SGDID:S000006234,ORF,Verified ORF,"""Nuclear ubiquitin protein ligase binding protein; may regulate utilization of nonfermentable carbon sources and endocytosis of plasma membrane proteins; overproduction suppresses chs5 spa2 lethality at high temp; ubiquitinated by Rsp5p ; deubiquitinated by Ubp2p; CSR2 has a paralog ; ECM21 ; that arose from the whole genome duplication""",Verified ORF
