SNP,Chr,Pos,Effect,SE,ERV25_RBD2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10056,15,37613,-0.0984314475063748,0.14110882284149,0.485913457508241,YOL153C,YOL153C,SGDID:S000005513,ORF,blocked reading frame,"""Blocked reading frame ; contains two in-frame stops in translation; this ORF is conserved ; without the stops ; in Saccharomyces paradoxus ; S. mikatae ; and S. bayanus; RNA sequencing data indicate the presence of a transcription unit at this reading frame""",blocked_reading_frame
10057,15,38574,-0.029338050031291,0.141450003906839,0.835809797879072,SUT353_NFR/NDR,,,Promoter,Promoter,,Promoter
10058,15,39199,-0.102677231985915,0.140894344034638,0.466635715602777,YOL153C,YOL153C,SGDID:S000005513,Close to 3'-UTR,Close to 3'-UTR,"""Blocked reading frame ; contains two in-frame stops in translation; this ORF is conserved ; without the stops ; in Saccharomyces paradoxus ; S. mikatae ; and S. bayanus; RNA sequencing data indicate the presence of a transcription unit at this reading frame""",blocked_reading_frame
10059,15,41993,-0.0173973857380481,0.141220845166553,0.902024568389731,YOL152W,FRE7,SGDID:S000005512,ORF,Verified ORF,"""Putative ferric reductase with similarity to Fre2p; expression induced by low copper levels""",Verified ORF
10060,15,44170,0.0596126931804207,0.141210545815108,0.673169111013608,YOL151W,GRE2,SGDID:S000005511,ORF,Verified ORF,"""3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase; stress induced (osmotic ; ionic ; oxidative ; heat shock and heavy metals); regulated by the HOG pathway; restores resistance to glycolaldehyde by coupling reduction of glycolaldehyde to ethylene glycol and oxidation of NADPH to NADP+; protein abundance increases in response to DNA replication stress; methylglyoxal reductase (NADPH-dependent) is also known as D-lactaldehyde dehydrogenase""",Verified ORF
10061,15,46225,4.62536478456621e-05,0.141339987716431,0.999739076364839,YOL148C,SPT20,SGDID:S000005508,ORF,Verified ORF,"""Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay""",Verified ORF
10062,15,46508,0.070574398115568,0.142136237053188,0.619832095551576,YOL148C,SPT20,SGDID:S000005508,ORF,Verified ORF,"""Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay""",Verified ORF
10063,15,46512,0.070574398115568,0.142136237053188,0.619832095551576,YOL148C,SPT20,SGDID:S000005508,ORF,Verified ORF,"""Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay""",Verified ORF
10064,15,46521,0.0761997117800692,0.142173568501803,0.59232196053011,YOL148C,SPT20,SGDID:S000005508,ORF,Verified ORF,"""Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay""",Verified ORF
10065,15,46849,-0.0495802803279676,0.141002240507367,0.725327355020189,YOL148C,SPT20,SGDID:S000005508,ORF,Verified ORF,"""Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay""",Verified ORF
10066,15,47951,-0.0296739365611631,0.140973690986737,0.833404575974429,YOL147C,PEX11,SGDID:S000005507,ORF,Verified ORF,"""Peroxisomal protein required for medium-chain fatty acid oxidation; also required for peroxisome proliferation ; possibly by inducing membrane curvature; localization regulated by phosphorylation; transcription regulated by Adr1p and Pip2p-Oaf1p""",Verified ORF
10067,15,48688,0.0586854620160103,0.141723233217177,0.679063359135676,YOL146W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10068,15,51177,0.0449248508605223,0.144356181620296,0.755825925396567,YOL145C,CTR9,SGDID:S000005505,ORF,Verified ORF,"""Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes ; including cyclin genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats""",Verified ORF
10069,15,51904,0.0853749647295285,0.141857747537879,0.547670274824693,YOL145C,CTR9,SGDID:S000005505,ORF,Verified ORF,"""Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes ; including cyclin genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats""",Verified ORF
10070,15,55421,0.0726529611298365,0.143163214897129,0.612132558835789,YOL142W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10071,15,56366,0.0458251660130718,0.145550887737688,0.753069549074392,YOL141W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10072,15,58698,0.105103279586588,0.143546897337495,0.464539820671057,ETC2_NFR/NDR,,,Promoter,Promoter,,Promoter
10073,15,58935,0.0716702546238372,0.141362360759075,0.612473670753981,YOL140W,ARG8,SGDID:S000005500,ORF,Verified ORF,"""Acetylornithine aminotransferase; catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine""",Verified ORF
10074,15,59142,0.0614593351317008,0.141608359335251,0.664546875037754,YOL140W,ARG8,SGDID:S000005500,ORF,Verified ORF,"""Acetylornithine aminotransferase; catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine""",Verified ORF
10075,15,60061,0.205684545153236,0.262906964938288,0.434534991236369,YOL140W,ARG8,SGDID:S000005500,Close to 3'-UTR,Close to 3'-UTR,"""Acetylornithine aminotransferase; catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine""",Verified ORF
10076,15,62400,-0.0513515095466768,0.141619764393136,0.717119744912863,YOL138C,RTC1,SGDID:S000005498,ORF,Verified ORF,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10077,15,63056,0.145089825274043,0.208249806433207,0.486442518473722,YOL138C,RTC1,SGDID:S000005498,ORF,Verified ORF,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10078,15,63560,-0.134768184653128,0.141063934349798,0.34004464298579,YOL138C,RTC1,SGDID:S000005498,ORF,Verified ORF,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10079,15,64029,-0.140164791889664,0.141107161854035,0.321233650347798,YOL138C,RTC1,SGDID:S000005498,ORF,Verified ORF,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10080,15,64092,-0.160691408542194,0.141080979442759,0.255474990578825,YOL138C,RTC1,SGDID:S000005498,ORF,Verified ORF,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10081,15,64169,-0.143431779720502,0.14085352704528,0.309230671605732,YOL138C,RTC1,SGDID:S000005498,ORF,Verified ORF,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10082,15,66419,-0.164705429207018,0.14156435685635,0.245425992381167,YOL137W,BSC6,SGDID:S000005497,ORF,Verified ORF,"""Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression""",Verified ORF
10083,15,66855,-0.174287680640539,0.141369121761607,0.21845013173463,YOL137W,BSC6,SGDID:S000005497,ORF,Verified ORF,"""Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression""",Verified ORF
10084,15,69757,-0.194494494237266,0.141000751751112,0.168648923609093,YOL135C,MED7,SGDID:S000005495,ORF,Verified ORF,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
10085,15,70217,-0.2219726893058,0.142354182533198,0.11982175227003,YOL134C,YOL134C,SGDID:S000005494,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps HRT1 ; a verified gene that encodes an SCF ubiquitin ligase subunit""",Dubious ORF
10086,15,70221,-0.392854200341397,0.281188719589896,0.163255271682908,YOL134C,YOL134C,SGDID:S000005494,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps HRT1 ; a verified gene that encodes an SCF ubiquitin ligase subunit""",Dubious ORF
10087,15,70222,-0.401014116912215,0.287200480843267,0.163505668451823,YOL134C,YOL134C,SGDID:S000005494,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps HRT1 ; a verified gene that encodes an SCF ubiquitin ligase subunit""",Dubious ORF
10088,15,70222,0.478734101453032,0.472743664025694,0.311910632121012,YOL134C,YOL134C,SGDID:S000005494,ORF,Dubious ORF,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps HRT1 ; a verified gene that encodes an SCF ubiquitin ligase subunit""",Dubious ORF
10089,15,70894,-0.26916597393321,0.140670518379234,0.0564991031964594,YOL135C,MED7,SGDID:S000005495,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
10090,15,70941,-0.234906346738943,0.141226724601176,0.0971343303691867,YOL135C,MED7,SGDID:S000005495,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
10091,15,70998,-0.224277768672451,0.141913990164428,0.114915878731156,YOL135C,MED7,SGDID:S000005495,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
10092,15,71038,-0.236460465561449,0.142874297624865,0.098808281648884,YOL135C,MED7,SGDID:S000005495,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
10093,15,71084,-0.20950199222356,0.144485470864152,0.147950151493132,YOL134C,YOL134C,SGDID:S000005494,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps HRT1 ; a verified gene that encodes an SCF ubiquitin ligase subunit""",Dubious ORF
