SNP,Chr,Pos,Effect,SE,FMP45_HNM1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11626,16,508190,0.0124069315561608,0.130674148069237,0.924411932055319,YPL022W,RAD1,SGDID:S000005943,CDS,CDS,"""Single-stranded DNA endonuclease (with Rad10p); cleaves single-stranded DNA during nucleotide excision repair and double-strand break repair; subunit of Nucleotide Excision Repair Factor 1 (NEF1); homolog of human XPF protein""",Verified ORF
11627,16,511467,0.0513430235039264,0.130133822027402,0.693420517314326,YPL021W,ECM23,SGDID:S000005942,CDS,CDS,"""Non-essential protein of unconfirmed function; affects pre-rRNA processing ; may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p""",Verified ORF
11628,16,511586,0.0633953104985248,0.132072400614472,0.631521676931347,YPL021W,ECM23,SGDID:S000005942,CDS,CDS,"""Non-essential protein of unconfirmed function; affects pre-rRNA processing ; may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p""",Verified ORF
11629,16,511956,0.110294360620526,0.131309912611584,0.401502382830074,YPL021W,ECM23,SGDID:S000005942,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential protein of unconfirmed function; affects pre-rRNA processing ; may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p""",Verified ORF
11630,16,514485,0.152251967559201,0.133168279864701,0.253686722679726,YPL020C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11631,16,516172,0.0659298490850133,0.130369076215773,0.613371018663916,YPL019C,VTC3,SGDID:S000005940,CDS,CDS,"""Regulatory subunit of the vacuolar transporter chaperone (VTC) complex; involved in membrane trafficking ; vacuolar polyphosphate accumulation ; microautophagy and non-autophagic vacuolar fusion; VTC3 has a paralog ; VTC2 ; that arose from the whole genome duplication""",Verified ORF
11632,16,518590,0.140615830070292,0.129837924734967,0.279542984169237,YPL018W,CTF19,SGDID:S000005939,CDS,CDS,"""Outer kinetochore protein ; needed for accurate chromosome segregation; component of kinetochore sub-complex COMA (Ctf19p ; Okp1p ; Mcm21p ; Ame1p) that functions as platform for kinetochore assembly; required for spindle assembly checkpoint; minimizes potentially deleterious centromere-proximal crossovers by preventing meiotic DNA break formation proximal to centromere; homolog of human centromere constitutive-associated network (CCAN) subunit CENP-P and fission yeast fta2""",Verified ORF
11633,16,520551,0.0119261739193124,0.129912829350566,0.926907939695134,YPL016W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11634,16,521626,0.14097042631417,0.130405993340193,0.280429798977189,YPL016W,SWI1,SGDID:S000005937,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11640,16,523110,0.177753759028216,0.130419253899689,0.173769843278564,YPL016W,SWI1,SGDID:S000005937,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11641,16,523235,0.131336161335533,0.12944792785947,0.310997721737514,YPL016W,SWI1,SGDID:S000005937,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11643,16,525073,0.121299091166315,0.129352255991726,0.349017965678499,YPL016W,SWI1,SGDID:S000005937,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11644,16,525661,0.0682897604900129,0.130861851418771,0.602104694069936,YPL016W,SWI1,SGDID:S000005937,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11645,16,526381,0.0264949191945929,0.129155324516802,0.837581009052984,YPL015C,HST2,SGDID:S000005936,CDS,CDS,"""Cytoplasmic NAD(+)-dependent protein deacetylase; deacetylation targets are primarily cytoplasmic proteins; member of the silencing information regulator 2 (Sir2) family of NAD(+)-dependent protein deacetylases; modulates nucleolar (rDNA) and telomeric silencing; possesses NAD(+)-dependent histone deacetylase activity in vitro; contains a nuclear export signal (NES); function regulated by its nuclear export""",Verified ORF
11646,16,526392,0.0472243783378301,0.129237188517319,0.71502528395635,YPL015C,HST2,SGDID:S000005936,CDS,CDS,"""Cytoplasmic NAD(+)-dependent protein deacetylase; deacetylation targets are primarily cytoplasmic proteins; member of the silencing information regulator 2 (Sir2) family of NAD(+)-dependent protein deacetylases; modulates nucleolar (rDNA) and telomeric silencing; possesses NAD(+)-dependent histone deacetylase activity in vitro; contains a nuclear export signal (NES); function regulated by its nuclear export""",Verified ORF
11647,16,532338,0.120052986135891,0.132154773689701,0.364272349022596,YPL012W,RRP12,SGDID:S000005933,CDS,CDS,"""Protein required for export of the ribosomal subunits; associates with the RNA components of the pre-ribosomes; has a role in nuclear import in association with Pse1p; also plays a role in the cell cycle and the DNA damage response; contains HEAT-repeats""",Verified ORF
11649,16,533665,0.176885869319954,0.131093708736202,0.178102641053065,YPL011C,TAF3,SGDID:S000005932,CDS,CDS,"""TFIID subunit (47 kDa); involved in promoter binding and RNA polymerase II transcription initiation""",Verified ORF
11650,16,534748,0.14864103112173,0.130048272871045,0.253826401069516,YPL010W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11651,16,535073,0.134681311701879,0.130479054312534,0.302682113140264,YPL010W,RET3,SGDID:S000005931,CDS,CDS,"""Zeta subunit of the coatomer complex (COPI); COPI coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER""",Verified ORF
11653,16,535986,0.147956215673999,0.131081647848122,0.259776875439241,YPL009C,RQC2,SGDID:S000005930,CDS,CDS,"""Component of Ribosome Quality Control (RQC) complex ; which is a ribosome-bound complex required for degradation of polypeptides arising from stalled translation; recruits alanine- and threonine-charged tRNA to the A site and directs the elongation of nascent chains independently of mRNA or 40S subunits; monitors translation stress and signals this to Hsf1p""",Verified ORF
11655,16,537435,0.209228350057302,0.131770010264128,0.113220094875566,YPL009C,RQC2,SGDID:S000005930,CDS,CDS,"""Component of Ribosome Quality Control (RQC) complex ; which is a ribosome-bound complex required for degradation of polypeptides arising from stalled translation; recruits alanine- and threonine-charged tRNA to the A site and directs the elongation of nascent chains independently of mRNA or 40S subunits; monitors translation stress and signals this to Hsf1p""",Verified ORF
11656,16,538056,0.216062994285712,0.131593110530412,0.101500845648508,YPL009C,RQC2,SGDID:S000005930,CDS,CDS,"""Component of Ribosome Quality Control (RQC) complex ; which is a ribosome-bound complex required for degradation of polypeptides arising from stalled translation; recruits alanine- and threonine-charged tRNA to the A site and directs the elongation of nascent chains independently of mRNA or 40S subunits; monitors translation stress and signals this to Hsf1p""",Verified ORF
11657,16,539109,0.130231262794345,0.131134918478439,0.321337106577212,YPL008W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11658,16,544393,0.214526607154953,0.130298840986963,0.100567285231102,XUT_16F-213,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11659,16,546787,0.214084025977484,0.131197663518618,0.103620307739151,YPL006W,NCR1,SGDID:S000005927,CDS,CDS,"""Vacuolar membrane protein involved with Npc2p in sterol trafficking; transits through the biosynthetic vacuolar protein sorting pathway ; involved in sphingolipid metabolism; cells lacking Ncr1p exhibit high levels of long chain bases (LCB) ; similar to the accumulation of high amounts of lipids observed in patients with Neimann-Pick C ; a disease caused by loss-of-function mutations in NPC1 ; the functional ortholog of Ncr1p""",Verified ORF
11660,16,549715,0.208078285081794,0.130587989378416,0.111966519224657,YPL005W,AEP3,SGDID:S000005926,CDS,CDS,"""Peripheral mitochondrial inner membrane protein; may facilitate use of unformylated tRNA-Met in mitochondrial translation initiation; stabilizes the bicistronic AAP1-ATP6 mRNA""",Verified ORF
11661,16,550659,0.217506584745164,0.130806699106822,0.0972382193632124,YPL004C,LSP1,SGDID:S000005925,CDS,CDS,"""Eisosome core component; eisosomes are large immobile patch structures at the cell cortex associated with endocytosis; phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; member of the BAR domain family""",Verified ORF
11662,16,552419,0.238012241696993,0.130760794205212,0.0695735649030226,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11663,16,552585,0.212871944618986,0.131039835125208,0.105165348418007,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11664,16,552949,0.210628119410288,0.130624841954124,0.107754200544696,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11665,16,553071,0.25380682593973,0.131032942604943,0.0535466749882123,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11666,16,553465,0.22617929990732,0.134013271952595,0.0923448006001162,YPL003W,ULA1,SGDID:S000005924,Close to 3'-UTR,Close to 3'-UTR,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11667,16,554350,0.220804150668398,0.130934172417385,0.0926070774957607,YPL001W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11668,16,554689,0.243166553172422,0.130435529048263,0.063114172077487,YPL001W,HAT1,SGDID:S000005922,CDS,CDS,"""Catalytic subunit of the Hat1p-Hat2p histone acetyltransferase complex; uses the cofactor acetyl coenzyme A to acetylate free nuclear and cytoplasmic histone H4; involved in telomeric silencing and DNA double-strand break repair""",Verified ORF
11669,16,555419,0.197585350971911,0.130634150711671,0.131299111688039,YPL001W,HAT1,SGDID:S000005922,CDS,CDS,"""Catalytic subunit of the Hat1p-Hat2p histone acetyltransferase complex; uses the cofactor acetyl coenzyme A to acetylate free nuclear and cytoplasmic histone H4; involved in telomeric silencing and DNA double-strand break repair""",Verified ORF
11670,16,556778,0.206495700511199,0.130351632535719,0.114056485333867,YPR001W,CIT3,SGDID:S000006205,CDS,CDS,"""Dual specificity mitochondrial citrate and methylcitrate synthase; catalyzes the condensation of acetyl-CoA and oxaloacetate to form citrate and that of propionyl-CoA and oxaloacetate to form 2-methylcitrate""",Verified ORF
11671,16,558975,0.219815633352415,0.130029582875975,0.0918141694734374,YPR002W,PDH1,SGDID:S000006206,CDS,CDS,"""Putative 2-methylcitrate dehydratase; mitochondrial protein that participates in respiration; induced by diauxic shift; homologous to E. coli PrpD ; may take part in the conversion of 2-methylcitrate to 2-methylisocitrate""",Verified ORF
11672,16,559542,0.191007362391013,0.12989145228998,0.142313031374802,YPR002W,PDH1,SGDID:S000006206,CDS,CDS,"""Putative 2-methylcitrate dehydratase; mitochondrial protein that participates in respiration; induced by diauxic shift; homologous to E. coli PrpD ; may take part in the conversion of 2-methylcitrate to 2-methylisocitrate""",Verified ORF
11674,16,564316,0.186432360541486,0.13017723060501,0.152987878048818,YPR004C,AIM45,SGDID:S000006208,CDS,CDS,"""Putative ortholog of mammalian ETF-alpha; interacts with frataxin ; Yfh1p; null mutant displays elevated frequency of mitochondrial genome loss; may have a role in oxidative stress response; ETF-alpha is an electron transfer flavoprotein complex subunit""",Verified ORF
11675,16,564355,0.159189725777434,0.130143949654829,0.2220769191853,YPR004C,AIM45,SGDID:S000006208,CDS,CDS,"""Putative ortholog of mammalian ETF-alpha; interacts with frataxin ; Yfh1p; null mutant displays elevated frequency of mitochondrial genome loss; may have a role in oxidative stress response; ETF-alpha is an electron transfer flavoprotein complex subunit""",Verified ORF
11677,16,571530,0.364668638019978,0.131277538944884,0.0057644274960862,YPR007C,REC8,SGDID:S000006211,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific component of the sister chromatid cohesion complex; alpha-kleisin family member that maintains cohesion between homologous chromosomes during meiosis I until chromosome arm-associated Rec8p is cleaved by Esp1p; cohesion between sister chromatid centromeres is maintained until metaphase of meiosis II when it is cleaved by Esp1; independent of the role in cohesion ; Rec8p promotes allelic collisions and prevents nonspecific chromosome interactions; homolog of S. pombe Rec8p""",Verified ORF
