SNP,Chr,Pos,Effect,SE,ERV25_ERG5_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8344,12,917649,0.0508987606675135,0.117801933178605,0.665953849620562,YLR398C,SKI2,SGDID:S000004390,CDS,CDS,"""Ski complex component and putative RNA helicase; mediates 3'-5' RNA degradation by the cytoplasmic exosome; null mutants have superkiller phenotype of increased viral dsRNAs and are synthetic lethal with mutations in 5'-3' mRNA decay; mutations in the human ortholog ; SKIV2L ; causes Syndromic diarrhea/Trichohepatoenteric (SD/THE) syndrome""",Verified ORF
8345,12,919644,0.0702769948458471,0.117594482211246,0.550475666086941,YLR399C,BDF1,SGDID:S000004391,CDS,CDS,"""Chromatin modifying regulator of meiosis-specific genes; involved in transcription initiation; functions at TATA-containing promoters; associates with basal transcription factor TFIID; contains two bromodomains; corresponds to C-terminal region of mammalian TAF1; redundant with Bdf2p; BDF1 has a paralog ; BDF2 ; that arose from the whole genome duplication""",Verified ORF
8346,12,919734,0.0063037746192863,0.11650968505954,0.956881991996078,YLR399C,BDF1,SGDID:S000004391,CDS,CDS,"""Chromatin modifying regulator of meiosis-specific genes; involved in transcription initiation; functions at TATA-containing promoters; associates with basal transcription factor TFIID; contains two bromodomains; corresponds to C-terminal region of mammalian TAF1; redundant with Bdf2p; BDF1 has a paralog ; BDF2 ; that arose from the whole genome duplication""",Verified ORF
8347,12,923234,0.0367269290983369,0.115585288580062,0.750864400850293,YLR401C,DUS3,SGDID:S000004393,CDS,CDS,"""Dihydrouridine synthase; member of a widespread family of conserved proteins including Smm1p ; Dus1p ; and Dus4p; contains a consensus oleate response element (ORE) in its promoter region; forms nuclear foci upon DNA replication stress""",Verified ORF
8349,12,924538,0.0133445468036236,0.116076520953112,0.908539528764093,YLR401C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8350,12,925356,0.0142956319651461,0.115957345205704,0.901952737378648,YLR403W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8353,12,932584,0.0163254767763434,0.116138241620625,0.888290341771445,YLR407W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8354,12,933520,0.0387167699649619,0.116212053351146,0.739214138940517,YLR407W,YLR407W,SGDID:S000004399,CDS,CDS,"""Putative protein of unknown function; null mutant displays elongated buds and a large fraction of budded cells have only one nucleus""",Uncharacterized ORF
8355,12,934838,0.0506671765805666,0.118236170347189,0.668530165641454,YLR409C,UTP21,SGDID:S000004401,CDS,CDS,"""Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; synthetic defect with STI1 Hsp90 cochaperone; human homolog linked to glaucoma; Small Subunit processome is also known as SSU processome""",Verified ORF
8356,12,935473,0.0375303188898114,0.117660067606721,0.749936070986888,YLR409C,UTP21,SGDID:S000004401,CDS,CDS,"""Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; synthetic defect with STI1 Hsp90 cochaperone; human homolog linked to glaucoma; Small Subunit processome is also known as SSU processome""",Verified ORF
8357,12,936436,0.0309770730740513,0.115333864326826,0.788405104373087,YLR409C,UTP21,SGDID:S000004401,CDS,CDS,"""Subunit of U3-containing 90S preribosome and SSU processome complexes; involved in production of 18S rRNA and assembly of small ribosomal subunit; synthetic defect with STI1 Hsp90 cochaperone; human homolog linked to glaucoma; Small Subunit processome is also known as SSU processome""",Verified ORF
8358,12,939253,0.0362842742511835,0.115840850548702,0.754294555053286,YLR410W,VIP1,SGDID:S000004402,CDS,CDS,"""Bifunctional inositol pyrophosphate kinase and phosphatase; contains an N-terminal PP-InsP kinase domain that phosphorylates inositol hexakisphosphate and heptakisphosphate ; and a C-terminal phosphatase domain that hydrolyzes both 1PP-InsP5 and 5PP-InsP5; IP7 levels decrease during starvation ; suggesting a role for PP-InsP enzymes in Pi homeostasis; may regulate the dimorphic switch and the function of the cortical actin cytoskeleton""",Verified ORF
8359,12,940331,0.0322001910620594,0.115518078434779,0.780603053583106,YLR410W,VIP1,SGDID:S000004402,CDS,CDS,"""Bifunctional inositol pyrophosphate kinase and phosphatase; contains an N-terminal PP-InsP kinase domain that phosphorylates inositol hexakisphosphate and heptakisphosphate ; and a C-terminal phosphatase domain that hydrolyzes both 1PP-InsP5 and 5PP-InsP5; IP7 levels decrease during starvation ; suggesting a role for PP-InsP enzymes in Pi homeostasis; may regulate the dimorphic switch and the function of the cortical actin cytoskeleton""",Verified ORF
8360,12,948003,0.0314517521352233,0.115844852940728,0.786166037807897,YLR411W,CTR3,SGDID:S000004403,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity copper transporter of the plasma membrane; acts as a trimer; gene is disrupted by a Ty2 transposon insertion in many laboratory strains of S. cerevisiae""",Verified ORF
8362,12,954167,0.0377347810000018,0.116453680660901,0.746105310564633,SUT283_NFR/NDR,,,Promoter,Promoter,,Promoter
8363,12,954228,0.0269042816028053,0.117993669080036,0.81976689190418,SUT283_NFR/NDR,,,Promoter,Promoter,,Promoter
8364,12,954254,0.0272672013718675,0.116478739727186,0.815046198267943,YLR414C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8365,12,954366,0.104493690008989,0.116509287469028,0.370399502638227,XUT_12F-375,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8366,12,954459,0.0687923666017142,0.115843162167695,0.552999109813028,SUT283,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8367,12,954658,0.0387187594305896,0.115831277614787,0.738375384561921,XUT_12F-375,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8368,12,954827,0.0897963225000352,0.115568711704589,0.437682021161779,YLR416C,YLR416C,SGDID:S000004408,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
8369,12,954850,0.0813100917850847,0.115952772257877,0.483618647845735,YLR416C,YLR416C,SGDID:S000004408,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
8370,12,954897,0.143677067301689,0.11704669783135,0.220445461643612,YLR417W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8371,12,956127,0.113674895569487,0.116346427897655,0.329219366709597,YLR417W,VPS36,SGDID:S000004409,CDS,CDS,"""Component of the ESCRT-II complex; contains the GLUE (GRAM Like Ubiquitin binding in EAP45) domain which is involved in interactions with ESCRT-I and ubiquitin-dependent sorting of proteins into the endosome; plays a role in the formation of mutant huntingtin (Htt) aggregates in yeast""",Verified ORF
8372,12,956153,-0.0333976398117309,0.116537689346811,0.774600289992845,YLR417W,VPS36,SGDID:S000004409,CDS,CDS,"""Component of the ESCRT-II complex; contains the GLUE (GRAM Like Ubiquitin binding in EAP45) domain which is involved in interactions with ESCRT-I and ubiquitin-dependent sorting of proteins into the endosome; plays a role in the formation of mutant huntingtin (Htt) aggregates in yeast""",Verified ORF
8373,12,956170,0.0662704608098053,0.115941173336446,0.567965603786593,YLR417W,VPS36,SGDID:S000004409,CDS,CDS,"""Component of the ESCRT-II complex; contains the GLUE (GRAM Like Ubiquitin binding in EAP45) domain which is involved in interactions with ESCRT-I and ubiquitin-dependent sorting of proteins into the endosome; plays a role in the formation of mutant huntingtin (Htt) aggregates in yeast""",Verified ORF
8374,12,956536,-0.0495463896658237,0.116639309663161,0.671253704975532,YLR417W,VPS36,SGDID:S000004409,CDS,CDS,"""Component of the ESCRT-II complex; contains the GLUE (GRAM Like Ubiquitin binding in EAP45) domain which is involved in interactions with ESCRT-I and ubiquitin-dependent sorting of proteins into the endosome; plays a role in the formation of mutant huntingtin (Htt) aggregates in yeast""",Verified ORF
8375,12,960254,-0.052668103232848,0.118084616514046,0.655856231369784,YLR419W,YLR419W,SGDID:S000004411,CDS,CDS,"""Putative helicase with limited sequence similarity to human Rb protein; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YLR419W is not an essential gene""",Uncharacterized ORF
8376,12,961463,-0.101604609562985,0.117472897935038,0.38767031516552,YLR419W,YLR419W,SGDID:S000004411,CDS,CDS,"""Putative helicase with limited sequence similarity to human Rb protein; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YLR419W is not an essential gene""",Uncharacterized ORF
8378,12,963579,-0.0882424445382285,0.117739440229415,0.454071773111898,YLR420W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8379,12,968660,-0.0785458264828701,0.116476244925747,0.500529808526278,YLR422W,DCK1,SGDID:S000004414,CDS,CDS,"""Dock family protein (Dedicator Of CytoKinesis) ; homolog of human DOCK1; upstream component for regulation through the small GTPase Rho5p; may form a complex with Lmo1p that acts as a GEF for Rho5p; interacts with Ino4p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein; DOCK proteins act as guanine nucleotide exchange factors""",Verified ORF
8380,12,970600,-0.0434513628343384,0.116789832275435,0.71008074054947,YLR422W,DCK1,SGDID:S000004414,CDS,CDS,"""Dock family protein (Dedicator Of CytoKinesis) ; homolog of human DOCK1; upstream component for regulation through the small GTPase Rho5p; may form a complex with Lmo1p that acts as a GEF for Rho5p; interacts with Ino4p; cytoplasmic protein that relocates to mitochondria under oxidative stress; implicated in mitophagy; not an essential protein; DOCK proteins act as guanine nucleotide exchange factors""",Verified ORF
8382,12,972944,-0.0154169382435003,0.116144139392239,0.894474877109685,YLR423C,ATG17,SGDID:S000004415,CDS,CDS,"""Scaffold protein responsible for phagophore assembly site organization; regulatory subunit of an autophagy-specific complex that includes Atg1p and Atg13p; stimulates Atg1p kinase activity; human ortholog RB1CC1/FIP200 interacts with p53 ; which inhibits autophagy in human cells""",Verified ORF
8383,12,972987,0.083504196028048,0.11945158487343,0.484972929447027,YLR423C,ATG17,SGDID:S000004415,CDS,CDS,"""Scaffold protein responsible for phagophore assembly site organization; regulatory subunit of an autophagy-specific complex that includes Atg1p and Atg13p; stimulates Atg1p kinase activity; human ortholog RB1CC1/FIP200 interacts with p53 ; which inhibits autophagy in human cells""",Verified ORF
8384,12,974822,0.0961845165451518,0.119783200802421,0.422521779267344,YLR424W,SPP382,SGDID:S000004416,CDS,CDS,"""Essential protein that forms a dimer with Ntr2p; also forms a trimer ; with Ntr2p and Prp43p ; that is involved in spliceosome disassembly; found also in a multisubunit complex with the splicing factor Clf1p; suppressor of prp38-1 mutation""",Verified ORF
8393,12,982986,0.138346235452413,0.118729918561305,0.24471754274711,YLR425W,TUS1,SGDID:S000004417,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) that modulates Rho1p activity; involved in the cell integrity signaling pathway; interacts with Rgl1p; localization of Tus1p to the bed neck is regulated by Rgl1p; multicopy suppressor of tor2 mutation and ypk1 ypk2 double mutation; potential Cdc28p substrate""",Verified ORF
8394,12,983190,0.118321076639242,0.118499898472382,0.318725298758026,YLR425W,TUS1,SGDID:S000004417,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) that modulates Rho1p activity; involved in the cell integrity signaling pathway; interacts with Rgl1p; localization of Tus1p to the bed neck is regulated by Rgl1p; multicopy suppressor of tor2 mutation and ypk1 ypk2 double mutation; potential Cdc28p substrate""",Verified ORF
8395,12,985083,0.165485784887851,0.117873941462625,0.16122130720988,YLR425W,TUS1,SGDID:S000004417,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) that modulates Rho1p activity; involved in the cell integrity signaling pathway; interacts with Rgl1p; localization of Tus1p to the bed neck is regulated by Rgl1p; multicopy suppressor of tor2 mutation and ypk1 ypk2 double mutation; potential Cdc28p substrate""",Verified ORF
8396,12,986295,0.054553243630955,0.120001042544105,0.649671846142155,YLR425W,TUS1,SGDID:S000004417,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) that modulates Rho1p activity; involved in the cell integrity signaling pathway; interacts with Rgl1p; localization of Tus1p to the bed neck is regulated by Rgl1p; multicopy suppressor of tor2 mutation and ypk1 ypk2 double mutation; potential Cdc28p substrate""",Verified ORF
8397,12,986346,0.169533527249687,0.119232607111627,0.155946280444105,YLR425W,TUS1,SGDID:S000004417,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) that modulates Rho1p activity; involved in the cell integrity signaling pathway; interacts with Rgl1p; localization of Tus1p to the bed neck is regulated by Rgl1p; multicopy suppressor of tor2 mutation and ypk1 ypk2 double mutation; potential Cdc28p substrate""",Verified ORF
8398,12,986367,0.085390699497508,0.118710500625718,0.472420415130579,YLR425W,TUS1,SGDID:S000004417,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) that modulates Rho1p activity; involved in the cell integrity signaling pathway; interacts with Rgl1p; localization of Tus1p to the bed neck is regulated by Rgl1p; multicopy suppressor of tor2 mutation and ypk1 ypk2 double mutation; potential Cdc28p substrate""",Verified ORF
8399,12,986469,0.115712343602404,0.117963057191136,0.327303902976743,YLR425W,TUS1,SGDID:S000004417,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) that modulates Rho1p activity; involved in the cell integrity signaling pathway; interacts with Rgl1p; localization of Tus1p to the bed neck is regulated by Rgl1p; multicopy suppressor of tor2 mutation and ypk1 ypk2 double mutation; potential Cdc28p substrate""",Verified ORF
8400,12,986654,0.114255613523868,0.12082791913158,0.344996351248785,YLR425W,TUS1,SGDID:S000004417,CDS,CDS,"""Guanine nucleotide exchange factor (GEF) that modulates Rho1p activity; involved in the cell integrity signaling pathway; interacts with Rgl1p; localization of Tus1p to the bed neck is regulated by Rgl1p; multicopy suppressor of tor2 mutation and ypk1 ypk2 double mutation; potential Cdc28p substrate""",Verified ORF
8401,12,987115,0.136113098554131,0.117880900487479,0.24900817620319,YLR426W,TDA5,SGDID:S000004418,CDS,CDS,"""Putative protein of unknown function; detected in highly purified mitochondria in high-throughput studies; proposed to be involved in resistance to mechlorethamine and streptozotocin; null mutant sensitive to expression of top1-T722A allele""",Uncharacterized ORF
