SNP,Chr,Pos,Effect,SE,SRO9_GIS2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10685,15,653760,0.0674214372478703,0.130535106527429,0.605828355178278,YOR171C,LCB4,SGDID:S000005697,CDS,CDS,"""Sphingoid long-chain base kinase; responsible for synthesis of long-chain base phosphates ; which function as signaling molecules ; regulates synthesis of ceramide from exogenous long-chain bases ; localizes to the Golgi and late endosomes; LCB4 has a paralog ; LCB5 ; that arose from the whole genome duplication""",Verified ORF
10686,15,653769,0.0808584705020428,0.13111887366493,0.537842901441499,YOR171C,LCB4,SGDID:S000005697,CDS,CDS,"""Sphingoid long-chain base kinase; responsible for synthesis of long-chain base phosphates ; which function as signaling molecules ; regulates synthesis of ceramide from exogenous long-chain bases ; localizes to the Golgi and late endosomes; LCB4 has a paralog ; LCB5 ; that arose from the whole genome duplication""",Verified ORF
10687,15,653775,0.0763900293181763,0.131842920084929,0.562687635349048,YOR171C,LCB4,SGDID:S000005697,CDS,CDS,"""Sphingoid long-chain base kinase; responsible for synthesis of long-chain base phosphates ; which function as signaling molecules ; regulates synthesis of ceramide from exogenous long-chain bases ; localizes to the Golgi and late endosomes; LCB4 has a paralog ; LCB5 ; that arose from the whole genome duplication""",Verified ORF
10688,15,656377,0.0758135654507095,0.131951540622891,0.565957498608553,YOR172W,YRM1,SGDID:S000005698,CDS,CDS,"""Zinc finger transcription factor involved in multidrug resistance; Zn(2)-Cys(6) zinc finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrr1p ; acting on an overlapping set of target genes""",Verified ORF
10689,15,657044,0.0954437447854497,0.133137742217973,0.473922374016602,YOR172W,YRM1,SGDID:S000005698,Close to 3'-UTR,Close to 3'-UTR,"""Zinc finger transcription factor involved in multidrug resistance; Zn(2)-Cys(6) zinc finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrr1p ; acting on an overlapping set of target genes""",Verified ORF
10690,15,657104,0.0147597935655073,0.133353170383654,0.911931432869374,YOR172W,YRM1,SGDID:S000005698,Close to 3'-UTR,Close to 3'-UTR,"""Zinc finger transcription factor involved in multidrug resistance; Zn(2)-Cys(6) zinc finger transcription factor; activates genes involved in multidrug resistance; paralog of Yrr1p ; acting on an overlapping set of target genes""",Verified ORF
10691,15,657980,0.0488541631293558,0.133209245560384,0.71402707695946,YOR173W,DCS2,SGDID:S000005699,CDS,CDS,"""m(7)GpppX pyrophosphatase regulator; non-essential ; stress induced regulatory protein; modulates m7G-oligoribonucleotide metabolism; inhibits Dcs1p; regulated by Msn2p ; Msn4p ; and the Ras-cAMP-cAPK signaling pathway; mutant has increased aneuploidy tolerance; DCS2 has a paralog ; DCS1 ; that arose from the whole genome duplication""",Verified ORF
10695,15,660805,0.0289479206627883,0.137485993583438,0.833358526147814,YOR175C,ALE1,SGDID:S000005701,CDS,CDS,"""Broad-specificity lysophospholipid acyltransferase; part of MBOAT family of membrane-bound O-acyltransferases; key component of Lands cycle; may have role in fatty acid exchange at sn-2 position of mature glycerophospholipids""",Verified ORF
10696,15,663916,0.39223800351809,0.183244992082776,0.0329981966382509,tV(AAC)O_NFR/NDR,,,Promoter,Promoter,,Promoter
10697,15,664038,0.187160951176363,0.193640541128612,0.33443672377059,YORCdelta15,YORCdelta15,SGDID:S000007163,Other features,LTR,"""Ty1 LTR""",reverse complement
10698,15,664146,-0.0721968052097068,0.203704780226049,0.723236665716408,YORCdelta15,YORCdelta15,SGDID:S000007163,Other features,LTR,"""Ty1 LTR""",reverse complement
10699,15,664726,-0.133279364749125,0.213469644538747,0.532802306121397,YORWdelta17_NFR/NDR,,,Promoter,Promoter,,Promoter
10700,15,667693,-0.0716211421183353,0.222963057289826,0.748230554804261,SUT374_NFR/NDR,,,Promoter,Promoter,,Promoter
10701,15,668514,0.179044633953868,0.165797716573905,0.280924845767255,SUT374,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10703,15,671034,0.146004966411486,0.165595321414357,0.378540416471108,YOR178C,GAC1,SGDID:S000005704,Close to 3'-UTR,Close to 3'-UTR,"""Regulatory subunit for Glc7p type-1 protein phosphatase (PP1); tethers Glc7p to Gsy2p glycogen synthase ; binds Hsf1p heat shock transcription factor ; required for induction of some HSF-regulated genes under heat shock; GAC1 has a paralog ; PIG1 ; that arose from the whole genome duplication""",Verified ORF
10704,15,673487,0.148486186142915,0.164462313790204,0.367216701507892,XUT_15F-309,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
10705,15,674856,0.148486186142915,0.164462313790204,0.367216701507892,YOR180C,DCI1,SGDID:S000005706,CDS,CDS,"""Peroxisomal protein; identification as a delta(3,5)-delta(2,4)-dienoyl-CoA isomerase involved in fatty acid metabolism is disputed; DCI1 has a paralog ; ECI1 ; that arose from the whole genome duplication""",Verified ORF
10707,15,676857,0.114069050202291,0.160251223570874,0.477050162555427,YOR181W,LAS17,SGDID:S000005707,CDS,CDS,"""Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments ; polyproline domain nucleates actin filaments independent of Arp2/3; mutants are defective in endocytosis ; bud site selection ; cytokinesis; human homolog WAS (Wiskott-Aldrich Syndrome) implicated in severe immunodeficiency; human WAS complements yeast null mutant ; but only in presence of WIPF1 ; which mediates localization of WAS to cortical patches""",Verified ORF
10708,15,677981,0.0269278655388074,0.124325805980059,0.828652121913217,YOR181W,LAS17,SGDID:S000005707,Close to 3'-UTR,Close to 3'-UTR,"""Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments ; polyproline domain nucleates actin filaments independent of Arp2/3; mutants are defective in endocytosis ; bud site selection ; cytokinesis; human homolog WAS (Wiskott-Aldrich Syndrome) implicated in severe immunodeficiency; human WAS complements yeast null mutant ; but only in presence of WIPF1 ; which mediates localization of WAS to cortical patches""",Verified ORF
10709,15,677995,-0.0068743035609268,0.11744886282346,0.953359438876067,YOR181W,LAS17,SGDID:S000005707,Close to 3'-UTR,Close to 3'-UTR,"""Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments ; polyproline domain nucleates actin filaments independent of Arp2/3; mutants are defective in endocytosis ; bud site selection ; cytokinesis; human homolog WAS (Wiskott-Aldrich Syndrome) implicated in severe immunodeficiency; human WAS complements yeast null mutant ; but only in presence of WIPF1 ; which mediates localization of WAS to cortical patches""",Verified ORF
10710,15,678027,-0.0016884454592269,0.11732275108985,0.98852580430683,YOR181W,LAS17,SGDID:S000005707,Close to 3'-UTR,Close to 3'-UTR,"""Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments ; polyproline domain nucleates actin filaments independent of Arp2/3; mutants are defective in endocytosis ; bud site selection ; cytokinesis; human homolog WAS (Wiskott-Aldrich Syndrome) implicated in severe immunodeficiency; human WAS complements yeast null mutant ; but only in presence of WIPF1 ; which mediates localization of WAS to cortical patches""",Verified ORF
10711,15,678058,-0.0180153281626465,0.118369216072991,0.879119251921755,YOR181W,LAS17,SGDID:S000005707,Close to 3'-UTR,Close to 3'-UTR,"""Actin assembly factor; C-terminal WCA domain activates Arp2/3 complex-mediated nucleation of branched actin filaments ; polyproline domain nucleates actin filaments independent of Arp2/3; mutants are defective in endocytosis ; bud site selection ; cytokinesis; human homolog WAS (Wiskott-Aldrich Syndrome) implicated in severe immunodeficiency; human WAS complements yeast null mutant ; but only in presence of WIPF1 ; which mediates localization of WAS to cortical patches""",Verified ORF
10714,15,678248,0.0051031989772774,0.107729395291829,0.962244701451803,YOR182C,RPS30B,SGDID:S000005708,CDS,CDS,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S30 ; no bacterial homolog; RPS30B has a paralog ; RPS30A ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
10722,15,678832,0.0305981947879164,0.108360389508688,0.777821968335758,YOR182C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10723,15,678916,-0.0068032843519093,0.107291290908038,0.94947633311921,YOR183W,FYV12,SGDID:S000005709,CDS,CDS,"""Protein of unknown function; required for survival upon exposure to K1 killer toxin""",Uncharacterized ORF
10726,15,678995,-0.0301527972354992,0.107929071457351,0.780119866428257,YOR183W,FYV12,SGDID:S000005709,CDS,CDS,"""Protein of unknown function; required for survival upon exposure to K1 killer toxin""",Uncharacterized ORF
10727,15,679406,-0.0077682414204705,0.107328252452124,0.94234180797467,YOR184W,SER1,SGDID:S000005710,CDS,CDS,"""3-phosphoserine aminotransferase; catalyzes the formation of phosphoserine from 3-phosphohydroxypyruvate ; required for serine and glycine biosynthesis; regulated by the general control of amino acid biosynthesis mediated by Gcn4p; protein abundance increases in response to DNA replication stress""",Verified ORF
10728,15,679485,-0.025674539143932,0.107449377093385,0.811286549116682,YOR184W,SER1,SGDID:S000005710,CDS,CDS,"""3-phosphoserine aminotransferase; catalyzes the formation of phosphoserine from 3-phosphohydroxypyruvate ; required for serine and glycine biosynthesis; regulated by the general control of amino acid biosynthesis mediated by Gcn4p; protein abundance increases in response to DNA replication stress""",Verified ORF
10729,15,680430,-0.0249078101495125,0.106691115455688,0.815541713804516,YOR184W,SER1,SGDID:S000005710,CDS,CDS,"""3-phosphoserine aminotransferase; catalyzes the formation of phosphoserine from 3-phosphohydroxypyruvate ; required for serine and glycine biosynthesis; regulated by the general control of amino acid biosynthesis mediated by Gcn4p; protein abundance increases in response to DNA replication stress""",Verified ORF
10732,15,682676,-0.0313049326676255,0.106632026977177,0.769252087654773,YOR185C,GSP2,SGDID:S000005711,Close to 3'-UTR,Close to 3'-UTR,"""GTP binding protein (mammalian Ranp homolog); involved in the maintenance of nuclear organization ; RNA processing and transport; interacts with Kap121p ; Kap123p and Pdr6p (karyophilin betas); not required for viability; protein abundance increases in response to DNA replication stress; GSP2 has a paralog ; GSP1 ; that arose from the whole genome duplication""",Verified ORF
10733,15,685516,-0.0612629233478216,0.10785921123617,0.570403041438512,YOR188W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10734,15,690141,-0.0225255765311071,0.106587463022059,0.832748448806857,YOR188W,MSB1,SGDID:S000005714,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; may be involved in positive regulation of 1,3-beta-glucan synthesis and the Pkc1p-MAPK pathway; multicopy suppressor of temperature-sensitive mutations in CDC24 and CDC42 ; and of mutations in BEM4; potential Cdc28p substrate; relocalizes from bud neck to cytoplasm upon DNA replication stress""",Verified ORF
10735,15,691906,-0.0122897374142715,0.106821549460393,0.908471512072961,YOR190W,SPR1,SGDID:S000005716,CDS,CDS,"""Sporulation-specific exo-1,3-beta-glucanase; contributes to ascospore thermoresistance; SPR1 has a paralog ; EXG1 ; that arose from the whole genome duplication""",Verified ORF
10737,15,692272,-0.0177394147201256,0.106640864183187,0.867978919954767,YOR191W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10738,15,695613,-0.0411690862180524,0.106321045364762,0.698830512153268,YOR191W,ULS1,SGDID:S000005717,CDS,CDS,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10739,15,696549,-0.0352520719391464,0.106628537254148,0.741137984779752,YOR191W,ULS1,SGDID:S000005717,CDS,CDS,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10740,15,697431,-0.0141854065836418,0.106159801713658,0.893776725890771,YOR191W,ULS1,SGDID:S000005717,Close to 3'-UTR,Close to 3'-UTR,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
10741,15,697632,-0.03897038762106,0.106442158352259,0.714496363519621,YOR191W,ULS1,SGDID:S000005717,Close to 3'-UTR,Close to 3'-UTR,"""Swi2/Snf2-related translocase ; SUMO-Targeted Ubiquitin Ligase (STUbL); required for maintenance of NHEJ inhibition at telomeres; functions at telomeres to translocate and ubiquitinylate poly-sumoylated Rap1p for proteosomal degradation; plays role in antagonizing silencing during mating-type switching; only known STUbL with a translocase activity; contains RING finger domain; relocalizes from nucleus to cytoplasm upon DNA replication stress""",Verified ORF
