SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11818,16,716403,0.0210370213823724,0.0614814341258647,0.732427578965366,YPR091C,NVJ2,SGDID:S000006295,CDS,CDS,"""Lipid-binding ER protein ; enriched at nucleus-vacuolar junctions (NVJ); involved in nonvesicular transfer of ceramides from ER to Golgi; may be involved in sterol metabolism or signaling at the NVJ; contains a synaptotagmin-like-mitochondrial-lipid binding protein (SMP) domain; binds phosphatidylinositols and other lipids in a large-scale study; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
11819,16,716826,0.0209431317750689,0.0610001107499777,0.731555043806945,YPR091C,NVJ2,SGDID:S000006295,CDS,CDS,"""Lipid-binding ER protein ; enriched at nucleus-vacuolar junctions (NVJ); involved in nonvesicular transfer of ceramides from ER to Golgi; may be involved in sterol metabolism or signaling at the NVJ; contains a synaptotagmin-like-mitochondrial-lipid binding protein (SMP) domain; binds phosphatidylinositols and other lipids in a large-scale study; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
11820,16,718898,0.0140026391232392,0.0618179814343909,0.820932768641496,YNCP0014C,SNR70,SGDID:S000006461,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""C/D box small nucleolar RNA (snoRNA); predicted to guide 2'-O-methylation of small subunit (SSU) rRNA at position C1639""",snoRNA_gene
11821,16,718947,0.0074826661942931,0.0611151465570916,0.902623763363407,YNCP0014C,SNR70,SGDID:S000006461,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""C/D box small nucleolar RNA (snoRNA); predicted to guide 2'-O-methylation of small subunit (SSU) rRNA at position C1639""",snoRNA_gene
11822,16,719279,-0.0004743008943983,0.0613205011488515,0.993832965282208,snR41_NFR/NDR,,,Promoter,Promoter,,Promoter
11823,16,719912,0.0084926319459452,0.0608322768256104,0.889049863633539,YPR093C,ASR1,SGDID:S000006297,CDS,CDS,"""Ubiquitin ligase that modifies and regulates RNA Pol II; involved in a putative alcohol-responsive signaling pathway; accumulates in the nucleus under alcohol stress; has a role in organization of septins and the actin cytoskeleton; contains a Ring/PHD finger domain similar to the mammalian rA9 protein""",Verified ORF
11824,16,720416,0.0054596146622825,0.0609671994702652,0.928695579419291,YPR093C,ASR1,SGDID:S000006297,CDS,CDS,"""Ubiquitin ligase that modifies and regulates RNA Pol II; involved in a putative alcohol-responsive signaling pathway; accumulates in the nucleus under alcohol stress; has a role in organization of septins and the actin cytoskeleton; contains a Ring/PHD finger domain similar to the mammalian rA9 protein""",Verified ORF
11825,16,720559,-0.0048229022288092,0.0616480476180634,0.9376871607665,YPR094W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11827,16,726414,-0.0147496284055171,0.0610496942968931,0.809230122346088,YPR097W,YPR097W,SGDID:S000006301,CDS,CDS,"""Protein that contains a PX domain and binds phosphoinositides; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; PX stands for Phox homology""",Verified ORF
11829,16,726730,-0.0084290716018085,0.0617893955303974,0.89157006973962,YPR097W,YPR097W,SGDID:S000006301,CDS,CDS,"""Protein that contains a PX domain and binds phosphoinositides; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies; PX stands for Phox homology""",Verified ORF
11830,16,730557,-0.0374312586999035,0.0616098359792448,0.543874417321623,YPR101W,SNT309,SGDID:S000006305,CDS,CDS,"""Member of the NineTeen Complex (NTC); this complex contains Prp19p and stabilizes U6 snRNA in catalytic forms of the spliceosome containing U2 ; U5 ; and U6 snRNAs; interacts physically and genetically with Prp19p""",Verified ORF
11831,16,731073,-0.0436287286480084,0.0607335506653789,0.473008753454697,YPR099C,YPR099C,SGDID:S000006303,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; null mutant has a respiratory growth defect and displays reduced peroxide-induced mitochondrial ROS; partially overlaps the verified gene MRPL51/YPR100W""",Verified ORF
11833,16,734076,-0.0371615503503072,0.0607626328024862,0.54120564276956,YPR104C,FHL1,SGDID:S000006308,CDS,CDS,"""Regulator of ribosomal protein (RP) transcription; has forkhead associated domain that binds phosphorylated proteins; recruits coactivator Ifh1p or corepressor Crf1p to RP gene promoters; also has forkhead DNA-binding domain though in vitro DNA binding assays give inconsistent results; computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p motifs at others; suppresses RNA pol III and splicing factor prp4 mutants""",Verified ORF
11834,16,734843,-0.0206773120771939,0.0605716076207098,0.733028384035803,YPR104C,FHL1,SGDID:S000006308,CDS,CDS,"""Regulator of ribosomal protein (RP) transcription; has forkhead associated domain that binds phosphorylated proteins; recruits coactivator Ifh1p or corepressor Crf1p to RP gene promoters; also has forkhead DNA-binding domain though in vitro DNA binding assays give inconsistent results; computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p motifs at others; suppresses RNA pol III and splicing factor prp4 mutants""",Verified ORF
11835,16,734857,-0.0246947592327207,0.0606650509073283,0.684205268444763,YPR104C,FHL1,SGDID:S000006308,CDS,CDS,"""Regulator of ribosomal protein (RP) transcription; has forkhead associated domain that binds phosphorylated proteins; recruits coactivator Ifh1p or corepressor Crf1p to RP gene promoters; also has forkhead DNA-binding domain though in vitro DNA binding assays give inconsistent results; computational analyses suggest it binds DNA directly at highly active RP genes and indirectly through Rap1p motifs at others; suppresses RNA pol III and splicing factor prp4 mutants""",Verified ORF
11836,16,737361,-0.0229179767610143,0.0612396178736575,0.708454563573682,YPR105C,COG4,SGDID:S000006309,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
11837,16,737788,-0.0207795299586291,0.0608171302953614,0.732800810884235,YPR105C,COG4,SGDID:S000006309,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
11838,16,738117,-0.0282158108198294,0.0611919097378943,0.645008238841109,YPR105C,COG4,SGDID:S000006309,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
11839,16,739468,-0.0218681228498318,0.0611643094707756,0.720908157900219,YPR105C,COG4,SGDID:S000006309,CDS,CDS,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
11840,16,739602,-0.0357591964374955,0.0606787468603418,0.556023622134859,YPR105C,COG4,SGDID:S000006309,Close to 3'-UTR,Close to 3'-UTR,"""Essential component of the conserved oligomeric Golgi complex; a cytosolic tethering complex (Cog1p through Cog8p) that functions in protein trafficking to mediate fusion of transport vesicles to Golgi compartments""",Verified ORF
11841,16,740758,-0.0238020249764614,0.0607367600113536,0.695377234017473,YPR106W,ISR1,SGDID:S000006310,CDS,CDS,"""Predicted protein kinase; negatively regulates the hexosamine biosynthetic pathway (HBP) ; which converts fructose-6-phosphate into UDP-N-acetylglucosamine ; a precursor of chitin biosynthesis ; GPI-anchor formation and glycosylation; interacts genetically with GFA1 ; encoding the first enzyme in the HBP; involved in Gfa1p phosphorylation (S332 ; T334); contains a Pho85p-regulated SCF-CDC4 phosphodegron; unstable ; cell cycle regulated protein ; peaking at G1/S""",Verified ORF
11842,16,742309,0.0166021961032674,0.0606488652312415,0.784442310374788,YPR108W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11843,16,743305,0.0059747964836507,0.0610813140628245,0.922133052032866,YPR108W,RPN7,SGDID:S000006312,CDS,CDS,"""Essential non-ATPase regulatory subunit of the 26S proteasome; similar to another S. cerevisiae regulatory subunit ; Rpn5p ; as well as to mammalian proteasome subunits""",Verified ORF
11844,16,744198,0.0067289611739298,0.0605252099395026,0.911539830944742,YPR108W-A,YPR108W-A,SGDID:S000028590,CDS,CDS,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
11847,16,745885,0.036829647805241,0.0613795703187486,0.548870525143487,YPR110C,RPC40,SGDID:S000006314,CDS,CDS,"""RNA polymerase subunit AC40; common to RNA polymerase I and III; predominant determinant targeting Ty1 integration upstream of Pol III-transcribed genes""",Verified ORF
11848,16,745923,0.0090580069081617,0.0609061859527615,0.88185899616784,YPR110C,RPC40,SGDID:S000006314,CDS,CDS,"""RNA polymerase subunit AC40; common to RNA polymerase I and III; predominant determinant targeting Ty1 integration upstream of Pol III-transcribed genes""",Verified ORF
11849,16,746245,-0.000326895256886,0.060643317548499,0.995702102575975,YPR110C,RPC40,SGDID:S000006314,CDS,CDS,"""RNA polymerase subunit AC40; common to RNA polymerase I and III; predominant determinant targeting Ty1 integration upstream of Pol III-transcribed genes""",Verified ORF
11850,16,746854,0.0100179966103618,0.0609368536762475,0.869510643511244,YPR110C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11851,16,747182,0.0096589117362373,0.0605498278273397,0.873350393484573,YPR111W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11852,16,747480,0.0106682862465742,0.0605302767202635,0.860200879835335,YPR111W,DBF20,SGDID:S000006315,CDS,CDS,"""Ser/Thr kinase involved in late nuclear division; one of the mitotic exit network (MEN) proteins; necessary for the execution of cytokinesis; also plays a role in regulating the stability of SWI5 and CLB2 mRNAs; DBF20 has a paralog ; DBF2 ; that arose from the whole genome duplication""",Verified ORF
11853,16,747487,0.0144731492670345,0.0604395902334613,0.810884233002557,YPR111W,DBF20,SGDID:S000006315,CDS,CDS,"""Ser/Thr kinase involved in late nuclear division; one of the mitotic exit network (MEN) proteins; necessary for the execution of cytokinesis; also plays a role in regulating the stability of SWI5 and CLB2 mRNAs; DBF20 has a paralog ; DBF2 ; that arose from the whole genome duplication""",Verified ORF
11854,16,751903,0.0155976061115568,0.0609534768726441,0.798182027001013,YPR112C,MRD1,SGDID:S000006316,CDS,CDS,"""Essential conserved small ribosomal subunit (40s) synthesis factor; component of the 90S preribosome; required for production of 18S rRNA and small ribosomal subunit; contains five consensus RNA-binding domains and binds to the pre-rRNA at two sites within the 18S region""",Verified ORF
11855,16,752508,0.0266583447519371,0.0604164567022963,0.659307148121727,YPR113W,PIS1,SGDID:S000006317,CDS,CDS,"""Phosphatidylinositol synthase; required for biosynthesis of phosphatidylinositol ; which is a precursor for polyphosphoinositides ; sphingolipids ; and glycolipid anchors for some of the plasma membrane proteins""",Verified ORF
11856,16,753099,0.0371637687180875,0.0615484612531614,0.54635571164195,YPR114W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11858,16,753557,0.0350011101434551,0.0607865618439113,0.565114952938191,YPR114W,YPR114W,SGDID:S000006318,CDS,CDS,"""Protein with distant similarity to ceramide synthase paralogs Lag1p and Lac1p; mutation confers sensitivity to inhibitors of sphingolipid biosynthesis""",Uncharacterized ORF
11859,16,754310,0.0432725410096424,0.0609233990421882,0.478000814355685,YPR114W,YPR114W,SGDID:S000006318,Close to 3'-UTR,Close to 3'-UTR,"""Protein with distant similarity to ceramide synthase paralogs Lag1p and Lac1p; mutation confers sensitivity to inhibitors of sphingolipid biosynthesis""",Uncharacterized ORF
11860,16,757660,0.0615245635905642,0.0606780575032164,0.311300707635935,YPR115W,RGC1,SGDID:S000006319,CDS,CDS,"""Putative regulator of the Fps1p glycerol channel; multiply phosphorylated by Hog1p under osmotic stress; contains a pleckstrin homology domain; forms homodimers and heterodimerizes with paralog Ask10p; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm""",Verified ORF
11861,16,762886,0.0524758424289735,0.0604732414666207,0.386119027602134,YPR117W,YPR117W,SGDID:S000006321,CDS,CDS,"""Putative protein of unknown function""",Uncharacterized ORF
11862,16,768045,0.0441663072132244,0.0607831971215131,0.467940115328795,YPR118W,MRI1,SGDID:S000006322,CDS,CDS,"""5'-methylthioribose-1-phosphate isomerase; catalyzes the isomerization of 5-methylthioribose-1-phosphate to 5-methylthioribulose-1-phosphate in the methionine salvage pathway""",Verified ORF
11863,16,769323,0.0508711792495193,0.0609179768176167,0.404239376056431,YPRWsigma2,YPRWsigma2,SGDID:S000007216,Other features,LTR,"""Ty3 LTR""",long_terminal_repeat
11867,16,777332,-0.0291262665957897,0.0606686068473983,0.631462210504464,ACS_16_777097_-_NFR/NDR,,,Promoter,Promoter,,Promoter
11868,16,777676,-0.0165296607041012,0.0607701120892355,0.785778631518652,YPR121W,THI22,SGDID:S000006325,Close to 3'-UTR,Close to 3'-UTR,"""Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
11869,16,779081,-0.024044980312851,0.0606787573013686,0.692147597722925,YPR121W,THI22,SGDID:S000006325,CDS,CDS,"""Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
11870,16,779198,-0.0262161108644595,0.0607778356059499,0.666482087189648,YPR121W,THI22,SGDID:S000006325,CDS,CDS,"""Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
11871,16,779281,-0.0134715682419905,0.0606851344667078,0.824449075169901,YPR121W,THI22,SGDID:S000006325,CDS,CDS,"""Protein with similarity to hydroxymethylpyrimidine phosphate kinases; member of a gene family with THI20 and THI21; not required for thiamine biosynthesis; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively""",Verified ORF
11872,16,786138,0.0174352382351838,0.0610750923141722,0.775449863994029,YPR122W,AXL1,SGDID:S000006326,Close to 3'-UTR,Close to 3'-UTR,"""Haploid specific endoprotease of a-factor mating pheromone; performs one of two N-terminal cleavages during maturation of a-factor mating pheromone; required for axial budding pattern of haploid cells""",Verified ORF
