SNP,Chr,Pos,Effect,SE,ERG11_PIS1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11616,16,496734,0.0288390461381152,0.0516244718720627,0.576767547255209,YPL029W,SUV3,SGDID:S000005950,CDS,CDS,"""ATP-dependent RNA helicase; component of the mitochondrial degradosome along with the RNase Dss1p; the degradosome associates with the ribosome and mediates RNA turnover; also required during splicing of the COX1 AI5_beta intron; expression of a processed form of human homolog SUPV3L1 carrying an N-terminal deletion of 46 amino acids rescues yeast suv3 null mutant""",Verified ORF
11619,16,501341,-0.0388633100176047,0.051714472155043,0.452853870843489,YPL026C,SKS1,SGDID:S000005947,CDS,CDS,"""Putative serine/threonine protein kinase; involved in the adaptation to low concentrations of glucose independent of the SNF3 regulated pathway; SKS1 has a paralog ; VHS1 ; that arose from the whole genome duplication""",Verified ORF
11620,16,502064,-0.0442201238001133,0.05196728448133,0.395389319026734,YPL026C,SKS1,SGDID:S000005947,CDS,CDS,"""Putative serine/threonine protein kinase; involved in the adaptation to low concentrations of glucose independent of the SNF3 regulated pathway; SKS1 has a paralog ; VHS1 ; that arose from the whole genome duplication""",Verified ORF
11621,16,503488,-0.0470425704806322,0.0521660798526169,0.367786143280857,YPL025C,YPL025C,SGDID:S000005946,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
11622,16,504270,0.0043247947952533,0.0520502242085618,0.933827964109203,YPL024W,RMI1,SGDID:S000005945,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RecQ (Sgs1p) - Topo III (Top3p) complex; stimulates superhelical relaxing ; DNA catenation/decatenation and ssDNA binding activities of Top3p; involved in response to DNA damage; functions in S phase-mediated cohesion establishment via a pathway involving the Ctf18-RFC complex and Mrc1p; stimulates Top3p DNA catenation/decatenation activity; null mutants display increased rates of recombination and delayed S phase""",Verified ORF
11623,16,505268,-0.0399998104300582,0.0517380415012024,0.439967648725957,YPL023C,MET12,SGDID:S000005944,CDS,CDS,"""Protein with MTHFR activity in vitro; null mutant has no phenotype and is prototrophic for methionine; MET13 encodes major isozyme of methylenetetrahydrofolate reductase (MTHFR)""",Verified ORF
11624,16,506544,-0.0242533186024629,0.0519263753110725,0.640737041212313,YPL022W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11626,16,508190,-0.0505134226049989,0.0522091561793206,0.333946359174709,YPL022W,RAD1,SGDID:S000005943,CDS,CDS,"""Single-stranded DNA endonuclease (with Rad10p); cleaves single-stranded DNA during nucleotide excision repair and double-strand break repair; subunit of Nucleotide Excision Repair Factor 1 (NEF1); homolog of human XPF protein""",Verified ORF
11627,16,511467,-0.0532046974658021,0.0519959260598501,0.306891584477833,YPL021W,ECM23,SGDID:S000005942,CDS,CDS,"""Non-essential protein of unconfirmed function; affects pre-rRNA processing ; may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p""",Verified ORF
11628,16,511586,-0.0456863920583331,0.0527983297738969,0.387461850108936,YPL021W,ECM23,SGDID:S000005942,CDS,CDS,"""Non-essential protein of unconfirmed function; affects pre-rRNA processing ; may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p""",Verified ORF
11629,16,511956,-0.0392729843484531,0.0525429207926388,0.455292120728324,YPL021W,ECM23,SGDID:S000005942,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential protein of unconfirmed function; affects pre-rRNA processing ; may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p""",Verified ORF
11630,16,514485,-0.0477620813013292,0.0533134478364147,0.370931066046667,YPL020C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11631,16,516172,-0.0220581278364582,0.0521612995109431,0.672638105478353,YPL019C,VTC3,SGDID:S000005940,CDS,CDS,"""Regulatory subunit of the vacuolar transporter chaperone (VTC) complex; involved in membrane trafficking ; vacuolar polyphosphate accumulation ; microautophagy and non-autophagic vacuolar fusion; VTC3 has a paralog ; VTC2 ; that arose from the whole genome duplication""",Verified ORF
11632,16,518590,-0.0648819639809968,0.0519146219798526,0.212207122101119,YPL018W,CTF19,SGDID:S000005939,CDS,CDS,"""Outer kinetochore protein ; needed for accurate chromosome segregation; component of kinetochore sub-complex COMA (Ctf19p ; Okp1p ; Mcm21p ; Ame1p) that functions as platform for kinetochore assembly; required for spindle assembly checkpoint; minimizes potentially deleterious centromere-proximal crossovers by preventing meiotic DNA break formation proximal to centromere; homolog of human centromere constitutive-associated network (CCAN) subunit CENP-P and fission yeast fta2""",Verified ORF
11633,16,520551,-0.0567229049485404,0.0518859542351814,0.275041487856684,YPL016W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11634,16,521626,-0.0433192663922077,0.0522057822214484,0.407224482302399,YPL016W,SWI1,SGDID:S000005937,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11640,16,523110,-0.07100337972936,0.0521761150233926,0.1744322103691,YPL016W,SWI1,SGDID:S000005937,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11641,16,523235,-0.0731135978742458,0.0517163569633096,0.158318868189002,YPL016W,SWI1,SGDID:S000005937,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11643,16,525073,-0.0673064113451445,0.0516892555268206,0.193719078596088,YPL016W,SWI1,SGDID:S000005937,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11644,16,525661,-0.0898493059598804,0.0521541613977964,0.0858070273674364,YPL016W,SWI1,SGDID:S000005937,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11645,16,526381,-0.0978785559553362,0.0514098476765066,0.0577377907533259,YPL015C,HST2,SGDID:S000005936,CDS,CDS,"""Cytoplasmic NAD(+)-dependent protein deacetylase; deacetylation targets are primarily cytoplasmic proteins; member of the silencing information regulator 2 (Sir2) family of NAD(+)-dependent protein deacetylases; modulates nucleolar (rDNA) and telomeric silencing; possesses NAD(+)-dependent histone deacetylase activity in vitro; contains a nuclear export signal (NES); function regulated by its nuclear export""",Verified ORF
11646,16,526392,-0.103316638434938,0.0514193674288376,0.0452667353824906,YPL015C,HST2,SGDID:S000005936,CDS,CDS,"""Cytoplasmic NAD(+)-dependent protein deacetylase; deacetylation targets are primarily cytoplasmic proteins; member of the silencing information regulator 2 (Sir2) family of NAD(+)-dependent protein deacetylases; modulates nucleolar (rDNA) and telomeric silencing; possesses NAD(+)-dependent histone deacetylase activity in vitro; contains a nuclear export signal (NES); function regulated by its nuclear export""",Verified ORF
11647,16,532338,-0.0364891433744247,0.052896130912696,0.490756653630357,YPL012W,RRP12,SGDID:S000005933,CDS,CDS,"""Protein required for export of the ribosomal subunits; associates with the RNA components of the pre-ribosomes; has a role in nuclear import in association with Pse1p; also plays a role in the cell cycle and the DNA damage response; contains HEAT-repeats""",Verified ORF
11649,16,533665,-0.0706859667793367,0.0524458203435813,0.178590163987284,YPL011C,TAF3,SGDID:S000005932,CDS,CDS,"""TFIID subunit (47 kDa); involved in promoter binding and RNA polymerase II transcription initiation""",Verified ORF
11650,16,534748,-0.0550713484935452,0.0520409795628581,0.290674000624044,YPL010W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11651,16,535073,-0.0608678987056784,0.0521778579826947,0.244181034129015,YPL010W,RET3,SGDID:S000005931,CDS,CDS,"""Zeta subunit of the coatomer complex (COPI); COPI coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER""",Verified ORF
11653,16,535986,-0.0509794325917606,0.052465124000845,0.331873954386105,YPL009C,RQC2,SGDID:S000005930,CDS,CDS,"""Component of Ribosome Quality Control (RQC) complex ; which is a ribosome-bound complex required for degradation of polypeptides arising from stalled translation; recruits alanine- and threonine-charged tRNA to the A site and directs the elongation of nascent chains independently of mRNA or 40S subunits; monitors translation stress and signals this to Hsf1p""",Verified ORF
11655,16,537435,-0.0398481513569865,0.0528614694870013,0.451458481738109,YPL009C,RQC2,SGDID:S000005930,CDS,CDS,"""Component of Ribosome Quality Control (RQC) complex ; which is a ribosome-bound complex required for degradation of polypeptides arising from stalled translation; recruits alanine- and threonine-charged tRNA to the A site and directs the elongation of nascent chains independently of mRNA or 40S subunits; monitors translation stress and signals this to Hsf1p""",Verified ORF
11656,16,538056,-0.0398289168425026,0.0528034155137068,0.451179927047497,YPL009C,RQC2,SGDID:S000005930,CDS,CDS,"""Component of Ribosome Quality Control (RQC) complex ; which is a ribosome-bound complex required for degradation of polypeptides arising from stalled translation; recruits alanine- and threonine-charged tRNA to the A site and directs the elongation of nascent chains independently of mRNA or 40S subunits; monitors translation stress and signals this to Hsf1p""",Verified ORF
11657,16,539109,-0.0446569709845062,0.0524814457418839,0.395396339466805,YPL008W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11658,16,544393,-0.0210170923955517,0.052315325500486,0.688119430379292,XUT_16F-213,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11659,16,546787,-0.0541787951784785,0.0526057120663275,0.303760552043569,YPL006W,NCR1,SGDID:S000005927,CDS,CDS,"""Vacuolar membrane protein involved with Npc2p in sterol trafficking; transits through the biosynthetic vacuolar protein sorting pathway ; involved in sphingolipid metabolism; cells lacking Ncr1p exhibit high levels of long chain bases (LCB) ; similar to the accumulation of high amounts of lipids observed in patients with Neimann-Pick C ; a disease caused by loss-of-function mutations in NPC1 ; the functional ortholog of Ncr1p""",Verified ORF
11660,16,549715,-0.0430693691807348,0.0523806021956659,0.411495978207488,YPL005W,AEP3,SGDID:S000005926,CDS,CDS,"""Peripheral mitochondrial inner membrane protein; may facilitate use of unformylated tRNA-Met in mitochondrial translation initiation; stabilizes the bicistronic AAP1-ATP6 mRNA""",Verified ORF
11661,16,550659,-0.045315585566469,0.0524798464143154,0.388456903803231,YPL004C,LSP1,SGDID:S000005925,CDS,CDS,"""Eisosome core component; eisosomes are large immobile patch structures at the cell cortex associated with endocytosis; phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; member of the BAR domain family""",Verified ORF
11662,16,552419,-0.045117514192409,0.0525023649486243,0.390734762807791,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11663,16,552585,-0.0441906831251299,0.0525669617880225,0.401110248957025,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11664,16,552949,-0.0486781582936906,0.0523860140543032,0.353409795652911,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11665,16,553071,-0.045399202304244,0.05264362343134,0.389059802178747,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11666,16,553465,-0.0547206458198908,0.0537505498150535,0.309352318204538,YPL003W,ULA1,SGDID:S000005924,Close to 3'-UTR,Close to 3'-UTR,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11667,16,554350,-0.0473687170854536,0.0525318052104269,0.367823099851538,YPL001W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11668,16,554689,-0.0425936861842118,0.0523894308413999,0.416754249839622,YPL001W,HAT1,SGDID:S000005922,CDS,CDS,"""Catalytic subunit of the Hat1p-Hat2p histone acetyltransferase complex; uses the cofactor acetyl coenzyme A to acetylate free nuclear and cytoplasmic histone H4; involved in telomeric silencing and DNA double-strand break repair""",Verified ORF
11669,16,555419,-0.049616331142079,0.0523641908046371,0.34401997643359,YPL001W,HAT1,SGDID:S000005922,CDS,CDS,"""Catalytic subunit of the Hat1p-Hat2p histone acetyltransferase complex; uses the cofactor acetyl coenzyme A to acetylate free nuclear and cytoplasmic histone H4; involved in telomeric silencing and DNA double-strand break repair""",Verified ORF
11670,16,556778,-0.0505722798855912,0.0522644112707543,0.333894840019487,YPR001W,CIT3,SGDID:S000006205,CDS,CDS,"""Dual specificity mitochondrial citrate and methylcitrate synthase; catalyzes the condensation of acetyl-CoA and oxaloacetate to form citrate and that of propionyl-CoA and oxaloacetate to form 2-methylcitrate""",Verified ORF
