SNP,Chr,Pos,Effect,SE,HNM1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10977,15,934516,0.0569670695496596,0.0526394888929268,0.279897188781551,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10978,15,935795,0.0682323738877082,0.053231398354341,0.200751640774984,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10979,15,937046,0.0486317632013955,0.0527476544449598,0.357173836037831,YOR329C,SCD5,SGDID:S000005856,CDS,CDS,"""Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency""",Verified ORF
10980,15,938051,0.0170605643365093,0.0527189205569716,0.74642215983587,YOR329C,SCD5,SGDID:S000005856,CDS,CDS,"""Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency""",Verified ORF
10981,15,940092,0.012927685983034,0.0525501101387314,0.805819923434982,YOR330C,MIP1,SGDID:S000005857,CDS,CDS,"""Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast ; in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast ; petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS) ; progressive external ophthalmoplegia (PEO) ; parkinsonism ; other mitochondrial diseases""",Verified ORF
10982,15,941271,0.0185635400811939,0.0527833713108611,0.725278379920257,YOR330C,MIP1,SGDID:S000005857,CDS,CDS,"""Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast ; in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast ; petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS) ; progressive external ophthalmoplegia (PEO) ; parkinsonism ; other mitochondrial diseases""",Verified ORF
10983,15,943341,0.041550010411931,0.0531548961188489,0.434927821812689,YOR330C,MIP1,SGDID:S000005857,CDS,CDS,"""Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast ; in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast ; petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS) ; progressive external ophthalmoplegia (PEO) ; parkinsonism ; other mitochondrial diseases""",Verified ORF
10985,15,950568,0.0310215013448874,0.0529074099684024,0.558024702799908,YOR336W,KRE5,SGDID:S000005863,CDS,CDS,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
10986,15,951423,0.0100953151330287,0.0533832712495056,0.850115216580169,YOR336W,KRE5,SGDID:S000005863,CDS,CDS,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
10987,15,952849,0.0253358638739527,0.0524330757010083,0.62925056246806,YOR336W,KRE5,SGDID:S000005863,CDS,CDS,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
10988,15,956308,0.0255181975964575,0.0524807298838259,0.627099167713788,YOR337W,TEA1,SGDID:S000005864,CDS,CDS,"""Ty1 enhancer activator involved in Ty enhancer-mediated transcription; required for full levels of Ty enhancer-mediated transcription; C6 zinc cluster DNA-binding protein""",Verified ORF
10989,15,957477,0.0246865972579255,0.0527720596579719,0.640218625536824,YOR338W,YOR338W,SGDID:S000005865,CDS,CDS,"""Putative protein of unknown function; YOR338W transcription is regulated by Azf1p and its transcript is a specific target of the G protein effector Scp160p; identified as being required for sporulation in a high-throughput mutant screen; YOR338W has a paralog ; FUN19 ; that arose from the whole genome duplication""",Uncharacterized ORF
10990,15,959079,-0.0020308454357761,0.0527103029709294,0.969288140964867,YOR339C,UBC11,SGDID:S000005866,Close to 3'-UTR,Close to 3'-UTR,"""Ubiquitin-conjugating enzyme; most similar in sequence to Xenopus ubiquitin-conjugating enzyme E2-C ; but not a true functional homolog of this E2; unlike E2-C ; not required for the degradation of mitotic cyclin Clb2""",Verified ORF
10993,15,961458,0.0090074679625055,0.0527736327371082,0.864572217704711,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
10994,15,961510,0.0045975971998709,0.0526259412858299,0.930431954982021,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
10995,15,961682,-0.009671906917373,0.0533978457010933,0.856370148657914,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
10996,15,963635,0.0103972253192092,0.0534785724279902,0.845960021698972,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
10997,15,963965,0.0084104504194222,0.0532205215450174,0.874523350771454,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
10998,15,964403,-0.0305999388561257,0.0528353349358366,0.562852820561506,YOR341W,RPA190,SGDID:S000005868,CDS,CDS,"""RNA polymerase I largest subunit A190""",Verified ORF
11000,15,970097,-0.0178657729608343,0.0524006079058095,0.733347134935132,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
11001,15,970105,-0.0374125801863728,0.0527096744432892,0.47830553982802,SUT795_NFR/NDR,,,Promoter,Promoter,,Promoter
11026,15,977576,-0.0489502659754648,0.0529374505402769,0.355763424420759,YOR344C,TYE7,SGDID:S000005871,CDS,CDS,"""Serine-rich protein that contains a bHLH DNA binding motif; binds E-boxes of glycolytic genes and contributes to their activation; may function as a transcriptional activator in Ty1-mediated gene expression; bHLH stands for basic-helix-loop-helix""",Verified ORF
11027,15,979280,-0.0346706891910213,0.0526066523535424,0.510289981415976,XUT_15F-444,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
11028,15,981228,-0.0440042440975476,0.0528085192732313,0.405250697672808,YOR345C,YOR345C,SGDID:S000005872,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene REV1; null mutant displays increased resistance to antifungal agents gliotoxin ; cycloheximide and H2O2""",Dubious ORF
11029,15,981231,-0.0401964807076605,0.0524348415127937,0.443832512535997,YOR345C,YOR345C,SGDID:S000005872,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; overlaps the verified gene REV1; null mutant displays increased resistance to antifungal agents gliotoxin ; cycloheximide and H2O2""",Dubious ORF
11030,15,981687,-0.0547770019810493,0.0524807462186979,0.297313350049031,ARS1529,ARS1529,SGDID:S000118496,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
11031,15,986923,-0.047545124149228,0.0524240368542408,0.36506054418758,YOR348C,PUT4,SGDID:S000005875,CDS,CDS,"""Proline permease; required for high-affinity transport of proline; also transports the toxic proline analog azetidine-2-carboxylate (AzC); PUT4 transcription is repressed in ammonia-grown cells""",Verified ORF
11032,15,987887,-0.0536735030459864,0.0525555897765775,0.307825420133785,YOR348C,PUT4,SGDID:S000005875,CDS,CDS,"""Proline permease; required for high-affinity transport of proline; also transports the toxic proline analog azetidine-2-carboxylate (AzC); PUT4 transcription is repressed in ammonia-grown cells""",Verified ORF
11033,15,991809,-0.0691447120115855,0.0529505248769117,0.192458604680671,YOR349W,CIN1,SGDID:S000005876,CDS,CDS,"""Tubulin folding factor D involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl""",Verified ORF
11034,15,992356,-0.0726937441388562,0.0523555325722935,0.165871474040532,YOR349W,CIN1,SGDID:S000005876,CDS,CDS,"""Tubulin folding factor D involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl""",Verified ORF
11035,15,992802,-0.0791337978587577,0.0527576827281014,0.134521610976576,YOR349W,CIN1,SGDID:S000005876,CDS,CDS,"""Tubulin folding factor D involved in beta-tubulin (Tub2p) folding; isolated as mutant with increased chromosome loss and sensitivity to benomyl""",Verified ORF
11036,15,993662,-0.0684939446618114,0.0523715721002089,0.19177665164335,YOR350C,MNE1,SGDID:S000005877,CDS,CDS,"""Protein involved in splicing Group I aI5-beta intron from COX1 mRNA; mitochondrial matrix protein""",Verified ORF
11037,15,993671,-0.0733472687530251,0.0524114987979951,0.162556227810942,YOR350C,MNE1,SGDID:S000005877,CDS,CDS,"""Protein involved in splicing Group I aI5-beta intron from COX1 mRNA; mitochondrial matrix protein""",Verified ORF
11038,15,993703,-0.0748572057332977,0.0523336336234405,0.153491310672952,YOR350C,MNE1,SGDID:S000005877,CDS,CDS,"""Protein involved in splicing Group I aI5-beta intron from COX1 mRNA; mitochondrial matrix protein""",Verified ORF
11040,15,994833,-0.0415042876901243,0.0526540554382035,0.431082510748584,YOR350C,MNE1,SGDID:S000005877,CDS,CDS,"""Protein involved in splicing Group I aI5-beta intron from COX1 mRNA; mitochondrial matrix protein""",Verified ORF
11043,15,995180,-0.0413332859108406,0.0525056438172369,0.431683615969945,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11044,15,995834,-0.0588316140122408,0.0523106651990421,0.261498088835705,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11045,15,996026,-0.0624023775578471,0.0525956094680213,0.236240163832889,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11046,15,996702,-0.0520449664611542,0.0527793505958922,0.324766419148428,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11047,15,996731,-0.0490458641890144,0.0525608930597887,0.351393423475302,CUT395,,,Unstable transcript,CUT,ncRNA_UNB,Unstable transcript
11048,15,999455,-0.0290504684743282,0.0526037911294603,0.581126236382328,YOR353C,SOG2,SGDID:S000005880,CDS,CDS,"""Key component of the RAM signaling network; required for proper cell morphogenesis and cell separation after mitosis""",Verified ORF
11052,16,16723,-0.0590753260389745,0.0536140622184584,0.271272142797382,YPL277C,YPL277C,SGDID:S000006198,CDS,CDS,"""Putative protein of unknown function; localized to the membranes; gene expression regulated by copper levels""",Uncharacterized ORF
11053,16,16724,-0.0590753260389745,0.0536140622184584,0.271272142797382,YPL277C,YPL277C,SGDID:S000006198,CDS,CDS,"""Putative protein of unknown function; localized to the membranes; gene expression regulated by copper levels""",Uncharacterized ORF
11057,16,16745,-0.0506358968008748,0.0536305430303824,0.345732864462436,YPL277C,YPL277C,SGDID:S000006198,CDS,CDS,"""Putative protein of unknown function; localized to the membranes; gene expression regulated by copper levels""",Uncharacterized ORF
11058,16,16749,-0.050243879352234,0.0534750271596809,0.348077295673034,YPL277C,YPL277C,SGDID:S000006198,CDS,CDS,"""Putative protein of unknown function; localized to the membranes; gene expression regulated by copper levels""",Uncharacterized ORF
11063,16,19554,0.0100015495212076,0.0554104210842949,0.856864079576422,YPL275W,FDH2,SGDID:S000006196,Close to 3'-UTR,Close to 3'-UTR,"""NAD(+)-dependent formate dehydrogenase; may protect cells from exogenous formate; YPL275W and YPL276W comprise a continuous open reading frame in some S. cerevisiae strains but not in the genomic reference strain S288C""",pseudogene
11064,16,19582,0.0152299339283155,0.0551066075574441,0.78242395239656,YPL275W,FDH2,SGDID:S000006196,Close to 3'-UTR,Close to 3'-UTR,"""NAD(+)-dependent formate dehydrogenase; may protect cells from exogenous formate; YPL275W and YPL276W comprise a continuous open reading frame in some S. cerevisiae strains but not in the genomic reference strain S288C""",pseudogene
11066,16,19639,0.0254081527720136,0.0551520363435694,0.645302617063771,YPL275W,FDH2,SGDID:S000006196,Close to 3'-UTR,Close to 3'-UTR,"""NAD(+)-dependent formate dehydrogenase; may protect cells from exogenous formate; YPL275W and YPL276W comprise a continuous open reading frame in some S. cerevisiae strains but not in the genomic reference strain S288C""",pseudogene
11070,16,20152,-0.0039111459333306,0.0546274464504512,0.942963397514011,P:19080-22937,,,Intergenic region,Intergenic region,between YPL275W and YPL274W,Intergenic region
11072,16,22059,-0.0017981733871204,0.0548032669738139,0.973843510048669,YPL274W,SAM3,SGDID:S000006195,Close to 3'-UTR,Close to 3'-UTR,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11073,16,23447,0.046820002504059,0.0644278157267345,0.467888430878139,YPL274W,SAM3,SGDID:S000006195,CDS,CDS,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11074,16,24494,-0.0140139838849507,0.0697437469626648,0.840864854210086,YPL274W,SAM3,SGDID:S000006195,CDS,CDS,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
11075,16,24575,0.0520020380337929,0.0741407713271887,0.483518067537157,YPL274W,SAM3,SGDID:S000006195,CDS,CDS,"""High-affinity S-adenosylmethionine permease; required for utilization of S-adenosylmethionine as a sulfur source; has similarity to S-methylmethionine permease Mmp1p""",Verified ORF
