SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8613,13,244183,-0.0014031080453486,0.0994232417113231,0.988748220130474,YML013W,UBX2,SGDID:S000004475,CDS,CDS,"""Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis; required for mitochondrial protein translocation-associated degradation""",Verified ORF
8614,13,244460,0.0102778996352267,0.099299642394688,0.917621836431071,YML013W,UBX2,SGDID:S000004475,CDS,CDS,"""Bridging factor involved in ER-associated protein degradation (ERAD); bridges the cytosolic Cdc48p-Npl1p-Ufd1p ATPase complex and the membrane associated Ssm4p and Hrd1p ubiquitin ligase complexes; contains a UBX (ubiquitin regulatory X) domain and a ubiquitin-associated (UBA) domain; redistributes from the ER to lipid droplets during the diauxic shift and stationary phase; required for the maintenance of lipid homeostasis; required for mitochondrial protein translocation-associated degradation""",Verified ORF
8615,13,247407,0.0286611956389687,0.0994916367928589,0.773457297817484,YML011C,RAD33,SGDID:S000004472,CDS,CDS,"""Protein involved in nucleotide excision repair; green fluorescent protein (GFP)-fusion protein localizes to the nucleus""",Verified ORF
8616,13,248552,0.0525311284929042,0.100914487664211,0.603005992700244,YML010W,SPT5,SGDID:S000004470,CDS,CDS,"""Spt4p/5p (DSIF) transcription elongation factor complex subunit; the Spt4/5 complex binds to ssRNA in a sequence-specific manner ; and in concert with RNAP I and II has multiple roles regulating transcriptional elongation ; RNA processing ; quality control ; and transcription-coupled repair; interacts with DNA upstream of RNAPII and the non-template strand of the transcription bubble; Spt5p is the only transcription elongation factor conserved in all domains of life""",Verified ORF
8617,13,253667,0.0086027815940212,0.10024558068522,0.931660493174342,YML007W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8618,13,254919,0.0666211279888949,0.100191277457126,0.506523424356409,YML007W,YAP1,SGDID:S000004466,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor; required for oxidative stress tolerance; activated by H2O2 through the multistep formation of disulfide bonds and transit from the cytoplasm to the nucleus; Yap1p is degraded in the nucleus after the oxidative stress has passed; mediates resistance to cadmium; relative distribution to the nucleus increases upon DNA replication stress; YAP1 has a paralog ; CAD1 ; that arose from the whole genome duplication""",Verified ORF
8621,13,256853,0.0942993894332868,0.101250077561295,0.352308401042423,YML006C,GIS4,SGDID:S000004465,CDS,CDS,"""CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway""",Verified ORF
8622,13,258020,0.0739729840637986,0.0999680901183087,0.459812482254936,YML006C,GIS4,SGDID:S000004465,CDS,CDS,"""CAAX box containing protein of unknown function; proposed to be involved in the RAS/cAMP signaling pathway""",Verified ORF
8623,13,261178,0.0543944320926369,0.099722047534507,0.585781372040375,YML005W,TRM12,SGDID:S000004464,CDS,CDS,"""S-adenosylmethionine-dependent methyltransferase; required for wybutosine formation in phenylalanine-accepting tRNA; member of the seven beta-strand family""",Verified ORF
8625,13,262788,0.0081772183560575,0.099856964119378,0.934781142891241,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8626,13,262904,0.0212187589971951,0.0997552478697341,0.831677350947236,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8627,13,262915,0.0244110722336895,0.09984945970996,0.807002091333988,XUT_13F-116,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8628,13,263341,0.0253892511631281,0.100156460820822,0.800032610343833,YML003W_NFR/NDR,,,Promoter,Promoter,,Promoter
8634,13,268600,0.0639528113343738,0.101101653431136,0.527430857559709,YML001W,YPT7,SGDID:S000004460,Close to 3'-UTR,Close to 3'-UTR,"""Rab family GTPase; GTP-binding protein of the rab family; required for homotypic fusion event in vacuole inheritance ; for endosome-endosome fusion; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); interacts with the cargo selection/retromer complex for retrograde sorting; similar to mammalian Rab7""",Verified ORF
8635,13,272284,0.0469782332228862,0.0996568457260093,0.637646351724087,YMR002W,MIX17,SGDID:S000004604,CDS,CDS,"""Mitochondrial intermembrane space protein; required for normal oxygen consumption; contains twin cysteine-x9-cysteine motifs; protein abundance increases in response to DNA replication stress""",Verified ORF
8636,13,274252,-0.031802962072644,0.0994721009502519,0.749371700587592,YMR004W,MVP1,SGDID:S000004606,CDS,CDS,"""Protein required for sorting proteins to the vacuole; Mvp1p and Vps1p act in concert to promote membrane traffic to the vacuole; participates in transcription initiation and/or early elongation of specific genes; interacts with 'foot domain' of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions; protein abundance increases in response to DNA replication stress""",Verified ORF
8637,13,275145,0.0092701156079525,0.101444478683415,0.927241552586807,YMR004W,MVP1,SGDID:S000004606,CDS,CDS,"""Protein required for sorting proteins to the vacuole; Mvp1p and Vps1p act in concert to promote membrane traffic to the vacuole; participates in transcription initiation and/or early elongation of specific genes; interacts with 'foot domain' of RNA polymerase II; deletion results in abnormal CTD-Ser5 phosphorylation of RNA polymerase II at specific promoter regions; protein abundance increases in response to DNA replication stress""",Verified ORF
8638,13,278674,0.0107028041721379,0.0999609670244625,0.914794402758066,YMR006C,PLB2,SGDID:S000004608,CDS,CDS,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; displays transacylase activity in vitro; overproduction confers resistance to lysophosphatidylcholine""",Verified ORF
8639,13,280923,0.0201798666286327,0.0991332012099651,0.838812188140345,YMR008C,PLB1,SGDID:S000004610,CDS,CDS,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog ; PLB3 ; that arose from the whole genome duplication""",Verified ORF
8640,13,283371,0.0778328009438445,0.0995875778643203,0.43500217997535,YMR008C,PLB1,SGDID:S000004610,Close to 3'-UTR,Close to 3'-UTR,"""Phospholipase B (lysophospholipase) involved in lipid metabolism; required for efficient acyl chain remodeling of newly synthesized phosphatidylethanolamine-derived phosphatidylcholine; required for deacylation of phosphatidylcholine and phosphatidylethanolamine but not phosphatidylinositol; PLB1 has a paralog ; PLB3 ; that arose from the whole genome duplication""",Verified ORF
8642,13,287022,0.0638624326446269,0.0998706470308185,0.522944017079775,YMR010W,ANY1,SGDID:S000004612,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in phospholipid flippase function; null allele suppresses growth and membrane trafficking defects associated with all flippase null alleles; proposed function as a phospholipid scramblase that reduces membrane asymmetry; PQ loop family member; localizes to the endosome and trans-Golgi network; non-essential gene""",Verified ORF
8643,13,290088,0.0579226423058089,0.101504367312574,0.568605487585083,YMRCtau1,YMRCtau1,SGDID:S000007117,Other features,LTR,"""Ty4 LTR""",reverse complement
8644,13,296799,0.0048772854347054,0.0997637264566399,0.961035910121016,YMR013C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8645,13,296809,-0.0118366492333587,0.0998559252422957,0.905709386183698,YMR013C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8646,13,298658,0.0457517889472598,0.100638668780432,0.649666098806237,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8647,13,298712,0.0447625059382689,0.0999268788981752,0.654462191393913,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8648,13,298845,0.0316268081154529,0.0998485856344515,0.751622300306423,YMR014W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8653,13,299304,0.0456643894907288,0.0997611332566636,0.647422817489762,YMR014W,BUD22,SGDID:S000004616,CDS,CDS,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8654,13,299947,0.0187718252363412,0.0999502827981989,0.851132231735535,YMR014W,BUD22,SGDID:S000004616,CDS,CDS,"""Protein required for rRNA maturation and ribosomal subunit biogenesis; required for 18S rRNA maturation; also required for small ribosomal subunit biogenesis; cosediments with pre-ribosomal particles; mutation decreases efficiency of +1 Ty1 frameshifting and transposition ; and affects budding pattern""",Verified ORF
8656,13,302918,-0.0096050623662866,0.0997651781490943,0.923355448225226,XUT_13F-137,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
8657,13,309981,-0.0030511803217132,0.100675465808135,0.975839270330608,YMR018W,PEX9,SGDID:S000004620,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8658,13,310001,0.0216143838777691,0.100696434763766,0.83016497352045,YMR018W,PEX9,SGDID:S000004620,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8659,13,311023,0.0014357311714732,0.101273651047541,0.988696978287545,YMR018W,PEX9,SGDID:S000004620,CDS,CDS,"""Peroxisomal membrane signal receptor for peroxisomal matrix proteins; oleate-inducible condition-specific import receptor for a subset of PTS1-containing matrix proteins; localizes to both the cytosol and the peroxisomal membrane; similar to human PEX5Rp ; a peroxin protein 5 related protein; paralog of Pex5p""",Verified ORF
8660,13,313844,-0.0651105575279961,0.100525505543058,0.51759881753988,YMR019W,STB4,SGDID:S000004621,CDS,CDS,"""Putative transcription factor; contains a Zn(II)2Cys6 zinc finger domain characteristic of DNA-binding proteins; computational analysis suggests a role in regulation of expression of genes encoding transporters; binds Sin3p in a two-hybrid assay;""",Verified ORF
8661,13,315986,-0.0330308672533531,0.100599683020662,0.742849526052924,YMR020W,FMS1,SGDID:S000004622,CDS,CDS,"""Polyamine oxidase; converts spermine to spermidine ; which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis""",Verified ORF
8662,13,317001,-0.0737842822683743,0.101786174569957,0.468996709026783,YMR020W,FMS1,SGDID:S000004622,Close to 3'-UTR,Close to 3'-UTR,"""Polyamine oxidase; converts spermine to spermidine ; which is required for the essential hypusination modification of translation factor eIF-5A; also involved in pantothenic acid biosynthesis""",Verified ORF
8663,13,319136,-0.0558576795257992,0.100398272256349,0.578316622495179,YMR022W,UBC7,SGDID:S000004624,CDS,CDS,"""Ubiquitin conjugating enzyme; involved in the ER-associated protein degradation (ERAD) pathway and in the inner nuclear membrane-associated degradation (INMAD) pathway; requires Cue1p for recruitment to the ER membrane; proposed to be involved in chromatin assembly""",Verified ORF
8664,13,329611,-0.147553076845446,0.101026406599121,0.145031256599349,YMR029C,FAR8,SGDID:S000004631,CDS,CDS,"""Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p ; Far7p ; Far9p ; Far10p ; and Far11p""",Verified ORF
8665,13,329923,-0.144268586724323,0.101804850379793,0.157332976449121,YMR029C,FAR8,SGDID:S000004631,CDS,CDS,"""Protein involved in recovery from arrest in response to pheromone; acts in a cell cycle arrest recovery pathway independent from Far1p; interacts with Far3p ; Far7p ; Far9p ; Far10p ; and Far11p""",Verified ORF
8666,13,331270,-0.148130850513187,0.102412219076311,0.148947390106229,YMR030W,RSF1,SGDID:S000004632,CDS,CDS,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8667,13,331334,-0.138888045519783,0.102154022846465,0.174826095549438,YMR030W,RSF1,SGDID:S000004632,CDS,CDS,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8668,13,331755,-0.123788079821936,0.103086478099226,0.230627019207713,YMR030W,RSF1,SGDID:S000004632,CDS,CDS,"""Protein required for respiratory growth; localized to both the nucleus and mitochondrion; may interact with transcription factors to mediate the transition to respiratory growth and activate transcription of nuclear and mitochondrial genes""",Verified ORF
8670,13,333904,-0.0216601544861312,0.101707783109308,0.831477529221469,YMR031C,EIS1,SGDID:S000004633,CDS,CDS,"""Component of the eisosome required for proper eisosome assembly; similar to Uso1p; authentic ; non-tagged protein is detected in a phosphorylated state in highly purified mitochondria in high-throughput studies; protein increases in abundance and relocalizes from plasma membrane to cytoplasm upon DNA replication stress; EIS1 has a paralog ; YKL050C ; that arose from the whole genome duplication""",Verified ORF
8671,13,338431,-0.0948274008560488,0.1008689027403,0.347806342257678,YMR030W-A,YMR030W-A,SGDID:S000028574,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; mCherry fusion protein localizes to the cytosol""",Uncharacterized ORF
8672,13,339328,-0.12221024749082,0.101344350133903,0.228667131533776,YMR033W,ARP9,SGDID:S000004636,Close to 3'-UTR,Close to 3'-UTR,"""Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation""",Verified ORF
