SNP,Chr,Pos,Effect,SE,ADE17_PGM2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10905,15,848974,0.0473916783399888,0.0677184595648033,0.484491926684917,YOR284W,HUA2,SGDID:S000005810,CDS,CDS,"""Cytoplasmic protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly""",Verified ORF
10906,15,849160,0.0271359665112306,0.0679731383534668,0.689975440982662,YOR284W,HUA2,SGDID:S000005810,CDS,CDS,"""Cytoplasmic protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly""",Verified ORF
10907,15,849407,0.0941283480749466,0.0665797359842128,0.158311093711767,YOR285W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10908,15,849538,0.131768895287109,0.0666719127249117,0.0488900781995967,YOR285W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10909,15,850586,0.12604700841146,0.06677626135367,0.059899468783581,YOR286W,RDL2,SGDID:S000005812,CDS,CDS,"""Protein with rhodanese activity; contains a rhodanese-like domain similar to Rdl1p ; Uba4p ; Tum1p ; and Ych1p; overexpression causes a cell cycle delay; null mutant displays elevated frequency of mitochondrial genome loss""",Verified ORF
10910,15,852168,0.119690617432076,0.0667315492458652,0.0737306486730216,YOR288C,MPD1,SGDID:S000005814,CDS,CDS,"""Member of the protein disulfide isomerase (PDI) family; interacts with and inhibits the chaperone activity of Cne1p; MPD1 overexpression in a pdi1 null mutant suppresses defects in Pdi1p functions such as carboxypeptidase Y maturation""",Verified ORF
10911,15,854152,0.123779142838497,0.0665672943886103,0.0637939192462612,YOR289W,YOR289W,SGDID:S000005815,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcription induced by the unfolded protein response; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
10912,15,859618,0.122330569951129,0.0666210477649291,0.0671666820350822,YOR290C,SNF2,SGDID:S000005816,CDS,CDS,"""Catalytic subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; contains DNA-stimulated ATPase activity; functions interdependently in transcriptional activation with Snf5p and Snf6p""",Verified ORF
10916,15,861655,0.0811814763832233,0.0668729418825297,0.225572269501226,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10917,15,863324,0.112688469269179,0.0663890412088212,0.0905032661067317,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10918,15,863468,0.0445371265838864,0.0665539282760911,0.503812631254407,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10919,15,864150,0.122918164697788,0.0665814694070967,0.065710118809213,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10920,15,864445,0.106135867527301,0.0667254449899611,0.112586734413947,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10921,15,866884,0.102660360433904,0.066506759448247,0.123579314351755,YOR293W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10922,15,866920,0.103694853043436,0.0663037092466094,0.118728264837596,YOR293W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10923,15,867290,0.112014576646864,0.0665588756204939,0.0932709326786689,YOR292C,YOR292C,SGDID:S000005818,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the vacuole; YOR292C is not an essential gene""",Uncharacterized ORF
10925,15,870871,0.0843805359801093,0.0670252777316678,0.208885335309859,YOR296W,YOR296W,SGDID:S000005822,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; expressed during copper starvation; YOR296W is not an essential gene""",Uncharacterized ORF
10926,15,873261,0.0912156924948917,0.0662752279830293,0.169596070525365,YOR296W,YOR296W,SGDID:S000005822,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; expressed during copper starvation; YOR296W is not an essential gene""",Uncharacterized ORF
10927,15,873940,0.0925873340188495,0.0661567861683491,0.162537110268165,YOR296W,YOR296W,SGDID:S000005822,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; expressed during copper starvation; YOR296W is not an essential gene""",Uncharacterized ORF
10929,15,876222,0.111862114574892,0.0672144250172156,0.0969483320842366,YOR298W,MUM3,SGDID:S000005824,CDS,CDS,"""Protein of unknown function involved in outer spore wall organization; has similarity to the tafazzins superfamily of acyltransferases""",Verified ORF
10932,15,880049,0.0970892796950314,0.0663257161447752,0.144131514642111,YOR299W,BUD7,SGDID:S000005825,CDS,CDS,"""Member of the ChAPs family (Chs5p-Arf1p-binding proteins); members include Bch1p ; Bch2p ; Bud7p ; and Chs6p; ChAPs family proteins form the exomer complex with Chs5p to mediate export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; BUD7 has a paralog ; BCH1 ; that arose from the whole genome duplication""",Verified ORF
10933,15,880507,0.0976835040001049,0.0663232444199127,0.141685340961236,YOR299W,BUD7,SGDID:S000005825,CDS,CDS,"""Member of the ChAPs family (Chs5p-Arf1p-binding proteins); members include Bch1p ; Bch2p ; Bud7p ; and Chs6p; ChAPs family proteins form the exomer complex with Chs5p to mediate export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; BUD7 has a paralog ; BCH1 ; that arose from the whole genome duplication""",Verified ORF
10934,15,885299,0.104691873864145,0.0662929471546787,0.115178720982387,YOR304W,ISW2,SGDID:S000005831,CDS,CDS,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10935,15,887134,0.0806093200426114,0.0677834507064602,0.235153089866065,YOR304W,ISW2,SGDID:S000005831,CDS,CDS,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10936,15,887279,0.0803394066534121,0.0678774762646484,0.237370058248079,YOR304W,ISW2,SGDID:S000005831,CDS,CDS,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10937,15,888108,0.106508309215937,0.0664991899506276,0.110127879632312,YOR304W,ISW2,SGDID:S000005831,Close to 3'-UTR,Close to 3'-UTR,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10938,15,888555,0.0752048512258064,0.0664314517385283,0.258374697945903,YOR304C-A,BIL1,SGDID:S000005830,CDS,CDS,"""Protein that binds Bud6p and has a role in actin cable assembly; involved in the Bnr1p-dependent pathway of cable assembly; localizes to bud tip and bud neck""",Verified ORF
10942,15,892522,0.014951510058736,0.0674860638481337,0.824792630908276,YOR307C,SLY41,SGDID:S000005834,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in ER-to-Golgi transport; packaged into COPII vesicles for trafficking between ER and Golgi""",Verified ORF
10944,15,897914,0.014951510058736,0.0674860638481337,0.824792630908276,YOR310C,NOP58,SGDID:S000005837,CDS,CDS,"""Protein involved in producing mature rRNAs and snoRNAs; involved in pre-rRNA processing ; 18S rRNA synthesis ; and snoRNA synthesis; component of the small subunit processome complex ; which is required for processing of pre-18S rRNA""",Verified ORF
10945,15,898824,0.0214692058569164,0.0671804581924641,0.749479450655156,YOR310C,NOP58,SGDID:S000005837,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in producing mature rRNAs and snoRNAs; involved in pre-rRNA processing ; 18S rRNA synthesis ; and snoRNA synthesis; component of the small subunit processome complex ; which is required for processing of pre-18S rRNA""",Verified ORF
10946,15,900083,-0.0504625640590639,0.0668204118096324,0.45063445599692,YOR311C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10947,15,901583,0.0001550741079352,0.0666594205922758,0.998145145482115,YOR312C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10948,15,903422,-0.0023903854001588,0.0667678412142423,0.971460914635854,YOR313C_NFR/NDR,,,Promoter,Promoter,,Promoter
10950,15,906404,-0.0086946008127117,0.0669641522197729,0.896767260378272,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10951,15,906473,0.0175860200729237,0.0675402548559983,0.794723756849682,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10952,15,906721,0.0048646315131404,0.0668482836233862,0.942029383934574,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10953,15,906722,0.0048646315131404,0.0668482836233862,0.942029383934574,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10954,15,907032,0.0164165152953656,0.0669600505827128,0.806468197344163,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10955,15,907053,0.0149350086726489,0.0684916242134352,0.827511487752018,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10956,15,907245,-0.0085373334550016,0.0676907665580797,0.899706704604183,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10957,15,907643,0.0027264951028359,0.0674714211413046,0.967789398536919,YOR316C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10958,15,908870,0.0212104062700444,0.0678082459356858,0.754617475536013,YOR317W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
