SNP,Chr,Pos,Effect,SE,MID2_PIN2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10868,15,808893,0.117699368964505,0.0500286660072368,0.0191890937690082,YOR256C,TRE2,SGDID:S000005782,CDS,CDS,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10869,15,810364,0.0502311236743957,0.050357322059452,0.319208078845563,YOR256C,TRE2,SGDID:S000005782,CDS,CDS,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10870,15,810448,0.0535972289022945,0.0500609876008632,0.285063411967668,YOR256C,TRE2,SGDID:S000005782,CDS,CDS,"""Transferrin receptor-like protein; functions with Tre1p to regulate ubiquitination and vacuolar degradation of the metal transporter Smf1p; inviability of null mutant in systematic studies is due to proximity to CDC31; TRE2 has a paralog ; TRE1 ; that arose from the whole genome duplication""",Verified ORF
10871,15,811848,0.0589939170827549,0.0499683431778868,0.238546293290032,YOR258W,HNT3,SGDID:S000005784,CDS,CDS,"""DNA 5' AMP hydrolase involved in DNA repair; member of the histidine triad (HIT) superfamily of nucleotide-binding proteins; homolog of Aprataxin ; a Hint related protein that is mutated in individuals with ataxia with oculomotor apraxia; relative distribution to nuclear foci decreases upon DNA replication stress""",Verified ORF
10872,15,815715,0.0864018687454142,0.049847313862157,0.0839101639154506,YOR260W,GCD1,SGDID:S000005786,CDS,CDS,"""Gamma subunit of the translation initiation factor eIF2B; the guanine-nucleotide exchange factor for eIF2; activity subsequently regulated by phosphorylated eIF2; first identified as a negative regulator of GCN4 expression""",Verified ORF
10873,15,816215,0.0800597622639146,0.0499448751192252,0.109837298835695,YOR261C,RPN8,SGDID:S000005787,CDS,CDS,"""Essential non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevisiae regulatory subunit ; Rpn11p""",Verified ORF
10874,15,816620,0.0852599359952547,0.0499887659909922,0.0889656183499288,YOR261C,RPN8,SGDID:S000005787,CDS,CDS,"""Essential non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevisiae regulatory subunit ; Rpn11p""",Verified ORF
10875,15,816745,0.0781783554163979,0.0498188628805213,0.117485119153885,YOR261C,RPN8,SGDID:S000005787,CDS,CDS,"""Essential non-ATPase regulatory subunit of the 26S proteasome; has similarity to the human p40 proteasomal subunit and to another S. cerevisiae regulatory subunit ; Rpn11p""",Verified ORF
10876,15,818536,0.0963911087725432,0.0497890452428649,0.0536669715731128,YOR264W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10877,15,819084,0.0678924190411855,0.0504287376566222,0.179068311186452,YOR263C,YOR263C,SGDID:S000005789,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps the verified ORF DES3/YOR264W""",Dubious ORF
10878,15,822096,0.0518895335950103,0.0509728027832696,0.309382408730708,YOR266W,PNT1,SGDID:S000005792,CDS,CDS,"""Mitochondrial integral inner membrane protein; involved in membrane insertion of C-terminus of Cox2p ; interacts genetically and physically with Cox18p; deletion mutant sensitive to the anti-Pneumocystis carinii drug pentamidine""",Verified ORF
10879,15,822156,0.0734029994772674,0.0502208415535029,0.144739265234035,YOR266W,PNT1,SGDID:S000005792,CDS,CDS,"""Mitochondrial integral inner membrane protein; involved in membrane insertion of C-terminus of Cox2p ; interacts genetically and physically with Cox18p; deletion mutant sensitive to the anti-Pneumocystis carinii drug pentamidine""",Verified ORF
10880,15,822171,0.0984057919942838,0.0501807152553263,0.050661598145149,YOR266W,PNT1,SGDID:S000005792,CDS,CDS,"""Mitochondrial integral inner membrane protein; involved in membrane insertion of C-terminus of Cox2p ; interacts genetically and physically with Cox18p; deletion mutant sensitive to the anti-Pneumocystis carinii drug pentamidine""",Verified ORF
10883,15,822605,0.0877900227282614,0.050426515203809,0.0825636790023325,YOR267C,HRK1,SGDID:S000005793,CDS,CDS,"""Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress""",Verified ORF
10884,15,822681,0.0740684042252905,0.0500548605517066,0.139833316198113,YOR267C,HRK1,SGDID:S000005793,CDS,CDS,"""Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress""",Verified ORF
10886,15,823485,0.0888346483663394,0.0498825100887997,0.0757922873386898,YOR267C,HRK1,SGDID:S000005793,CDS,CDS,"""Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress""",Verified ORF
10887,15,823924,0.0999823275748531,0.0502636921107085,0.0474554554002516,YOR267C,HRK1,SGDID:S000005793,CDS,CDS,"""Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress""",Verified ORF
10888,15,824287,0.101248454427519,0.0503377246589097,0.0450446659556245,YOR267C,HRK1,SGDID:S000005793,CDS,CDS,"""Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress""",Verified ORF
10889,15,824858,0.0908461306929503,0.0499680905807739,0.0698989156637977,YOR267C,HRK1,SGDID:S000005793,CDS,CDS,"""Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress""",Verified ORF
10891,15,825246,0.0966859328115111,0.0498029236358141,0.0530088405048264,YOR267C,HRK1,SGDID:S000005793,Close to 3'-UTR,Close to 3'-UTR,"""Protein kinase; implicated in activation of the plasma membrane H(+)-ATPase Pma1p in response to glucose metabolism; plays a role in ion homeostasis; protein abundance increases in response to DNA replication stress""",Verified ORF
10892,15,826538,0.088023245445984,0.0501586830235788,0.0801446995295414,YOR269W,PAC1,SGDID:S000005795,CDS,CDS,"""Regulator of dynein ; involved in intracellular transport; part of the dynein/dynactin pathway; targets dynein to microtubule tips ; which is necessary for sliding of microtubules along bud cortex; serves at interface between dynein's ATPase site and its microtubule binding stalk ; causing individual dynein motors to remain attached to microtubules for long periods; synthetic lethal with bni1; homolog of human LIS1 ; mutations in which cause the severe brain disorder lissencephaly""",Verified ORF
10893,15,829621,0.104122546689143,0.0502312796322259,0.0389102680953128,YOR270C,VPH1,SGDID:S000005796,CDS,CDS,"""Subunit a of the vacuolar-ATPase V0 domain; encodes one of two isoforms ; located in vacuolar V-ATPase complexes while STV1 encodes the second isoform and is located in Golgi and endosomal V-ATPase complexes; interaction with PI(3,5)P2 increases V-ATPase activity and contributes to hyperosmotic stress tolerance; relative distribution to the vacuolar membrane decreases upon DNA replication stress; human homolog ATP6V0A4 implicated in renal tubular acidosis ; can complement yeast null mutant""",Verified ORF
10894,15,830933,0.0947314004229857,0.0498900523059207,0.0584055182540125,YOR270C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10896,15,833802,0.0843676425200652,0.0505258431225561,0.0958470152881141,YOR272W,YTM1,SGDID:S000005798,CDS,CDS,"""Ribosomal assembly factor and 66S pre-ribosomal particle constituent; subunit of the Nop7-subcomplex (PeBoW complex) ; required for an early nucleolar step in pre-60S ribosomal particle maturation; interaction of its ubiquitin-like (UBL) domain with the MIDAS domain in the Rea1p tail triggers release of the subcomplex and possibly other biogenesis factors via cycles of ATP hydrolysis; involved in the processing of 27S pre-rRNA; contains an N-terminal UBL domain and seven C-terminal WD repeats""",Verified ORF
10897,15,834594,0.086341157725071,0.0503638879417923,0.0873428420317253,YOR273C,TPO4,SGDID:S000005799,CDS,CDS,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; recognizes spermine ; putrescine ; and spermidine; localizes to the plasma membrane""",Verified ORF
10898,15,841040,0.0765209448345728,0.049902160055744,0.126068250595577,YOR275C,RIM20,SGDID:S000005801,CDS,CDS,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; PalA/AIP1/Alix family member; interaction with the ESCRT-III subunit Snf7p suggests a relationship between pH response and multivesicular body formation""",Verified ORF
10899,15,841052,0.0632094270345821,0.0500886337565601,0.207799398615702,YOR275C,RIM20,SGDID:S000005801,CDS,CDS,"""Protein involved in proteolytic activation of Rim101p; part of response to alkaline pH; PalA/AIP1/Alix family member; interaction with the ESCRT-III subunit Snf7p suggests a relationship between pH response and multivesicular body formation""",Verified ORF
10900,15,843952,0.0680996039279619,0.050128123380404,0.175169111349978,YOR279C,RFM1,SGDID:S000005805,CDS,CDS,"""Component of the Sum1p-Rfm1p-Hst1p complex; Rfm1p tethers the Hst1p histone deacetylase to the DNA-binding protein Sum1p; complex is involved in transcriptional repression of middle sporulation genes and in initiation of DNA replication""",Verified ORF
10901,15,846356,0.0481817117027828,0.0506280400714958,0.341910263326189,YOR281C,PLP2,SGDID:S000005807,CDS,CDS,"""Protein that interacts with the CCT complex to stimulate actin folding; has similarity to phosducins; null mutant lethality is complemented by mouse phosducin-like protein MgcPhLP; CCT is short for chaperonin containing TCP-1; essential gene""",Verified ORF
10902,15,846553,0.0518808351443778,0.0506757421744477,0.306640042588493,YOR281C,PLP2,SGDID:S000005807,CDS,CDS,"""Protein that interacts with the CCT complex to stimulate actin folding; has similarity to phosducins; null mutant lethality is complemented by mouse phosducin-like protein MgcPhLP; CCT is short for chaperonin containing TCP-1; essential gene""",Verified ORF
10903,15,846837,0.0583525649841291,0.050992095621807,0.253255810734047,YOR281C,PLP2,SGDID:S000005807,CDS,CDS,"""Protein that interacts with the CCT complex to stimulate actin folding; has similarity to phosducins; null mutant lethality is complemented by mouse phosducin-like protein MgcPhLP; CCT is short for chaperonin containing TCP-1; essential gene""",Verified ORF
10905,15,848974,0.0295664761937833,0.050955510829702,0.562122304335229,YOR284W,HUA2,SGDID:S000005810,CDS,CDS,"""Cytoplasmic protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly""",Verified ORF
10906,15,849160,0.0307283356403332,0.0511214571907262,0.548169215581019,YOR284W,HUA2,SGDID:S000005810,CDS,CDS,"""Cytoplasmic protein of unknown function; computational analysis of large-scale protein-protein interaction data suggests a possible role in actin patch assembly""",Verified ORF
10907,15,849407,0.0964428454210135,0.0499664428856089,0.0543888221449219,YOR285W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10908,15,849538,0.0857324599160132,0.0502270507399849,0.0887203742905649,YOR285W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10909,15,850586,0.0870687755827216,0.0502754245107811,0.0841764099371256,YOR286W,RDL2,SGDID:S000005812,CDS,CDS,"""Protein with rhodanese activity; contains a rhodanese-like domain similar to Rdl1p ; Uba4p ; Tum1p ; and Ych1p; overexpression causes a cell cycle delay; null mutant displays elevated frequency of mitochondrial genome loss""",Verified ORF
10910,15,852168,0.0912552071761551,0.0501958240168133,0.0699140580064573,YOR288C,MPD1,SGDID:S000005814,CDS,CDS,"""Member of the protein disulfide isomerase (PDI) family; interacts with and inhibits the chaperone activity of Cne1p; MPD1 overexpression in a pdi1 null mutant suppresses defects in Pdi1p functions such as carboxypeptidase Y maturation""",Verified ORF
10911,15,854152,0.0734125160851374,0.0501711913488609,0.144291421866363,YOR289W,YOR289W,SGDID:S000005815,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; transcription induced by the unfolded protein response; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus""",Uncharacterized ORF
10912,15,859618,0.0848168363337037,0.0501549280631266,0.0917009568294397,YOR290C,SNF2,SGDID:S000005816,CDS,CDS,"""Catalytic subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; contains DNA-stimulated ATPase activity; functions interdependently in transcriptional activation with Snf5p and Snf6p""",Verified ORF
10916,15,861655,0.0752729024434636,0.0502538529551595,0.135065002003675,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
10917,15,863324,0.0766550760364206,0.049981519071662,0.12600698220885,YOR291W,YPK9,SGDID:S000005817,CDS,CDS,"""Vacuolar protein with a possible role in sequestering heavy metals; has similarity to the type V P-type ATPase Spf1p; homolog of human ATP13A2 (PARK9) ; mutations in which are associated with Parkinson disease and Kufor-Rakeb syndrome""",Verified ORF
