SNP,Chr,Pos,Effect,SE,TPO1_MID2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11570,16,429289,0.151022646497507,0.10523348799372,0.152138410694798,YPL064C,CWC27,SGDID:S000005985,CDS,CDS,"""Component of a complex containing Cef1p; putatively involved in pre-mRNA splicing; has similarity to S. pombe Cwf27p; protein abundance increases in response to DNA replication stress""",Verified ORF
11571,16,429882,0.164109359628803,0.106579201727403,0.124507968842015,YPL064C,CWC27,SGDID:S000005985,Close to 3'-UTR,Close to 3'-UTR,"""Component of a complex containing Cef1p; putatively involved in pre-mRNA splicing; has similarity to S. pombe Cwf27p; protein abundance increases in response to DNA replication stress""",Verified ORF
11572,16,432058,0.168755799311819,0.105178834424144,0.10950576761783,YPL062W,YPL062W,SGDID:S000005983,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; deletion decreases transcription of downstream gene ALD6; YPL062W is not an essential gene; null mutant shows decrease in terpenoid production; homozygous diploid mutant shows a decrease in glycogen accumulation""",Uncharacterized ORF
11573,16,432771,0.0897339656921382,0.105705100535916,0.396507476934727,YPL061W,ALD6,SGDID:S000005982,CDS,CDS,"""Cytosolic aldehyde dehydrogenase; activated by Mg2+ and utilizes NADP+ as the preferred coenzyme; required for conversion of acetaldehyde to acetate; constitutively expressed; locates to the mitochondrial outer surface upon oxidative stress""",Verified ORF
11574,16,434375,0.0762497442105671,0.106579327571628,0.474818070321116,YPL061W,ALD6,SGDID:S000005982,Close to 3'-UTR,Close to 3'-UTR,"""Cytosolic aldehyde dehydrogenase; activated by Mg2+ and utilizes NADP+ as the preferred coenzyme; required for conversion of acetaldehyde to acetate; constitutively expressed; locates to the mitochondrial outer surface upon oxidative stress""",Verified ORF
11575,16,434477,0.0848614571527797,0.106255608912877,0.42502811774408,YPL061W,ALD6,SGDID:S000005982,Close to 3'-UTR,Close to 3'-UTR,"""Cytosolic aldehyde dehydrogenase; activated by Mg2+ and utilizes NADP+ as the preferred coenzyme; required for conversion of acetaldehyde to acetate; constitutively expressed; locates to the mitochondrial outer surface upon oxidative stress""",Verified ORF
11577,16,444059,0.0353589665952154,0.105632346555155,0.738022925103333,YPL059W,GRX5,SGDID:S000005980,Close to 3'-UTR,Close to 3'-UTR,"""Glutathione-dependent oxidoreductase; mitochondrial matrix protein involved at an early step in the biogenesis of iron-sulfur centers along with Bol1p; hydroperoxide and superoxide-radical responsive; monothiol glutaredoxin subfamily member along with Grx3p and Grx4p""",Verified ORF
11578,16,444574,0.0706373487003022,0.106634956393664,0.508133009613366,YPL059W,GRX5,SGDID:S000005980,Close to 3'-UTR,Close to 3'-UTR,"""Glutathione-dependent oxidoreductase; mitochondrial matrix protein involved at an early step in the biogenesis of iron-sulfur centers along with Bol1p; hydroperoxide and superoxide-radical responsive; monothiol glutaredoxin subfamily member along with Grx3p and Grx4p""",Verified ORF
11579,16,447582,0.0450271265141973,0.105792505267653,0.670646057141801,YPL058C,PDR12,SGDID:S000005979,CDS,CDS,"""Plasma membrane ATP-binding cassette (ABC) transporter; weak-acid-inducible multidrug transporter required for weak organic acid resistance; induced by sorbate and benzoate and regulated by War1p; mutants exhibit sorbate hypersensitivity""",Verified ORF
11581,16,452142,-0.0354460115123701,0.107668930511522,0.742189938326562,YPL057C,SUR1,SGDID:S000005978,CDS,CDS,"""Mannosylinositol phosphorylceramide (MIPC) synthase catalytic subunit; forms a complex with regulatory subunit Csg2p; function in sphingolipid biosynthesis is overlapping with that of Csh1p; SUR1 has a paralog ; CSH1 ; that arose from the whole genome duplication""",Verified ORF
11582,16,452342,-0.0532300762205969,0.105643665971159,0.614671016727593,YPL057C,SUR1,SGDID:S000005978,CDS,CDS,"""Mannosylinositol phosphorylceramide (MIPC) synthase catalytic subunit; forms a complex with regulatory subunit Csg2p; function in sphingolipid biosynthesis is overlapping with that of Csh1p; SUR1 has a paralog ; CSH1 ; that arose from the whole genome duplication""",Verified ORF
11583,16,453075,-0.0639230031744936,0.10653282043787,0.548870503570448,XUT_16F-182_NFR/NDR,,,Promoter,Promoter,,Promoter
11584,16,454180,-0.101663113605998,0.1067234210509,0.341452257896078,XUT_16F-182,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11586,16,458134,-0.0821540321658175,0.105714173258651,0.437600439190538,YPL053C,KTR6,SGDID:S000005974,CDS,CDS,"""Probable mannosylphosphate transferase; involved in the synthesis of core oligosaccharides in protein glycosylation pathway; member of the KRE2/MNT1 mannosyltransferase family; KTR6 has a paralog ; KRE2 ; that arose from the whole genome duplication""",Verified ORF
11588,16,463609,-0.139064986593114,0.105226868463296,0.187166250197175,YPL049C,DIG1,SGDID:S000005970,CDS,CDS,"""MAP kinase-responsive inhibitor of the Ste12p transcription factor; involved in the regulation of mating-specific genes and the invasive growth pathway; related regulators Dig1p and Dig2p bind to Ste12p; DIG1 has a paralog ; DIG2 ; that arose from the whole genome duplication""",Verified ORF
11589,16,463745,-0.141826143933348,0.105061969432051,0.17790389280657,YPL049C,DIG1,SGDID:S000005970,CDS,CDS,"""MAP kinase-responsive inhibitor of the Ste12p transcription factor; involved in the regulation of mating-specific genes and the invasive growth pathway; related regulators Dig1p and Dig2p bind to Ste12p; DIG1 has a paralog ; DIG2 ; that arose from the whole genome duplication""",Verified ORF
11590,16,464655,-0.164785417984536,0.106079892984837,0.121221611169643,YPL048W,CAM1,SGDID:S000005969,CDS,CDS,"""One of two isoforms of the gamma subunit of eEF1B; stimulates the release of GDP from eEF1A (Tef1p/Tef2p) post association with the ribosomal complex with eEF1Balpha subunit; nuclear protein required for transcription of MXR1; binds the MXR1 promoter in the presence of other nuclear factors; binds calcium and phospholipids""",Verified ORF
11591,16,465114,-0.205991953833933,0.105511434746176,0.0516905396899667,YPL048W,CAM1,SGDID:S000005969,CDS,CDS,"""One of two isoforms of the gamma subunit of eEF1B; stimulates the release of GDP from eEF1A (Tef1p/Tef2p) post association with the ribosomal complex with eEF1Balpha subunit; nuclear protein required for transcription of MXR1; binds the MXR1 promoter in the presence of other nuclear factors; binds calcium and phospholipids""",Verified ORF
11592,16,466376,-0.165900355610999,0.105562619056613,0.11694328598526,YPL048W,CAM1,SGDID:S000005969,Close to 3'-UTR,Close to 3'-UTR,"""One of two isoforms of the gamma subunit of eEF1B; stimulates the release of GDP from eEF1A (Tef1p/Tef2p) post association with the ribosomal complex with eEF1Balpha subunit; nuclear protein required for transcription of MXR1; binds the MXR1 promoter in the presence of other nuclear factors; binds calcium and phospholipids""",Verified ORF
11593,16,468617,-0.154182367868978,0.105343301545208,0.144188185616704,YPL045W,VPS16,SGDID:S000005966,CDS,CDS,"""Subunit of the HOPS and the CORVET complexes; part of the Class C Vps complex essential for membrane docking and fusion at Golgi-to-endosome and endosome-to-vacuole protein transport stages""",Verified ORF
11594,16,469813,-0.183353999439586,0.107536163783394,0.0890658173201764,YPL043W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11595,16,470812,-0.167901843038839,0.105761800751589,0.113284061308491,YPL043W,NOP4,SGDID:S000005964,CDS,CDS,"""Nucleolar protein; essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; contains four RNA recognition motifs (RRMs); human ortholog RBM28 implicated in ANE syndrome""",Verified ORF
11596,16,471343,-0.193064569385345,0.105499334176007,0.0680919565282387,YPL043W,NOP4,SGDID:S000005964,CDS,CDS,"""Nucleolar protein; essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; contains four RNA recognition motifs (RRMs); human ortholog RBM28 implicated in ANE syndrome""",Verified ORF
11597,16,473892,-0.187093968129179,0.105024132602415,0.0757006203972393,YPL042C,SSN3,SGDID:S000005963,CDS,CDS,"""Component of the RNA polymerase II mediator complex; cyclin-dependent protein kinase involved in phosphorylation of the mediator component Pgd1p and suppression of transcription activation by RNA polymerase II; involved in glucose repression""",Verified ORF
11598,16,475831,-0.200308278167143,0.104981784511671,0.0571985490920575,YPL041C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11599,16,476232,-0.212653698262148,0.104772846685558,0.0431403715638506,YPL040C,ISM1,SGDID:S000005961,CDS,CDS,"""Mitochondrial isoleucyl-tRNA synthetase; null mutant is deficient in respiratory growth; human homolog IARS2 implicated in mitochondrial diseases ; can partially complement yeast null mutant""",Verified ORF
11600,16,476735,-0.28508972520114,0.105139978197656,0.0070249972530133,YPL040C,ISM1,SGDID:S000005961,CDS,CDS,"""Mitochondrial isoleucyl-tRNA synthetase; null mutant is deficient in respiratory growth; human homolog IARS2 implicated in mitochondrial diseases ; can partially complement yeast null mutant""",Verified ORF
11601,16,477416,-0.278910982961412,0.104746136926862,0.0081057407580502,YPL040C,ISM1,SGDID:S000005961,CDS,CDS,"""Mitochondrial isoleucyl-tRNA synthetase; null mutant is deficient in respiratory growth; human homolog IARS2 implicated in mitochondrial diseases ; can partially complement yeast null mutant""",Verified ORF
11602,16,481940,-0.201657410348933,0.105736823916913,0.0573108765986596,YPL036W_NFR/NDR,,,Promoter,Promoter,,Promoter
11604,16,486479,-0.161747493263523,0.105129986371026,0.124810632505681,YPL036W,PMA2,SGDID:S000005957,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane H+-ATPase; isoform of Pma1p ; involved in pumping protons out of the cell; regulator of cytoplasmic pH and plasma membrane potential""",Verified ORF
11605,16,487107,-0.135208012992839,0.10508999862157,0.199079449766936,YPL034W,YPL034W,SGDID:S000005955,CDS,CDS,"""Putative protein of unknown function; YPL034W is not essential gene""",Uncharacterized ORF
11606,16,487561,-0.165797587179284,0.106015568983094,0.118737415107379,YPL033C,SRL4,SGDID:S000005954,CDS,CDS,"""Protein of unknown function; involved in regulation of dNTP production; null mutant suppresses the lethality of lcd1 and rad53 mutations; expression is induced by Kar4p""",Verified ORF
11607,16,488115,-0.140626359680232,0.1058202317756,0.184733513941844,YPL033C,SRL4,SGDID:S000005954,CDS,CDS,"""Protein of unknown function; involved in regulation of dNTP production; null mutant suppresses the lethality of lcd1 and rad53 mutations; expression is induced by Kar4p""",Verified ORF
11608,16,488158,-0.133884951752042,0.106141561570129,0.208004525075014,YPL033C,SRL4,SGDID:S000005954,CDS,CDS,"""Protein of unknown function; involved in regulation of dNTP production; null mutant suppresses the lethality of lcd1 and rad53 mutations; expression is induced by Kar4p""",Verified ORF
11610,16,493871,-0.0088908839146749,0.106091993907237,0.933260142608825,YPL030W,TRM44,SGDID:S000005951,CDS,CDS,"""tRNA(Ser) Um(44) 2'-O-methyltransferase; involved in maintaining levels of the tRNA-Ser species tS(CGA) and tS(UGA); conserved among metazoans and fungi but there does not appear to be a homolog in plants; TRM44 is a non-essential gene""",Verified ORF
11611,16,493908,0.0130673267396406,0.106226999134458,0.902166624493464,YPL030W,TRM44,SGDID:S000005951,CDS,CDS,"""tRNA(Ser) Um(44) 2'-O-methyltransferase; involved in maintaining levels of the tRNA-Ser species tS(CGA) and tS(UGA); conserved among metazoans and fungi but there does not appear to be a homolog in plants; TRM44 is a non-essential gene""",Verified ORF
11612,16,494210,-0.0026640137232193,0.105382331537942,0.979846301491074,YPL030W,TRM44,SGDID:S000005951,CDS,CDS,"""tRNA(Ser) Um(44) 2'-O-methyltransferase; involved in maintaining levels of the tRNA-Ser species tS(CGA) and tS(UGA); conserved among metazoans and fungi but there does not appear to be a homolog in plants; TRM44 is a non-essential gene""",Verified ORF
11613,16,496069,-0.0397522657007651,0.105617913737359,0.70686196951263,YPL029W,SUV3,SGDID:S000005950,CDS,CDS,"""ATP-dependent RNA helicase; component of the mitochondrial degradosome along with the RNase Dss1p; the degradosome associates with the ribosome and mediates RNA turnover; also required during splicing of the COX1 AI5_beta intron; expression of a processed form of human homolog SUPV3L1 carrying an N-terminal deletion of 46 amino acids rescues yeast suv3 null mutant""",Verified ORF
11614,16,496405,-0.0309558249070297,0.105619584866358,0.769627163397448,YPL029W,SUV3,SGDID:S000005950,CDS,CDS,"""ATP-dependent RNA helicase; component of the mitochondrial degradosome along with the RNase Dss1p; the degradosome associates with the ribosome and mediates RNA turnover; also required during splicing of the COX1 AI5_beta intron; expression of a processed form of human homolog SUPV3L1 carrying an N-terminal deletion of 46 amino acids rescues yeast suv3 null mutant""",Verified ORF
11615,16,496486,-0.0399181078917489,0.105771504769264,0.706103570147207,YPL029W,SUV3,SGDID:S000005950,CDS,CDS,"""ATP-dependent RNA helicase; component of the mitochondrial degradosome along with the RNase Dss1p; the degradosome associates with the ribosome and mediates RNA turnover; also required during splicing of the COX1 AI5_beta intron; expression of a processed form of human homolog SUPV3L1 carrying an N-terminal deletion of 46 amino acids rescues yeast suv3 null mutant""",Verified ORF
11616,16,496734,-0.0402298506461181,0.105906269876888,0.704275708922002,YPL029W,SUV3,SGDID:S000005950,CDS,CDS,"""ATP-dependent RNA helicase; component of the mitochondrial degradosome along with the RNase Dss1p; the degradosome associates with the ribosome and mediates RNA turnover; also required during splicing of the COX1 AI5_beta intron; expression of a processed form of human homolog SUPV3L1 carrying an N-terminal deletion of 46 amino acids rescues yeast suv3 null mutant""",Verified ORF
11619,16,501341,0.001743650526768,0.106150481476283,0.986903646787034,YPL026C,SKS1,SGDID:S000005947,CDS,CDS,"""Putative serine/threonine protein kinase; involved in the adaptation to low concentrations of glucose independent of the SNF3 regulated pathway; SKS1 has a paralog ; VHS1 ; that arose from the whole genome duplication""",Verified ORF
