SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10926,15,873261,0.0034197451562132,0.0484116333166286,0.943725140785685,YOR296W,YOR296W,SGDID:S000005822,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; expressed during copper starvation; YOR296W is not an essential gene""",Uncharacterized ORF
10927,15,873940,-0.0072201531428243,0.0483283134611947,0.881324910155227,YOR296W,YOR296W,SGDID:S000005822,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; expressed during copper starvation; YOR296W is not an essential gene""",Uncharacterized ORF
10929,15,876222,-0.0460290860471103,0.0490974688474813,0.349140205207472,YOR298W,MUM3,SGDID:S000005824,CDS,CDS,"""Protein of unknown function involved in outer spore wall organization; has similarity to the tafazzins superfamily of acyltransferases""",Verified ORF
10932,15,880049,0.0025491311950217,0.048465627374204,0.958083012075991,YOR299W,BUD7,SGDID:S000005825,CDS,CDS,"""Member of the ChAPs family (Chs5p-Arf1p-binding proteins); members include Bch1p ; Bch2p ; Bud7p ; and Chs6p; ChAPs family proteins form the exomer complex with Chs5p to mediate export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; BUD7 has a paralog ; BCH1 ; that arose from the whole genome duplication""",Verified ORF
10933,15,880507,-0.0096629386511917,0.0484630883653116,0.842074363495773,YOR299W,BUD7,SGDID:S000005825,CDS,CDS,"""Member of the ChAPs family (Chs5p-Arf1p-binding proteins); members include Bch1p ; Bch2p ; Bud7p ; and Chs6p; ChAPs family proteins form the exomer complex with Chs5p to mediate export of specific cargo proteins ; including Chs3p ; from the Golgi to the plasma membrane; BUD7 has a paralog ; BCH1 ; that arose from the whole genome duplication""",Verified ORF
10934,15,885299,-0.0210799854603906,0.0484528287957774,0.663783275377143,YOR304W,ISW2,SGDID:S000005831,CDS,CDS,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10935,15,887134,-0.0346653457245306,0.0494457773461685,0.48371623636823,YOR304W,ISW2,SGDID:S000005831,CDS,CDS,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10936,15,887279,-0.0333488663744973,0.0495160892333005,0.501072787674149,YOR304W,ISW2,SGDID:S000005831,CDS,CDS,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10937,15,888108,-0.0342111015329939,0.048587366247332,0.48182527606628,YOR304W,ISW2,SGDID:S000005831,Close to 3'-UTR,Close to 3'-UTR,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10938,15,888555,-0.0272650186821689,0.048462465221015,0.574063897244442,YOR304C-A,BIL1,SGDID:S000005830,CDS,CDS,"""Protein that binds Bud6p and has a role in actin cable assembly; involved in the Bnr1p-dependent pathway of cable assembly; localizes to bud tip and bud neck""",Verified ORF
10942,15,892522,-0.0345368764436276,0.0491337613049464,0.482571784664509,YOR307C,SLY41,SGDID:S000005834,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in ER-to-Golgi transport; packaged into COPII vesicles for trafficking between ER and Golgi""",Verified ORF
10944,15,897914,-0.0345368764436276,0.0491337613049464,0.482571784664509,YOR310C,NOP58,SGDID:S000005837,CDS,CDS,"""Protein involved in producing mature rRNAs and snoRNAs; involved in pre-rRNA processing ; 18S rRNA synthesis ; and snoRNA synthesis; component of the small subunit processome complex ; which is required for processing of pre-18S rRNA""",Verified ORF
10945,15,898824,-0.023513146188343,0.0489331569407354,0.631158451467858,YOR310C,NOP58,SGDID:S000005837,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in producing mature rRNAs and snoRNAs; involved in pre-rRNA processing ; 18S rRNA synthesis ; and snoRNA synthesis; component of the small subunit processome complex ; which is required for processing of pre-18S rRNA""",Verified ORF
10946,15,900083,-0.0444446071019095,0.0486616241085692,0.361687136865649,YOR311C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10947,15,901583,-0.044179946721662,0.0485055304074185,0.36301023757293,YOR312C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10948,15,903422,-0.0479863024259929,0.0485744685251882,0.323882454558558,YOR313C_NFR/NDR,,,Promoter,Promoter,,Promoter
10950,15,906404,-0.0412387214351968,0.048736260109204,0.398036175284919,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10951,15,906473,-0.0468151236835787,0.0491457959607148,0.341456550495663,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10952,15,906721,-0.0514254341432078,0.0486234719375707,0.290949330156121,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10953,15,906722,-0.0514254341432078,0.0486234719375707,0.290949330156121,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10954,15,907032,-0.0468524426077082,0.0487218856890005,0.336893570004284,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10955,15,907053,-0.0736647025101281,0.0497463756403901,0.13955041957913,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10956,15,907245,-0.0355350822076376,0.0492786756454299,0.471322429451871,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10957,15,907643,-0.0382923178989115,0.0491118922200022,0.436092605599429,YOR316C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10958,15,908870,-0.0655492762162243,0.0492829415326572,0.184357163209303,YOR317W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10962,15,911795,-0.0411076918772642,0.0491939545650712,0.403931206275424,YOR318C,YOR318C,SGDID:S000005845,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
10963,15,912636,-0.0515763125752273,0.0495834993175655,0.298963064140098,YOR318C,YOR318C,SGDID:S000005845,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
10964,15,912729,-0.0395031290421932,0.0490625133161556,0.421269857842874,YOR318C,YOR318C,SGDID:S000005845,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
10965,15,917889,-0.0698917634491372,0.0494519627998629,0.158440961834745,YOR321W,PMT3,SGDID:S000005848,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt5p ; can instead interact with Pmt1p in some conditions; antifungal drug target; PMT3 has a paralog ; PMT2 ; that arose from the whole genome duplication""",Verified ORF
10966,15,919436,-0.0734379568842987,0.0492815253930023,0.137071929074449,YOR322C,LDB19,SGDID:S000005849,CDS,CDS,"""Alpha-arrestin ; Ub-ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters ; recruiting Rsp5p to its targets; role in basal internalization and turnover of Ste2p ; mating and zygote formation; recruits Rsp5p to Ste2p via its 2 PPXY motifs; inhibited by Npr1p-mediated phosphorylation ; affecting cytosol and plasma membrane translocation; localization regulated by Rsp5p-dependent ubiquitination""",Verified ORF
10967,15,921242,-0.0518758531190264,0.0493530275782177,0.293923448865021,YOR322C,LDB19,SGDID:S000005849,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-arrestin ; Ub-ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters ; recruiting Rsp5p to its targets; role in basal internalization and turnover of Ste2p ; mating and zygote formation; recruits Rsp5p to Ste2p via its 2 PPXY motifs; inhibited by Npr1p-mediated phosphorylation ; affecting cytosol and plasma membrane translocation; localization regulated by Rsp5p-dependent ubiquitination""",Verified ORF
10968,15,921271,-0.0616755091977932,0.0496650175247582,0.215123739933827,YOR322C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10969,15,923218,0.0055685177982655,0.0486001151051563,0.908844535742205,YOR323C,PRO2,SGDID:S000005850,Close to 3'-UTR,Close to 3'-UTR,"""Gamma-glutamyl phosphate reductase; catalyzes the second step in proline biosynthesis""",Verified ORF
10970,15,927535,0.0022452599831493,0.0485650409839211,0.963151463957132,YOR326W,MYO2,SGDID:S000005853,CDS,CDS,"""Type V myosin motor involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles ; the vacuole ; late Golgi elements ; peroxisomes ; lipid droplets ; and the mitotic spindle; MYO2 has a paralog ; MYO4 ; that arose from the whole genome duplication""",Verified ORF
10974,15,931347,0.0041219987378501,0.0484634083379318,0.932266808952537,YOR328W_NFR/NDR,,,Promoter,Promoter,,Promoter
10975,15,933083,0.005649662755589,0.0486448929732555,0.907606899290481,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10976,15,934483,-0.0225888471052939,0.0496275982660248,0.649268887341182,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10977,15,934516,0.0001229157844777,0.0486226322160753,0.997984414546665,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10978,15,935795,0.0068922648545512,0.0492007488776545,0.888673080790713,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10979,15,937046,0.0295842815362578,0.0486749867361083,0.54371605525042,YOR329C,SCD5,SGDID:S000005856,CDS,CDS,"""Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency""",Verified ORF
