SNP,Chr,Pos,Effect,SE,PMC1_GTR2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11336,16,189738,-0.0282588742786137,0.162911144174809,0.862387808816932,YPL189W,GUP2,SGDID:S000006110,CDS,CDS,"""Probable membrane protein; possible role in proton symport of glycerol; member of the MBOAT family of putative membrane-bound O-acyltransferases; homolog of the mammalian Hedgehog pathway modulator HHAT; GUP2 has a paralog ; GUP1 ; that arose from the whole genome duplication""",Verified ORF
11337,16,191167,0.0164567077210446,0.162268685343072,0.919277488988015,YPL188W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11340,16,195694,0.0617058472296345,0.160821165143529,0.701437489509867,YPL186C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11341,16,195879,0.0852930720572423,0.160168808969047,0.594701022830162,YPL186C,UIP4,SGDID:S000006107,Close to 3'-UTR,Close to 3'-UTR,"""Protein that interacts with Ulp1p; a Ubl (ubiquitin-like protein)-specific protease for Smt3p protein conjugates; detected in a phosphorylated state in the mitochondrial outer membrane; also detected in ER and nuclear envelope""",Verified ORF
11342,16,196859,0.0390412701085506,0.161025638948672,0.808569393711466,YPL184C,MRN1,SGDID:S000006105,CDS,CDS,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11343,16,197237,0.0132717932500569,0.160548594903834,0.934164553394854,YPL184C,MRN1,SGDID:S000006105,CDS,CDS,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11347,16,198072,-0.0353834333777353,0.162272182550262,0.827516225219461,YPL184C,MRN1,SGDID:S000006105,Close to 3'-UTR,Close to 3'-UTR,"""RNA-binding protein that may be involved in translational regulation; binds specific categories of mRNAs ; including those that contain upstream open reading frames (uORFs) and internal ribosome entry sites (IRES); interacts genetically with chromatin remodelers and splicing factors ; linking chromatin state ; splicing and as a result mRNA maturation""",Verified ORF
11348,16,199543,0.144141473576956,0.162279070581055,0.375020760545831,YPL183C,RTT10,SGDID:S000006104,CDS,CDS,"""WD40 domain-containing protein involved in endosomal recycling; forms a complex with Rrt2p that functions in the retromer-mediated pathway for recycling internalized cell-surface proteins; interacts with Trm7p for 2'-O-methylation of N34 of substrate tRNAs; has a role in regulation of Ty1 transposition; human ortholog is WDR6""",Verified ORF
11349,16,202983,0.0450661244113962,0.162406310520883,0.781566332908558,YPL181W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11350,16,206288,0.0550599704578368,0.161760270743401,0.733772799523795,YPL180W,TCO89,SGDID:S000006101,CDS,CDS,"""Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin""",Verified ORF
11351,16,207364,0.0701730500977267,0.160652289488538,0.662522875299708,YPL180W,TCO89,SGDID:S000006101,CDS,CDS,"""Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin""",Verified ORF
11352,16,207437,0.0629521196506141,0.160515182350605,0.695156029033828,YPL180W,TCO89,SGDID:S000006101,CDS,CDS,"""Subunit of TORC1 (Tor1p or Tor2p-Kog1p-Lst8p-Tco89p); regulates global H3K56ac; TORC1 complex regulates growth in response to nutrient availability; cooperates with Ssd1p in the maintenance of cellular integrity; deletion strains are hypersensitive to rapamycin""",Verified ORF
11353,16,208852,0.108315984598815,0.162141797890684,0.504549406610716,YPL179W,PPQ1,SGDID:S000006100,CDS,CDS,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
11354,16,209279,0.0632417015992738,0.161437902862968,0.695486629850882,YPL179W,PPQ1,SGDID:S000006100,CDS,CDS,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
11355,16,210158,0.0213401468841145,0.161201632786772,0.894757810397443,YPL179W,PPQ1,SGDID:S000006100,Close to 3'-UTR,Close to 3'-UTR,"""Protein phosphatase that regulates the mating response; negatively regulates the MAP kinase signaling cascade during mating; member of the serine/threonine phosphatase PP1 family""",Verified ORF
11357,16,211386,0.0736018282193374,0.1603623288001,0.646536709128584,YPL178W,CBC2,SGDID:S000006099,Close to 3'-UTR,Close to 3'-UTR,"""Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p ; possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif""",Verified ORF
11360,16,212704,-0.0110375147832887,0.160274645045422,0.945135070881812,YPL178W,CBC2,SGDID:S000006099,CDS,CDS,"""Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p ; possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif""",Verified ORF
11361,16,212773,0.0101139941190204,0.160776844773487,0.949876139779202,YPL178W,CBC2,SGDID:S000006099,CDS,CDS,"""Small subunit of the heterodimeric cap binding complex with Sto1p; interacts with Npl3p ; possibly to package mRNA for export from the nucleus; may have a role in telomere maintenance; contains an RNA-binding motif""",Verified ORF
11362,16,213411,0.0530820905790547,0.159955914580524,0.740196070910495,YPL177C,CUP9,SGDID:S000006098,CDS,CDS,"""Homeodomain-containing transcriptional repressor; regulates expression of PTR2 ; which encodes a major peptide transporter; imported peptides activate ubiquitin-dependent proteolysis ; resulting in degradation of Cup9p and de-repression of PTR2 transcription; CUP9 has a paralog ; TOS8 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
11363,16,214724,-0.214310353430458,0.159681946131516,0.180423677695885,YPL177C,CUP9,SGDID:S000006098,Close to 3'-UTR,Close to 3'-UTR,"""Homeodomain-containing transcriptional repressor; regulates expression of PTR2 ; which encodes a major peptide transporter; imported peptides activate ubiquitin-dependent proteolysis ; resulting in degradation of Cup9p and de-repression of PTR2 transcription; CUP9 has a paralog ; TOS8 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
11364,16,215183,-0.0625065035271841,0.159870547056656,0.696046422993781,YPL176C,TRE1,SGDID:S000006097,Close to 3'-UTR,Close to 3'-UTR,"""Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog ; TRE2 ; that arose from the whole genome duplication""",Verified ORF
11365,16,215973,-0.014830656913169,0.160425058286122,0.926396125271535,YPL176C,TRE1,SGDID:S000006097,Close to 3'-UTR,Close to 3'-UTR,"""Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog ; TRE2 ; that arose from the whole genome duplication""",Verified ORF
11366,16,218021,-0.0905696280367824,0.159025335778561,0.56935905739278,YPL176C,TRE1,SGDID:S000006097,CDS,CDS,"""Transferrin receptor-like protein; plasma membrane protein that binds Bsd2p and regulates ubiquitination and vacuolar degradation of the metal transporter Smf1p; functionally redundant with Tre2p; TRE1 has a paralog ; TRE2 ; that arose from the whole genome duplication""",Verified ORF
11367,16,220471,-0.037665014135997,0.159910547955262,0.813927758200257,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11368,16,220856,-0.0483833227579001,0.160362319295808,0.763048873084651,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11369,16,220879,-0.1418566157256,0.161488368022478,0.380306621544793,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11370,16,221591,-0.0852443362575309,0.161458128108831,0.597854936715092,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11371,16,222732,-0.105718330247097,0.158722818390142,0.505810151604146,YPL174C,NIP100,SGDID:S000006095,CDS,CDS,"""Large subunit of the dynactin complex; dynactin is involved in partitioning the mitotic spindle between mother and daughter cells; putative ortholog of mammalian p150(glued)""",Verified ORF
11372,16,223881,-0.142979178291794,0.158716882581914,0.368285356478909,YPL173W,MRPL40,SGDID:S000006094,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
11373,16,225111,-0.260806292906597,0.157993232085685,0.0996803354422031,YPL172C,COX10,SGDID:S000006093,CDS,CDS,"""Heme A:farnesyltransferase; catalyzes first step in conversion of protoheme to heme A prosthetic group required for cytochrome c oxidase activity; human ortholog COX10 can complement yeast cox10 null mutant; human ortholog COX10 is associated with mitochondrial disorders""",Verified ORF
11374,16,227828,-0.216161377736367,0.158235478392258,0.172785370348715,YPL170W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11375,16,227880,-0.213702633799813,0.158265031920734,0.177790190499642,YPL170W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11376,16,228020,-0.195745342024429,0.159646408281952,0.220971552241461,YPL170W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11377,16,228836,-0.164589062972521,0.158411152380966,0.299516238874978,YPL170W,DAP1,SGDID:S000006091,Close to 3'-UTR,Close to 3'-UTR,"""Heme-binding protein; involved in regulation of cytochrome P450 protein Erg11p; damage response protein ; related to mammalian membrane progesterone receptors; mutations lead to defects in telomeres ; mitochondria ; and sterol synthesis""",Verified ORF
11378,16,229266,-0.179109026159302,0.15811494683267,0.258076593687537,YPL169C,MEX67,SGDID:S000006090,CDS,CDS,"""Poly(A)RNA binding protein involved in nuclear mRNA export; component of the nuclear pore; ortholog of human TAP""",Verified ORF
11379,16,229480,-0.199895285061881,0.158730850806387,0.20874148668458,YPL169C,MEX67,SGDID:S000006090,CDS,CDS,"""Poly(A)RNA binding protein involved in nuclear mRNA export; component of the nuclear pore; ortholog of human TAP""",Verified ORF
11380,16,229981,-0.177039409955019,0.159028250852764,0.266355295663355,YPL169C,MEX67,SGDID:S000006090,CDS,CDS,"""Poly(A)RNA binding protein involved in nuclear mRNA export; component of the nuclear pore; ortholog of human TAP""",Verified ORF
11381,16,230687,-0.192759073373024,0.15856766115783,0.224939529721466,YPL169C,MEX67,SGDID:S000006090,CDS,CDS,"""Poly(A)RNA binding protein involved in nuclear mRNA export; component of the nuclear pore; ortholog of human TAP""",Verified ORF
11382,16,232373,-0.139527528728865,0.159286514105387,0.381651149414482,YPL168W,MRX4,SGDID:S000006089,CDS,CDS,"""Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to the mitochondrion; expression may be cell cycle-regulated""",Uncharacterized ORF
11383,16,235230,-0.126352416132116,0.158959976573418,0.427223588073413,YPL167C,REV3,SGDID:S000006088,CDS,CDS,"""Catalytic subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; may be involved in meiosis; forms a complex with Rev7p ; Pol31p and Pol32p""",Verified ORF
11384,16,235984,-0.195412012947053,0.160119349139413,0.223122317925209,YPL167C,REV3,SGDID:S000006088,CDS,CDS,"""Catalytic subunit of DNA polymerase zeta; involved in translesion synthesis during post-replication repair; required for mutagenesis induced by DNA damage; involved in double-strand break repair; may be involved in meiosis; forms a complex with Rev7p ; Pol31p and Pol32p""",Verified ORF
11385,16,238141,-0.171199441064198,0.158841026056155,0.281857349771174,YPL165C,SET6,SGDID:S000006086,CDS,CDS,"""SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis ; may be involved in compound availability""",Verified ORF
11386,16,238158,-0.150444425661555,0.158875258267669,0.34432003323772,YPL165C,SET6,SGDID:S000006086,CDS,CDS,"""SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis ; may be involved in compound availability""",Verified ORF
11387,16,238341,-0.134123517396356,0.160537058588863,0.404019573379415,YPL165C,SET6,SGDID:S000006086,CDS,CDS,"""SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis ; may be involved in compound availability""",Verified ORF
11388,16,238837,-0.186850514209007,0.159265171685783,0.241505081729746,YPL165C,SET6,SGDID:S000006086,CDS,CDS,"""SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis ; may be involved in compound availability""",Verified ORF
11389,16,239186,-0.154474249496045,0.160628756115226,0.336866183023335,YPL165C,SET6,SGDID:S000006086,Close to 3'-UTR,Close to 3'-UTR,"""SET domain protein of unknown function; deletion heterozygote is sensitive to compounds that target ergosterol biosynthesis ; may be involved in compound availability""",Verified ORF
11390,16,241363,-0.19428966715154,0.157889578980321,0.219313766931336,YPL164C,MLH3,SGDID:S000006085,CDS,CDS,"""Protein involved in DNA mismatch repair and meiotic recombination; involved in crossing-over during meiotic recombination; forms a complex with Mlh1p; mammalian homolog is implicated mammalian microsatellite instability""",Verified ORF
