SNP,Chr,Pos,Effect,SE,ADE17_HYR1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10125,15,60932,0.0288725402189993,0.158275084353894,0.855357850114697,YOL139C,CDC33,SGDID:S000005499,CDS,CDS,"""Translation initiation factor eIF4E; mRNA cap binding protein and subunit of the mRNA cap-binding complex (eIF4F) along with eIF4A (Tif1p/Tif2p) and eIF4G (Tif4631p/Tif4632p) ; that mediates cap-dependent translation; required with eIF4G for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex (PIC) assembly; protein abundance increases in response to DNA replication stress; human homolog EIF4E can complement the cdc33 null mutant""",Verified ORF
10126,15,61012,0.0373200725206521,0.158680635148998,0.814197769297559,YOL139C,CDC33,SGDID:S000005499,CDS,CDS,"""Translation initiation factor eIF4E; mRNA cap binding protein and subunit of the mRNA cap-binding complex (eIF4F) along with eIF4A (Tif1p/Tif2p) and eIF4G (Tif4631p/Tif4632p) ; that mediates cap-dependent translation; required with eIF4G for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex (PIC) assembly; protein abundance increases in response to DNA replication stress; human homolog EIF4E can complement the cdc33 null mutant""",Verified ORF
10127,15,62400,0.0353014740480908,0.158271392147474,0.823630321248681,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10128,15,62490,0.0634448011252391,0.158065914359679,0.688381825218435,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10129,15,62700,0.0293324241079059,0.156978884257766,0.85188099351909,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10131,15,63560,0.0387087127432679,0.157271952315647,0.805727766204763,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10132,15,64029,-0.0060035755157652,0.158680858596573,0.969841201893004,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10133,15,64092,-0.0126438105753055,0.158281113810442,0.93637637922916,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10134,15,64169,-0.0045107859755768,0.157610356409239,0.977183947606491,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10135,15,65729,0.0081114149945983,0.157594421567466,0.958979966961989,YOL137W,BSC6,SGDID:S000005497,CDS,CDS,"""Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression""",Verified ORF
10136,15,65815,0.0081114149945983,0.157594421567466,0.958979966961989,YOL137W,BSC6,SGDID:S000005497,CDS,CDS,"""Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression""",Verified ORF
10137,15,66419,0.0247557159570204,0.15838858925157,0.87588799552129,YOL137W,BSC6,SGDID:S000005497,CDS,CDS,"""Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression""",Verified ORF
10138,15,66855,0.0096586580716648,0.157444321810854,0.951117976937912,YOL137W,BSC6,SGDID:S000005497,CDS,CDS,"""Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression""",Verified ORF
10139,15,67520,-0.0061887227669674,0.157926896822535,0.96876324166739,YOL137W,BSC6,SGDID:S000005497,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression""",Verified ORF
10140,15,68041,0.0405312555127036,0.156971824528744,0.796397475485351,YOL136C,PFK27,SGDID:S000005496,CDS,CDS,"""6-phosphofructo-2-kinase; catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate ; expression induced by glucose and sucrose ; transcriptional regulation involves protein kinase A""",Verified ORF
10141,15,68234,0.0067093629517273,0.157134786871498,0.965966304163967,YOL136C,PFK27,SGDID:S000005496,CDS,CDS,"""6-phosphofructo-2-kinase; catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate ; expression induced by glucose and sucrose ; transcriptional regulation involves protein kinase A""",Verified ORF
10142,15,68851,-0.195564400937948,0.156348531926639,0.21182732803327,YOL136C,PFK27,SGDID:S000005496,Close to 3'-UTR,Close to 3'-UTR,"""6-phosphofructo-2-kinase; catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate ; expression induced by glucose and sucrose ; transcriptional regulation involves protein kinase A""",Verified ORF
10143,15,69757,-0.205571266537693,0.161622471117562,0.204237924955066,YOL135C,MED7,SGDID:S000005495,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
10144,15,70217,-0.312652969644459,0.158226151482388,0.0489344272675633,YOL134C,YOL134C,SGDID:S000005494,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps HRT1 ; a verified gene that encodes an SCF ubiquitin ligase subunit""",Dubious ORF
10148,15,70894,-0.267281589822054,0.159079835300036,0.0938084043406138,YOL135C,MED7,SGDID:S000005495,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
10149,15,70941,-0.251317609665739,0.159624504957717,0.116283854663856,YOL135C,MED7,SGDID:S000005495,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
10150,15,70998,-0.127050923923198,0.160933736082014,0.430372499980452,YOL135C,MED7,SGDID:S000005495,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
10151,15,71038,-0.127095068636311,0.163976187349087,0.438809815519152,YOL135C,MED7,SGDID:S000005495,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
10153,15,71370,-0.1079807219347,0.163752487539418,0.510059751125599,YOL132W,GAS4,SGDID:S000005492,CDS,CDS,"""1,3-beta-glucanosyltransferase; involved with Gas2p in spore wall assembly; has similarity to Gas1p; localizes to the cell wall""",Verified ORF
10155,15,71659,-0.174378269402461,0.164469592604004,0.289757474420595,YOL132W,GAS4,SGDID:S000005492,CDS,CDS,"""1,3-beta-glucanosyltransferase; involved with Gas2p in spore wall assembly; has similarity to Gas1p; localizes to the cell wall""",Verified ORF
10168,15,79341,-0.174423562688667,0.164469456547365,0.289632017138234,YOL128C,YGK3,SGDID:S000005488,CDS,CDS,"""Protein kinase related to mammalian GSK-3 glycogen synthase kinases; GSK-3 homologs (Mck1p ; Rim11p ; Mrk1p ; Ygk3p) are involved in control of Msn2p-dependent transcription of stress responsive genes and in protein degradation; YGK3 has a paralog ; MCK1 ; that arose from the whole genome duplication""",Verified ORF
10169,15,82212,-0.166477742753116,0.16440112208418,0.311929819691951,YOL126C,MDH2,SGDID:S000005486,CDS,CDS,"""Cytoplasmic malate dehydrogenase; one of three isozymes that catalyze interconversion of malate and oxaloacetate; involved in the glyoxylate cycle and gluconeogenesis during growth on two-carbon compounds; interacts with Pck1p and Fbp1; mutation in human homolog MDH2 causes early-onset severe encephalopathy""",Verified ORF
10170,15,84544,-0.153290710437073,0.16373601663477,0.349806949402059,YOL125W,TRM13,SGDID:S000005485,CDS,CDS,"""2'-O-methyltransferase; responsible for modification of tRNA at position 4; C-terminal domain has similarity to Rossmann-fold (RFM) superfamily of RNA methyltransferases""",Verified ORF
10171,15,86266,-0.169865428797742,0.165681141580354,0.3059449036682,YOL124C,TRM11,SGDID:S000005484,CDS,CDS,"""Catalytic subunit of adoMet-dependent tRNA methyltransferase complex; required for the methylation of the guanosine nucleotide at position 10 (m2G10) in tRNAs; contains a THUMP domain and a methyltransferase domain; another complex member is Trm112p""",Verified ORF
10172,15,86295,-0.264033782322798,0.162142923349813,0.104331885707324,YOL124C,TRM11,SGDID:S000005484,CDS,CDS,"""Catalytic subunit of adoMet-dependent tRNA methyltransferase complex; required for the methylation of the guanosine nucleotide at position 10 (m2G10) in tRNAs; contains a THUMP domain and a methyltransferase domain; another complex member is Trm112p""",Verified ORF
10175,15,94074,-0.320884686042104,0.162702622371838,0.049365185461019,YOL120C,RPL18A,SGDID:S000005480,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L18A; intron of RPL18A pre-mRNA forms stem-loop structures that are a target for Rnt1p cleavage leading to degradation; homologous to mammalian ribosomal protein L18 ; no bacterial homolog; RPL18A has a paralog ; RPL18B ; that arose from the whole genome duplication""",Verified ORF
10176,15,96254,-0.32669630436582,0.16389572908259,0.0469959317248918,YOL119C,MCH4,SGDID:S000005479,CDS,CDS,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
10177,15,96613,-0.322634958886339,0.164119743758098,0.0500992599914823,YOL118C,YOL118C,SGDID:S000005478,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
10178,15,99518,-0.336373137235417,0.163755483838968,0.040700221005514,YOL116W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10179,15,99543,-0.312034933235319,0.164340742284207,0.0584182277252571,YOL116W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10180,15,100316,-0.324347317512396,0.164981624592379,0.0500865792159332,YOL116W,MSN1,SGDID:S000005476,CDS,CDS,"""Transcriptional activator; involved in regulation of invertase and glucoamylase expression ; invasive growth and pseudohyphal differentiation ; iron uptake ; chromium accumulation ; and response to osmotic stress; localizes to the nucleus; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
