SNP,Chr,Pos,Effect,SE,SNA4_VAC8_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10098,15,44170,0.143337609072494,0.125964522602202,0.255925429268252,YOL151W,GRE2,SGDID:S000005511,CDS,CDS,"""3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase; stress induced (osmotic ; ionic ; oxidative ; heat shock and heavy metals); regulated by the HOG pathway; restores resistance to glycolaldehyde by coupling reduction of glycolaldehyde to ethylene glycol and oxidation of NADPH to NADP+; protein abundance increases in response to DNA replication stress; methylglyoxal reductase (NADPH-dependent) is also known as D-lactaldehyde dehydrogenase""",Verified ORF
10099,15,44946,0.164808917825804,0.125966425218264,0.191603862024075,YOL149W,DCP1,SGDID:S000005509,CDS,CDS,"""Subunit of the Dcp1p-Dcp2p decapping enzyme complex; decapping complex removes the 5' cap structure from mRNAs prior to their degradation; enhances the activity of catalytic subunit Dcp2p; regulated by DEAD box protein Dhh1p; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
10100,15,45164,0.161713365760283,0.126197464208688,0.200883358026838,YOL149W,DCP1,SGDID:S000005509,CDS,CDS,"""Subunit of the Dcp1p-Dcp2p decapping enzyme complex; decapping complex removes the 5' cap structure from mRNAs prior to their degradation; enhances the activity of catalytic subunit Dcp2p; regulated by DEAD box protein Dhh1p; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
10101,15,45703,0.0528656396522087,0.129903995211871,0.684284522014518,YOL151W,GRE2,SGDID:S000005511,Close to 3'-UTR,Close to 3'-UTR,"""3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase; stress induced (osmotic ; ionic ; oxidative ; heat shock and heavy metals); regulated by the HOG pathway; restores resistance to glycolaldehyde by coupling reduction of glycolaldehyde to ethylene glycol and oxidation of NADPH to NADP+; protein abundance increases in response to DNA replication stress; methylglyoxal reductase (NADPH-dependent) is also known as D-lactaldehyde dehydrogenase""",Verified ORF
10102,15,46225,0.0422509421728667,0.127369294876514,0.740297556738165,YOL148C,SPT20,SGDID:S000005508,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay""",Verified ORF
10103,15,46508,0.048046388923368,0.127363475153829,0.706223161468902,YOL148C,SPT20,SGDID:S000005508,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay""",Verified ORF
10104,15,46512,0.013176638986494,0.127885361913896,0.917993882409949,YOL148C,SPT20,SGDID:S000005508,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay""",Verified ORF
10105,15,46521,0.0226990346900873,0.127752594978957,0.859076490925091,YOL148C,SPT20,SGDID:S000005508,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay""",Verified ORF
10106,15,46849,-0.0039984961698673,0.128637446235477,0.975220551604729,YOL148C,SPT20,SGDID:S000005508,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay""",Verified ORF
10107,15,47951,0.0014188369622585,0.12818728761687,0.99117507281183,YOL147C,PEX11,SGDID:S000005507,CDS,CDS,"""Peroxisomal protein required for medium-chain fatty acid oxidation; also required for peroxisome proliferation ; possibly by inducing membrane curvature; localization regulated by phosphorylation; transcription regulated by Adr1p and Pip2p-Oaf1p""",Verified ORF
10108,15,48688,0.131707778930347,0.126987308930589,0.300365284349449,YOL146W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10109,15,49703,0.0492982114407996,0.126454352895761,0.696882684194442,YOL145C,CTR9,SGDID:S000005505,CDS,CDS,"""Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes ; including cyclin genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats""",Verified ORF
10110,15,50419,0.129830328110779,0.128209445406679,0.311924555292797,YOL145C,CTR9,SGDID:S000005505,CDS,CDS,"""Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes ; including cyclin genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats""",Verified ORF
10111,15,50499,0.146317549750111,0.128903779243269,0.257107228550859,YOL145C,CTR9,SGDID:S000005505,CDS,CDS,"""Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes ; including cyclin genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats""",Verified ORF
10112,15,51177,0.113266361704315,0.127368219698461,0.374456742194162,YOL145C,CTR9,SGDID:S000005505,CDS,CDS,"""Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes ; including cyclin genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats""",Verified ORF
10113,15,51904,0.0895657907161871,0.128446478268976,0.486073749957914,YOL145C,CTR9,SGDID:S000005505,CDS,CDS,"""Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes ; including cyclin genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats""",Verified ORF
10115,15,55421,0.116001848533525,0.128010185831544,0.36545218571663,YOL142W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10117,15,57321,0.123425783295349,0.129100684542385,0.339704863703012,YOL141W,PPM2,SGDID:S000005501,CDS,CDS,"""AdoMet-dependent tRNA methyltransferase; also involved in methoxycarbonylation; required for the synthesis of wybutosine (yW) ; a modified guanosine found at the 3'-position adjacent to the anticodon of phe-tRNA; similarity to Ppm1p""",Verified ORF
10119,15,58174,0.192236709477174,0.129639622793518,0.13900525840518,YOL141W,PPM2,SGDID:S000005501,CDS,CDS,"""AdoMet-dependent tRNA methyltransferase; also involved in methoxycarbonylation; required for the synthesis of wybutosine (yW) ; a modified guanosine found at the 3'-position adjacent to the anticodon of phe-tRNA; similarity to Ppm1p""",Verified ORF
10120,15,58698,0.174721941589286,0.129082965658328,0.176741850268106,ETC2_NFR/NDR,,,Promoter,Promoter,,Promoter
10121,15,58935,0.167205699660904,0.128752309445093,0.194907740300806,YOL140W,ARG8,SGDID:S000005500,CDS,CDS,"""Acetylornithine aminotransferase; catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine""",Verified ORF
10122,15,59142,0.174278898480703,0.128821372921718,0.176962197689168,YOL140W,ARG8,SGDID:S000005500,CDS,CDS,"""Acetylornithine aminotransferase; catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine""",Verified ORF
10123,15,59919,0.175252694399265,0.128298989723248,0.172817691054697,YOL140W,ARG8,SGDID:S000005500,CDS,CDS,"""Acetylornithine aminotransferase; catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine""",Verified ORF
10125,15,60932,0.169809501542325,0.128625828174701,0.187629655023971,YOL139C,CDC33,SGDID:S000005499,CDS,CDS,"""Translation initiation factor eIF4E; mRNA cap binding protein and subunit of the mRNA cap-binding complex (eIF4F) along with eIF4A (Tif1p/Tif2p) and eIF4G (Tif4631p/Tif4632p) ; that mediates cap-dependent translation; required with eIF4G for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex (PIC) assembly; protein abundance increases in response to DNA replication stress; human homolog EIF4E can complement the cdc33 null mutant""",Verified ORF
10126,15,61012,0.173403816584288,0.128947527963501,0.179565293702406,YOL139C,CDC33,SGDID:S000005499,CDS,CDS,"""Translation initiation factor eIF4E; mRNA cap binding protein and subunit of the mRNA cap-binding complex (eIF4F) along with eIF4A (Tif1p/Tif2p) and eIF4G (Tif4631p/Tif4632p) ; that mediates cap-dependent translation; required with eIF4G for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex (PIC) assembly; protein abundance increases in response to DNA replication stress; human homolog EIF4E can complement the cdc33 null mutant""",Verified ORF
10127,15,62400,0.186602487527491,0.12855990188166,0.147533584297672,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10128,15,62490,0.18565263440471,0.128416268984119,0.14914587389386,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10129,15,62700,0.146815239325918,0.127648329916434,0.250859015487589,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10131,15,63560,0.152783984595068,0.127872391145286,0.232961056308621,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10132,15,64029,0.141168885786961,0.129049165938144,0.274737923882447,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10133,15,64092,0.110424020751614,0.128808957723907,0.391877455648821,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10134,15,64169,0.134703309266518,0.128195203273475,0.294084344188066,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10135,15,65729,0.121407707426874,0.128220156902498,0.344353183310523,YOL137W,BSC6,SGDID:S000005497,CDS,CDS,"""Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression""",Verified ORF
10136,15,65815,0.121407707426874,0.128220156902498,0.344353183310523,YOL137W,BSC6,SGDID:S000005497,CDS,CDS,"""Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression""",Verified ORF
