SNP,Chr,Pos,Effect,SE,HUG1_ALO1_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11177,16,69886,-0.154059057559723,0.175121319134199,0.379605379598021,YPL254W,HFI1,SGDID:S000006175,CDS,CDS,"""Adaptor protein required for structural integrity of the SAGA complex; a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions""",Verified ORF
11178,16,69892,-0.120070592016062,0.175114099510244,0.49337089135795,YPL254W,HFI1,SGDID:S000006175,CDS,CDS,"""Adaptor protein required for structural integrity of the SAGA complex; a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions""",Verified ORF
11179,16,70566,-0.13031694955539,0.172826201224826,0.451331075031105,YPL254W,HFI1,SGDID:S000006175,CDS,CDS,"""Adaptor protein required for structural integrity of the SAGA complex; a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions""",Verified ORF
11180,16,70846,-0.113112262267944,0.173703842168451,0.515354732169424,YPL254W,HFI1,SGDID:S000006175,CDS,CDS,"""Adaptor protein required for structural integrity of the SAGA complex; a histone acetyltransferase-coactivator complex that is involved in global regulation of gene expression through acetylation and transcription functions""",Verified ORF
11181,16,73035,-0.178865228771559,0.173418160142618,0.303054719206727,ARS1605,ARS1605,SGDID:S000118412,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
11182,16,73826,-0.160034575109532,0.173635422302712,0.357330161330923,YPL252C,YAH1,SGDID:S000006173,CDS,CDS,"""Ferredoxin of the mitochondrial matrix; required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; human homolog FDX1L can complement yeast by allowing growth during down-regulation of yeast YAH1""",Verified ORF
11185,16,74744,-0.21854135107743,0.174469269192238,0.211178108125902,YPL252C,YAH1,SGDID:S000006173,Close to 3'-UTR,Close to 3'-UTR,"""Ferredoxin of the mitochondrial matrix; required for formation of cellular iron-sulfur proteins; involved in heme A biosynthesis; human homolog FDX1L can complement yeast by allowing growth during down-regulation of yeast YAH1""",Verified ORF
11186,16,74823,-0.182990061722094,0.173700615211446,0.29284177149948,YPL250C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11187,16,75046,-0.187553128717559,0.173478179578379,0.280375626511469,YPL250C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11188,16,75389,-0.223341866566486,0.172955140077089,0.197434804491654,SUT392,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11189,16,75921,-0.213203211178798,0.173285975143254,0.219383570758005,YPL249C-A,RPL36B,SGDID:S000006438,CDS,CDS,"""Ribosomal 60S subunit protein L36B; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L36 ; no bacterial homolog; RPL36B has a paralog ; RPL36A ; that arose from the whole genome duplication""",Verified ORF
11190,16,76550,-0.13064244180064,0.175255070728027,0.456500784602225,CUT402_NFR/NDR,,,Promoter,Promoter,,Promoter
11192,16,76573,-0.111790371989025,0.177655256483083,0.529589456421715,CUT402_NFR/NDR,,,Promoter,Promoter,,Promoter
11194,16,77714,0.0777585387739163,0.172852934800785,0.653092020734428,CUT402,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
11195,16,77752,0.056901824085422,0.172799510366267,0.742128849160158,CUT402,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
11196,16,78094,0.0801980374441749,0.174123216829844,0.645382059514824,CUT402,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
11197,16,78301,0.030338372165062,0.173878378956761,0.861587944062457,CUT402,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
11198,16,78839,0.0835002080491345,0.173912505263374,0.631433982179357,CUT402,,,Unstable transcript,CUT,ncRNA_STM,Unstable transcript
11199,16,82484,0.0257870221746998,0.17555461630169,0.883303577649505,YNCP0002W,YNCP0002W,SGDID:S000303815,Non-coding RNA,ncRNA_gene,"""Antisense to GAL4/YPL248C; influences expression of GAL4 mRNA""",ncRNA_gene
11200,16,83222,-0.101350653624676,0.172741842203798,0.557768502869876,YPL247C,YPL247C,SGDID:S000006168,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; similar to the petunia WD repeat protein an11; overexpression causes a cell cycle delay or arrest""",Uncharacterized ORF
11201,16,83512,-0.101840207782414,0.172817489966068,0.55604140752945,YPL247C,YPL247C,SGDID:S000006168,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and nucleus; similar to the petunia WD repeat protein an11; overexpression causes a cell cycle delay or arrest""",Uncharacterized ORF
11203,16,86230,0.0051201351915875,0.173360200903608,0.976454864156027,YPL245W,YPL245W,SGDID:S000006166,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to both the nucleus and the cytoplasm""",Uncharacterized ORF
11204,16,87193,0.0043400608068102,0.173310727247917,0.980035550500427,YPL244C,HUT1,SGDID:S000006165,CDS,CDS,"""Protein with a role in UDP-galactose transport to the Golgi lumen; has similarity to human UDP-galactose transporter UGTrel1 ; exhibits a genetic interaction with S. cerevisiae ERO1""",Verified ORF
11205,16,89859,-0.0277431217249686,0.173299089303801,0.872903241626549,YPL243W,SRP68,SGDID:S000006164,CDS,CDS,"""Core component of the signal recognition particle (SRP) complex; SRP complex functions in targeting nascent secretory proteins to the endoplasmic reticulum (ER) membrane; relocalizes from cytoplasm to the nuclear periphery upon DNA replication stress""",Verified ORF
11206,16,92234,0.0587880172100733,0.173277131487117,0.734606848305639,YPL242C,IQG1,SGDID:S000006163,CDS,CDS,"""Actin filament binding protein that enhances actin ring formation; IQGAP family member required for assembly and contraction of the AMR ; prior to cytokinesis; localizes to the contractile ring during anaphase in an Mlc1p-dependent manner ; recruiting Myo1p and Hof1p to the site ; and promoting cytokinetic core complex assembly; specifies bud-site selection ; localizing axial markers Bud4p and Cdc12p; regulated by Cdc28p; relocalizes from the bud neck to the cytoplasm upon replication stress""",Verified ORF
11207,16,92791,0.0358728265479552,0.172565084581167,0.835442560837498,YPL242C,IQG1,SGDID:S000006163,CDS,CDS,"""Actin filament binding protein that enhances actin ring formation; IQGAP family member required for assembly and contraction of the AMR ; prior to cytokinesis; localizes to the contractile ring during anaphase in an Mlc1p-dependent manner ; recruiting Myo1p and Hof1p to the site ; and promoting cytokinetic core complex assembly; specifies bud-site selection ; localizing axial markers Bud4p and Cdc12p; regulated by Cdc28p; relocalizes from the bud neck to the cytoplasm upon replication stress""",Verified ORF
11208,16,93959,0.0351650734823993,0.172921031434591,0.838971501755446,YPL242C,IQG1,SGDID:S000006163,CDS,CDS,"""Actin filament binding protein that enhances actin ring formation; IQGAP family member required for assembly and contraction of the AMR ; prior to cytokinesis; localizes to the contractile ring during anaphase in an Mlc1p-dependent manner ; recruiting Myo1p and Hof1p to the site ; and promoting cytokinetic core complex assembly; specifies bud-site selection ; localizing axial markers Bud4p and Cdc12p; regulated by Cdc28p; relocalizes from the bud neck to the cytoplasm upon replication stress""",Verified ORF
11209,16,96065,0.0780840430774186,0.173765383523595,0.65344430826913,SUT395,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
11210,16,100561,0.194399659074954,0.174490786514013,0.265995564900796,YPL238C,YPL238C,SGDID:S000006159,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps 5' end of the verified essential gene SUI3/YPL237W""",Dubious ORF
11211,16,101574,0.244080623417906,0.171857653711455,0.156417864278069,YPL238C,YPL238C,SGDID:S000006159,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps 5' end of the verified essential gene SUI3/YPL237W""",Dubious ORF
11212,16,103110,0.147060663171724,0.17420395261428,0.399136806045039,YPL235W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11214,16,105267,0.177098048708891,0.172315314181959,0.304768466700866,YPL234C,VMA11,SGDID:S000006155,CDS,CDS,"""Vacuolar ATPase V0 domain subunit c'; involved in proton transport activity; hydrophobic integral membrane protein (proteolipid) containing four transmembrane segments; N and C termini are in the vacuolar lumen""",Verified ORF
11215,16,105336,0.182209064293526,0.172058643642555,0.290326621371976,YPL234C,VMA11,SGDID:S000006155,CDS,CDS,"""Vacuolar ATPase V0 domain subunit c'; involved in proton transport activity; hydrophobic integral membrane protein (proteolipid) containing four transmembrane segments; N and C termini are in the vacuolar lumen""",Verified ORF
11216,16,110992,0.0207677261922873,0.173558219050122,0.904821700864619,YPL231W,FAS2,SGDID:S000006152,CDS,CDS,"""Alpha subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains the acyl-carrier protein domain and beta-ketoacyl reductase ; beta-ketoacyl synthase and self-pantetheinylation activities""",Verified ORF
11217,16,114578,0.0744667510836893,0.172799696989668,0.666773130800963,YPL231W,FAS2,SGDID:S000006152,Close to 3'-UTR,Close to 3'-UTR,"""Alpha subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains the acyl-carrier protein domain and beta-ketoacyl reductase ; beta-ketoacyl synthase and self-pantetheinylation activities""",Verified ORF
11218,16,115153,-0.0042583678957033,0.173827416543187,0.980469478915567,YPL231W,FAS2,SGDID:S000006152,Close to 3'-UTR,Close to 3'-UTR,"""Alpha subunit of fatty acid synthetase; complex catalyzes the synthesis of long-chain saturated fatty acids; contains the acyl-carrier protein domain and beta-ketoacyl reductase ; beta-ketoacyl synthase and self-pantetheinylation activities""",Verified ORF
11219,16,116214,0.0656533616314653,0.173279777025027,0.704999963173619,YPL230W,USV1,SGDID:S000006151,CDS,CDS,"""Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources ; response to salt stress and cell wall biosynthesis; USV1 has a paralog ; RGM1 ; that arose from the whole genome duplication""",Verified ORF
11220,16,116322,0.0735087284122928,0.174060408229097,0.673050509781187,YPL230W,USV1,SGDID:S000006151,CDS,CDS,"""Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources ; response to salt stress and cell wall biosynthesis; USV1 has a paralog ; RGM1 ; that arose from the whole genome duplication""",Verified ORF
11221,16,116373,0.0453159884724465,0.174587635475723,0.795354407818965,YPL230W,USV1,SGDID:S000006151,CDS,CDS,"""Putative transcription factor containing a C2H2 zinc finger; mutation affects transcriptional regulation of genes involved in growth on non-fermentable carbon sources ; response to salt stress and cell wall biosynthesis; USV1 has a paralog ; RGM1 ; that arose from the whole genome duplication""",Verified ORF
11222,16,116826,0.0536895014154891,0.173258441953655,0.756834295885477,YPL229W_NFR/NDR,,,Promoter,Promoter,,Promoter
11223,16,117063,0.0196207205200173,0.176079582311939,0.911337925418732,YPL229W_NFR/NDR,,,Promoter,Promoter,,Promoter
11224,16,117072,0.0670951356346373,0.174196193631267,0.700343497746702,YPL229W,YPL229W,SGDID:S000006150,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog ; YMR181C ; that arose from the whole genome duplication""",Uncharacterized ORF
11229,16,117654,0.0738585626906836,0.173554532020119,0.670684899721158,YPL229W,YPL229W,SGDID:S000006150,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog ; YMR181C ; that arose from the whole genome duplication""",Uncharacterized ORF
11230,16,117985,0.115695900912793,0.174485824725388,0.507719986426401,YPL229W,YPL229W,SGDID:S000006150,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog ; YMR181C ; that arose from the whole genome duplication""",Uncharacterized ORF
11231,16,118215,0.142974132377111,0.174661233046253,0.413578523749644,YPL228W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11232,16,118252,0.0682489572716129,0.175070865646309,0.696892790384765,YPL228W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11233,16,118322,0.0683302033191631,0.175866493010602,0.69785474256348,YPL229W,YPL229W,SGDID:S000006150,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; not an essential gene; YPL229W has a paralog ; YMR181C ; that arose from the whole genome duplication""",Uncharacterized ORF
11234,16,118512,0.0721711326874553,0.174844060670888,0.680022584849761,YPL228W,CET1,SGDID:S000006149,CDS,CDS,"""RNA 5'-triphosphatase involved in mRNA 5' capping; subunit of mRNA capping enzyme ; which is a heterotetramer composed of a Cet1p homodimer and two molecules of guanylyltransferase Ceg1p; Cet1p also has a role in regulation of RNAPII pausing at promoter-proximal sites; interaction between Cet1p and Ceg1p is required for Ceg1p nuclear import; mammalian enzyme is single bifunctional polypeptide; human homolog RNGTT can complement yeast cet1 null mutant""",Verified ORF
11235,16,120319,0.0953716866048219,0.173611999815809,0.583120780471729,YPL227C,ALG5,SGDID:S000006148,CDS,CDS,"""UDP-glucose:dolichyl-phosphate glucosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum; human ortholog ALG5 can partially complement yeast alg5 mutant""",Verified ORF
11236,16,121298,0.126034361760028,0.173105359203307,0.467047954556075,YPL227C,ALG5,SGDID:S000006148,Close to 3'-UTR,Close to 3'-UTR,"""UDP-glucose:dolichyl-phosphate glucosyltransferase; involved in asparagine-linked glycosylation in the endoplasmic reticulum; human ortholog ALG5 can partially complement yeast alg5 mutant""",Verified ORF
11237,16,122212,0.16728371690832,0.173421802907891,0.335402520063093,YPL226W,NEW1,SGDID:S000006147,CDS,CDS,"""Translation termination and ribosome biogenesis factor; ATP binding cassette protein that cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction""",Verified ORF
11238,16,125144,0.222063300247633,0.172428263257478,0.198638640958099,YPL226W,NEW1,SGDID:S000006147,CDS,CDS,"""Translation termination and ribosome biogenesis factor; ATP binding cassette protein that cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction""",Verified ORF
11239,16,125464,0.175292806473917,0.172810804607156,0.311104537991941,YPL226W,NEW1,SGDID:S000006147,Close to 3'-UTR,Close to 3'-UTR,"""Translation termination and ribosome biogenesis factor; ATP binding cassette protein that cosediments with polysomes and is required for biogenesis of the small ribosomal subunit; Asn/Gln-rich rich region supports [NU+] prion formation and susceptibility to [PSI+] prion induction""",Verified ORF
