SNP,Chr,Pos,Effect,SE,ERG27_ACF2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11619,16,501341,-0.0081186262328359,0.0917712064083365,0.929556518792239,YPL026C,SKS1,SGDID:S000005947,CDS,CDS,"""Putative serine/threonine protein kinase; involved in the adaptation to low concentrations of glucose independent of the SNF3 regulated pathway; SKS1 has a paralog ; VHS1 ; that arose from the whole genome duplication""",Verified ORF
11620,16,502064,-0.0162985702361283,0.0922375593896964,0.859843728628359,YPL026C,SKS1,SGDID:S000005947,CDS,CDS,"""Putative serine/threonine protein kinase; involved in the adaptation to low concentrations of glucose independent of the SNF3 regulated pathway; SKS1 has a paralog ; VHS1 ; that arose from the whole genome duplication""",Verified ORF
11621,16,503488,0.0712024010060025,0.0925285906680618,0.442100563824598,YPL025C,YPL025C,SGDID:S000005946,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
11622,16,504270,0.124383757057715,0.0920574101436832,0.177511373165193,YPL024W,RMI1,SGDID:S000005945,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RecQ (Sgs1p) - Topo III (Top3p) complex; stimulates superhelical relaxing ; DNA catenation/decatenation and ssDNA binding activities of Top3p; involved in response to DNA damage; functions in S phase-mediated cohesion establishment via a pathway involving the Ctf18-RFC complex and Mrc1p; stimulates Top3p DNA catenation/decatenation activity; null mutants display increased rates of recombination and delayed S phase""",Verified ORF
11623,16,505268,0.0764764040621528,0.0917280621866493,0.404997145212002,YPL023C,MET12,SGDID:S000005944,CDS,CDS,"""Protein with MTHFR activity in vitro; null mutant has no phenotype and is prototrophic for methionine; MET13 encodes major isozyme of methylenetetrahydrofolate reductase (MTHFR)""",Verified ORF
11624,16,506544,0.102427012657477,0.091941604617194,0.266018170726222,YPL022W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11626,16,508190,0.0536111215121553,0.0926548021785369,0.563220413175187,YPL022W,RAD1,SGDID:S000005943,CDS,CDS,"""Single-stranded DNA endonuclease (with Rad10p); cleaves single-stranded DNA during nucleotide excision repair and double-strand break repair; subunit of Nucleotide Excision Repair Factor 1 (NEF1); homolog of human XPF protein""",Verified ORF
11627,16,511467,0.0679561241862301,0.0922637325466454,0.461890046471735,YPL021W,ECM23,SGDID:S000005942,CDS,CDS,"""Non-essential protein of unconfirmed function; affects pre-rRNA processing ; may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p""",Verified ORF
11628,16,511586,0.0594428406450219,0.0936665902569472,0.526086321871776,YPL021W,ECM23,SGDID:S000005942,CDS,CDS,"""Non-essential protein of unconfirmed function; affects pre-rRNA processing ; may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p""",Verified ORF
11629,16,511956,0.0743711250941305,0.0931575231699933,0.425211534787653,YPL021W,ECM23,SGDID:S000005942,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential protein of unconfirmed function; affects pre-rRNA processing ; may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p""",Verified ORF
11630,16,514485,0.0964000983881939,0.0945023900349607,0.308388608342896,YPL020C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11631,16,516172,0.059435451451797,0.092460528806459,0.520758390269483,YPL019C,VTC3,SGDID:S000005940,CDS,CDS,"""Regulatory subunit of the vacuolar transporter chaperone (VTC) complex; involved in membrane trafficking ; vacuolar polyphosphate accumulation ; microautophagy and non-autophagic vacuolar fusion; VTC3 has a paralog ; VTC2 ; that arose from the whole genome duplication""",Verified ORF
11632,16,518590,0.0041695130482142,0.0922569698041311,0.96397778647184,YPL018W,CTF19,SGDID:S000005939,CDS,CDS,"""Outer kinetochore protein ; needed for accurate chromosome segregation; component of kinetochore sub-complex COMA (Ctf19p ; Okp1p ; Mcm21p ; Ame1p) that functions as platform for kinetochore assembly; required for spindle assembly checkpoint; minimizes potentially deleterious centromere-proximal crossovers by preventing meiotic DNA break formation proximal to centromere; homolog of human centromere constitutive-associated network (CCAN) subunit CENP-P and fission yeast fta2""",Verified ORF
11633,16,520551,-0.0271370278099214,0.0921472630388477,0.768551796573487,YPL016W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11634,16,521626,-0.0545699524386816,0.0926147841704515,0.55609442862747,YPL016W,SWI1,SGDID:S000005937,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11640,16,523110,0.0245127751744386,0.0927506615558461,0.79171316534274,YPL016W,SWI1,SGDID:S000005937,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11641,16,523235,0.0425933691146086,0.0919335355418077,0.643430479209476,YPL016W,SWI1,SGDID:S000005937,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11643,16,525073,-0.0045556318539533,0.0918737235672691,0.960480508693839,YPL016W,SWI1,SGDID:S000005937,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11644,16,525661,-0.0165040139013959,0.0928623445886969,0.859040436289946,YPL016W,SWI1,SGDID:S000005937,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11645,16,526381,-0.0075954956640084,0.0916246928958471,0.933979701678061,YPL015C,HST2,SGDID:S000005936,CDS,CDS,"""Cytoplasmic NAD(+)-dependent protein deacetylase; deacetylation targets are primarily cytoplasmic proteins; member of the silencing information regulator 2 (Sir2) family of NAD(+)-dependent protein deacetylases; modulates nucleolar (rDNA) and telomeric silencing; possesses NAD(+)-dependent histone deacetylase activity in vitro; contains a nuclear export signal (NES); function regulated by its nuclear export""",Verified ORF
11646,16,526392,-0.0181435917083019,0.0916904483425167,0.84325382708555,YPL015C,HST2,SGDID:S000005936,CDS,CDS,"""Cytoplasmic NAD(+)-dependent protein deacetylase; deacetylation targets are primarily cytoplasmic proteins; member of the silencing information regulator 2 (Sir2) family of NAD(+)-dependent protein deacetylases; modulates nucleolar (rDNA) and telomeric silencing; possesses NAD(+)-dependent histone deacetylase activity in vitro; contains a nuclear export signal (NES); function regulated by its nuclear export""",Verified ORF
11647,16,532338,0.0928579536973518,0.093727171947626,0.322497957667247,YPL012W,RRP12,SGDID:S000005933,CDS,CDS,"""Protein required for export of the ribosomal subunits; associates with the RNA components of the pre-ribosomes; has a role in nuclear import in association with Pse1p; also plays a role in the cell cycle and the DNA damage response; contains HEAT-repeats""",Verified ORF
11649,16,533665,0.0765527106315823,0.0931456080907073,0.411710958137639,YPL011C,TAF3,SGDID:S000005932,CDS,CDS,"""TFIID subunit (47 kDa); involved in promoter binding and RNA polymerase II transcription initiation""",Verified ORF
11650,16,534748,0.0935867976458407,0.0922897860097198,0.31125167293627,YPL010W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11651,16,535073,0.0848520571277942,0.092588650516661,0.360061168379421,YPL010W,RET3,SGDID:S000005931,CDS,CDS,"""Zeta subunit of the coatomer complex (COPI); COPI coats Golgi-derived transport vesicles; involved in retrograde transport between Golgi and ER""",Verified ORF
11653,16,535986,0.0835202324286755,0.0930481427397342,0.370009360372148,YPL009C,RQC2,SGDID:S000005930,CDS,CDS,"""Component of Ribosome Quality Control (RQC) complex ; which is a ribosome-bound complex required for degradation of polypeptides arising from stalled translation; recruits alanine- and threonine-charged tRNA to the A site and directs the elongation of nascent chains independently of mRNA or 40S subunits; monitors translation stress and signals this to Hsf1p""",Verified ORF
11655,16,537435,0.092414288328213,0.0936791009718199,0.324564251792834,YPL009C,RQC2,SGDID:S000005930,CDS,CDS,"""Component of Ribosome Quality Control (RQC) complex ; which is a ribosome-bound complex required for degradation of polypeptides arising from stalled translation; recruits alanine- and threonine-charged tRNA to the A site and directs the elongation of nascent chains independently of mRNA or 40S subunits; monitors translation stress and signals this to Hsf1p""",Verified ORF
11656,16,538056,0.0847733232240805,0.0935965201562073,0.365695732021421,YPL009C,RQC2,SGDID:S000005930,CDS,CDS,"""Component of Ribosome Quality Control (RQC) complex ; which is a ribosome-bound complex required for degradation of polypeptides arising from stalled translation; recruits alanine- and threonine-charged tRNA to the A site and directs the elongation of nascent chains independently of mRNA or 40S subunits; monitors translation stress and signals this to Hsf1p""",Verified ORF
11657,16,539109,0.172466771698137,0.092700889979334,0.0636511340407915,YPL008W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11658,16,544393,0.166048090288361,0.0923636607264659,0.0730687967491524,XUT_16F-213,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11659,16,546787,0.14531520031566,0.0930985441180285,0.119449257857052,YPL006W,NCR1,SGDID:S000005927,CDS,CDS,"""Vacuolar membrane protein involved with Npc2p in sterol trafficking; transits through the biosynthetic vacuolar protein sorting pathway ; involved in sphingolipid metabolism; cells lacking Ncr1p exhibit high levels of long chain bases (LCB) ; similar to the accumulation of high amounts of lipids observed in patients with Neimann-Pick C ; a disease caused by loss-of-function mutations in NPC1 ; the functional ortholog of Ncr1p""",Verified ORF
11660,16,549715,0.16121200898071,0.0925721602330257,0.0824716622375098,YPL005W,AEP3,SGDID:S000005926,CDS,CDS,"""Peripheral mitochondrial inner membrane protein; may facilitate use of unformylated tRNA-Met in mitochondrial translation initiation; stabilizes the bicistronic AAP1-ATP6 mRNA""",Verified ORF
11661,16,550659,0.140120530781762,0.0928552536534801,0.132187909590542,YPL004C,LSP1,SGDID:S000005925,CDS,CDS,"""Eisosome core component; eisosomes are large immobile patch structures at the cell cortex associated with endocytosis; phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; member of the BAR domain family""",Verified ORF
11662,16,552419,0.18162062106063,0.0926905946692234,0.0508492392571961,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11663,16,552585,0.136193372535428,0.0930217615332329,0.144055946101273,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11664,16,552949,0.146693392694881,0.0926748881543899,0.114343897455745,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11665,16,553071,0.156397636554454,0.093073225671093,0.0937696136527684,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11666,16,553465,0.130214839258093,0.0951970871656539,0.172230798099369,YPL003W,ULA1,SGDID:S000005924,Close to 3'-UTR,Close to 3'-UTR,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11667,16,554350,0.177556079835209,0.0927753142859164,0.0564504532562157,YPL001W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11668,16,554689,0.164434300908456,0.0925698524345976,0.0765403364595483,YPL001W,HAT1,SGDID:S000005922,CDS,CDS,"""Catalytic subunit of the Hat1p-Hat2p histone acetyltransferase complex; uses the cofactor acetyl coenzyme A to acetylate free nuclear and cytoplasmic histone H4; involved in telomeric silencing and DNA double-strand break repair""",Verified ORF
11669,16,555419,0.150034640352909,0.0926253752686191,0.106168089847236,YPL001W,HAT1,SGDID:S000005922,CDS,CDS,"""Catalytic subunit of the Hat1p-Hat2p histone acetyltransferase complex; uses the cofactor acetyl coenzyme A to acetylate free nuclear and cytoplasmic histone H4; involved in telomeric silencing and DNA double-strand break repair""",Verified ORF
11670,16,556778,0.154051001814153,0.0924339171967135,0.0964795881502387,YPR001W,CIT3,SGDID:S000006205,CDS,CDS,"""Dual specificity mitochondrial citrate and methylcitrate synthase; catalyzes the condensation of acetyl-CoA and oxaloacetate to form citrate and that of propionyl-CoA and oxaloacetate to form 2-methylcitrate""",Verified ORF
11671,16,558975,0.149534836795982,0.0922703101819966,0.10599269499367,YPR002W,PDH1,SGDID:S000006206,CDS,CDS,"""Putative 2-methylcitrate dehydratase; mitochondrial protein that participates in respiration; induced by diauxic shift; homologous to E. coli PrpD ; may take part in the conversion of 2-methylcitrate to 2-methylisocitrate""",Verified ORF
