SNP,Chr,Pos,Effect,SE,SSH1_ORM2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10455,15,379384,-0.0365412429418357,0.0761757008088789,0.631740046840821,YOR025W,HST3,SGDID:S000005551,CDS,CDS,"""Sirtuin ; histone H3 deacetylase; involved along with Hst4p in telomeric silencing ; cell cycle progression ; radiation resistance ; genomic stability and short-chain fatty acid metabolism; member of the Sir2 family of NAD(+)-dependent protein deacetylases""",Verified ORF
10456,15,381987,-0.0410685496903078,0.0760075258552452,0.589315615575176,YOR027W,STI1,SGDID:S000005553,CDS,CDS,"""Evolutionarily-conserved Hsp90 cochaperone; regulates spatial organization of amyloid-like proteins in the cytosol ; thereby buffering the proteotoxicity caused by amyloid-like proteins; interacts with the Ssa group of the cytosolic Hsp70 chaperones and activates Ssa1p ATPase activity; interacts with Hsp90 chaperones and inhibits their ATPase activity; homolog of mammalian Hop""",Verified ORF
10457,15,382511,-0.0601034227281076,0.0765869949458839,0.433112883258947,YOR027W,STI1,SGDID:S000005553,CDS,CDS,"""Evolutionarily-conserved Hsp90 cochaperone; regulates spatial organization of amyloid-like proteins in the cytosol ; thereby buffering the proteotoxicity caused by amyloid-like proteins; interacts with the Ssa group of the cytosolic Hsp70 chaperones and activates Ssa1p ATPase activity; interacts with Hsp90 chaperones and inhibits their ATPase activity; homolog of mammalian Hop""",Verified ORF
10458,15,383674,-0.0088743356541083,0.0765801176995019,0.907811143666162,YOR028C,CIN5,SGDID:S000005554,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor of the yAP-1 family; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; mediates pleiotropic drug resistance and salt tolerance; nuclearly localized under oxidative stress and sequestered in the cytoplasm by Lot6p under reducing conditions; CIN5 has a paralog ; YAP6 ; that arose from the whole genome duplication""",Verified ORF
10460,15,385480,0.0078936674492092,0.07628998422337,0.917649310650961,YOR029W,YOR029W,SGDID:S000005555,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YOR029W is not an essential gene""",Uncharacterized ORF
10465,15,389923,0.0186871587966045,0.0762408256246548,0.806516022477127,YOR032C,HMS1,SGDID:S000005558,CDS,CDS,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10466,15,390617,0.0090051228827514,0.0766448621605894,0.906537368730708,YOR032C,HMS1,SGDID:S000005558,CDS,CDS,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10467,15,390618,0.0153482775502605,0.0766086661276042,0.841324976652423,YOR032C,HMS1,SGDID:S000005558,CDS,CDS,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10468,15,390621,-0.018161668238136,0.0772618842273044,0.814293544134235,YOR032C,HMS1,SGDID:S000005558,CDS,CDS,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10469,15,392113,0.074168765550869,0.0760144509335356,0.329871758276869,YOR032W-A,YOR032W-A,SGDID:S000028710,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; SWAT-GFP and seamless-GFP fusion proteins localize to the endoplasmic reticulum; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
10470,15,392353,0.0461839897376751,0.0760475370206244,0.544039485000761,YOR032W-A,YOR032W-A,SGDID:S000028710,CDS,CDS,"""Protein of unknown function; SWAT-GFP and seamless-GFP fusion proteins localize to the endoplasmic reticulum; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
10471,15,393541,0.0932897886560517,0.0755839542931384,0.217929356458029,YOR033C,EXO1,SGDID:S000005559,CDS,CDS,"""5'-3' exonuclease and flap-endonuclease; involved in recombination ; double-strand break repair ; MMS2 error-free branch of the post replication (PRR) pathway and DNA mismatch repair; role in telomere maintenance; member of the Rad2p nuclease family ; with conserved N and I nuclease domains; relative distribution to the nucleus increases upon DNA replication stress; EXO1 has a paralog ; DIN7 ; that arose from the whole genome duplication""",Verified ORF
10472,15,394456,0.0720077045369171,0.0755271526253429,0.341039037915331,YOR033C,EXO1,SGDID:S000005559,CDS,CDS,"""5'-3' exonuclease and flap-endonuclease; involved in recombination ; double-strand break repair ; MMS2 error-free branch of the post replication (PRR) pathway and DNA mismatch repair; role in telomere maintenance; member of the Rad2p nuclease family ; with conserved N and I nuclease domains; relative distribution to the nucleus increases upon DNA replication stress; EXO1 has a paralog ; DIN7 ; that arose from the whole genome duplication""",Verified ORF
10473,15,397092,0.0331257343831802,0.0762348357055469,0.664174712601456,YOR034C,AKR2,SGDID:S000005560,Close to 3'-UTR,Close to 3'-UTR,"""Ankyrin repeat-containing protein; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; possibly involved in constitutive endocytosis of Ste3p; AKR2 has a paralog ; AKR1 ; that arose from the whole genome duplication""",Verified ORF
10475,15,408490,0.024165861538042,0.0764159307520412,0.752006390482018,YOR041C,YOR041C,SGDID:S000005567,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the uncharacterized gene CUE5; deletion in cyr1 mutant results in loss of stress resistance""",Dubious ORF
10476,15,409351,0.0768891429842708,0.0771550441772415,0.319663820434496,YOR042W,CUE5,SGDID:S000005568,CDS,CDS,"""Ubiquitin-binding protein; functions as ubiquitin-Atg8p adaptor in ubiquitin-dependent autophagy; serves as proteaphagy receptor for inactivated 26S proteasomes; contains CUE domain that binds ubiquitin ; which may facilitate intramolecular monoubiquitination; CUE5 has a paralog ; DON1 ; that arose from the whole genome duplication; human TOLLIP is a functional CUE-domain homolog ; can complement yeast null mutant ; rescuing hypersensitivity of cue5 null mutant cells to Htt-96Q""",Verified ORF
10477,15,411919,0.0758156623266329,0.0760080303633451,0.319220109617513,YOR043W,WHI2,SGDID:S000005569,CDS,CDS,"""Negative regulator of TORC1 in response to limiting leucine; suppresses TORC1 activity with binding partners Psr1p/Psr2p ; acting in parallel with SEACIT; regulates cell cycle arrest in stationary phase; inhibits Ras-cAMP-PKA regulation of apoptosis during nutrient depletion; required with Psr1p for activation of the general stress response; role in rapamycin-induced mitophagy; localizes to the cell periphery; human tumor suppressor and Whi2-like protein KCTD11 functionally complements the null""",Verified ORF
10478,15,412551,0.0648050754102809,0.0756742679751101,0.392374809238799,YOR044W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10480,15,413284,-0.0528470117292197,0.0756767339793584,0.485433270685991,YOR044W,IRC23,SGDID:S000005570,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion localizes to the ER; null mutant displays increased levels of spontaneous Rad52p foci; IRC23 has a paralog ; BSC2 ; that arose from the whole genome duplication""",Verified ORF
10481,15,414582,-0.0400104054052238,0.0758071683397969,0.597975409410231,YOR046C,DBP5,SGDID:S000005572,CDS,CDS,"""Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family; involved in mRNA export from the nucleus ; remodeling messenger ribonucleoprotein particles (mRNPs) ; with ATPase activity stimulated by Gle1p ; IP6 and Nup159p; involved in translation termination along with Sup45p (eRF1); role in the cellular response to heat stress""",Verified ORF
10483,15,421830,-0.0495917562345214,0.0768830940649123,0.519327960331053,YOR048C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10484,15,422359,-0.0333855006808148,0.0758138587597925,0.659944866765316,SUT366_NFR/NDR,,,Promoter,Promoter,,Promoter
10485,15,422808,-0.0448277280877536,0.0760117702143638,0.555737431940801,SUT366,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10486,15,424272,0.0221337023432384,0.079866691648788,0.781840135292938,SUT366,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10487,15,425338,-0.0378666030499333,0.0758222634619298,0.617799772979577,YOR051C,ETT1,SGDID:S000005577,CDS,CDS,"""Nuclear protein that inhibits replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts; deletion increases stop codon readthrough""",Verified ORF
10490,15,427668,-0.0266787766517066,0.0759281392204196,0.725521337715124,YOR052C,TMC1,SGDID:S000005578,Close to 3'-UTR,Close to 3'-UTR,"""AN1-type zinc finger protein ; effector of proteotoxic stress response; stress-inducible transcriptional target of Rpn4p; induced by nitrogen limitation ; weak acid ; misfolded proteins; short-lived protein ; degraded by proteasome; may protect cells from trivalent metalloid induced proteotoxicity; contains PACE promoter element; ortholog of human AIRAP ; which stimulates proteasome activity in response to arsenic; protein abundance increases under DNA replication stress""",Verified ORF
10495,15,430047,-0.043902152715388,0.075702470354272,0.562331613719961,YOR054C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10496,15,433993,-0.0138105473620616,0.0764011782080618,0.856656918533784,YOR058C,ASE1,SGDID:S000005584,CDS,CDS,"""Mitotic spindle midzone-localized microtubule bundling protein; microtubule-associated protein (MAP) family member; required for spindle elongation and stabilization; undergoes cell cycle-regulated degradation by anaphase promoting complex; potential Cdc28p substrate; relative distribution to microtubules decreases upon DNA replication stress""",Verified ORF
10498,15,441176,-0.0045878619836555,0.0761576735070042,0.951997284628128,YOR061W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10500,15,443566,-0.0063475539429635,0.0762721220068018,0.933721822867887,YOR062C,YOR062C,SGDID:S000005588,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YOR062C has a paralog ; YKR075C ; that arose from the whole genome duplication""",Uncharacterized ORF
10501,15,443890,0.011500611711472,0.0760364864889411,0.879863941394504,YOR062C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10502,15,446521,0.0421302585651508,0.0765616878545689,0.582476326535672,YOR064C,YNG1,SGDID:S000005590,CDS,CDS,"""Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3; shares significant sequence identity with the human candidate tumor suppressor p33-ING1 in C-terminal region""",Verified ORF
10503,15,446992,0.0093569153101176,0.0757690978020785,0.901787396173771,YOR065W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10512,15,449086,0.0272875899842837,0.0759575949896301,0.719624601529351,YOR065W,CYT1,SGDID:S000005591,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated ; glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex""",Verified ORF
10513,15,451421,0.0020778756520293,0.0764984384139267,0.978345611685972,YOR066W,MSA1,SGDID:S000005592,Close to 3'-UTR,Close to 3'-UTR,"""Activator of G1-specific transcription factors MBF and SBF; involved in regulation of the timing of G1-specific gene transcription and cell cycle initiation; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; MSA1 has a paralog ; MSA2 ; that arose from the whole genome duplication""",Verified ORF
10514,15,453019,-0.0314837791285645,0.0758664894811421,0.678401859429984,YOR067C,ALG8,SGDID:S000005593,CDS,CDS,"""Glucosyl transferase; involved in N-linked glycosylation; adds glucose to the dolichol-linked oligosaccharide precursor prior to transfer to protein during lipid-linked oligosaccharide biosynthesis; similar to Alg6p; human homolog ALG8 can complement yeast null mutant""",Verified ORF
10515,15,459550,-0.0201768174523258,0.0774376855325539,0.794587209053217,XUT_15F-217,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
10516,15,460514,0.0033061551440481,0.0764522902502512,0.96553093615132,YOR071C,NRT1,SGDID:S000005597,CDS,CDS,"""High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; major transporter for 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine) uptake; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity""",Verified ORF
10517,15,460515,0.0481090742576707,0.0763324207717391,0.528933950473272,YOR071C,NRT1,SGDID:S000005597,CDS,CDS,"""High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; major transporter for 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine) uptake; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity""",Verified ORF
10518,15,461014,0.0765457943993997,0.076253763594979,0.316148295811817,YOR071C,NRT1,SGDID:S000005597,CDS,CDS,"""High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; major transporter for 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine) uptake; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity""",Verified ORF
10521,15,461760,0.0883316283895524,0.0760128116076142,0.245995204157643,YOR072W,YOR072W,SGDID:S000005598,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; partially overlaps the dubious gene YOR072W-A; diploid deletion strains are methotrexate ; paraquat and wortmannin sensitive""",Uncharacterized ORF
10522,15,461793,0.0917807841431848,0.0759302776299227,0.227567631859308,YOR072W,YOR072W,SGDID:S000005598,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; partially overlaps the dubious gene YOR072W-A; diploid deletion strains are methotrexate ; paraquat and wortmannin sensitive""",Uncharacterized ORF
