SNP,Chr,Pos,Effect,SE,PLM2_HNM1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10134,15,64169,0.119365885115514,0.142080677995235,0.401405554066788,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10135,15,65729,0.102977673870043,0.142102978364013,0.469134944791526,YOL137W,BSC6,SGDID:S000005497,CDS,CDS,"""Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression""",Verified ORF
10136,15,65815,0.102977673870043,0.142102978364013,0.469134944791526,YOL137W,BSC6,SGDID:S000005497,CDS,CDS,"""Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression""",Verified ORF
10137,15,66419,0.153430383651138,0.14269620242272,0.283008804453247,YOL137W,BSC6,SGDID:S000005497,CDS,CDS,"""Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression""",Verified ORF
10138,15,66855,0.110096906426954,0.14195252087194,0.438510589086035,YOL137W,BSC6,SGDID:S000005497,CDS,CDS,"""Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression""",Verified ORF
10139,15,67520,0.0982304094063312,0.142412492661018,0.490798454496125,YOL137W,BSC6,SGDID:S000005497,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function with 8 putative transmembrane segments; ORF exhibits genomic organization compatible with a translational readthrough-dependent mode of expression""",Verified ORF
10140,15,68041,0.155115682040325,0.141418885377105,0.273453478609017,YOL136C,PFK27,SGDID:S000005496,CDS,CDS,"""6-phosphofructo-2-kinase; catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate ; expression induced by glucose and sucrose ; transcriptional regulation involves protein kinase A""",Verified ORF
10141,15,68234,0.0671066804029695,0.141748720587842,0.636206191386214,YOL136C,PFK27,SGDID:S000005496,CDS,CDS,"""6-phosphofructo-2-kinase; catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate ; expression induced by glucose and sucrose ; transcriptional regulation involves protein kinase A""",Verified ORF
10142,15,68851,-0.0017284654947779,0.141396134614868,0.990253586830328,YOL136C,PFK27,SGDID:S000005496,Close to 3'-UTR,Close to 3'-UTR,"""6-phosphofructo-2-kinase; catalyzes synthesis of fructose-2,6-bisphosphate; inhibited by phosphoenolpyruvate and sn-glycerol 3-phosphate ; expression induced by glucose and sucrose ; transcriptional regulation involves protein kinase A""",Verified ORF
10143,15,69757,-0.0701631113125791,0.146128992705796,0.631421651439417,YOL135C,MED7,SGDID:S000005495,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
10144,15,70217,0.0037444626194032,0.143565482701498,0.979206740418081,YOL134C,YOL134C,SGDID:S000005494,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps HRT1 ; a verified gene that encodes an SCF ubiquitin ligase subunit""",Dubious ORF
10148,15,70894,-0.126857207858612,0.143963092061002,0.378820683861559,YOL135C,MED7,SGDID:S000005495,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
10149,15,70941,-0.0674052639649512,0.144500311059001,0.641165845239453,YOL135C,MED7,SGDID:S000005495,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
10150,15,70998,0.0350515699173066,0.145337565574813,0.809560667978822,YOL135C,MED7,SGDID:S000005495,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
10151,15,71038,0.197881268754298,0.147717668852928,0.181240109353821,YOL135C,MED7,SGDID:S000005495,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; essential for transcriptional regulation""",Verified ORF
10153,15,71370,0.229174877805369,0.147351925494513,0.120773239831692,YOL132W,GAS4,SGDID:S000005492,CDS,CDS,"""1,3-beta-glucanosyltransferase; involved with Gas2p in spore wall assembly; has similarity to Gas1p; localizes to the cell wall""",Verified ORF
10155,15,71659,0.188085034340404,0.148310686201859,0.205568499011298,YOL132W,GAS4,SGDID:S000005492,CDS,CDS,"""1,3-beta-glucanosyltransferase; involved with Gas2p in spore wall assembly; has similarity to Gas1p; localizes to the cell wall""",Verified ORF
10168,15,79341,0.17955278986007,0.148340640730429,0.226931975910641,YOL128C,YGK3,SGDID:S000005488,CDS,CDS,"""Protein kinase related to mammalian GSK-3 glycogen synthase kinases; GSK-3 homologs (Mck1p ; Rim11p ; Mrk1p ; Ygk3p) are involved in control of Msn2p-dependent transcription of stress responsive genes and in protein degradation; YGK3 has a paralog ; MCK1 ; that arose from the whole genome duplication""",Verified ORF
10169,15,82212,0.181271271512577,0.148251953321982,0.222249541721083,YOL126C,MDH2,SGDID:S000005486,CDS,CDS,"""Cytoplasmic malate dehydrogenase; one of three isozymes that catalyze interconversion of malate and oxaloacetate; involved in the glyoxylate cycle and gluconeogenesis during growth on two-carbon compounds; interacts with Pck1p and Fbp1; mutation in human homolog MDH2 causes early-onset severe encephalopathy""",Verified ORF
10170,15,84544,0.213856185682889,0.147494849683592,0.147967849465323,YOL125W,TRM13,SGDID:S000005485,CDS,CDS,"""2'-O-methyltransferase; responsible for modification of tRNA at position 4; C-terminal domain has similarity to Rossmann-fold (RFM) superfamily of RNA methyltransferases""",Verified ORF
10171,15,86266,0.197481594147105,0.149358342786659,0.186957655118709,YOL124C,TRM11,SGDID:S000005484,CDS,CDS,"""Catalytic subunit of adoMet-dependent tRNA methyltransferase complex; required for the methylation of the guanosine nucleotide at position 10 (m2G10) in tRNAs; contains a THUMP domain and a methyltransferase domain; another complex member is Trm112p""",Verified ORF
10172,15,86295,0.0201690411595463,0.146857116127434,0.890842050264977,YOL124C,TRM11,SGDID:S000005484,CDS,CDS,"""Catalytic subunit of adoMet-dependent tRNA methyltransferase complex; required for the methylation of the guanosine nucleotide at position 10 (m2G10) in tRNAs; contains a THUMP domain and a methyltransferase domain; another complex member is Trm112p""",Verified ORF
10175,15,94074,0.0604773129164815,0.1475891445477,0.682224671217729,YOL120C,RPL18A,SGDID:S000005480,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L18A; intron of RPL18A pre-mRNA forms stem-loop structures that are a target for Rnt1p cleavage leading to degradation; homologous to mammalian ribosomal protein L18 ; no bacterial homolog; RPL18A has a paralog ; RPL18B ; that arose from the whole genome duplication""",Verified ORF
10176,15,96254,0.0370242386968085,0.148711155130756,0.80353074357115,YOL119C,MCH4,SGDID:S000005479,CDS,CDS,"""Protein with similarity to mammalian monocarboxylate permeases; monocarboxylate permeases are involved in transport of monocarboxylic acids across the plasma membrane but mutant is not deficient in monocarboxylate transport""",Verified ORF
10177,15,96613,0.0658476678167905,0.148863552712863,0.658517173650633,YOL118C,YOL118C,SGDID:S000005478,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
10178,15,99518,0.0286780297602336,0.1486403210928,0.847120253015031,YOL116W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10179,15,99543,0.0887311550488703,0.148976257559713,0.551820121380125,YOL116W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10180,15,100316,0.0717690708880401,0.149638124167,0.63179637825859,YOL116W,MSN1,SGDID:S000005476,CDS,CDS,"""Transcriptional activator; involved in regulation of invertase and glucoamylase expression ; invasive growth and pseudohyphal differentiation ; iron uptake ; chromium accumulation ; and response to osmotic stress; localizes to the nucleus; relative distribution to the nucleus increases upon DNA replication stress""",Verified ORF
10181,15,106762,0.0699723363715581,0.150315073011663,0.641857305137334,YOL112W,MSB4,SGDID:S000005472,CDS,CDS,"""GTPase-activating protein of the Ras superfamily; acts primarily on Sec4p ; localizes to the bud site and bud tip; msb3 msb4 double mutation causes defects in secretion and actin organization; similar to the TBC-domain Tre2 oncogene; MSB4 has a paralog ; MSB3 ; that arose from the whole genome duplication; human homolog USP6NL can complement yeast msb3 msb4 double null mutant""",Verified ORF
10182,15,108576,0.0401757439423958,0.149298577879305,0.788012537867997,YOL111C,MDY2,SGDID:S000005471,CDS,CDS,"""Protein involved in inserting tail-anchored proteins into ER membranes; forms a complex with Get4p; required for efficient mating; involved in shmoo formation and nuclear migration in the pre-zygote; associates with ribosomes""",Verified ORF
10183,15,109676,0.0771952732687671,0.148269643950892,0.602943204279694,YOL110W,SHR5,SGDID:S000005470,CDS,CDS,"""Palmitoyltransferase subunit; this complex adds a palmitoyl lipid moiety to heterolipidated substrates such as Ras1p and Ras2p through a thioester linkage; palmitoylation is required for Ras2p membrane localization; Palmitoyltransferase is composed of Shr5p and Erf2""",Verified ORF
10187,15,112248,0.0475908847954016,0.142725033336614,0.738996709708874,YOL107W,YOL107W,SGDID:S000005467,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and colocalizes in a punctate pattern with the early golgi/COPI vesicles; YOL107W is not an essential protein""",Uncharacterized ORF
10188,15,113148,0.0047490575043693,0.149050881107905,0.97460011889162,YOL107W,YOL107W,SGDID:S000005467,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm and colocalizes in a punctate pattern with the early golgi/COPI vesicles; YOL107W is not an essential protein""",Uncharacterized ORF
10194,15,117153,0.0968433276228784,0.160120662882251,0.545690709506307,YOL104C,NDJ1,SGDID:S000005464,CDS,CDS,"""Protein that regulates meiotic SPB cohesion and telomere clustering; localizes to both spindle pole bodies (SPBs) and telomeres; required for bouquet formation ; effective homolog pairing ; ordered cross-over distribution ; sister chromatid cohesion at meiotic telomeres ; chromosomal segregation and telomere-led rapid prophase movement""",Verified ORF
10195,15,126797,0.098617485301312,0.157896926244458,0.532657602014998,YOL102C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10197,15,129576,0.0124385077418587,0.157870837167321,0.937244984266984,YOL100W,PKH2,SGDID:S000005460,CDS,CDS,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10198,15,129671,0.0777967656393139,0.156242499090226,0.618848220794954,YOL100W,PKH2,SGDID:S000005460,CDS,CDS,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10199,15,132664,0.0919566894959378,0.156220706645494,0.556483827707587,YOL100W,PKH2,SGDID:S000005460,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10200,15,132707,0.0289867546793006,0.156775569234269,0.853418894803652,YOL100W,PKH2,SGDID:S000005460,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10201,15,132710,0.0213118608816609,0.15902105384844,0.893463833539314,YOL100W,PKH2,SGDID:S000005460,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10202,15,132712,0.164001320552416,0.155555973664534,0.292470612437789,YOL100W,PKH2,SGDID:S000005460,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
