SNP,Chr,Pos,Effect,SE,HNM1_MAM33_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10937,15,888108,-0.0748449123272869,0.0672102461061071,0.266211180115395,YOR304W,ISW2,SGDID:S000005831,Close to 3'-UTR,Close to 3'-UTR,"""ATP-dependent DNA translocase involved in chromatin remodeling; ATPase component that ; with Itc1p ; forms a complex required for repression of a-specific genes ; INO1 ; and early meiotic genes during mitotic growth; exhibits basal levels of chromatin binding throughout the genome as well as interacts with sequence-specific factors to accurately position nucleosomes in chromatin; targeted by Ume6p- and Sua7p-dependent DNA looping to many loci genome-wide""",Verified ORF
10938,15,888555,-0.0542673179219204,0.0670759320590566,0.419035329613164,YOR304C-A,BIL1,SGDID:S000005830,CDS,CDS,"""Protein that binds Bud6p and has a role in actin cable assembly; involved in the Bnr1p-dependent pathway of cable assembly; localizes to bud tip and bud neck""",Verified ORF
10942,15,892522,-0.134975455126789,0.0677051100991462,0.0469672879921878,YOR307C,SLY41,SGDID:S000005834,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in ER-to-Golgi transport; packaged into COPII vesicles for trafficking between ER and Golgi""",Verified ORF
10944,15,897914,-0.134975455126789,0.0677051100991462,0.0469672879921878,YOR310C,NOP58,SGDID:S000005837,CDS,CDS,"""Protein involved in producing mature rRNAs and snoRNAs; involved in pre-rRNA processing ; 18S rRNA synthesis ; and snoRNA synthesis; component of the small subunit processome complex ; which is required for processing of pre-18S rRNA""",Verified ORF
10945,15,898824,-0.124393465620386,0.0674578274689381,0.0660183354360825,YOR310C,NOP58,SGDID:S000005837,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in producing mature rRNAs and snoRNAs; involved in pre-rRNA processing ; 18S rRNA synthesis ; and snoRNA synthesis; component of the small subunit processome complex ; which is required for processing of pre-18S rRNA""",Verified ORF
10946,15,900083,-0.114647836921005,0.0671868319720496,0.0888124983643454,YOR311C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10947,15,901583,-0.128677410467089,0.0668968539944794,0.0552187908172268,YOR312C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10948,15,903422,-0.097429962699237,0.067156106526556,0.147724056507959,YOR313C_NFR/NDR,,,Promoter,Promoter,,Promoter
10950,15,906404,-0.104547970449631,0.067325989864503,0.121352169687494,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10951,15,906473,-0.0844017865617304,0.0679934225923658,0.215310746522409,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10952,15,906721,-0.0818605442424817,0.0672966622741008,0.224640305614973,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10953,15,906722,-0.0818605442424817,0.0672966622741008,0.224640305614973,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10954,15,907032,-0.0787247846778124,0.0674254844615187,0.243763434306668,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10955,15,907053,-0.0913507655786122,0.0689282486982873,0.185928037446401,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10956,15,907245,-0.10304114419333,0.0680679109397726,0.130971604210671,YOR316C,COT1,SGDID:S000005843,CDS,CDS,"""Vacuolar transporter that mediates zinc transport into the vacuole; overexpression confers resistance to cobalt and rhodium; protein abundance increases in response to DNA replication stress; COT1 has a paralog ; ZRC1 ; that arose from the whole genome duplication""",Verified ORF
10957,15,907643,-0.100594478543546,0.0678549295932429,0.139101255484894,YOR316C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10958,15,908870,-0.0903145657188218,0.0682458667542372,0.186568678254579,YOR317W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10962,15,911795,-0.069100528121908,0.0680890193504051,0.310869704649364,YOR318C,YOR318C,SGDID:S000005845,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
10963,15,912636,-0.0697755275876067,0.0686651439296905,0.310243930248914,YOR318C,YOR318C,SGDID:S000005845,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
10964,15,912729,-0.0603608271507994,0.0679253460954828,0.374804500505552,YOR318C,YOR318C,SGDID:S000005845,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; transcript is predicted to be spliced but there is no evidence that it is spliced in vivo""",Dubious ORF
10965,15,917889,-0.049054226767008,0.0686220319652739,0.475176312043174,YOR321W,PMT3,SGDID:S000005848,CDS,CDS,"""Protein O-mannosyltransferase; transfers mannose residues from dolichyl phosphate-D-mannose to protein serine/threonine residues; acts in a complex with Pmt5p ; can instead interact with Pmt1p in some conditions; antifungal drug target; PMT3 has a paralog ; PMT2 ; that arose from the whole genome duplication""",Verified ORF
10966,15,919436,-0.0498003777533133,0.0684051727113741,0.467083578749998,YOR322C,LDB19,SGDID:S000005849,CDS,CDS,"""Alpha-arrestin ; Ub-ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters ; recruiting Rsp5p to its targets; role in basal internalization and turnover of Ste2p ; mating and zygote formation; recruits Rsp5p to Ste2p via its 2 PPXY motifs; inhibited by Npr1p-mediated phosphorylation ; affecting cytosol and plasma membrane translocation; localization regulated by Rsp5p-dependent ubiquitination""",Verified ORF
10967,15,921242,-0.0505450477971597,0.0683951887458046,0.460389191207378,YOR322C,LDB19,SGDID:S000005849,Close to 3'-UTR,Close to 3'-UTR,"""Alpha-arrestin ; Ub-ligase adaptor for Rsp5p; regulates starvation- and substrate-induced Ub-dependent endocytosis of select plasma membrane localized amino acid transporters ; recruiting Rsp5p to its targets; role in basal internalization and turnover of Ste2p ; mating and zygote formation; recruits Rsp5p to Ste2p via its 2 PPXY motifs; inhibited by Npr1p-mediated phosphorylation ; affecting cytosol and plasma membrane translocation; localization regulated by Rsp5p-dependent ubiquitination""",Verified ORF
10968,15,921271,-0.0508542450104299,0.0688701281897401,0.460757264279039,YOR322C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10969,15,923218,-0.0162869973477073,0.0672942892298942,0.808900218062951,YOR323C,PRO2,SGDID:S000005850,Close to 3'-UTR,Close to 3'-UTR,"""Gamma-glutamyl phosphate reductase; catalyzes the second step in proline biosynthesis""",Verified ORF
10970,15,927535,-0.0105574981044394,0.0672479083402432,0.875339565162569,YOR326W,MYO2,SGDID:S000005853,CDS,CDS,"""Type V myosin motor involved in actin-based transport of cargos; required for the polarized delivery of secretory vesicles ; the vacuole ; late Golgi elements ; peroxisomes ; lipid droplets ; and the mitotic spindle; MYO2 has a paralog ; MYO4 ; that arose from the whole genome duplication""",Verified ORF
10974,15,931347,-0.0410934793057593,0.0670743542336922,0.540498552007017,YOR328W_NFR/NDR,,,Promoter,Promoter,,Promoter
10975,15,933083,-0.0298900488405783,0.0673431251411014,0.657425093914553,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10976,15,934483,-0.0310318861418775,0.068721738384666,0.651864362449439,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10977,15,934516,-0.0189030628352604,0.0673222844332813,0.779040086556114,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10978,15,935795,-0.0098096421195039,0.0681302369221135,0.885595520252855,YOR328W,PDR10,SGDID:S000005855,CDS,CDS,"""ATP-binding cassette (ABC) transporter; multidrug transporter involved in the pleiotropic drug resistance network; regulated by Pdr1p and Pdr3p""",Verified ORF
10979,15,937046,-0.0082472191793175,0.0674361290108981,0.902733601269014,YOR329C,SCD5,SGDID:S000005856,CDS,CDS,"""Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency""",Verified ORF
10980,15,938051,-0.0042900443084721,0.0673294148096296,0.949231444131646,YOR329C,SCD5,SGDID:S000005856,CDS,CDS,"""Protein required for normal actin organization and endocytosis; targeting subunit for protein phosphatase type 1; undergoes Crm1p-dependent nuclear-cytoplasmic shuttling; multicopy suppressor of clathrin deficiency""",Verified ORF
10981,15,940092,0.025980695078697,0.0670957569735957,0.698828059577306,YOR330C,MIP1,SGDID:S000005857,CDS,CDS,"""Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast ; in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast ; petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS) ; progressive external ophthalmoplegia (PEO) ; parkinsonism ; other mitochondrial diseases""",Verified ORF
10982,15,941271,0.0425872063088722,0.0673758073844488,0.527740791608657,YOR330C,MIP1,SGDID:S000005857,CDS,CDS,"""Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast ; in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast ; petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS) ; progressive external ophthalmoplegia (PEO) ; parkinsonism ; other mitochondrial diseases""",Verified ORF
10983,15,943341,0.0722920757559009,0.0678262073924997,0.287223154406477,YOR330C,MIP1,SGDID:S000005857,CDS,CDS,"""Mitochondrial DNA polymerase gamma; single subunit of mitochondrial DNA polymerase in yeast ; in contrast to metazoan complex of catalytic and accessory subunits; polymorphic in yeast ; petites occur more frequently in some lab strains; human ortholog POLG complements yeast mip1 mutant; mutations in human POLG associated with Alpers-Huttenlocher syndrome (AHS) ; progressive external ophthalmoplegia (PEO) ; parkinsonism ; other mitochondrial diseases""",Verified ORF
10985,15,950568,0.0589692587396404,0.0675204922815546,0.38306414023065,YOR336W,KRE5,SGDID:S000005863,CDS,CDS,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
10986,15,951423,0.0373705388940234,0.0681425942139148,0.583752450050189,YOR336W,KRE5,SGDID:S000005863,CDS,CDS,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
10987,15,952849,0.0386123323470362,0.0669454071309848,0.564460129692137,YOR336W,KRE5,SGDID:S000005863,CDS,CDS,"""Protein required for beta-1,6 glucan biosynthesis; mutations result in aberrant morphology and severe growth defects""",Verified ORF
10988,15,956308,0.0604027157214574,0.0669609638103623,0.367640794520203,YOR337W,TEA1,SGDID:S000005864,CDS,CDS,"""Ty1 enhancer activator involved in Ty enhancer-mediated transcription; required for full levels of Ty enhancer-mediated transcription; C6 zinc cluster DNA-binding protein""",Verified ORF
10989,15,957477,0.0510949172001164,0.0673536777299271,0.448594366003753,YOR338W,YOR338W,SGDID:S000005865,CDS,CDS,"""Putative protein of unknown function; YOR338W transcription is regulated by Azf1p and its transcript is a specific target of the G protein effector Scp160p; identified as being required for sporulation in a high-throughput mutant screen; YOR338W has a paralog ; FUN19 ; that arose from the whole genome duplication""",Uncharacterized ORF
