SNP,Chr,Pos,Effect,SE,TPO1_MID2_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9997,14,776956,0.0230103276445565,0.0551553168712376,0.67679196809662,YNR073C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9998,14,778347,0.0352829908309562,0.0542175576080728,0.515620337514139,YNR074C,AIF1,SGDID:S000005357,CDS,CDS,"""Mitochondrial cell death effector; translocates to the nucleus in response to apoptotic stimuli; triggers apoptosis in cells lacking HXK2; homolog of mammalian Apoptosis-Inducing Factor ; putative reductase""",Verified ORF
10000,14,779825,0.0522835297454378,0.054200378382986,0.33538850761433,YNR075W,COS10,SGDID:S000005358,Close to 3'-UTR,Close to 3'-UTR,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
10001,14,780322,0.050283938661189,0.0551849609931399,0.362817510362312,YNR075W,COS10,SGDID:S000005358,CDS,CDS,"""Endosomal protein involved in turnover of plasma membrane proteins; member of the DUP380 subfamily of conserved ; often subtelomeric COS genes; required for the multivesicular vesicle body sorting pathway that internalizes plasma membrane proteins for degradation; Cos proteins provide ubiquitin in trans for nonubiquitinated cargo proteins""",Verified ORF
10011,15,2614,0.0519011190657218,0.0545264822150492,0.341823527070524,YOL165C,AAD15,SGDID:S000005525,Close to 3'-UTR,Close to 3'-UTR,"""Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role; AAD15 has a paralog ; AAD3 ; that arose from a segmental duplication; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
10012,15,2663,0.0188496230929811,0.0635532312746629,0.766949527691319,YOL165C,AAD15,SGDID:S000005525,Close to 3'-UTR,Close to 3'-UTR,"""Putative aryl-alcohol dehydrogenase; similar to P. chrysosporium aryl-alcohol dehydrogenase; mutational analysis has not yet revealed a physiological role; AAD15 has a paralog ; AAD3 ; that arose from a segmental duplication; members of the AAD gene family comprise three pairs (AAD3 + AAD15 ; AAD6/AAD16 + AAD4 ; AAD10 + AAD14) whose two genes are more related to one another than to other members of the family""",Verified ORF
10013,15,3070,0.0113057199995779,0.0698206707285484,0.87145746872155,YOLCdelta1,YOLCdelta1,SGDID:S000007148,Other features,LTR,"""Ty1 LTR""",reverse complement
10014,15,3372,0.0235923205799138,0.0557810297823317,0.672592756058785,YOL164W-A,YOL164W-A,SGDID:S000028580,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; identified by fungal homology and RT-PCR""",Uncharacterized ORF
10019,15,8479,-0.0088177979778406,0.0549100983818843,0.872511268955147,YOL164W,BDS1,SGDID:S000005524,Close to 3'-UTR,Close to 3'-UTR,"""Bacterially-derived sulfatase; required for use of alkyl- and aryl-sulfates as sulfur sources""",Verified ORF
10020,15,8599,0.0499465100641824,0.0544420303076461,0.359546057018487,YOL164W,BDS1,SGDID:S000005524,Close to 3'-UTR,Close to 3'-UTR,"""Bacterially-derived sulfatase; required for use of alkyl- and aryl-sulfates as sulfur sources""",Verified ORF
10021,15,10191,-0.0696883208875332,0.0647490110958219,0.282535308948784,YOL162W,YOL162W,SGDID:S000005522,CDS,CDS,"""Putative protein of unknown function; proposed to be an inactive evolutionary remnant that along with neighboring gene YOL163W may have constituted a second sulfonate transporter and SOA1 paralog that is intact in S. uvarum ; S. eubayanus and S. arboricola and named SOA2; member of the Dal5p subfamily of the major facilitator family""",Uncharacterized ORF
10022,15,12233,0.0556159709662192,0.0568305136335778,0.328433679155873,YOL161C,PAU20,SGDID:S000005521,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole; expression induced by low temperature and also by anaerobic conditions; induced during alcoholic fermentation""",Verified ORF
10023,15,12745,-0.0121041761628365,0.0550342502605911,0.826045821175777,YOL161C,PAU20,SGDID:S000005521,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; member of the seripauperin multigene family encoded mainly in subtelomeric regions; SWAT-GFP and mCherry fusion proteins localize to the vacuole; expression induced by low temperature and also by anaerobic conditions; induced during alcoholic fermentation""",Verified ORF
10024,15,14707,0.0576179760141278,0.0542246753620837,0.288699504124119,YOL160W,YOL160W,SGDID:S000005520,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
10025,15,14837,0.0570508679647115,0.0540412157238266,0.291831021630352,YOL160W,YOL160W,SGDID:S000005520,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
10026,15,15033,0.0457851304405819,0.0538585407076058,0.395845854632459,YOL160W,YOL160W,SGDID:S000005520,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains""",Uncharacterized ORF
10027,15,15458,0.035530530262558,0.0538736522639536,0.509994566922036,YOL159C-A,YOL159C-A,SGDID:S000007627,CDS,CDS,"""Protein of unknown function; overexpression affects endocytic protein trafficking; identified by sequence comparison with hemiascomycetous yeast species""",Verified ORF
10028,15,15768,0.0453046996482986,0.0541665244786718,0.403497615778443,SUT348,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10029,15,16660,0.0471153428486882,0.0537757787906429,0.381547390238243,XUT_15F-6,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
10030,15,18025,0.0551457251386766,0.0539951271868609,0.307807338850159,YOL159C,CSS3,SGDID:S000005519,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; deletion mutants are viable and have elevated levels of Ty1 retrotransposition and Ty1 cDNA""",Verified ORF
10033,15,18776,0.0655281439535536,0.0549810272767778,0.234127793702148,YOL159C,CSS3,SGDID:S000005519,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function ; secreted when constitutively expressed; SWAT-GFP ; seamless-GFP and mCherry fusion proteins localize to the cell periphery ; SWAT-GFP fusion also localizes to the extracellular region ; and mCherry fusion also localizes to the vacuole; deletion mutants are viable and have elevated levels of Ty1 retrotransposition and Ty1 cDNA""",Verified ORF
10034,15,19898,0.0484620378693578,0.0540718639854483,0.370728754995391,YOL158C,ENB1,SGDID:S000005518,CDS,CDS,"""Ferric enterobactin transmembrane transporter; expressed under conditions of iron deprivation; member of the major facilitator superfamily; expression is regulated by Rcs1p and affected by chloroquine treatment""",Verified ORF
10035,15,22262,0.0473346549758714,0.0542528599837716,0.383538434273145,YOL158C,ENB1,SGDID:S000005518,Close to 3'-UTR,Close to 3'-UTR,"""Ferric enterobactin transmembrane transporter; expressed under conditions of iron deprivation; member of the major facilitator superfamily; expression is regulated by Rcs1p and affected by chloroquine treatment""",Verified ORF
10036,15,22403,0.0493571490172251,0.0541755757637107,0.362885961221753,YOL157C,IMA2,SGDID:S000005517,Close to 3'-UTR,Close to 3'-UTR,"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose""",Verified ORF
10037,15,23392,0.0547871644052551,0.0538654452389729,0.309796981732357,YOL157C,IMA2,SGDID:S000005517,CDS,CDS,"""Isomaltase (alpha-1,6-glucosidase/alpha-methylglucosidase); preferred specificity for isomaltose ; alpha-methylglucoside ; and palatinose ; but also exhibits alpha-1,2 glucosidase activity on sucrose and kojibiose ; and can cleave the 1,3-alpha linkage of nigerose and turanose and the alpha-1,5 linkage of leucrose in vitro; not required for isomaltose utilization ; but Ima2p overexpression allows the ima1 null mutant to grow on isomaltose""",Verified ORF
10045,15,24813,0.0595267725926651,0.0548206266397458,0.27828796722876,YOL156W_NFR/NDR,,,Promoter,Promoter,,Promoter
10052,15,26089,0.0400308319654108,0.0538647110532409,0.45787088330906,YOL156W,HXT11,SGDID:S000005516,CDS,CDS,"""Hexose transporter; capable of transporting a broad range of substrates including: glucose ; fructose ; mannose and galactose; polyol transporter that supports the growth on and uptake of xylitol with low affinity when overexpressed in a strain deleted for hexose family members; nearly identical in sequence to Hxt9p; has similarity to major facilitator superfamily (MFS) transporters; involved in pleiotropic drug resistance""",Verified ORF
10054,15,28864,0.0406382658925006,0.0539599246349718,0.451880142090641,YOL155C,HPF1,SGDID:S000005515,CDS,CDS,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10057,15,29736,0.0416395651949612,0.0537826411263105,0.439319269383187,YOL155C,HPF1,SGDID:S000005515,CDS,CDS,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10058,15,29944,-0.0083102275475904,0.053911828341868,0.877583659540796,YOL155C,HPF1,SGDID:S000005515,CDS,CDS,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10059,15,30305,0.0106278042709912,0.0539191912120199,0.843857909013615,YOL155C,HPF1,SGDID:S000005515,CDS,CDS,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10060,15,30308,0.0154561894968463,0.0539516962183851,0.774677046038537,YOL155C,HPF1,SGDID:S000005515,CDS,CDS,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10062,15,30790,0.0274470953248243,0.0542612274884565,0.613289923416135,YOL155C,HPF1,SGDID:S000005515,CDS,CDS,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10066,15,31471,0.0274470953248243,0.0542612274884565,0.613289923416135,YOL155C,HPF1,SGDID:S000005515,CDS,CDS,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
10067,15,31707,0.0338186532461291,0.0542684319558652,0.533572868332102,YOL155C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10068,15,31759,0.0184875764221301,0.0538294626648584,0.731466540511668,YOL155C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10069,15,31817,-0.0003980862965923,0.0538215034575159,0.994102744831767,YOL155C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10070,15,31883,0.0206400085138354,0.0541062630186714,0.703082769346574,YOL155C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10071,15,31939,0.006311110026518,0.0551159660967952,0.90890177399804,YOL155C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10072,15,32031,-0.0023631561306581,0.0541832585600212,0.965236641560739,YOL155C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10073,15,32291,-0.0456146416149901,0.0546200055880137,0.404211058531045,YOL155C,HPF1,SGDID:S000005515,Close to 3'-UTR,Close to 3'-UTR,"""Haze-protective mannoprotein; reduces particle size of aggregated proteins in white wines ; thereby decreasing turbidity; intragenic repeat expansion controls chronological aging; expansion of intragenic tandem repeats within N-terminus sufficient to cause pronounced life span shortening; repeat expansion shifts cells from sedentary to buoyant ; thereby increasing exposure to oxygen ; altering methionine ; lipid ; and purine metabolism""",Verified ORF
