SNP,Chr,Pos,Effect,SE,SRO9_SGN1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9404,14,199813,-0.0970292890670743,0.116666563814891,0.406151626251176,YNL240C,NAR1,SGDID:S000005184,CDS,CDS,"""Subunit of the cytosolic iron-sulfur (FeS) protein assembly machinery; required for maturation of cytosolic and nuclear FeS proteins and for normal resistance to oxidative stress; deficiency results in shortened lifespan and sensitivity to paraquat; homologous to human Narf""",Verified ORF
9405,14,204167,0.0179357231866266,0.11774780007611,0.879019041270927,YNL238W,KEX2,SGDID:S000005182,CDS,CDS,"""Kexin ; a subtilisin-like protease (proprotein convertase); a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway""",Verified ORF
9406,14,204725,-0.0040159534333199,0.117873831135799,0.972840641546571,YNL238W,KEX2,SGDID:S000005182,CDS,CDS,"""Kexin ; a subtilisin-like protease (proprotein convertase); a calcium-dependent serine protease involved in the activation of proproteins of the secretory pathway""",Verified ORF
9407,14,205279,0.0553143778712138,0.117507944752369,0.638125125629759,YNL237W,YTP1,SGDID:S000005181,CDS,CDS,"""Probable type-III integral membrane protein of unknown function; has regions of similarity to mitochondrial electron transport proteins""",Verified ORF
9408,14,206830,0.0128231918478923,0.118809346045473,0.914111876787478,YNL236W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9409,14,208181,0.0505151724251723,0.11752066325124,0.667573740272517,YNL236W,SIN4,SGDID:S000005180,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription""",Verified ORF
9410,14,208554,0.0431564270428924,0.117988702487587,0.714757697066698,YNL236W,SIN4,SGDID:S000005180,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription""",Verified ORF
9411,14,210226,0.0912650255691788,0.116729699902366,0.434827279221347,YNL236W,SIN4,SGDID:S000005180,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; contributes to both postive and negative transcriptional regulation; dispensible for basal transcription""",Verified ORF
9412,14,211354,0.0692141383449041,0.11674857799039,0.553662609900155,YNL234W,YNL234W,SGDID:S000005178,CDS,CDS,"""Protein of unknown function with similarity to globins; has a functional heme-binding domain; mutant has aneuploidy tolerance; transcription induced by stress conditions; may be involved in glucose signaling or metabolism; regulated by Rgt1""",Verified ORF
9413,14,211768,0.0643077937021787,0.117218876663812,0.583617901540966,YNL233W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9414,14,212579,0.0799177108858352,0.117731716680695,0.497701731593435,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9415,14,213154,0.0898782158579284,0.117654458514169,0.445427124607074,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9416,14,213619,0.0739607299819841,0.11720274755434,0.528416559679344,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9417,14,213828,0.0739496090011688,0.117808293964055,0.530598859431743,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9418,14,213849,0.0706486396829811,0.117141209450906,0.546825046895126,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9419,14,214248,0.0829306509086755,0.118140831609052,0.483163969110985,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9420,14,214258,0.0814070222954438,0.117802920010246,0.489991951741758,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9421,14,214305,0.0951072640835493,0.117495219443143,0.418797911652397,YNL233W,BNI4,SGDID:S000005177,CDS,CDS,"""Targeting subunit for Glc7p protein phosphatase; localized to the bud neck ; required for localization of chitin synthase III to the bud neck via interaction with the chitin synthase III regulatory subunit Skt5p; phosphorylation by Slt2p and Kss1p involved in regulating Bni4p in septum assembly""",Verified ORF
9425,14,216362,0.0200112083795873,0.117658875483044,0.86504607833754,YNL231C,PDR16,SGDID:S000005175,CDS,CDS,"""Phosphatidylinositol transfer protein (PITP); controlled by the multiple drug resistance regulator Pdr1p; localizes to lipid particles and microsomes; controls levels of various lipids ; may regulate lipid synthesis; homologous to Pdr17p; protein abundance increases in response to DNA replication stress""",Verified ORF
9426,14,216406,0.0045473402893432,0.117327563579557,0.969105521838556,YNL231C,PDR16,SGDID:S000005175,CDS,CDS,"""Phosphatidylinositol transfer protein (PITP); controlled by the multiple drug resistance regulator Pdr1p; localizes to lipid particles and microsomes; controls levels of various lipids ; may regulate lipid synthesis; homologous to Pdr17p; protein abundance increases in response to DNA replication stress""",Verified ORF
9427,14,220803,-0.167307514443563,0.116663792457702,0.152429025724705,YNL228W,YNL228W,SGDID:S000005172,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; almost completely overlaps ORF YNL227C/JJJ1""",Dubious ORF
9428,14,223967,-0.135524950508476,0.117587494867005,0.249876832043308,YNL225C,CNM67,SGDID:S000005169,CDS,CDS,"""Component of the spindle pole body outer plaque; required for spindle orientation and mitotic nuclear migration; CNM67 has a paralog ; ADY3 ; that arose from the whole genome duplication""",Verified ORF
9429,14,225776,-0.162456610070895,0.117771360506494,0.168637373453141,YNL224C,SQS1,SGDID:S000005168,CDS,CDS,"""Protein that stimulates the ATPase and helicase activities of Prp43p; acts with Prp43p to stimulate 18s rRNA maturation by Nob1p; overexpression antagonizes the suppression of splicing defects by spp382 mutants; component of pre-ribosomal particles; relocalizes from nucleus to nucleolus upon DNA replication stress""",Verified ORF
9430,14,228904,-0.169476894325548,0.118076180161751,0.152081875376797,YNL222W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9431,14,233872,-0.18993359023978,0.11588886389617,0.102119004352938,CUT325_NFR/NDR,,,Promoter,Promoter,,Promoter
9432,14,236810,-0.241946329280278,0.116272710562656,0.0381679903018301,YNL219C,ALG9,SGDID:S000005163,CDS,CDS,"""Mannosyltransferase ; involved in N-linked glycosylation; catalyzes the transfer of both the seventh mannose residue on B-arm and ninth mannose residue on the C-arm from Dol-P-Man to lipid-linked oligosaccharides; human homolog ALG9 can complement yeast null mutant; mutation of human homolog causes type 1 congenital disorders of glycosylation""",Verified ORF
9434,14,239611,-0.180579468539285,0.116102009100303,0.12075837036816,YNL218W,MGS1,SGDID:S000005162,CDS,CDS,"""Protein with DNA-dependent ATPase and ssDNA annealing activities; involved in maintenance of genome; interacts functionally with DNA polymerase delta; homolog of human Werner helicase interacting protein (WHIP); forms nuclear foci upon DNA replication stress""",Verified ORF
9435,14,240005,-0.213155737662555,0.115923313061149,0.0667896104696271,YNL217W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9436,14,241034,-0.259358331552756,0.115562211175643,0.0254310286740196,YNL217W,PPN2,SGDID:S000005161,CDS,CDS,"""Zn2+-dependent endopolyphosphatase; required with PPN1 to mobilize polyphosphate stores in response to phosphate starvation; member of the PPP-superfamily of metalloproteases; localizes to the vacuolar lumen via the MVB pathway; null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate""",Verified ORF
9437,14,241114,-0.259368641240627,0.116251453128406,0.0263020908498362,YNL217W,PPN2,SGDID:S000005161,CDS,CDS,"""Zn2+-dependent endopolyphosphatase; required with PPN1 to mobilize polyphosphate stores in response to phosphate starvation; member of the PPP-superfamily of metalloproteases; localizes to the vacuolar lumen via the MVB pathway; null mutant is highly sensitive to azaserine and resistant to sodium-O-vandate""",Verified ORF
9438,14,241965,-0.299859861613882,0.11546190588418,0.0097962258690348,YNL216W,RAP1,SGDID:S000005160,CDS,CDS,"""Essential DNA-binding transcription regulator that binds many loci; involved in transcription activation ; repression ; chromatin silencing ; telomere length maintenance; relocalizes to cytosol under hypoxia; conserved protein with N-terminal BRCT domain ; central region with homology to Myb DNA binding domain ; and C-terminal Rap1-specific protein-interaction domain (RCT domain); recruits Sir complex to telomeric DNA; present in quiescent cell telomere hyperclusters""",Verified ORF
9439,14,244751,-0.3146003035537,0.115261736112742,0.0066619727063009,YNL215W,IES2,SGDID:S000005159,CDS,CDS,"""Protein that associates with the INO80 chromatin remodeling complex; associates with the INO80 complex under low-salt conditions; essential for growth under anaerobic conditions; protein abundance increases in response to DNA replication stress""",Verified ORF
9440,14,247602,-0.222197856442634,0.116036773947792,0.0563142641244992,YNL212W,VID27,SGDID:S000005156,CDS,CDS,"""Cytoplasmic protein of unknown function; possibly involved in vacuolar protein degradation; not essential for proteasome-dependent degradation of fructose-1,6-bisphosphatase (FBPase); null mutants exhibit normal growth; contains two PH-like domains""",Verified ORF
9441,14,250138,-0.296163458701461,0.116244237191359,0.0112646818172938,YNL211C,MRX7,SGDID:S000005155,CDS,CDS,"""Protein that associates with mitochondrial ribosome; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; YNL211C is not an essential gene""",Uncharacterized ORF
9443,14,250690,-0.29031613979918,0.115606117906916,0.0124763683204036,ARS1413,ARS1413,SGDID:S000077375,Other features,Replication,"""Strong origin of replication activated in late S phase""",ARS
9444,14,254840,-0.172710646439024,0.130938075388202,0.1880156168843,YNL208W,YNL208W,SGDID:S000005152,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; authentic ; non-tagged protein is detected in purified mitochondria in high-throughput studies; potential orthologs found in other fungi""",Verified ORF
9445,14,256840,-0.273250270953328,0.115906116334608,0.0189429277025346,YNL206C,RTT106,SGDID:S000005150,CDS,CDS,"""Histone chaperone; involved in regulation of chromatin structure in both transcribed and silenced chromosomal regions; affects transcriptional elongation; has a role in regulation of Ty1 transposition; interacts physically and functionally with Chromatin Assembly Factor-1 (CAF-1)""",Verified ORF
9446,14,257173,-0.272688665007976,0.115922910660937,0.0192048888904952,YNL206C,RTT106,SGDID:S000005150,CDS,CDS,"""Histone chaperone; involved in regulation of chromatin structure in both transcribed and silenced chromosomal regions; affects transcriptional elongation; has a role in regulation of Ty1 transposition; interacts physically and functionally with Chromatin Assembly Factor-1 (CAF-1)""",Verified ORF
9448,14,264064,-0.208202724258697,0.116128774013702,0.0738512253453954,YNL200C,NNR1,SGDID:S000005144,CDS,CDS,"""NADHX epimerase; catalyzes isomerization of (R)- and (S)-NADHX; homologous to AIBP in mammals and the N- terminal domain of YjeF in E.coli; enzyme is widespread in eukaryotes ; prokaryotes and archaea; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
9449,14,267696,-0.213116281496396,0.115962218514381,0.0669309398020155,YNL197C,WHI3,SGDID:S000005141,CDS,CDS,"""RNA binding protein that modulates mRNA stability; regulates genes involved in the cell cycle ; sister chromatid cohesion ; and the stress response; modulates the stability and translational efficiency of the CLN3 mRNA; colocalizes with P-bodies/stress granules where it may sequester specific mRNAs; regulates cell fate and the critical cell size required for passage through Start; Tpk1p-mediated phosphorylation inhibits Whi3p function ; decreasing its interaction with CLN3 mRNA; regulates ploidy""",Verified ORF
