SNP,Chr,Pos,Effect,SE,HNM1_MID2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8299,12,886192,0.0327866505033,0.146214965081839,0.82270344660292,YLR383W,SMC6,SGDID:S000004375,CDS,CDS,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; homologous to S. pombe rad18""",Verified ORF
8300,12,888202,0.0768888587409825,0.146012343033221,0.59880801669226,YLR383W,SMC6,SGDID:S000004375,CDS,CDS,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; homologous to S. pombe rad18""",Verified ORF
8304,12,892496,0.0375038842097574,0.147324248735586,0.799205823183825,YLR384C,IKI3,SGDID:S000004376,CDS,CDS,"""Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP ; mutations in which cause familial dysautonomia (FD)""",Verified ORF
8305,12,892506,0.028808288766101,0.146438285127116,0.84415479785591,YLR384C,IKI3,SGDID:S000004376,CDS,CDS,"""Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP ; mutations in which cause familial dysautonomia (FD)""",Verified ORF
8306,12,892960,0.0648972851763135,0.14718941184186,0.659548050746997,YLR384C,IKI3,SGDID:S000004376,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP ; mutations in which cause familial dysautonomia (FD)""",Verified ORF
8307,12,893418,0.0256187150361137,0.145802200474434,0.860623549726128,YLR386W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8308,12,893539,0.0537138429932793,0.146197427930469,0.713536210013342,YLR386W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8309,12,894077,0.0493188386444042,0.146419250753096,0.736442943431715,YLR386W,VAC14,SGDID:S000004378,CDS,CDS,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8310,12,894613,0.0566126297922577,0.147689961132968,0.701712681897804,YLR386W,VAC14,SGDID:S000004378,CDS,CDS,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8311,12,895625,0.0800727272113861,0.146123391423079,0.584051829345047,YLR386W,VAC14,SGDID:S000004378,CDS,CDS,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8312,12,896144,0.045643274871944,0.146003911050124,0.75475641303277,YLR386W,VAC14,SGDID:S000004378,CDS,CDS,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8313,12,896189,0.0605570148847794,0.145557145362517,0.677636463788618,YLR386W,VAC14,SGDID:S000004378,CDS,CDS,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8314,12,896923,0.0303642085096316,0.147282146831005,0.836782020167024,YLR387C,REH1,SGDID:S000004379,CDS,CDS,"""Cytoplasmic 60S subunit biogenesis factor; associates with pre-60S particles; similar to Rei1p and shares partially redundant function in cytoplasmic 60S subunit maturation; contains dispersed C2H2 zinc finger domains""",Verified ORF
8315,12,897975,0.0725422111221166,0.147312377003311,0.622715876520061,YLR388W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8316,12,898095,0.0903408711966358,0.146264932724628,0.537202804569403,YLR387C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8317,12,899065,0.138584021104051,0.146751136332051,0.345638165046155,snR34_NFR/NDR,,,Promoter,Promoter,,Promoter
8318,12,899557,0.0762227078267628,0.147441758966748,0.605502071190581,YLR388W,RPS29A,SGDID:S000004380,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S29 and bacterial S14; RPS29A has a paralog ; RPS29B ; that arose from the whole genome duplication""",Verified ORF
8319,12,899794,0.110932973924985,0.146002967620353,0.447881593807692,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8320,12,899835,0.114290674297049,0.146943961275,0.437217278259686,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8321,12,899898,0.15131246250455,0.148103938581275,0.307639605692368,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8322,12,900301,0.0950817248281902,0.146092045340758,0.515576814750351,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8323,12,900312,0.149674237236332,0.147877579638794,0.312159767308408,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8324,12,901022,-0.0620230062257272,0.146992211161144,0.67332014025889,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8325,12,901592,-0.075040308690547,0.146204849929627,0.608094317089393,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8326,12,903048,-0.0539580611566662,0.145488157386306,0.710952381571083,YLR389C,STE23,SGDID:S000004381,Close to 3'-UTR,Close to 3'-UTR,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8327,12,903643,-0.105916759270309,0.145755431880857,0.467906953624394,YLR390W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8328,12,903722,-0.103311359392077,0.145860995645467,0.479234851727476,YLR390W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8329,12,903918,-0.0789358652420581,0.145645797914854,0.588180105196669,YLR390W-A,CCW14,SGDID:S000006429,CDS,CDS,"""Covalently linked cell wall glycoprotein; present in the inner layer of the cell wall""",Verified ORF
8330,12,906577,-0.0953399833504069,0.146599388172869,0.515893290363959,CUT275_NFR/NDR,,,Promoter,Promoter,,Promoter
8331,12,907052,-0.0746800673223003,0.146205372455751,0.609818237082063,YLR393W_NFR/NDR,,,Promoter,Promoter,,Promoter
8332,12,908556,-0.0868732434813513,0.146863620839564,0.55454850310411,YLR394W,CST9,SGDID:S000004386,CDS,CDS,"""SUMO E3 ligase; required for synaptonemal complex formation; localizes to synapsis initiation sites on meiotic chromosomes; associates with centromeres early in meiosis ; then with chromosome axes and finally with double-strand break sites that are engaged in repair by crossovers; potential Cdc28p substrate""",Verified ORF
8333,12,910090,-0.198394361918852,0.146041509961656,0.175179148307218,YLR395C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8334,12,910376,-0.209397171089029,0.145283002855797,0.150384910840156,YLR396C,VPS33,SGDID:S000004388,CDS,CDS,"""ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting ; vesicle docking ; and fusion at the vacuole; binds to SNARE domains""",Verified ORF
8335,12,910442,-0.171572567728083,0.145538643688915,0.239240032221709,YLR396C,VPS33,SGDID:S000004388,CDS,CDS,"""ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting ; vesicle docking ; and fusion at the vacuole; binds to SNARE domains""",Verified ORF
8336,12,910650,-0.192120557538643,0.146338647677538,0.19008665381385,YLR396C,VPS33,SGDID:S000004388,CDS,CDS,"""ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting ; vesicle docking ; and fusion at the vacuole; binds to SNARE domains""",Verified ORF
8337,12,911265,-0.19794964932318,0.146767358786709,0.178288069725592,YLR396C,VPS33,SGDID:S000004388,CDS,CDS,"""ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting ; vesicle docking ; and fusion at the vacuole; binds to SNARE domains""",Verified ORF
8338,12,911416,-0.177315669040356,0.14705323673751,0.228705154380442,YLR396C,VPS33,SGDID:S000004388,CDS,CDS,"""ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting ; vesicle docking ; and fusion at the vacuole; binds to SNARE domains""",Verified ORF
8340,12,913066,-0.220306125686292,0.145622911596657,0.131211637650031,YLR397C,AFG2,SGDID:S000004389,CDS,CDS,"""ATPase of the CDC48/PAS1/SEC18 (AAA) family ; forms a hexameric complex; is essential for pre-60S maturation and release of several preribosome maturation factors; releases Rlp24p from purified pre-60S particles in vitro; target of the ribosomal biosynthesis inhibitor diazaborine; may be involved in degradation of aberrant mRNAs""",Verified ORF
8341,12,913703,-0.245760920401339,0.145736954637667,0.0926153753921614,YLR397C,AFG2,SGDID:S000004389,CDS,CDS,"""ATPase of the CDC48/PAS1/SEC18 (AAA) family ; forms a hexameric complex; is essential for pre-60S maturation and release of several preribosome maturation factors; releases Rlp24p from purified pre-60S particles in vitro; target of the ribosomal biosynthesis inhibitor diazaborine; may be involved in degradation of aberrant mRNAs""",Verified ORF
8342,12,914107,-0.209873969595189,0.144836270050266,0.148213340066814,YLR397C,AFG2,SGDID:S000004389,CDS,CDS,"""ATPase of the CDC48/PAS1/SEC18 (AAA) family ; forms a hexameric complex; is essential for pre-60S maturation and release of several preribosome maturation factors; releases Rlp24p from purified pre-60S particles in vitro; target of the ribosomal biosynthesis inhibitor diazaborine; may be involved in degradation of aberrant mRNAs""",Verified ORF
8343,12,914385,-0.155209137272516,0.145643119335842,0.287296118081787,YLR397C,AFG2,SGDID:S000004389,CDS,CDS,"""ATPase of the CDC48/PAS1/SEC18 (AAA) family ; forms a hexameric complex; is essential for pre-60S maturation and release of several preribosome maturation factors; releases Rlp24p from purified pre-60S particles in vitro; target of the ribosomal biosynthesis inhibitor diazaborine; may be involved in degradation of aberrant mRNAs""",Verified ORF
8344,12,917649,-0.177508648109799,0.147490990718345,0.229580870432228,YLR398C,SKI2,SGDID:S000004390,CDS,CDS,"""Ski complex component and putative RNA helicase; mediates 3'-5' RNA degradation by the cytoplasmic exosome; null mutants have superkiller phenotype of increased viral dsRNAs and are synthetic lethal with mutations in 5'-3' mRNA decay; mutations in the human ortholog ; SKIV2L ; causes Syndromic diarrhea/Trichohepatoenteric (SD/THE) syndrome""",Verified ORF
8345,12,919644,-0.182103123697322,0.147249970372845,0.217022932138416,YLR399C,BDF1,SGDID:S000004391,CDS,CDS,"""Chromatin modifying regulator of meiosis-specific genes; involved in transcription initiation; functions at TATA-containing promoters; associates with basal transcription factor TFIID; contains two bromodomains; corresponds to C-terminal region of mammalian TAF1; redundant with Bdf2p; BDF1 has a paralog ; BDF2 ; that arose from the whole genome duplication""",Verified ORF
8346,12,919734,-0.194895531302548,0.145765372707313,0.182067422687584,YLR399C,BDF1,SGDID:S000004391,CDS,CDS,"""Chromatin modifying regulator of meiosis-specific genes; involved in transcription initiation; functions at TATA-containing promoters; associates with basal transcription factor TFIID; contains two bromodomains; corresponds to C-terminal region of mammalian TAF1; redundant with Bdf2p; BDF1 has a paralog ; BDF2 ; that arose from the whole genome duplication""",Verified ORF
8347,12,923234,-0.158179455069756,0.144750068798954,0.27523719787207,YLR401C,DUS3,SGDID:S000004393,CDS,CDS,"""Dihydrouridine synthase; member of a widespread family of conserved proteins including Smm1p ; Dus1p ; and Dus4p; contains a consensus oleate response element (ORE) in its promoter region; forms nuclear foci upon DNA replication stress""",Verified ORF
