SNP,Chr,Pos,Effect,SE,ERV25_EMP47_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11885,16,798666,-0.297370919719264,0.159231965778566,0.0626557332382059,YPR134W,MSS18,SGDID:S000006338,CDS,CDS,"""Nuclear encoded protein needed for splicing of mitochondrial intron; required for efficient splicing of mitochondrial COX1 aI5beta intron; mss18 mutations block cleavage of 5' exon - intron junction; phenotype of intronless strain suggests additional functions""",Verified ORF
11886,16,810605,-0.308637931567847,0.162191731423488,0.0578643098245888,tN(GUU)P_NFR/NDR,,,Promoter,Promoter,,Promoter
11887,16,810615,-0.279455888149774,0.162346885030536,0.0860633744955788,tN(GUU)P_NFR/NDR,,,Promoter,Promoter,,Promoter
11888,16,810640,-0.289278975324204,0.160878993176065,0.0730130525643103,tN(GUU)P_NFR/NDR,,,Promoter,Promoter,,Promoter
11890,16,812990,-0.345519504699481,0.158958911988095,0.0303963158607703,SUT423,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
11891,16,814026,-0.336202265088338,0.159696391274277,0.035974889490928,YPR139C,LOA1,SGDID:S000006343,CDS,CDS,"""Lysophosphatidic acid acyltransferase; involved in triacelglyceride homeostasis and lipid droplet formation; localized to lipid droplets and the ER; specificity for oleoyl-CoA""",Verified ORF
11892,16,814192,-0.412177640677049,0.159894763131383,0.0103478699700741,YPR140W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11893,16,818804,-0.450108446522622,0.159844337409309,0.005137003599898,YPR143W,RRP15,SGDID:S000006347,CDS,CDS,"""Nucleolar protein; constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs""",Verified ORF
11894,16,819256,-0.468752922972462,0.161883871853322,0.004019827131116,ARS1627,ARS1627,SGDID:S000118423,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
11896,16,822959,-0.515028812791505,0.157531193971371,0.0011838879578202,YPR145W,ASN1,SGDID:S000006349,CDS,CDS,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",Verified ORF
11897,16,823324,-0.556905523375238,0.157024879271137,0.0004428660229785,YPR145W,ASN1,SGDID:S000006349,CDS,CDS,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",Verified ORF
11898,16,823418,-0.538247288007896,0.157472281145696,0.0007043873848704,YPR145W,ASN1,SGDID:S000006349,CDS,CDS,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",Verified ORF
11899,16,825433,-0.534607079696751,0.158390265335835,0.0008195048487449,YPR146C,YPR146C,SGDID:S000006350,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
11900,16,827031,-0.529580639401199,0.158904429235691,0.0009511670962451,YPR148C,YPR148C,SGDID:S000006352,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11901,16,828223,-0.479078873580629,0.15991923960482,0.0029311373591747,YPR148C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11902,16,828272,-0.474689038252892,0.161202934257166,0.0034472957146456,YPR148C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11903,16,831753,-0.459942824542887,0.158654017513111,0.0039772844271694,YPR151C_NFR/NDR,,,Promoter,Promoter,,Promoter
11904,16,833135,-0.388579495358885,0.15913989301745,0.0151066609291062,YPR152C,URN1,SGDID:S000006356,CDS,CDS,"""Protein of unknown function containing WW and FF domains; overexpression causes accumulation of cells in G1 phase""",Verified ORF
11905,16,834908,-0.418203195678255,0.15825031789233,0.0085919352664742,YPR154W,PIN3,SGDID:S000006358,CDS,CDS,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog ; LSB1 ; that arose from the whole genome duplication""",Verified ORF
11906,16,835119,-0.421705405177134,0.159769604754701,0.0086720896695522,YPR154W,PIN3,SGDID:S000006358,CDS,CDS,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog ; LSB1 ; that arose from the whole genome duplication""",Verified ORF
11907,16,835125,-0.421236634916662,0.159519579597819,0.008642082602979,YPR154W,PIN3,SGDID:S000006358,CDS,CDS,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog ; LSB1 ; that arose from the whole genome duplication""",Verified ORF
11908,16,835149,-0.427469683445172,0.160451851821362,0.0080720786623852,YPR154W,PIN3,SGDID:S000006358,CDS,CDS,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog ; LSB1 ; that arose from the whole genome duplication""",Verified ORF
11910,16,836372,-0.45431942052882,0.158189226336619,0.0043252230649022,YPR155C,NCA2,SGDID:S000006359,CDS,CDS,"""Protein that regulates expression of Fo-F1 ATP synthase subunits; involved in the regulation of mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase; functions with Nca3p""",Verified ORF
11912,16,839159,-0.560056504457701,0.160571741428412,0.0005483656786718,YPR156C,TPO3,SGDID:S000006360,CDS,CDS,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",Verified ORF
11913,16,840309,-0.488348825903007,0.160697871274163,0.0025512707822798,XUT_16F-339,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11914,16,840443,-0.476697708430289,0.158452086935688,0.0028142287614196,XUT_16F-339,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11915,16,840461,-0.470431624871499,0.158252462114219,0.0031549558109612,XUT_16F-339,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11916,16,840560,-0.428369858330507,0.158755442883005,0.0073042960007953,XUT_16F-339,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11919,16,841449,-0.384835086212425,0.158474801975652,0.0156659185638976,YPR157W,TDA6,SGDID:S000006361,CDS,CDS,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",Uncharacterized ORF
11920,16,841684,-0.439702445547098,0.159460206634295,0.0061284774022753,YPR157W,TDA6,SGDID:S000006361,CDS,CDS,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",Uncharacterized ORF
11921,16,842949,-0.401346560473569,0.161191818157861,0.0132385147652328,YPR158W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11922,16,843618,-0.337351887884595,0.159552395020868,0.0351848194306265,YPR158W,CUR1,SGDID:S000006362,CDS,CDS,"""Sorting factor ; central regulator of spatial protein quality control; physically and functionally interacts with chaperones to promote sorting and deposition of misfolded proteins into cytosolic compartments; involved in destabilization of [URE3] prions; CUR1 has a paralog ; BTN2 ; that arose from the whole genome duplication""",Verified ORF
11923,16,843702,-0.368709721835548,0.159327534082725,0.0212323995383193,YPR158W,CUR1,SGDID:S000006362,CDS,CDS,"""Sorting factor ; central regulator of spatial protein quality control; physically and functionally interacts with chaperones to promote sorting and deposition of misfolded proteins into cytosolic compartments; involved in destabilization of [URE3] prions; CUR1 has a paralog ; BTN2 ; that arose from the whole genome duplication""",Verified ORF
11924,16,850422,-0.390658030023051,0.158723523302206,0.0143232096346371,YPRCdelta22,YPRCdelta22,SGDID:S000007204,Other features,LTR,"""Ty1 LTR""",reverse complement
11926,16,857866,-0.399123561373691,0.158709651748288,0.0123536532765912,YPR159W,KRE6,SGDID:S000006363,CDS,CDS,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",Verified ORF
11927,16,858788,-0.410874152336487,0.158927359650047,0.0101299157970648,YPR159W,KRE6,SGDID:S000006363,CDS,CDS,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",Verified ORF
11928,16,858824,-0.404832937180073,0.158516112250911,0.0110721333368712,YPR159W,KRE6,SGDID:S000006363,CDS,CDS,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",Verified ORF
11929,16,859747,-0.405533534878712,0.159710048522346,0.0115396354038985,YPR159W,KRE6,SGDID:S000006363,Close to 3'-UTR,Close to 3'-UTR,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",Verified ORF
11932,16,862181,-0.333274836878474,0.159767686139853,0.0376964795824928,YPR160W,GPH1,SGDID:S000006364,CDS,CDS,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
11933,16,863263,-0.350874283631052,0.159576150469041,0.0285412047080219,YPR160W,GPH1,SGDID:S000006364,CDS,CDS,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
11934,16,863372,-0.354242700563978,0.159639831019015,0.0271212736117398,YPR160W,GPH1,SGDID:S000006364,CDS,CDS,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
11935,16,863978,-0.399618388076422,0.159824997640322,0.0128599487430683,YPR160W,GPH1,SGDID:S000006364,CDS,CDS,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
11936,16,864021,-0.358926821990326,0.16017619882219,0.0256587436019605,YPR160W,GPH1,SGDID:S000006364,Close to 3'-UTR,Close to 3'-UTR,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
11937,16,864193,-0.33331718127097,0.159953977737333,0.0378942838632057,YPR160W,GPH1,SGDID:S000006364,Close to 3'-UTR,Close to 3'-UTR,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
11938,16,864283,-0.352519833204235,0.159486375355416,0.0277221742486045,YPR160W,GPH1,SGDID:S000006364,Close to 3'-UTR,Close to 3'-UTR,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
11939,16,864742,-0.364201317454409,0.159763102035319,0.0232255654898385,YPR161C,SGV1,SGDID:S000006365,CDS,CDS,"""Cyclin (Bur2p)-dependent protein kinase; part of the BUR kinase complex which functions in transcriptional regulation; phosphorylates the carboxy-terminal domain (CTD) of Rpo21p and the C-terminal repeat domain of Spt5p; recruits Spt6p to the CTD at the onset of transcription; regulated by Cak1p; similar to metazoan CDK9 proteins""",Verified ORF
