SNP,Chr,Pos,Effect,SE,ERG11_ERV25_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9453,14,274575,0.040187844813307,0.0975251877810902,0.680533420936105,YNL193W,YNL193W,SGDID:S000005137,CDS,CDS,"""Putative protein of unknown function; exhibits a two-hybrid interaction with Yhr151cp in a large-scale analysis""",Uncharacterized ORF
9455,14,278085,0.0136817340881789,0.097652766019309,0.888656182330266,YNL192W,CHS1,SGDID:S000005136,CDS,CDS,"""Chitin synthase I; requires activation from zymogenic form in order to catalyze the transfer of N-acetylglucosamine (GlcNAc) to chitin; required for repairing the chitin septum during cytokinesis; transcription activated by mating factor""",Verified ORF
9457,14,283358,-0.0115820621412967,0.0982160982335836,0.906194729458774,YNL190W,YNL190W,SGDID:S000005134,Close to 3'-UTR,Close to 3'-UTR,"""Hydrophilin essential in desiccation-rehydration process; cell wall protein; contains a putative GPI-attachment site""",Verified ORF
9459,14,285036,-0.0435428809605598,0.0970502540137366,0.653949894834174,YNL189W,SRP1,SGDID:S000005133,CDS,CDS,"""Karyopherin alpha homolog; forms a dimer with karyopherin beta Kap95p to mediate import of nuclear proteins ; binds the nuclear localization signal of the substrate during import; involved in cotranslational protein degradation; binds ribosome-bound nascent polypeptides; Srp1p and Sts1p couple proteasomes to nascent polypeptides emerging from the ribosome for cotranslational degradation""",Verified ORF
9460,14,288822,0.0009901951220416,0.0968935017692094,0.991851999669106,YNL187W,SWT21,SGDID:S000005131,CDS,CDS,"""Protein involved in mRNA splicing; contains a consensus nuclear export signal (NES) sequence similar to the consensus sequence recognized by Crm1p; interacts genetically with Prp40p and Tgs1p; contains WD40 repeats""",Verified ORF
9461,14,294413,0.0846835766572404,0.0969356119551991,0.382926513408642,YNL183C,NPR1,SGDID:S000005127,CDS,CDS,"""Protein kinase; stabilizes several plasma membrane amino acid transporters by antagonizing their ubiquitin-mediated degradation; phosphorylates Aly2p; negatively regulates Ldb19p-mediated endocytosis by phosphorylating Ldb19p; positively regulates activity of the three Mep ammonium transport proteins; mediates inhibitory phosphorylation of Mep2p and Par32p; TOR complex negatively regulates Npr1p activity; NPR1 has a paralog ; PRR2 ; that arose from the whole genome duplication""",Verified ORF
9463,14,301186,0.191453028446765,0.0988846913699265,0.0536505295468031,YNL180C,RHO5,SGDID:S000005124,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; regulated by phosphorylation and ubiquitination; likely involved in protein kinase C (Pkc1p)-dependent signal transduction pathway that controls cell integrity; necessary for oxidant and ramped heat stress-induced cell death; ortholog of mammalian RAC1""",Verified ORF
9464,14,301407,0.152618273636188,0.0966121967754762,0.115071228451769,YNL180C,RHO5,SGDID:S000005124,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential small GTPase of the Rho/Rac family of Ras-like proteins; regulated by phosphorylation and ubiquitination; likely involved in protein kinase C (Pkc1p)-dependent signal transduction pathway that controls cell integrity; necessary for oxidant and ramped heat stress-induced cell death; ortholog of mammalian RAC1""",Verified ORF
9465,14,303906,0.133001542644295,0.0972064701792393,0.172107971714853,YNL177C,MRPL22,SGDID:S000005121,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
9466,14,303958,0.141674015966962,0.0974510021512377,0.146890947986338,YNL177C,MRPL22,SGDID:S000005121,CDS,CDS,"""Mitochondrial ribosomal protein of the large subunit""",Verified ORF
9467,14,308851,0.134373062640065,0.0970519688633573,0.167065405393913,YNL175C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9468,14,308862,0.133600644758187,0.0972166030495477,0.170233629620368,YNL175C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9469,14,309197,0.0883433861116276,0.0974789316917901,0.365404881614763,YNL173C,MDG1,SGDID:S000005117,CDS,CDS,"""Plasma membrane protein; involved in G-protein mediated pheromone signaling pathway; overproduction suppresses bem1 mutations; MDG1 has a paralog ; CRP1 ; that arose from the whole genome duplication""",Verified ORF
9470,14,309784,0.110235941476388,0.0975119487360736,0.259038791589329,YNL173C,MDG1,SGDID:S000005117,CDS,CDS,"""Plasma membrane protein; involved in G-protein mediated pheromone signaling pathway; overproduction suppresses bem1 mutations; MDG1 has a paralog ; CRP1 ; that arose from the whole genome duplication""",Verified ORF
9471,14,312060,0.0761202450065226,0.0970294594131558,0.433269083667355,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9472,14,312454,0.0832750890619681,0.0969390686388737,0.390898271963346,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9473,14,313182,0.0699750145771834,0.0969688458904074,0.471003581209468,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9474,14,314163,0.0937552903523536,0.0970272823886333,0.334566811172001,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9475,14,314179,0.093967803700278,0.0970320919717,0.333497766236185,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9476,14,314885,0.0723230756920813,0.0971555298101138,0.457126667148549,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9477,14,317822,0.0913994307030486,0.097239936782824,0.347892516664641,YNL169C,PSD1,SGDID:S000005113,Close to 3'-UTR,Close to 3'-UTR,"""Phosphatidylserine decarboxylase of the mitochondrial inner membrane; converts phosphatidylserine to phosphatidylethanolamine; regulates mitochondrial fusion and morphology by affecting lipid mixing in the mitochondrial membrane and by influencing the ratio of long to short forms of Mgm1p; partly exposed to the mitochondrial intermembrane space; autocatalytically processed""",Verified ORF
9478,14,318991,0.100131177529924,0.0976094515115887,0.30567186934353,SUT327,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9479,14,319124,0.11113866299699,0.0979586346406931,0.257335046827151,SUT327,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9480,14,319557,0.122571032678023,0.0973060691107164,0.208629907706035,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9481,14,319699,0.132688088086064,0.0971547825248879,0.17289040672071,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9483,14,320581,0.078809409965373,0.0974295948223629,0.419125707548684,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9484,14,320771,0.0990815071737912,0.0974332913188423,0.309889689313242,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9485,14,320823,0.0930995249250594,0.0972850122106707,0.339233764459547,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9487,14,322680,0.100970468287509,0.0978788523261263,0.302972285805378,YNL166C,BNI5,SGDID:S000005110,CDS,CDS,"""Linker protein responsible for recruitment of myosin to the bud neck; interacts with the C-terminal extensions of septins Cdc11p and Shs1p and binds Myo1p to promote cytokinesis""",Verified ORF
9488,14,327569,0.132569967621076,0.0975210687150589,0.174888186607323,YNL163C,RIA1,SGDID:S000005107,CDS,CDS,"""Cytoplasmic GTPase/eEF2-like factor involved in ribosomal biogenesis; with Sdo1p ; a guanine nucleotide exchange factor (GEF) ; promotes release of Tif6p from 60S ribosomal subunits in the cytoplasm so that they can assemble with 40S subunits to generate mature ribosomes; required for quality control check of newly made large ribosomal subunits before they are released into the pool of translating ribosomes""",Verified ORF
9489,14,327674,0.111732382933652,0.0982895853586379,0.256406677070672,YNL163C,RIA1,SGDID:S000005107,CDS,CDS,"""Cytoplasmic GTPase/eEF2-like factor involved in ribosomal biogenesis; with Sdo1p ; a guanine nucleotide exchange factor (GEF) ; promotes release of Tif6p from 60S ribosomal subunits in the cytoplasm so that they can assemble with 40S subunits to generate mature ribosomes; required for quality control check of newly made large ribosomal subunits before they are released into the pool of translating ribosomes""",Verified ORF
9490,14,329969,0.126398270114391,0.0974563784419139,0.1954876272108,YNL163C,RIA1,SGDID:S000005107,CDS,CDS,"""Cytoplasmic GTPase/eEF2-like factor involved in ribosomal biogenesis; with Sdo1p ; a guanine nucleotide exchange factor (GEF) ; promotes release of Tif6p from 60S ribosomal subunits in the cytoplasm so that they can assemble with 40S subunits to generate mature ribosomes; required for quality control check of newly made large ribosomal subunits before they are released into the pool of translating ribosomes""",Verified ORF
9491,14,330041,0.142236323909575,0.0974557526673925,0.145317822735577,YNL163C,RIA1,SGDID:S000005107,CDS,CDS,"""Cytoplasmic GTPase/eEF2-like factor involved in ribosomal biogenesis; with Sdo1p ; a guanine nucleotide exchange factor (GEF) ; promotes release of Tif6p from 60S ribosomal subunits in the cytoplasm so that they can assemble with 40S subunits to generate mature ribosomes; required for quality control check of newly made large ribosomal subunits before they are released into the pool of translating ribosomes""",Verified ORF
9492,14,331132,0.189212341728706,0.0978517093361645,0.0539536260321819,YNL162W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9494,14,332647,0.150543095711582,0.0973121054880817,0.122756119213668,YNL161W,CBK1,SGDID:S000005105,CDS,CDS,"""Serine/threonine protein kinase of the the RAM signaling network; Ndr/LATS family member; binds regulatory subunit Mob2p; involved in regulation of cellular morphogenesis ; polarized growth ; and septum destruction; phosphorylation by Cbk1p regulates localization and activity of Ace2p transcription factor and Ssd1p translational repressor; Cbk1p activity is regulated by both phosphorylation and specific localization; relocalizes to cytoplasm upon DNA replication stress""",Verified ORF
9496,14,334886,0.121910167148804,0.097491387283031,0.211955744078265,YNL161W,CBK1,SGDID:S000005105,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase of the the RAM signaling network; Ndr/LATS family member; binds regulatory subunit Mob2p; involved in regulation of cellular morphogenesis ; polarized growth ; and septum destruction; phosphorylation by Cbk1p regulates localization and activity of Ace2p transcription factor and Ssd1p translational repressor; Cbk1p activity is regulated by both phosphorylation and specific localization; relocalizes to cytoplasm upon DNA replication stress""",Verified ORF
