SNP,Chr,Pos,Effect,SE,MID2_MAM33_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10194,15,117153,-0.305691048692944,0.186309761487445,0.101736311738311,YOL104C,NDJ1,SGDID:S000005464,CDS,CDS,"""Protein that regulates meiotic SPB cohesion and telomere clustering; localizes to both spindle pole bodies (SPBs) and telomeres; required for bouquet formation ; effective homolog pairing ; ordered cross-over distribution ; sister chromatid cohesion at meiotic telomeres ; chromosomal segregation and telomere-led rapid prophase movement""",Verified ORF
10195,15,126797,-0.219453011415482,0.184057646187497,0.233942215869765,YOL102C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10197,15,129576,-0.302654285789688,0.183591891449591,0.10013637052505,YOL100W,PKH2,SGDID:S000005460,CDS,CDS,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10198,15,129671,-0.231444705917328,0.18204245052156,0.20443139011868,YOL100W,PKH2,SGDID:S000005460,CDS,CDS,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10199,15,132664,-0.227433268076765,0.182056772493498,0.212403690594876,YOL100W,PKH2,SGDID:S000005460,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10200,15,132707,-0.270971114567371,0.182456761103271,0.138403138425793,YOL100W,PKH2,SGDID:S000005460,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10201,15,132710,-0.289406438335676,0.185002931037632,0.118635068868123,YOL100W,PKH2,SGDID:S000005460,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10202,15,132712,-0.0991948967941907,0.181802317927732,0.585672099251762,YOL100W,PKH2,SGDID:S000005460,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase; involved in sphingolipid-mediated signaling pathway that controls endocytosis; activates Ypk1p and Ykr2p ; components of signaling cascade required for maintenance of cell wall integrity; contains a PH-like domain; redundant with Pkh1p; PKH2 has a paralog ; PKH1 ; that arose from the whole genome duplication""",Verified ORF
10203,15,132737,-0.141936856826977,0.181689725968102,0.435205742051628,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10204,15,132965,-0.166219437370463,0.182244154470637,0.36235428328993,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10205,15,133138,-0.153109479098843,0.181128526115305,0.398511208815412,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10206,15,133313,-0.243893850114919,0.181996401532154,0.181073931354763,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10207,15,133314,-0.292537738430838,0.18366079866166,0.112096628031045,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10208,15,133472,-0.212147333576342,0.181036352869018,0.242047844989953,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10209,15,133474,-0.233010590418421,0.1853028944163,0.209419133611408,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10210,15,133533,-0.341824038131691,0.185066183142536,0.0655785074676913,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10211,15,133892,-0.294160681310229,0.182468740280213,0.107830474322475,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10212,15,133910,-0.419498781706,0.183613933930185,0.0229245337588523,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10213,15,133953,-0.361275518303058,0.183291370669991,0.0494995486107296,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10214,15,133965,-0.365062507983478,0.181519568807789,0.0450697469300849,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10215,15,134036,-0.320345730794689,0.180078261995315,0.0761125058634067,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10216,15,134558,-0.367158406231902,0.180373534914995,0.0425425170417347,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10217,15,134644,-0.239567592086989,0.178758848218926,0.18105141340996,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10218,15,134750,-0.242637272745435,0.178697292584197,0.175390739606708,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10219,15,134843,-0.260024218551703,0.185980785263079,0.162953623876201,YOL098C,SDD3,SGDID:S000005458,CDS,CDS,"""Putative metalloprotease; overproduction suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
10220,15,136895,-0.188023989785952,0.180700239431446,0.298805952217718,YOL097C,WRS1,SGDID:S000005457,CDS,CDS,"""Cytoplasmic tryptophanyl-tRNA synthetase; aminoacylates tryptophanyl-tRNA; human homolog WARS can complement yeast null mutant""",Verified ORF
10223,15,141593,-0.23481814647176,0.176351848212675,0.183873179855885,YOL094C,RFC4,SGDID:S000005454,CDS,CDS,"""Subunit of heteropentameric Replication factor C (RF-C); which is a DNA binding protein and ATPase that acts as a clamp loader of the proliferating cell nuclear antigen (PCNA) processivity factor for DNA polymerases delta and epsilon; relocalizes to the cytosol in response to hypoxia""",Verified ORF
10224,15,143047,-0.289844694063158,0.178884309096753,0.106062641987976,YOL093W,TRM10,SGDID:S000005453,CDS,CDS,"""tRNA methyltransferase; methylates the N-1 position of guanine at position 9 in tRNAs; protein abundance increases in response to DNA replication stress; member of the SPOUT (SpoU-TrmD) methyltransferase family; human ortholog TRMT10A plays a role in the pathogenesis of microcephaly and early onset diabetes; an 18-mer originates from the TRM10 locus; genetic analysis shows the 18-mer is the translation regulator""",Verified ORF
10225,15,143755,-0.3752107736338,0.173644895183778,0.0313834797261109,YOL093W,TRM10,SGDID:S000005453,Close to 3'-UTR,Close to 3'-UTR,"""tRNA methyltransferase; methylates the N-1 position of guanine at position 9 in tRNAs; protein abundance increases in response to DNA replication stress; member of the SPOUT (SpoU-TrmD) methyltransferase family; human ortholog TRMT10A plays a role in the pathogenesis of microcephaly and early onset diabetes; an 18-mer originates from the TRM10 locus; genetic analysis shows the 18-mer is the translation regulator""",Verified ORF
10226,15,143906,-0.40944478488675,0.17391822842906,0.0191080599176525,YOL093W,TRM10,SGDID:S000005453,Close to 3'-UTR,Close to 3'-UTR,"""tRNA methyltransferase; methylates the N-1 position of guanine at position 9 in tRNAs; protein abundance increases in response to DNA replication stress; member of the SPOUT (SpoU-TrmD) methyltransferase family; human ortholog TRMT10A plays a role in the pathogenesis of microcephaly and early onset diabetes; an 18-mer originates from the TRM10 locus; genetic analysis shows the 18-mer is the translation regulator""",Verified ORF
10227,15,144887,-0.404553553159523,0.173869897511639,0.0205433414342,YOL092W,YPQ1,SGDID:S000005452,CDS,CDS,"""Putative vacuolar membrane transporter for cationic amino acids; likely contributes to amino acid homeostasis by exporting cationic amino acids from the vacuole; member of the PQ-loop family ; with seven transmembrane domains; similar to mammalian PQLC2 vacuolar transporter; YPQ1 has a paralog ; RTC2 ; that arose from the whole genome duplication""",Verified ORF
10230,15,149218,-0.316519052882744,0.170681172446272,0.0645091361328832,YOL090W,MSH2,SGDID:S000005450,CDS,CDS,"""Protein that binds to DNA mismatches; forms heterodimers with Msh3p and Msh6p that bind to DNA mismatches to initiate the mismatch repair process; contains a Walker ATP-binding motif required for repair activity and involved in interstrand cross-link repair; Msh2p-Msh6p binds to and hydrolyzes ATP; required for silencing at the silent mating-type loci and telomeres""",Verified ORF
10231,15,149283,-0.338483279512483,0.16580997315561,0.0419549659823271,YOL090W,MSH2,SGDID:S000005450,CDS,CDS,"""Protein that binds to DNA mismatches; forms heterodimers with Msh3p and Msh6p that bind to DNA mismatches to initiate the mismatch repair process; contains a Walker ATP-binding motif required for repair activity and involved in interstrand cross-link repair; Msh2p-Msh6p binds to and hydrolyzes ATP; required for silencing at the silent mating-type loci and telomeres""",Verified ORF
10232,15,150503,-0.272037653324647,0.165866985062107,0.101876125828132,YOL089C,HAL9,SGDID:S000005449,CDS,CDS,"""Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 (Na+/Li+ extrusion pump) gene while gene disruption decreases both salt tolerance and ENA1 expression; HAL9 has a paralog ; TBS1 ; that arose from the whole genome duplication""",Verified ORF
10233,15,150771,-0.291168769622826,0.165632910263959,0.0796284383855719,YOL089C,HAL9,SGDID:S000005449,CDS,CDS,"""Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 (Na+/Li+ extrusion pump) gene while gene disruption decreases both salt tolerance and ENA1 expression; HAL9 has a paralog ; TBS1 ; that arose from the whole genome duplication""",Verified ORF
10234,15,150846,-0.275133401168866,0.165852519244358,0.0980233313683724,YOL089C,HAL9,SGDID:S000005449,CDS,CDS,"""Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 (Na+/Li+ extrusion pump) gene while gene disruption decreases both salt tolerance and ENA1 expression; HAL9 has a paralog ; TBS1 ; that arose from the whole genome duplication""",Verified ORF
10235,15,151176,-0.223573009173621,0.165331271460022,0.177153675849484,YOL089C,HAL9,SGDID:S000005449,CDS,CDS,"""Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 (Na+/Li+ extrusion pump) gene while gene disruption decreases both salt tolerance and ENA1 expression; HAL9 has a paralog ; TBS1 ; that arose from the whole genome duplication""",Verified ORF
10236,15,151907,-0.193966502893757,0.164105013464305,0.238014890155439,YOL089C,HAL9,SGDID:S000005449,CDS,CDS,"""Putative transcription factor containing a zinc finger; overexpression increases salt tolerance through increased expression of the ENA1 (Na+/Li+ extrusion pump) gene while gene disruption decreases both salt tolerance and ENA1 expression; HAL9 has a paralog ; TBS1 ; that arose from the whole genome duplication""",Verified ORF
10237,15,154160,-0.194327177275825,0.165039126711278,0.239804704742283,YOL088C,MPD2,SGDID:S000005448,CDS,CDS,"""Member of the protein disulfide isomerase (PDI) family; exhibits chaperone activity; overexpression suppresses the lethality of a pdi1 deletion but does not complement all Pdi1p functions; undergoes oxidation by Ero1p""",Verified ORF
10238,15,154614,-0.196482975615074,0.164711633501526,0.233713358730436,YOL088C,MPD2,SGDID:S000005448,CDS,CDS,"""Member of the protein disulfide isomerase (PDI) family; exhibits chaperone activity; overexpression suppresses the lethality of a pdi1 deletion but does not complement all Pdi1p functions; undergoes oxidation by Ero1p""",Verified ORF
10239,15,158171,-0.342523373943474,0.168845733750368,0.0432475541188446,YOL087C,DUF1,SGDID:S000005447,CDS,CDS,"""Ubiquitin-binding protein of unknown function; contains one WD40 repeat in a beta-propeller fold; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm; homolog of human WDR48/UAF1 ; which is involved in regulating the Fanconi anemia pathway; deletion mutant is sensitive to various chemicals including phenanthroline ; sanguinarine ; and nordihydroguaiaretic acid""",Verified ORF
