SNP,Chr,Pos,Effect,SE,HUG1_ADE17_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11718,16,601071,0.0396679167916594,0.0647358248982295,0.540425585680513,YPR021C,AGC1,SGDID:S000006225,CDS,CDS,"""Mitochondrial amino acid transporter; acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis; human homolog SLC25A13 complements yeast null mutant""",Verified ORF
11719,16,602166,0.0294746344509136,0.0648032300801922,0.649509117330607,YPR021C,AGC1,SGDID:S000006225,CDS,CDS,"""Mitochondrial amino acid transporter; acts both as a glutamate uniporter and as an aspartate-glutamate exchanger; involved in nitrogen metabolism and nitrogen compound biosynthesis; human homolog SLC25A13 complements yeast null mutant""",Verified ORF
11721,16,604113,0.0268909326045419,0.0643440316466941,0.676256588672526,YPR022C,SDD4,SGDID:S000006226,CDS,CDS,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11722,16,604897,0.0046847833266973,0.065063478286964,0.942640081599898,YPR022C,SDD4,SGDID:S000006226,CDS,CDS,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11723,16,605104,0.0021475106483206,0.0656705005436,0.973931270256208,YPR022C,SDD4,SGDID:S000006226,CDS,CDS,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11724,16,605672,-0.0054022280371376,0.0645234123081736,0.933322472853424,YPR022C,SDD4,SGDID:S000006226,CDS,CDS,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11725,16,606419,0.0102700441891749,0.0643820870815237,0.873352713542416,YPR022C,SDD4,SGDID:S000006226,CDS,CDS,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11726,16,606674,-0.0024836206167049,0.064310976806752,0.969216046765108,YPR022C,SDD4,SGDID:S000006226,CDS,CDS,"""Putative transcription factor ; as suggested by computational analysis; green fluorescent protein (GFP)-fusion protein localizes to both the cytoplasm and the nucleus and is induced in response to the DNA-damaging agent MMS; overproduction of a truncation allele suppresses lethality due to expression of the dominant PET9 allele AAC2-A128P""",Verified ORF
11728,16,607971,-0.0592782361111235,0.0645772547572411,0.359275482031342,SUT420,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11729,16,608318,-0.0679723391341465,0.0640849457048975,0.289569595081715,SUT420,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11730,16,608420,-0.0592166320593824,0.0640166897788157,0.355588121100848,SUT420,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11731,16,608450,-0.0571544899177489,0.064114856594122,0.37330085970077,SUT420,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11732,16,608778,-0.0429102820698589,0.0645175385718999,0.506424123743079,XUT_16F-243,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11733,16,608786,-0.053583381523894,0.0642356412994864,0.404749876121033,XUT_16F-243,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11734,16,611083,-0.0551114922952798,0.0640210319041637,0.389913689282853,YPR024W,YME1,SGDID:S000006228,CDS,CDS,"""Catalytic subunit of i-AAA protease complex; complex is located in mitochondrial inner membrane; responsible for degradation of unfolded or misfolded mitochondrial gene products; serves as nonconventional translocation motor to pull PNPase into intermembrane space; also has role in intermembrane space protein folding; mutation causes elevated rate of mitochondrial turnover; human homolog YME1L1 can complement yeast null mutant""",Verified ORF
11736,16,613369,-0.0455768544307848,0.0651481066752057,0.484645179310431,YPR024W,YME1,SGDID:S000006228,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of i-AAA protease complex; complex is located in mitochondrial inner membrane; responsible for degradation of unfolded or misfolded mitochondrial gene products; serves as nonconventional translocation motor to pull PNPase into intermembrane space; also has role in intermembrane space protein folding; mutation causes elevated rate of mitochondrial turnover; human homolog YME1L1 can complement yeast null mutant""",Verified ORF
11737,16,614208,0.0006073613748334,0.0648310554479556,0.992530522993092,YPR025C,CCL1,SGDID:S000006229,CDS,CDS,"""Cyclin partner of the cyclin-dependent kinase (CDK) Kin28p; regulates the activity of Kin28p ; a TFIIH-associated carboxy-terminal domain (CTD) kinase that facilitates recruitment of mRNA 5'-capping and polyadenylation factors to the RNAPII holoenzyme complex ; and has a minor role in RNAPII transcription; subunit of TFIIK ; a TFIIH subassembly;  human homolog CCNH allows growth of a yeast ccl1 temperature-sensitive mutant at restrictive temperature""",Verified ORF
11738,16,615020,-0.0136903977927813,0.0641828466709028,0.831213720926741,YPR025C,CCL1,SGDID:S000006229,Close to 3'-UTR,Close to 3'-UTR,"""Cyclin partner of the cyclin-dependent kinase (CDK) Kin28p; regulates the activity of Kin28p ; a TFIIH-associated carboxy-terminal domain (CTD) kinase that facilitates recruitment of mRNA 5'-capping and polyadenylation factors to the RNAPII holoenzyme complex ; and has a minor role in RNAPII transcription; subunit of TFIIK ; a TFIIH subassembly;  human homolog CCNH allows growth of a yeast ccl1 temperature-sensitive mutant at restrictive temperature""",Verified ORF
11740,16,616806,-0.0626470346039874,0.06428167750009,0.330440650143716,YPR026W,ATH1,SGDID:S000006230,CDS,CDS,"""Acid trehalase required for utilization of extracellular trehalose; involved in intracellular trehalose degradation during growth recovery after saline stress""",Verified ORF
11741,16,618813,-0.0403677307768198,0.0641429269572865,0.529533350188857,YPR026W,ATH1,SGDID:S000006230,CDS,CDS,"""Acid trehalase required for utilization of extracellular trehalose; involved in intracellular trehalose degradation during growth recovery after saline stress""",Verified ORF
11742,16,619798,-0.0573975686724374,0.0642904617463322,0.372580456083237,YPR026W,ATH1,SGDID:S000006230,Close to 3'-UTR,Close to 3'-UTR,"""Acid trehalase required for utilization of extracellular trehalose; involved in intracellular trehalose degradation during growth recovery after saline stress""",Verified ORF
11744,16,622910,-0.0515596950090306,0.0641202034757489,0.421874645066797,YPR028W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11745,16,623271,-0.0568649451652764,0.0653150958944388,0.384550697187865,CUT905_NFR/NDR,,,Promoter,Promoter,,Promoter
11746,16,625011,-0.136696266204105,0.0643321244317763,0.0342932436467421,YPR029C,APL4,SGDID:S000006233,CDS,CDS,"""Gamma-adaptin; large subunit of the clathrin-associated protein (AP-1) complex; binds clathrin; involved in vesicle mediated transport""",Verified ORF
11747,16,627247,-0.110313136125377,0.0643684793996794,0.0874477998148443,YPR029C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11748,16,627281,-0.121271115767548,0.0642220737889813,0.059804259027047,YPR029C,APL4,SGDID:S000006233,Close to 3'-UTR,Close to 3'-UTR,"""Gamma-adaptin; large subunit of the clathrin-associated protein (AP-1) complex; binds clathrin; involved in vesicle mediated transport""",Verified ORF
11749,16,629630,-0.105308351432312,0.0645085213271782,0.103471765469664,YPR030W,CSR2,SGDID:S000006234,CDS,CDS,"""Nuclear ubiquitin protein ligase binding protein; may regulate utilization of nonfermentable carbon sources and endocytosis of plasma membrane proteins; overproduction suppresses chs5 spa2 lethality at high temp; ubiquitinated by Rsp5p ; deubiquitinated by Ubp2p; CSR2 has a paralog ; ECM21 ; that arose from the whole genome duplication""",Verified ORF
11750,16,630835,-0.119649167483051,0.0640522991805643,0.0625915434837234,YPR030W,CSR2,SGDID:S000006234,CDS,CDS,"""Nuclear ubiquitin protein ligase binding protein; may regulate utilization of nonfermentable carbon sources and endocytosis of plasma membrane proteins; overproduction suppresses chs5 spa2 lethality at high temp; ubiquitinated by Rsp5p ; deubiquitinated by Ubp2p; CSR2 has a paralog ; ECM21 ; that arose from the whole genome duplication""",Verified ORF
11751,16,631047,-0.115183430234145,0.0639876345143397,0.0727002566822339,YPR030W,CSR2,SGDID:S000006234,CDS,CDS,"""Nuclear ubiquitin protein ligase binding protein; may regulate utilization of nonfermentable carbon sources and endocytosis of plasma membrane proteins; overproduction suppresses chs5 spa2 lethality at high temp; ubiquitinated by Rsp5p ; deubiquitinated by Ubp2p; CSR2 has a paralog ; ECM21 ; that arose from the whole genome duplication""",Verified ORF
11753,16,631703,-0.131998912907266,0.0637962489129741,0.0392669126442132,YPR031W,NTO1,SGDID:S000006235,CDS,CDS,"""Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3""",Verified ORF
11754,16,635798,-0.113172183774653,0.0640774514807865,0.0782302812680135,YPR032W,SRO7,SGDID:S000006236,CDS,CDS,"""Effector of Rab GTPase Sec4p; forms a complex with Sec4p and t-SNARE Sec9p; involved in exocytosis and docking and fusion of post-Golgi vesicles with plasma membrane; regulates cell proliferation and colony development via the Rho1-Tor1 pathway; homolog of Drosophila lgl tumor suppressor; SRO7 has a paralog ; SRO77 ; that arose from the whole genome duplication""",Verified ORF
11755,16,637935,-0.120513115646889,0.0639496249520325,0.0603186809447437,YPR033C,HTS1,SGDID:S000006237,CDS,CDS,"""Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome""",Verified ORF
11756,16,638064,-0.106730536792553,0.0641118242015493,0.0968487504759101,YPR033C,HTS1,SGDID:S000006237,CDS,CDS,"""Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome""",Verified ORF
11757,16,638486,-0.127832463469477,0.0639134317273124,0.0462565200629151,YPR033C,HTS1,SGDID:S000006237,CDS,CDS,"""Cytoplasmic and mitochondrial histidine tRNA synthetase; efficient mitochondrial localization requires both a presequence and an amino-terminal sequence; mutations in human ortholog HARS2 are associated with Perrault syndrome""",Verified ORF
11758,16,641225,-0.0799640293105006,0.0639890929747204,0.212254990306258,YPR035W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11759,16,641460,-0.0899271832236263,0.06438027530698,0.163347431254453,YPR035W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11760,16,641530,-0.0953087510218456,0.0639073038215853,0.136760257546608,YPR035W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11761,16,641565,-0.0991184027426302,0.0640719456854824,0.122762638996039,YPR035W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11765,16,652919,-0.0149616121222859,0.0642407293910831,0.815974689785655,YPR042C,PUF2,SGDID:S000006246,CDS,CDS,"""PUF family mRNA-binding protein; Pumilio homology domain confers RNA binding activity; preferentially binds mRNAs encoding membrane-associated proteins; binding site composed of two UAAU tetranucleotides ; separated by a 3-nt linker; PUF2 has a paralog ; JSN1 ; that arose from the whole genome duplication""",Verified ORF
11766,16,653824,0.0135079801815579,0.0645554886479333,0.834376875001936,YPR043W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11767,16,653904,0.0047144957922816,0.0657785962074277,0.942903380690782,YPR043W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11770,16,656034,0.0112170298509319,0.0642859946913164,0.86158327001718,YPR045C,THP3,SGDID:S000006249,CDS,CDS,"""Protein that may have a role in transcription elongation; forms a complex with Csn12p that is recruited to transcribed genes; possibly involved in splicing based on pre-mRNA accumulation defect for many intron-containing genes""",Verified ORF
11771,16,656502,0.0062572276644698,0.0642879042612507,0.922518509254142,YPR045C,THP3,SGDID:S000006249,CDS,CDS,"""Protein that may have a role in transcription elongation; forms a complex with Csn12p that is recruited to transcribed genes; possibly involved in splicing based on pre-mRNA accumulation defect for many intron-containing genes""",Verified ORF
11772,16,656563,0.0133219397567639,0.0643805030284698,0.836187689423704,YPR046W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11773,16,656677,0.009114875870699,0.0642788162142782,0.887317160048879,YPR046W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11774,16,656737,0.0128773312431844,0.0641782718266429,0.841088287602913,YPR046W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11775,16,656911,0.0046348859612534,0.0642984479445552,0.942575924459223,YPR046W,MCM16,SGDID:S000006250,CDS,CDS,"""Component of the Ctf19 complex and the COMA subcomplex; involved in kinetochore-microtubule mediated chromosome segregation; binds to centromere DNA; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-H and fission yeast fta3""",Verified ORF
11778,16,662572,0.0743561387218709,0.0642197934135744,0.247712802223226,YPR049C,ATG11,SGDID:S000006253,CDS,CDS,"""Adapter protein for pexophagy and the Cvt targeting pathway; directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles; required for recruiting other proteins to the PAS; recruits Dnm1p to facilitate fission of mitochondria that are destined for removal by mitophagy""",Verified ORF
11779,16,664333,0.0851946518562973,0.0644036597934726,0.186750488644292,YPR049C,ATG11,SGDID:S000006253,CDS,CDS,"""Adapter protein for pexophagy and the Cvt targeting pathway; directs receptor-bound cargo to the phagophore assembly site (PAS) for packaging into vesicles; required for recruiting other proteins to the PAS; recruits Dnm1p to facilitate fission of mitochondria that are destined for removal by mitophagy""",Verified ORF
