SNP,Chr,Pos,Effect,SE,SSH1_PIS1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11942,16,869725,0.0303399128412001,0.10352286395881,0.769637406587603,YPR163C,TIF3,SGDID:S000006367,CDS,CDS,"""Translation initiation factor eIF-4B; RNA recognition motif containing single-stranded RNA binding protein that possesses RNA annealing and strand-exchange activities; stimulates the ATPase and unwinding activities of the RNA helicase eIF4A ; in a synergistic manner with eIF4G; promotes assembly of the translation initiation factor complex eIF4F and the 48S preinitiation complex; interacts with Rps20p at the head of the 40S ribosomal subunit and alters the structure of the mRNA entry channel""",Verified ORF
11944,16,873212,0.0242500118432394,0.104652836177488,0.816890824729296,YPR164W,MMS1,SGDID:S000006368,CDS,CDS,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",Verified ORF
11945,16,873246,0.029034774913869,0.104393503859317,0.781076801812161,YPR164W,MMS1,SGDID:S000006368,CDS,CDS,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",Verified ORF
11946,16,873367,0.0126829907034888,0.104420373287306,0.903395106673102,YPR164W,MMS1,SGDID:S000006368,CDS,CDS,"""Subunit of E3 ubiquitin ligase complex involved in replication repair; stabilizes protein components of the replication fork such as the fork-pausing complex and leading strand polymerase ; preventing fork collapse and promoting efficient recovery during replication stress; regulates Ty1 transposition; involved with Rtt101p in nonfunctional rRNA decay""",Verified ORF
11948,16,879475,0.0415040297464648,0.104381569057651,0.691151846453209,YPR169W,JIP5,SGDID:S000006373,CDS,CDS,"""Protein required for biogenesis of the large ribosomal subunit; required for biogenesis of the large ribosomal subunit; interacts with proteins involved in RNA processing ; ribosome biogenesis ; ubiquitination and demethylation; similar to WDR55 ; a human WD repeat protein; essential gene""",Verified ORF
11949,16,879779,0.0655669683587965,0.103769976327414,0.527894449448928,YPR169W,JIP5,SGDID:S000006373,CDS,CDS,"""Protein required for biogenesis of the large ribosomal subunit; required for biogenesis of the large ribosomal subunit; interacts with proteins involved in RNA processing ; ribosome biogenesis ; ubiquitination and demethylation; similar to WDR55 ; a human WD repeat protein; essential gene""",Verified ORF
11950,16,881962,0.110185665887172,0.103787011062763,0.289119581406999,P:881831-882982,,,Intergenic region,Intergenic region,between YPRCtau3 and YPR170C,Intergenic region
11951,16,882230,0.114739264111476,0.103867680483787,0.270056018784997,YPR170C,YPR170C,SGDID:S000006374,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially overlaps ORFs YPR169W-A and YPR170W-B""",Dubious ORF
11952,16,883992,0.0188599573447441,0.103823787696569,0.855958900022631,YPR171W,BSP1,SGDID:S000006375,CDS,CDS,"""Adapter that links synaptojanins to the cortical actin cytoskeleton; the synaptojanins are Inp52p and Inp53p""",Verified ORF
11953,16,884119,0.0405037402499978,0.104956872911706,0.699796970661035,YPR171W,BSP1,SGDID:S000006375,CDS,CDS,"""Adapter that links synaptojanins to the cortical actin cytoskeleton; the synaptojanins are Inp52p and Inp53p""",Verified ORF
11956,16,888040,0.136426865593429,0.103376563604692,0.187787796370819,YPR173C_NFR/NDR,,,Promoter,Promoter,,Promoter
11957,16,890359,0.183200926378878,0.10377805560453,0.0783754307605778,YPR175W,DPB2,SGDID:S000006379,CDS,CDS,"""Second largest subunit of DNA polymerase II (DNA polymerase epsilon); required for maintenance of fidelity of chromosomal replication; essential motif in C-terminus is required for formation of the four-subunit Pol epsilon; expression peaks at the G1/S phase boundary; Cdc28p substrate""",Verified ORF
11958,16,892106,0.184856273637836,0.103605837437638,0.0752456811547961,YPR178W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11959,16,893672,0.139496542818479,0.10381011374179,0.179887021205916,YPR178W,PRP4,SGDID:S000006382,CDS,CDS,"""Splicing factor; component of the U4/U6-U5 snRNP complex""",Verified ORF
11961,16,896683,0.144483450333086,0.103511227301838,0.163644799060534,YPR180W,AOS1,SGDID:S000006384,CDS,CDS,"""Subunit of heterodimeric nuclear SUMO activating enzyme E1 with Uba2p; activates Smt3p (SUMO) before its conjugation to proteins (sumoylation) ; which may play a role in protein targeting; essential for viability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
11962,16,896710,0.133153617037474,0.103537748061184,0.199272238390604,YPR180W,AOS1,SGDID:S000006384,CDS,CDS,"""Subunit of heterodimeric nuclear SUMO activating enzyme E1 with Uba2p; activates Smt3p (SUMO) before its conjugation to proteins (sumoylation) ; which may play a role in protein targeting; essential for viability; relocalizes to the cytosol in response to hypoxia""",Verified ORF
11966,16,897736,0.126015889328408,0.103427144315614,0.223884733372094,YPR181C,SEC23,SGDID:S000006385,CDS,CDS,"""GTPase-activating protein ; stimulates the GTPase activity of Sar1p; component of the Sec23p-Sec24p heterodimer of the COPII vesicle coat ; involved in ER to Golgi transport; substrate of Ubp3/Bre5 complex; ubiquitylated by Ub-ligase Rsp5p; proteasome-mediated degradation of Sec23p is regulated by Cdc48p""",Verified ORF
11967,16,899836,0.0995328384744339,0.104903346300627,0.343368803193582,YPR182W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11968,16,899989,0.158350060683175,0.103792684429671,0.127995478014355,YPR182W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11969,16,900472,0.134242295942855,0.10328862505329,0.194558300067635,YPR183W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11970,16,902929,0.119200442584775,0.104034350788573,0.252662482558519,YPR184W,GDB1,SGDID:S000006388,CDS,CDS,"""Glycogen debranching enzyme; contains glucanotranferase and alpha-1,6-amyloglucosidase activities; required for glycogen degradation; phosphorylated in mitochondria; activity is inhibited by Igd1p; protein abundance increases in response to DNA replication stress""",Verified ORF
11971,16,903415,0.0842137778226275,0.103595906074081,0.416819621249014,YPR184W,GDB1,SGDID:S000006388,CDS,CDS,"""Glycogen debranching enzyme; contains glucanotranferase and alpha-1,6-amyloglucosidase activities; required for glycogen degradation; phosphorylated in mitochondria; activity is inhibited by Igd1p; protein abundance increases in response to DNA replication stress""",Verified ORF
11972,16,905004,0.0871397677338888,0.103602210314505,0.400861583000225,YPR184W,GDB1,SGDID:S000006388,CDS,CDS,"""Glycogen debranching enzyme; contains glucanotranferase and alpha-1,6-amyloglucosidase activities; required for glycogen degradation; phosphorylated in mitochondria; activity is inhibited by Igd1p; protein abundance increases in response to DNA replication stress""",Verified ORF
11973,16,905596,0.0854014773801036,0.103389822658199,0.409353869019762,YPR184W,GDB1,SGDID:S000006388,CDS,CDS,"""Glycogen debranching enzyme; contains glucanotranferase and alpha-1,6-amyloglucosidase activities; required for glycogen degradation; phosphorylated in mitochondria; activity is inhibited by Igd1p; protein abundance increases in response to DNA replication stress""",Verified ORF
11976,16,911554,0.124328922397934,0.103847224990097,0.232020615697381,YPR186C,PZF1,SGDID:S000006390,Close to 3'-UTR,Close to 3'-UTR,"""Transcription factor IIIA (TFIIIA); essential DNA binding protein required for transcription of 5S rRNA by RNA polymerase III; not involved in transcription of other RNAP III genes; nine conserved zinc fingers; may also bind 5S rRNA""",Verified ORF
11977,16,912174,0.0626480168846195,0.103325014719446,0.544692022050586,YPR188C,MLC2,SGDID:S000006392,CDS,CDS,"""Regulatory light chain for the type II myosin Myo1p; binds to an IQ motif of Myo1p ; localization to the bud neck depends on Myo1p; involved in the disassembly of the Myo1p ring""",Verified ORF
11978,16,918804,0.0502105196016943,0.103407831525868,0.62758167580603,YPR190C,RPC82,SGDID:S000006394,CDS,CDS,"""RNA polymerase III subunit C82""",Verified ORF
11979,16,919752,0.093024442838104,0.103221072494919,0.368088139292416,YPR191W,QCR2,SGDID:S000006395,CDS,CDS,"""Subunit 2 of ubiquinol cytochrome-c reductase (Complex III); Complex III is a component of the mitochondrial inner membrane electron transport chain; phosphorylated; transcription is regulated by Hap1p ; Hap2p/Hap3p ; and heme""",Verified ORF
11980,16,921739,-0.0104405340615359,0.10464834003759,0.920585311289543,YPR192W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11983,16,924612,0.0500769089408113,0.103498691304763,0.628798734836825,SUT428,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11984,16,924658,0.0503802807186908,0.103728071073674,0.627484242956832,SUT428,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11985,16,924973,0.0607282363943862,0.10400763549294,0.55967228349763,SUT428,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11986,16,925072,0.0607943602056425,0.1039792969284,0.559138051221385,SUT428,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11987,16,925491,0.0521075334629341,0.103359515268542,0.614478405119706,SUT428,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11988,16,925497,0.0528270417044569,0.103514456008699,0.610135802083784,SUT428,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11989,16,925534,0.0467255090923694,0.10377988269955,0.65281617599125,SUT428,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11990,16,927019,0.0557568969271687,0.104478714420126,0.593907451383896,SUT428,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11991,16,928107,0.0978141197389846,0.103208528796501,0.34391376919225,XUT_16F-376,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11992,16,928226,0.119854973592874,0.103566444182462,0.247942043484494,XUT_16F-376,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11993,16,929728,0.107513507909948,0.103984464856617,0.301872874497473,P:928295-931375,,,Intergenic region,Intergenic region,between YPR195C and YPR196W,Intergenic region
11995,16,930208,0.150701365773229,0.105097032207469,0.15247857714869,P:928295-931375,,,Intergenic region,Intergenic region,between YPR195C and YPR196W,Intergenic region
11996,16,931230,0.10571896020863,0.10371655320305,0.308755535014972,YPR196W,YPR196W,SGDID:S000006400,Close to 3'-UTR,Close to 3'-UTR,"""Putative maltose-responsive transcription factor""",Uncharacterized ORF
11997,16,931245,0.0919285438642587,0.103914504327895,0.376944593807951,YPR196W,YPR196W,SGDID:S000006400,Close to 3'-UTR,Close to 3'-UTR,"""Putative maltose-responsive transcription factor""",Uncharacterized ORF
11998,16,931869,0.0796300256359533,0.104135571807426,0.444975073475403,YPR196W,YPR196W,SGDID:S000006400,CDS,CDS,"""Putative maltose-responsive transcription factor""",Uncharacterized ORF
11999,16,934894,-0.0125092173825498,0.108100577404003,0.907941584496761,YPR198W,SGE1,SGDID:S000006402,CDS,CDS,"""Plasma membrane multidrug transporter; member of the major facilitator superfamily; acts as an extrusion permease; partial multicopy suppressor of gal11 mutations""",Verified ORF
12001,16,936057,-0.136530241995289,0.108364487495729,0.208531671500433,YPR198W,SGE1,SGDID:S000006402,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane multidrug transporter; member of the major facilitator superfamily; acts as an extrusion permease; partial multicopy suppressor of gal11 mutations""",Verified ORF
12002,16,936430,0.0750955393026755,0.108216423836539,0.48817719597795,YPR198W,SGE1,SGDID:S000006402,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane multidrug transporter; member of the major facilitator superfamily; acts as an extrusion permease; partial multicopy suppressor of gal11 mutations""",Verified ORF
12003,16,936637,0.12798312138243,0.112508842628546,0.256084830337809,YPR198W,SGE1,SGDID:S000006402,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane multidrug transporter; member of the major facilitator superfamily; acts as an extrusion permease; partial multicopy suppressor of gal11 mutations""",Verified ORF
12004,16,938418,0.0236259938153174,0.109103432250873,0.828686675569443,YPR199C,ARR1,SGDID:S000006403,CDS,CDS,"""Transcriptional activator of the basic leucine zipper (bZIP) family; required for transcription of genes involved in resistance to arsenic compounds; directly binds trivalent arsenic (As(III)) as does K. lactis ortholog ; KIYAP8""",Verified ORF
12005,16,939333,0.0702575867635791,0.107545812599272,0.514000704725517,YPR200C,ARR2,SGDID:S000006404,CDS,CDS,"""Arsenate reductase required for arsenate resistance; converts arsenate to arsenite which can then be exported from cells by Arr3p""",Verified ORF
12006,16,939663,0.106858299250296,0.111937490785286,0.340420750959865,YPR200C,ARR2,SGDID:S000006404,CDS,CDS,"""Arsenate reductase required for arsenate resistance; converts arsenate to arsenite which can then be exported from cells by Arr3p""",Verified ORF
12008,16,941355,0.021862142229224,0.112119447510081,0.845513155801592,YPR201W,ARR3,SGDID:S000006405,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane metalloid/H+ antiporter; member of bile/arsenite/riboflavin transporter (BART) superfamily; transports arsenite and antimonite; required for resistance to arsenic compounds; transcription is activated by Arr1p in the presence of arsenite; protein displays 10 transmembrane segments with cytoplasmically oriented N- and C-terminal domains""",Verified ORF
12009,16,941483,-0.0325333853500474,0.110255182167854,0.768111181670301,YPR201W,ARR3,SGDID:S000006405,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane metalloid/H+ antiporter; member of bile/arsenite/riboflavin transporter (BART) superfamily; transports arsenite and antimonite; required for resistance to arsenic compounds; transcription is activated by Arr1p in the presence of arsenite; protein displays 10 transmembrane segments with cytoplasmically oriented N- and C-terminal domains""",Verified ORF
12010,16,941688,0.0062716186153939,0.108658359931217,0.954005360842066,X16R_NFR/NDR,,,Promoter,Promoter,,Promoter
12011,16,942253,0.107928487045091,0.110663174004874,0.330085187761651,ARS1632,ARS1632,SGDID:S000130202,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
