SNP,Chr,Pos,Effect,SE,HNM1_MID2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11592,16,466376,-0.0258581837566237,0.083377119592301,0.756641123336654,YPL048W,CAM1,SGDID:S000005969,Close to 3'-UTR,Close to 3'-UTR,"""One of two isoforms of the gamma subunit of eEF1B; stimulates the release of GDP from eEF1A (Tef1p/Tef2p) post association with the ribosomal complex with eEF1Balpha subunit; nuclear protein required for transcription of MXR1; binds the MXR1 promoter in the presence of other nuclear factors; binds calcium and phospholipids""",Verified ORF
11593,16,468617,0.0085349390711515,0.0831756238355457,0.918328020936713,YPL045W,VPS16,SGDID:S000005966,CDS,CDS,"""Subunit of the HOPS and the CORVET complexes; part of the Class C Vps complex essential for membrane docking and fusion at Golgi-to-endosome and endosome-to-vacuole protein transport stages""",Verified ORF
11594,16,469813,0.046831550614801,0.0849631472278894,0.58184638240774,YPL043W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11595,16,470812,-0.0079270335234109,0.083550681479573,0.924466400979339,YPL043W,NOP4,SGDID:S000005964,CDS,CDS,"""Nucleolar protein; essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; contains four RNA recognition motifs (RRMs); human ortholog RBM28 implicated in ANE syndrome""",Verified ORF
11596,16,471343,-0.0015586738744549,0.0834414271834142,0.985107051336865,YPL043W,NOP4,SGDID:S000005964,CDS,CDS,"""Nucleolar protein; essential for processing and maturation of 27S pre-rRNA and large ribosomal subunit biogenesis; constituent of 66S pre-ribosomal particles; contains four RNA recognition motifs (RRMs); human ortholog RBM28 implicated in ANE syndrome""",Verified ORF
11597,16,473892,-0.0137365845747958,0.0830419575355008,0.86871015193063,YPL042C,SSN3,SGDID:S000005963,CDS,CDS,"""Component of the RNA polymerase II mediator complex; cyclin-dependent protein kinase involved in phosphorylation of the mediator component Pgd1p and suppression of transcription activation by RNA polymerase II; involved in glucose repression""",Verified ORF
11598,16,475831,-0.0491668738549075,0.0830248683802361,0.554099434875175,YPL041C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11599,16,476232,-0.0366224978144271,0.082933523920964,0.659057317455476,YPL040C,ISM1,SGDID:S000005961,CDS,CDS,"""Mitochondrial isoleucyl-tRNA synthetase; null mutant is deficient in respiratory growth; human homolog IARS2 implicated in mitochondrial diseases ; can partially complement yeast null mutant""",Verified ORF
11600,16,476735,-0.026847563737092,0.0836108521044501,0.748323554632845,YPL040C,ISM1,SGDID:S000005961,CDS,CDS,"""Mitochondrial isoleucyl-tRNA synthetase; null mutant is deficient in respiratory growth; human homolog IARS2 implicated in mitochondrial diseases ; can partially complement yeast null mutant""",Verified ORF
11601,16,477416,-0.0545926354616072,0.0832287973375584,0.51229359523037,YPL040C,ISM1,SGDID:S000005961,CDS,CDS,"""Mitochondrial isoleucyl-tRNA synthetase; null mutant is deficient in respiratory growth; human homolog IARS2 implicated in mitochondrial diseases ; can partially complement yeast null mutant""",Verified ORF
11602,16,481940,-0.0467191238364099,0.0836261705588238,0.576743681375974,YPL036W_NFR/NDR,,,Promoter,Promoter,,Promoter
11604,16,486479,-0.0452365145995221,0.0829998057416274,0.586084258319296,YPL036W,PMA2,SGDID:S000005957,Close to 3'-UTR,Close to 3'-UTR,"""Plasma membrane H+-ATPase; isoform of Pma1p ; involved in pumping protons out of the cell; regulator of cytoplasmic pH and plasma membrane potential""",Verified ORF
11605,16,487107,-0.0579251990440536,0.0828626312402194,0.484980532493646,YPL034W,YPL034W,SGDID:S000005955,CDS,CDS,"""Putative protein of unknown function; YPL034W is not essential gene""",Uncharacterized ORF
11606,16,487561,-0.038724339971614,0.0837180770289366,0.643967290696205,YPL033C,SRL4,SGDID:S000005954,CDS,CDS,"""Protein of unknown function; involved in regulation of dNTP production; null mutant suppresses the lethality of lcd1 and rad53 mutations; expression is induced by Kar4p""",Verified ORF
11607,16,488115,-0.0687186245966052,0.0834290437444126,0.410678975090423,YPL033C,SRL4,SGDID:S000005954,CDS,CDS,"""Protein of unknown function; involved in regulation of dNTP production; null mutant suppresses the lethality of lcd1 and rad53 mutations; expression is induced by Kar4p""",Verified ORF
11608,16,488158,-0.0358491645351219,0.0837203638070453,0.668765745748279,YPL033C,SRL4,SGDID:S000005954,CDS,CDS,"""Protein of unknown function; involved in regulation of dNTP production; null mutant suppresses the lethality of lcd1 and rad53 mutations; expression is induced by Kar4p""",Verified ORF
11610,16,493871,0.014742316584965,0.0835121390107081,0.859979580468989,YPL030W,TRM44,SGDID:S000005951,CDS,CDS,"""tRNA(Ser) Um(44) 2'-O-methyltransferase; involved in maintaining levels of the tRNA-Ser species tS(CGA) and tS(UGA); conserved among metazoans and fungi but there does not appear to be a homolog in plants; TRM44 is a non-essential gene""",Verified ORF
11611,16,493908,0.01154846646294,0.083620802925984,0.890236032893,YPL030W,TRM44,SGDID:S000005951,CDS,CDS,"""tRNA(Ser) Um(44) 2'-O-methyltransferase; involved in maintaining levels of the tRNA-Ser species tS(CGA) and tS(UGA); conserved among metazoans and fungi but there does not appear to be a homolog in plants; TRM44 is a non-essential gene""",Verified ORF
11612,16,494210,-0.003523294871376,0.0829562154281565,0.966146651816631,YPL030W,TRM44,SGDID:S000005951,CDS,CDS,"""tRNA(Ser) Um(44) 2'-O-methyltransferase; involved in maintaining levels of the tRNA-Ser species tS(CGA) and tS(UGA); conserved among metazoans and fungi but there does not appear to be a homolog in plants; TRM44 is a non-essential gene""",Verified ORF
11613,16,496069,-0.0041309893203562,0.0831581914589522,0.960408456987268,YPL029W,SUV3,SGDID:S000005950,CDS,CDS,"""ATP-dependent RNA helicase; component of the mitochondrial degradosome along with the RNase Dss1p; the degradosome associates with the ribosome and mediates RNA turnover; also required during splicing of the COX1 AI5_beta intron; expression of a processed form of human homolog SUPV3L1 carrying an N-terminal deletion of 46 amino acids rescues yeast suv3 null mutant""",Verified ORF
11614,16,496405,0.012309957147894,0.083150651020405,0.882392550345444,YPL029W,SUV3,SGDID:S000005950,CDS,CDS,"""ATP-dependent RNA helicase; component of the mitochondrial degradosome along with the RNase Dss1p; the degradosome associates with the ribosome and mediates RNA turnover; also required during splicing of the COX1 AI5_beta intron; expression of a processed form of human homolog SUPV3L1 carrying an N-terminal deletion of 46 amino acids rescues yeast suv3 null mutant""",Verified ORF
11615,16,496486,-0.0009895658865036,0.0832794864694381,0.990526097388494,YPL029W,SUV3,SGDID:S000005950,CDS,CDS,"""ATP-dependent RNA helicase; component of the mitochondrial degradosome along with the RNase Dss1p; the degradosome associates with the ribosome and mediates RNA turnover; also required during splicing of the COX1 AI5_beta intron; expression of a processed form of human homolog SUPV3L1 carrying an N-terminal deletion of 46 amino acids rescues yeast suv3 null mutant""",Verified ORF
11616,16,496734,0.0219947250128728,0.0833776131448841,0.792090636698808,YPL029W,SUV3,SGDID:S000005950,CDS,CDS,"""ATP-dependent RNA helicase; component of the mitochondrial degradosome along with the RNase Dss1p; the degradosome associates with the ribosome and mediates RNA turnover; also required during splicing of the COX1 AI5_beta intron; expression of a processed form of human homolog SUPV3L1 carrying an N-terminal deletion of 46 amino acids rescues yeast suv3 null mutant""",Verified ORF
11619,16,501341,-0.0671362275173256,0.0834846303067975,0.42183731672322,YPL026C,SKS1,SGDID:S000005947,CDS,CDS,"""Putative serine/threonine protein kinase; involved in the adaptation to low concentrations of glucose independent of the SNF3 regulated pathway; SKS1 has a paralog ; VHS1 ; that arose from the whole genome duplication""",Verified ORF
11620,16,502064,-0.0979278063633981,0.0838265972704986,0.243506896918605,YPL026C,SKS1,SGDID:S000005947,CDS,CDS,"""Putative serine/threonine protein kinase; involved in the adaptation to low concentrations of glucose independent of the SNF3 regulated pathway; SKS1 has a paralog ; VHS1 ; that arose from the whole genome duplication""",Verified ORF
11621,16,503488,-0.119370669234421,0.0840806904020016,0.156572981054685,YPL025C,YPL025C,SGDID:S000005946,Close to 3'-UTR,Close to 3'-UTR,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
11622,16,504270,-0.0807908852758306,0.0839271202412685,0.336391454725671,YPL024W,RMI1,SGDID:S000005945,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the RecQ (Sgs1p) - Topo III (Top3p) complex; stimulates superhelical relaxing ; DNA catenation/decatenation and ssDNA binding activities of Top3p; involved in response to DNA damage; functions in S phase-mediated cohesion establishment via a pathway involving the Ctf18-RFC complex and Mrc1p; stimulates Top3p DNA catenation/decatenation activity; null mutants display increased rates of recombination and delayed S phase""",Verified ORF
11623,16,505268,-0.110405705668768,0.0833962757290321,0.186403352648129,YPL023C,MET12,SGDID:S000005944,CDS,CDS,"""Protein with MTHFR activity in vitro; null mutant has no phenotype and is prototrophic for methionine; MET13 encodes major isozyme of methylenetetrahydrofolate reductase (MTHFR)""",Verified ORF
11624,16,506544,-0.0517005154632657,0.0838171711751463,0.537747862816797,YPL022W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11626,16,508190,-0.0381728062132864,0.084380218816419,0.651265597352778,YPL022W,RAD1,SGDID:S000005943,CDS,CDS,"""Single-stranded DNA endonuclease (with Rad10p); cleaves single-stranded DNA during nucleotide excision repair and double-strand break repair; subunit of Nucleotide Excision Repair Factor 1 (NEF1); homolog of human XPF protein""",Verified ORF
11627,16,511467,-0.065372754276549,0.084001096471109,0.436950671482217,YPL021W,ECM23,SGDID:S000005942,CDS,CDS,"""Non-essential protein of unconfirmed function; affects pre-rRNA processing ; may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p""",Verified ORF
11628,16,511586,-0.0775882124529023,0.0852345964246495,0.363290657770864,YPL021W,ECM23,SGDID:S000005942,CDS,CDS,"""Non-essential protein of unconfirmed function; affects pre-rRNA processing ; may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p""",Verified ORF
11629,16,511956,-0.0442977591816708,0.0848662139810468,0.602017426516631,YPL021W,ECM23,SGDID:S000005942,Close to 3'-UTR,Close to 3'-UTR,"""Non-essential protein of unconfirmed function; affects pre-rRNA processing ; may act as a negative regulator of the transcription of genes involved in pseudohyphal growth; homologous to Srd1p""",Verified ORF
11630,16,514485,-0.0496020664712231,0.086133236870472,0.565065923352178,YPL020C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11631,16,516172,-0.0234635887836852,0.0842277899801569,0.78073564261929,YPL019C,VTC3,SGDID:S000005940,CDS,CDS,"""Regulatory subunit of the vacuolar transporter chaperone (VTC) complex; involved in membrane trafficking ; vacuolar polyphosphate accumulation ; microautophagy and non-autophagic vacuolar fusion; VTC3 has a paralog ; VTC2 ; that arose from the whole genome duplication""",Verified ORF
11632,16,518590,-0.0500066041068583,0.083960508624393,0.551826320712486,YPL018W,CTF19,SGDID:S000005939,CDS,CDS,"""Outer kinetochore protein ; needed for accurate chromosome segregation; component of kinetochore sub-complex COMA (Ctf19p ; Okp1p ; Mcm21p ; Ame1p) that functions as platform for kinetochore assembly; required for spindle assembly checkpoint; minimizes potentially deleterious centromere-proximal crossovers by preventing meiotic DNA break formation proximal to centromere; homolog of human centromere constitutive-associated network (CCAN) subunit CENP-P and fission yeast fta2""",Verified ORF
11633,16,520551,-0.05669766118979,0.0838585772971011,0.499413236178451,YPL016W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11634,16,521626,-0.0804782267004732,0.0842608949694709,0.34017685202787,YPL016W,SWI1,SGDID:S000005937,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11640,16,523110,-0.0455669792285826,0.0844254876472821,0.589723455919165,YPL016W,SWI1,SGDID:S000005937,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11641,16,523235,-0.0257201192141466,0.0837222017513365,0.758866308870933,YPL016W,SWI1,SGDID:S000005937,CDS,CDS,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11643,16,525073,-0.0449293252656218,0.0836195902304242,0.591394640355064,YPL016W,SWI1,SGDID:S000005937,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
11644,16,525661,-0.060184302374708,0.0844967376267053,0.476769476492582,YPL016W,SWI1,SGDID:S000005937,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of the SWI/SNF chromatin remodeling complex; regulates transcription by remodeling chromatin; required for transcription of many genes ; including ADH1 ; ADH2 ; GAL1 ; HO ; INO1 and SUC2; self-assembles to form [SWI+] prion and to alter expression pattern; human homolog ARID1A is a candidate tumor suppressor gene in breast cancer""",Verified ORF
