SNP,Chr,Pos,Effect,SE,SNA4_GTR2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10476,15,409351,-0.0176332333333561,0.0581967530936054,0.762073352311007,YOR042W,CUE5,SGDID:S000005568,CDS,CDS,"""Ubiquitin-binding protein; functions as ubiquitin-Atg8p adaptor in ubiquitin-dependent autophagy; serves as proteaphagy receptor for inactivated 26S proteasomes; contains CUE domain that binds ubiquitin ; which may facilitate intramolecular monoubiquitination; CUE5 has a paralog ; DON1 ; that arose from the whole genome duplication; human TOLLIP is a functional CUE-domain homolog ; can complement yeast null mutant ; rescuing hypersensitivity of cue5 null mutant cells to Htt-96Q""",Verified ORF
10477,15,411919,-0.0108188163489372,0.0573362909027916,0.850443789953184,YOR043W,WHI2,SGDID:S000005569,CDS,CDS,"""Negative regulator of TORC1 in response to limiting leucine; suppresses TORC1 activity with binding partners Psr1p/Psr2p ; acting in parallel with SEACIT; regulates cell cycle arrest in stationary phase; inhibits Ras-cAMP-PKA regulation of apoptosis during nutrient depletion; required with Psr1p for activation of the general stress response; role in rapamycin-induced mitophagy; localizes to the cell periphery; human tumor suppressor and Whi2-like protein KCTD11 functionally complements the null""",Verified ORF
10478,15,412551,-0.0004123538057457,0.0570662977019823,0.994238719671247,YOR044W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10480,15,413284,-0.013144565255568,0.0570440478645084,0.817892422434938,YOR044W,IRC23,SGDID:S000005570,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion localizes to the ER; null mutant displays increased levels of spontaneous Rad52p foci; IRC23 has a paralog ; BSC2 ; that arose from the whole genome duplication""",Verified ORF
10481,15,414582,0.0037414780577252,0.0571294136280753,0.947819927402516,YOR046C,DBP5,SGDID:S000005572,CDS,CDS,"""Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family; involved in mRNA export from the nucleus ; remodeling messenger ribonucleoprotein particles (mRNPs) ; with ATPase activity stimulated by Gle1p ; IP6 and Nup159p; involved in translation termination along with Sup45p (eRF1); role in the cellular response to heat stress""",Verified ORF
10483,15,421830,-0.057644612657992,0.0578705998627484,0.319886315081833,YOR048C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10484,15,422359,-0.0297746138118673,0.0571059727366012,0.602420471193917,SUT366_NFR/NDR,,,Promoter,Promoter,,Promoter
10485,15,422808,-0.0206388402274911,0.0572790333351275,0.718822574023063,SUT366,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10486,15,424272,-0.0658405436360251,0.0600697759723436,0.273796332066634,SUT366,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10487,15,425338,-0.0127345514555702,0.0571347589078783,0.823752960873097,YOR051C,ETT1,SGDID:S000005577,CDS,CDS,"""Nuclear protein that inhibits replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts; deletion increases stop codon readthrough""",Verified ORF
10490,15,427668,-0.0331076367382488,0.0571812187997015,0.562961846552103,YOR052C,TMC1,SGDID:S000005578,Close to 3'-UTR,Close to 3'-UTR,"""AN1-type zinc finger protein ; effector of proteotoxic stress response; stress-inducible transcriptional target of Rpn4p; induced by nitrogen limitation ; weak acid ; misfolded proteins; short-lived protein ; degraded by proteasome; may protect cells from trivalent metalloid induced proteotoxicity; contains PACE promoter element; ortholog of human AIRAP ; which stimulates proteasome activity in response to arsenic; protein abundance increases under DNA replication stress""",Verified ORF
10495,15,430047,-0.0160292929264802,0.057049142503139,0.778895396143135,YOR054C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10496,15,433993,-0.0441250102327137,0.0575094430039976,0.44343655997884,YOR058C,ASE1,SGDID:S000005584,CDS,CDS,"""Mitotic spindle midzone-localized microtubule bundling protein; microtubule-associated protein (MAP) family member; required for spindle elongation and stabilization; undergoes cell cycle-regulated degradation by anaphase promoting complex; potential Cdc28p substrate; relative distribution to microtubules decreases upon DNA replication stress""",Verified ORF
10498,15,441176,-0.0240891769308125,0.0573572424254445,0.674751979908224,YOR061W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10500,15,443566,-0.0385293353071502,0.057421449025978,0.5026643998014,YOR062C,YOR062C,SGDID:S000005588,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YOR062C has a paralog ; YKR075C ; that arose from the whole genome duplication""",Uncharacterized ORF
10501,15,443890,0.0074807049221287,0.0572804552661427,0.896167827116589,YOR062C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10502,15,446521,-0.0020841047012589,0.0577002543257814,0.971207484907294,YOR064C,YNG1,SGDID:S000005590,CDS,CDS,"""Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3; shares significant sequence identity with the human candidate tumor suppressor p33-ING1 in C-terminal region""",Verified ORF
10503,15,446992,-0.0057046304390345,0.0570789785272647,0.920446506363824,YOR065W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10512,15,449086,-0.0107783836121057,0.0572281361121568,0.850717856381963,YOR065W,CYT1,SGDID:S000005591,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated ; glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex""",Verified ORF
10513,15,451421,-0.0289807891826695,0.0576073947964239,0.615225904421994,YOR066W,MSA1,SGDID:S000005592,Close to 3'-UTR,Close to 3'-UTR,"""Activator of G1-specific transcription factors MBF and SBF; involved in regulation of the timing of G1-specific gene transcription and cell cycle initiation; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; MSA1 has a paralog ; MSA2 ; that arose from the whole genome duplication""",Verified ORF
10514,15,453019,-0.0517845387196227,0.057099376828472,0.365068023621152,YOR067C,ALG8,SGDID:S000005593,CDS,CDS,"""Glucosyl transferase; involved in N-linked glycosylation; adds glucose to the dolichol-linked oligosaccharide precursor prior to transfer to protein during lipid-linked oligosaccharide biosynthesis; similar to Alg6p; human homolog ALG8 can complement yeast null mutant""",Verified ORF
10515,15,459550,-0.0452435015798112,0.0582914283409217,0.43817396831029,XUT_15F-217,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
10516,15,460514,-0.0618937315637691,0.0574990784793634,0.282470114963947,YOR071C,NRT1,SGDID:S000005597,CDS,CDS,"""High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; major transporter for 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine) uptake; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity""",Verified ORF
10517,15,460515,-0.0501105579979175,0.0574734093763664,0.383860372688723,YOR071C,NRT1,SGDID:S000005597,CDS,CDS,"""High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; major transporter for 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine) uptake; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity""",Verified ORF
10518,15,461014,-0.0329701324386502,0.0574988218903481,0.566735374307703,YOR071C,NRT1,SGDID:S000005597,CDS,CDS,"""High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; major transporter for 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine) uptake; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity""",Verified ORF
10521,15,461760,-0.0035131274041836,0.0573712660829748,0.951206739480027,YOR072W,YOR072W,SGDID:S000005598,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; partially overlaps the dubious gene YOR072W-A; diploid deletion strains are methotrexate ; paraquat and wortmannin sensitive""",Uncharacterized ORF
10522,15,461793,-0.031057949648673,0.0572943857706371,0.588107705060071,YOR072W,YOR072W,SGDID:S000005598,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; partially overlaps the dubious gene YOR072W-A; diploid deletion strains are methotrexate ; paraquat and wortmannin sensitive""",Uncharacterized ORF
10523,15,461814,-0.0187041787784417,0.0574013283622418,0.744731501492033,YOR072W,YOR072W,SGDID:S000005598,CDS,CDS,"""Putative protein of unknown function; conserved across S. cerevisiae strains; partially overlaps the dubious gene YOR072W-A; diploid deletion strains are methotrexate ; paraquat and wortmannin sensitive""",Uncharacterized ORF
10524,15,462280,-0.0503795434352899,0.0574755092993364,0.381333015579633,YOR072W,YOR072W,SGDID:S000005598,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved across S. cerevisiae strains; partially overlaps the dubious gene YOR072W-A; diploid deletion strains are methotrexate ; paraquat and wortmannin sensitive""",Uncharacterized ORF
10529,15,465855,-0.039437917060437,0.0575107868246316,0.493322031546351,YOR073W,SGO1,SGDID:S000005599,CDS,CDS,"""Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability; recruits condensin to the pericentric region of chromosomes during meiosis; dissociates from pericentromeres when sister kinetochores are under tension""",Verified ORF
10530,15,466097,-0.0357234293611242,0.0574555194549194,0.534502341284663,YOR073W,SGO1,SGDID:S000005599,CDS,CDS,"""Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability; recruits condensin to the pericentric region of chromosomes during meiosis; dissociates from pericentromeres when sister kinetochores are under tension""",Verified ORF
10531,15,466324,-0.0208116080109687,0.0576012041783045,0.718087538690644,YOR073W,SGO1,SGDID:S000005599,CDS,CDS,"""Component of the spindle checkpoint; involved in sensing lack of tension on mitotic chromosomes; protects centromeric Rec8p at meiosis I; required for accurate chromosomal segregation at meiosis II and for mitotic chromosome stability; recruits condensin to the pericentric region of chromosomes during meiosis; dissociates from pericentromeres when sister kinetochores are under tension""",Verified ORF
10532,15,466738,-0.0205719497007715,0.0578246934966758,0.72222974640091,YOR074C,CDC21,SGDID:S000005600,CDS,CDS,"""Thymidylate synthase; required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S; human homolog TYMSOS can complement yeast cdc21 temperature-sensitive mutant at restrictive temperature""",Verified ORF
10533,15,467591,-0.0809909549041893,0.0574554569023323,0.159529259681936,YOR073W-A,YOR073W-A,SGDID:S000028583,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; partially/completely overlaps the verified ORF CDC21/YOR074C; identified by RT-PCR""",Dubious ORF
10534,15,467703,-0.0631111954124473,0.0573148143812068,0.271589326993223,YOR074C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10535,15,467752,-0.0792696320151718,0.0570948340045637,0.165895222240744,YOR074C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10536,15,467792,-0.0767879043934058,0.0575237976925823,0.182772845475748,YOR074C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10537,15,467889,-0.0794674768669476,0.0576572239332944,0.168991507432456,YOR074C,CDC21,SGDID:S000005600,Close to 3'-UTR,Close to 3'-UTR,"""Thymidylate synthase; required for de novo biosynthesis of pyrimidine deoxyribonucleotides; expression is induced at G1/S; human homolog TYMSOS can complement yeast cdc21 temperature-sensitive mutant at restrictive temperature""",Verified ORF
10539,15,471823,-0.0726983702618842,0.05744381113708,0.206506691947327,YOR077W_NFR/NDR,,,Promoter,Promoter,,Promoter
10540,15,472448,-0.0902617274108894,0.0574358042731036,0.116956914442592,YOR077W,RTS2,SGDID:S000005603,CDS,CDS,"""Basic zinc-finger protein; similar to human and mouse Kin17 proteins which are chromatin-associated proteins involved in UV response and DNA replication""",Verified ORF
10542,15,474768,-0.0642109002373977,0.0574267504485945,0.264269392688187,YOR080W,DIA2,SGDID:S000005606,CDS,CDS,"""Origin-binding F-box protein; forms SCF ubiquitin ligase complex with Skp1p and Cdc53p; functions in ubiquitination of silent chromatin structural protein Sir4p; required to target Cdc6p for destruction during G1 phase; required for deactivation of Rad53 checkpoint kinase ; completion of DNA replication during recovery from DNA damage ; assembly of RSC complex ; RSC-mediated transcription regulation ; and nucleosome positioning; involved in invasive and pseudohyphal growth""",Verified ORF
10543,15,475002,-0.0385650848917758,0.0580710447213888,0.507058693647928,YOR080W,DIA2,SGDID:S000005606,CDS,CDS,"""Origin-binding F-box protein; forms SCF ubiquitin ligase complex with Skp1p and Cdc53p; functions in ubiquitination of silent chromatin structural protein Sir4p; required to target Cdc6p for destruction during G1 phase; required for deactivation of Rad53 checkpoint kinase ; completion of DNA replication during recovery from DNA damage ; assembly of RSC complex ; RSC-mediated transcription regulation ; and nucleosome positioning; involved in invasive and pseudohyphal growth""",Verified ORF
10544,15,477403,-0.0033050814084781,0.0580577733120863,0.954635190800561,YOR081C,TGL5,SGDID:S000005607,CDS,CDS,"""Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog ; TGL4 ; that arose from the whole genome duplication""",Verified ORF
10546,15,477914,0.0048057648919355,0.0575277866809353,0.933470995995747,YOR081C,TGL5,SGDID:S000005607,CDS,CDS,"""Bifunctional triacylglycerol lipase and LPA acyltransferase; lipid particle-localized triacylglycerol (TAG) lipase involved in triacylglycerol mobilization; catalyzes acylation of lysophosphatidic acid (LPA); potential Cdc28p substrate; TGL5 has a paralog ; TGL4 ; that arose from the whole genome duplication""",Verified ORF
