SNP,Chr,Pos,Effect,SE,HNM1_ERG11_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10090,15,39586,0.0185578107685429,0.0549864173654728,0.735942048497725,SUT354_NFR/NDR,,,Promoter,Promoter,,Promoter
10091,15,39714,0.0241801648108537,0.0544235699607501,0.657100971992366,SUT354_NFR/NDR,,,Promoter,Promoter,,Promoter
10092,15,39718,0.0174699885216523,0.054577524893553,0.749085754385764,SUT354_NFR/NDR,,,Promoter,Promoter,,Promoter
10093,15,39786,0.0197772912765425,0.0548202286281884,0.718489945918798,SUT354_NFR/NDR,,,Promoter,Promoter,,Promoter
10094,15,41151,0.0212805477217115,0.055208491522366,0.700130381691325,YOL152W,FRE7,SGDID:S000005512,CDS,CDS,"""Putative ferric reductase with similarity to Fre2p; expression induced by low copper levels""",Verified ORF
10095,15,41240,0.0184803796013346,0.0544255889465186,0.734395001313173,YOL152W,FRE7,SGDID:S000005512,CDS,CDS,"""Putative ferric reductase with similarity to Fre2p; expression induced by low copper levels""",Verified ORF
10096,15,41993,0.0252788716921749,0.0542330668744676,0.641420335734686,YOL152W,FRE7,SGDID:S000005512,CDS,CDS,"""Putative ferric reductase with similarity to Fre2p; expression induced by low copper levels""",Verified ORF
10097,15,43302,0.0303114740433424,0.0546426075493248,0.579435903391888,YOL152W,FRE7,SGDID:S000005512,Close to 3'-UTR,Close to 3'-UTR,"""Putative ferric reductase with similarity to Fre2p; expression induced by low copper levels""",Verified ORF
10098,15,44170,0.0029268421460214,0.0544950958846496,0.957197905355752,YOL151W,GRE2,SGDID:S000005511,CDS,CDS,"""3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase; stress induced (osmotic ; ionic ; oxidative ; heat shock and heavy metals); regulated by the HOG pathway; restores resistance to glycolaldehyde by coupling reduction of glycolaldehyde to ethylene glycol and oxidation of NADPH to NADP+; protein abundance increases in response to DNA replication stress; methylglyoxal reductase (NADPH-dependent) is also known as D-lactaldehyde dehydrogenase""",Verified ORF
10099,15,44946,-0.0055391080448662,0.0545274006102677,0.91914460535279,YOL149W,DCP1,SGDID:S000005509,CDS,CDS,"""Subunit of the Dcp1p-Dcp2p decapping enzyme complex; decapping complex removes the 5' cap structure from mRNAs prior to their degradation; enhances the activity of catalytic subunit Dcp2p; regulated by DEAD box protein Dhh1p; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
10100,15,45164,-0.0050284612599729,0.0546221841329125,0.926703418574422,YOL149W,DCP1,SGDID:S000005509,CDS,CDS,"""Subunit of the Dcp1p-Dcp2p decapping enzyme complex; decapping complex removes the 5' cap structure from mRNAs prior to their degradation; enhances the activity of catalytic subunit Dcp2p; regulated by DEAD box protein Dhh1p; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
10101,15,45703,-0.0107102603534444,0.0561071002292415,0.848721849034025,YOL151W,GRE2,SGDID:S000005511,Close to 3'-UTR,Close to 3'-UTR,"""3-methylbutanal reductase and NADPH-dependent methylglyoxal reductase; stress induced (osmotic ; ionic ; oxidative ; heat shock and heavy metals); regulated by the HOG pathway; restores resistance to glycolaldehyde by coupling reduction of glycolaldehyde to ethylene glycol and oxidation of NADPH to NADP+; protein abundance increases in response to DNA replication stress; methylglyoxal reductase (NADPH-dependent) is also known as D-lactaldehyde dehydrogenase""",Verified ORF
10102,15,46225,-0.0301240561436186,0.0549874724631519,0.584151510070545,YOL148C,SPT20,SGDID:S000005508,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay""",Verified ORF
10103,15,46508,-0.0277656311366514,0.0549909892096795,0.613935439383546,YOL148C,SPT20,SGDID:S000005508,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay""",Verified ORF
10104,15,46512,-0.0249453457023762,0.0552099937785703,0.651671367940332,YOL148C,SPT20,SGDID:S000005508,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay""",Verified ORF
10105,15,46521,-0.0321627118183386,0.0551436949137689,0.560095598404788,YOL148C,SPT20,SGDID:S000005508,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay""",Verified ORF
10106,15,46849,-0.0234594690434667,0.0555359418047342,0.672975966733513,YOL148C,SPT20,SGDID:S000005508,CDS,CDS,"""Subunit of the SAGA transcriptional regulatory complex; involved in maintaining the integrity of the complex; mutant displays reduced transcription elongation in the G-less-based run-on (GLRO) assay""",Verified ORF
10107,15,47951,-0.0025379475366896,0.0553553518877207,0.963457104959799,YOL147C,PEX11,SGDID:S000005507,CDS,CDS,"""Peroxisomal protein required for medium-chain fatty acid oxidation; also required for peroxisome proliferation ; possibly by inducing membrane curvature; localization regulated by phosphorylation; transcription regulated by Adr1p and Pip2p-Oaf1p""",Verified ORF
10108,15,48688,-0.0014212567864322,0.0549207562322822,0.979369016961851,YOL146W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10109,15,49703,0.0190474066088939,0.0546095134280743,0.727452791899501,YOL145C,CTR9,SGDID:S000005505,CDS,CDS,"""Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes ; including cyclin genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats""",Verified ORF
10110,15,50419,0.0058767259072785,0.0554445511571256,0.915648232200906,YOL145C,CTR9,SGDID:S000005505,CDS,CDS,"""Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes ; including cyclin genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats""",Verified ORF
10111,15,50499,-0.0023915744188265,0.0557662611125984,0.965816905592125,YOL145C,CTR9,SGDID:S000005505,CDS,CDS,"""Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes ; including cyclin genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats""",Verified ORF
10112,15,51177,0.0043711881799464,0.0550628906353777,0.936771084828927,YOL145C,CTR9,SGDID:S000005505,CDS,CDS,"""Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes ; including cyclin genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats""",Verified ORF
10113,15,51904,-0.0578579130844558,0.0554201313022646,0.297205666131337,YOL145C,CTR9,SGDID:S000005505,CDS,CDS,"""Component of the Paf1p complex involved in transcription elongation; binds to and modulates the activity of RNA polymerases I and II; required for expression of a subset of genes ; including cyclin genes; involved in SER3 repression by helping to maintain SRG1 transcription-dependent nucleosome occupancy; contains TPR repeats""",Verified ORF
10115,15,55421,-0.0299529347726073,0.0553203224644008,0.58854216464502,YOL142W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10117,15,57321,-0.0424817905347008,0.0557762603186741,0.446779587847623,YOL141W,PPM2,SGDID:S000005501,CDS,CDS,"""AdoMet-dependent tRNA methyltransferase; also involved in methoxycarbonylation; required for the synthesis of wybutosine (yW) ; a modified guanosine found at the 3'-position adjacent to the anticodon of phe-tRNA; similarity to Ppm1p""",Verified ORF
10119,15,58174,-0.047715472367718,0.0560993066170448,0.395593873956398,YOL141W,PPM2,SGDID:S000005501,CDS,CDS,"""AdoMet-dependent tRNA methyltransferase; also involved in methoxycarbonylation; required for the synthesis of wybutosine (yW) ; a modified guanosine found at the 3'-position adjacent to the anticodon of phe-tRNA; similarity to Ppm1p""",Verified ORF
10120,15,58698,-0.0539889567956481,0.0558128358137674,0.334045592841443,ETC2_NFR/NDR,,,Promoter,Promoter,,Promoter
10121,15,58935,-0.0517784840021153,0.0556639828540547,0.352904643779471,YOL140W,ARG8,SGDID:S000005500,CDS,CDS,"""Acetylornithine aminotransferase; catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine""",Verified ORF
10122,15,59142,-0.05432139466823,0.0556983656048727,0.330090199426755,YOL140W,ARG8,SGDID:S000005500,CDS,CDS,"""Acetylornithine aminotransferase; catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine""",Verified ORF
10123,15,59919,-0.0593763219701978,0.0554600081221817,0.285073998199992,YOL140W,ARG8,SGDID:S000005500,CDS,CDS,"""Acetylornithine aminotransferase; catalyzes the fourth step in the biosynthesis of the arginine precursor ornithine""",Verified ORF
10125,15,60932,-0.0578119275958419,0.0555967523762807,0.299124256340712,YOL139C,CDC33,SGDID:S000005499,CDS,CDS,"""Translation initiation factor eIF4E; mRNA cap binding protein and subunit of the mRNA cap-binding complex (eIF4F) along with eIF4A (Tif1p/Tif2p) and eIF4G (Tif4631p/Tif4632p) ; that mediates cap-dependent translation; required with eIF4G for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex (PIC) assembly; protein abundance increases in response to DNA replication stress; human homolog EIF4E can complement the cdc33 null mutant""",Verified ORF
10126,15,61012,-0.0560438472106125,0.055746504713147,0.315424755239546,YOL139C,CDC33,SGDID:S000005499,CDS,CDS,"""Translation initiation factor eIF4E; mRNA cap binding protein and subunit of the mRNA cap-binding complex (eIF4F) along with eIF4A (Tif1p/Tif2p) and eIF4G (Tif4631p/Tif4632p) ; that mediates cap-dependent translation; required with eIF4G for Ded1p-mediated stimulation of mRNA recruitment during 48S preinitiation complex (PIC) assembly; protein abundance increases in response to DNA replication stress; human homolog EIF4E can complement the cdc33 null mutant""",Verified ORF
10127,15,62400,-0.0547024957128436,0.0556056648920785,0.325908483764754,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10128,15,62490,-0.052320346028439,0.0555485588301526,0.346895725421167,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10129,15,62700,-0.0526801393566065,0.0551547320753467,0.340163742708227,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10131,15,63560,-0.0481367514586417,0.0552717208734728,0.384394617812321,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10132,15,64029,-0.0547228863612951,0.0557460349869525,0.326946457674226,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
10133,15,64092,-0.0636204060481221,0.0555787796979069,0.253113636116712,YOL138C,RTC1,SGDID:S000005498,CDS,CDS,"""Subunit of SEACAT ; a subcomplex of the SEA complex; Rtc1p ; along with Mtc5p and Sea4p ; redundantly inhibit the TORC1 inhibitory role of the Iml1p/SEACIT (Iml1p-Npr2p-Npr3p) subcomplex ; a GAP for GTPase Gtr1p (EGOC subunit) in response to amino acid limitation ; thereby resulting in activation of TORC1 signaling; SEA is a coatomer-related complex that associates dynamically with the vacuole; has N-terminal WD-40 repeats and a C-terminal RING motif; null suppresses cdc13-1""",Verified ORF
