SNP,Chr,Pos,Effect,SE,HUG1_ALO1_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8858,13,539269,-0.0052220810251614,0.144612547254184,0.9712143876382,YMR135C,GID8,SGDID:S000004742,CDS,CDS,"""Subunit of GID Complex ; binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p ; Fyv10 and Vid28p to GID Complex; contains LisH ; CTLH ; and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START""",Verified ORF
8859,13,539498,-0.00352808315092,0.145171088737331,0.98062470626087,YMR135C,GID8,SGDID:S000004742,CDS,CDS,"""Subunit of GID Complex ; binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p ; Fyv10 and Vid28p to GID Complex; contains LisH ; CTLH ; and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START""",Verified ORF
8860,13,540307,-0.0478228132607225,0.145794122032547,0.743093989482479,YMR135W-A,YMR135W-A,SGDID:S000004743,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
8861,13,540446,0.0118199253009699,0.14711548258198,0.936008767638776,YMR135C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8862,13,540762,-0.01597622223769,0.14581386002298,0.9128159393006,YMR135C,GID8,SGDID:S000004742,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of GID Complex ; binds strongly to central component Vid30p; GID Complex is involved in proteasome-dependent catabolite inactivation of fructose-1,6-bisphosphatase; recruits Rmd5p ; Fyv10 and Vid28p to GID Complex; contains LisH ; CTLH ; and CRA domains that mediate binding to Vid30p (LisH) and Rmd5p and Vid28p (CTLH and CRA); dosage-dependent regulator of START""",Verified ORF
8863,13,540808,-0.0509294333735115,0.147224956843788,0.729601887641109,YMR136W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8865,13,541424,-0.0331527384801021,0.146882775948061,0.821558515796858,YMR136W,GAT2,SGDID:S000004744,CDS,CDS,"""Protein containing GATA family zinc finger motifs; similar to Gln3p and Dal80p; expression repressed by leucine""",Verified ORF
8867,13,542130,-0.0559067247319606,0.145657907628584,0.701341379675922,YMR136W,GAT2,SGDID:S000004744,CDS,CDS,"""Protein containing GATA family zinc finger motifs; similar to Gln3p and Dal80p; expression repressed by leucine""",Verified ORF
8868,13,542977,-0.108431710753619,0.145875071368157,0.457782996110201,ARS1321,ARS1321,SGDID:S000130190,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
8869,13,546586,-0.0780240379425882,0.145561000579403,0.592280272740046,YMR139W,RIM11,SGDID:S000004747,CDS,CDS,"""Protein kinase; required for signal transduction during entry into meiosis; promotes the formation of the Ime1p-Ume6p complex by phosphorylating Ime1p and Ume6p; shares similarity with mammalian glycogen synthase kinase 3-beta; protein abundance increases in response to DNA replication stress; RIM11 has a paralog ; MRK1 ; that arose from the whole genome duplication""",Verified ORF
8870,13,547627,-0.114809749477148,0.14533692789438,0.43008390209222,YMR140W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8871,13,548118,-0.112543055670931,0.146199552263061,0.441938871706368,YMR140W,SIP5,SGDID:S000004748,CDS,CDS,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
8872,13,548704,-0.115706722550063,0.144932949926589,0.425206164844735,YMR140W,SIP5,SGDID:S000004748,CDS,CDS,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
8873,13,548999,-0.0849745903056185,0.145416435016364,0.559355817239611,YMR140W,SIP5,SGDID:S000004748,CDS,CDS,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
8874,13,549287,-0.105983069644161,0.145631703252318,0.467250746244876,YMR140W,SIP5,SGDID:S000004748,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
8875,13,549726,-0.122779069048298,0.145473523741552,0.399243239315174,YMR140W,SIP5,SGDID:S000004748,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; interacts with both the Reg1p/Glc7p phosphatase and the Snf1p kinase; forms cytoplasmic foci upon DNA replication stress""",Verified ORF
8876,13,552041,-0.122097460599812,0.144608499333814,0.399056224460803,YMR142C,RPL13B,SGDID:S000004750,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L13B; not essential for viability; homologous to mammalian ribosomal protein L13 ; no bacterial homolog; RPL13B has a paralog ; RPL13A ; that arose from the whole genome duplication""",Verified ORF
8877,13,552167,-0.140193116671837,0.144565523481302,0.332832681548956,YMR142C,RPL13B,SGDID:S000004750,Close to 3'-UTR,Close to 3'-UTR,"""Ribosomal 60S subunit protein L13B; not essential for viability; homologous to mammalian ribosomal protein L13 ; no bacterial homolog; RPL13B has a paralog ; RPL13A ; that arose from the whole genome duplication""",Verified ORF
8878,13,552236,-0.126382804454331,0.145156342604319,0.384527827492498,YMR143W,RPS16A,SGDID:S000004751,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S16 and bacterial S9; RPS16A has a paralog ; RPS16B ; that arose from the whole genome duplication""",Verified ORF
8879,13,554202,-0.126711109832028,0.144600775793837,0.381472458532128,ARS1322,ARS1322,SGDID:S000130191,Other features,Replication,"""Putative replication origin; identified in multiple array studies ; not yet confirmed by plasmid-based assay""",ARS
8881,13,556725,-0.119464407809912,0.143644789005077,0.406160030727715,SUT309,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8882,13,559009,-0.186206162392815,0.145224001490159,0.200614026131646,YMR147W_NFR/NDR,,,Promoter,Promoter,,Promoter
8883,13,560774,-0.192390579728154,0.1442006306406,0.183002692347366,YMR148W,LDO16,SGDID:S000004756,CDS,CDS,"""Protein of unknown function with possible role in spore wall assembly; predicted to contain an N-terminal transmembrane domain; osw5 null mutant spores exhibit increased spore wall permeability and sensitivity to beta-glucanase digestion""",Verified ORF
8885,13,561662,-0.189405167437381,0.143398228227518,0.187412538390448,YMR149W,SWP1,SGDID:S000004757,CDS,CDS,"""Delta subunit of the oligosaccharyl transferase glycoprotein complex; complex is required for N-linked glycosylation of proteins in the endoplasmic reticulum""",Verified ORF
8886,13,561755,-0.193693865102983,0.143571136006359,0.178164992308352,YMR149W,SWP1,SGDID:S000004757,CDS,CDS,"""Delta subunit of the oligosaccharyl transferase glycoprotein complex; complex is required for N-linked glycosylation of proteins in the endoplasmic reticulum""",Verified ORF
8887,13,562475,-0.327702472363107,0.142624205799249,0.0221652891418245,YMR150C,IMP1,SGDID:S000004758,CDS,CDS,"""Catalytic subunit of mitochondrial inner membrane peptidase complex; required for maturation of mitochondrial proteins of the intermembrane space; complex contains two catalytic subunits (Imp1p and Imp2p that differ in substrate specificty) and Som1p""",Verified ORF
8888,13,562955,-0.329569338933608,0.143092611974375,0.0218489510966313,YMR152W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8889,13,562976,-0.318637151275961,0.143745738189143,0.0272823790627461,YMR152W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8890,13,564094,-0.290623623086242,0.143749079868194,0.0439570055266675,YMR152W,YIM1,SGDID:S000004760,CDS,CDS,"""Aldehyde reductase involved in detoxification of lignocellulose-derived aldehydes; catalyzes the reduction of furan ; aliphatic and aromatic aldehydes using either NADH or NADPH as co-factor; membrane of the quinone oxidoreductase subfamily of the medium-chain dehydrogenase/reductase family; null mutant displays sensitivity to DNA damaging agents; protein abundance increases in response to DNA replication stress""",Verified ORF
8891,13,564146,-0.2569774549498,0.143757183641641,0.0747015464111029,YMR152W,YIM1,SGDID:S000004760,CDS,CDS,"""Aldehyde reductase involved in detoxification of lignocellulose-derived aldehydes; catalyzes the reduction of furan ; aliphatic and aromatic aldehydes using either NADH or NADPH as co-factor; membrane of the quinone oxidoreductase subfamily of the medium-chain dehydrogenase/reductase family; null mutant displays sensitivity to DNA damaging agents; protein abundance increases in response to DNA replication stress""",Verified ORF
8892,13,568827,-0.258370715754789,0.142844390925579,0.0713395598272354,YMR155W,YMR155W,SGDID:S000004764,CDS,CDS,"""Putative protein of unknown function; identified as interacting with Hsp82p in a high-throughput two-hybrid screen""",Uncharacterized ORF
8893,13,573340,-0.25400471018707,0.144258515827817,0.0791447863350616,YMRCdelta18_NFR/NDR,,,Promoter,Promoter,,Promoter
8894,13,573670,-0.256361064579886,0.144113460465235,0.0761193227498546,YMR158W,MRPS8,SGDID:S000004767,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the small subunit""",Verified ORF
8896,13,574002,-0.254841371902348,0.147246110790483,0.0843760913568331,YMR158C-A,YMR158C-A,SGDID:S000007249,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; may contain a lipid attachment site; YMR158C-A is not an essential gene""",Uncharacterized ORF
8897,13,575086,-0.268317492254547,0.144192182006274,0.0635990766945987,YMR160W,YMR160W,SGDID:S000004770,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene; relative distribution within the vacuolar membrane changes upon DNA replication stress""",Verified ORF
8898,13,577143,-0.275036864427603,0.145079675574207,0.0588077488493665,YMR160W,YMR160W,SGDID:S000004770,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the membrane of the vacuole; mutant has enhanced sensitivity to overexpression of mutant huntingtin; YMR160W is not an essential gene; relative distribution within the vacuolar membrane changes upon DNA replication stress""",Verified ORF
8899,13,582883,-0.213314581709723,0.145438603486879,0.143348376129747,YMR162C,DNF3,SGDID:S000004772,CDS,CDS,"""Trans-golgi network aminophospholipid translocase (flippase); type 4 P-type ATPase; involved in phospholipid translocation ; contributing to the maintenance of membrane lipid asymmetry in post-Golgi secretory vesicles; role in protein trafficking between the Golgi and endosomal system; localizes to the trans-Golgi network; localizes to the shmoo tip where it has a redundant role in the cellular response to mating pheromone""",Verified ORF
8901,13,587156,-0.146960122598398,0.144464370721094,0.309718905878732,YMR163C,INP2,SGDID:S000004773,Close to 3'-UTR,Close to 3'-UTR,"""Peroxisome-specific receptor important for peroxisome inheritance; co-fractionates with peroxisome membranes and co-localizes with peroxisomes in vivo; physically interacts with the myosin V motor Myo2p; INP2 is not an essential gene""",Verified ORF
8904,13,588065,-0.168355550676479,0.144023269845499,0.243213800517558,YMR164C,MSS11,SGDID:S000004774,CDS,CDS,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",Verified ORF
8921,13,588807,-0.196629192081095,0.144449731859559,0.174309548396489,YMR164C,MSS11,SGDID:S000004774,CDS,CDS,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",Verified ORF
8922,13,589215,-0.135539076863636,0.143816486003212,0.346609571035019,YMR164C,MSS11,SGDID:S000004774,CDS,CDS,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",Verified ORF
8923,13,600543,-0.0846900158565435,0.143794151345957,0.556260081498454,YMR169C,ALD3,SGDID:S000004779,CDS,CDS,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",Verified ORF
8924,13,600548,-0.09307946688343,0.143710423363206,0.517608001033908,YMR169C,ALD3,SGDID:S000004779,CDS,CDS,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",Verified ORF
8925,13,600549,-0.0837064917631246,0.144397055555449,0.562488977625988,YMR169C,ALD3,SGDID:S000004779,CDS,CDS,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",Verified ORF
8926,13,600928,-0.0592988114320215,0.143325226087723,0.679318678431686,YMR169C,ALD3,SGDID:S000004779,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",Verified ORF
8927,13,601209,-0.0905878361290487,0.142660815190358,0.525847916788784,YMR169C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8928,13,601449,-0.0912823945125797,0.14287260054581,0.523297357559085,XUT_13F-261,,,Unstable transcript,XUT,ncRNA_STM,Unstable transcript
8929,13,603801,-0.0733451893925867,0.142668641436281,0.607507468981225,YMR170C,ALD2,SGDID:S000004780,Close to 3'-UTR,Close to 3'-UTR,"""Cytoplasmic aldehyde dehydrogenase; involved in ethanol oxidation and beta-alanine biosynthesis; uses NAD+ as the preferred coenzyme; expression is stress induced and glucose repressed; very similar to Ald3p""",Verified ORF
8930,13,605162,-0.108103656078471,0.142495942239355,0.448571922930721,YMR171C,EAR1,SGDID:S000004781,CDS,CDS,"""Specificity factor required for Rsp5p-dependent ubiquitination; also required for sorting of specific cargo proteins at the multivesicular body; mRNA is targeted to the bud via the mRNA transport system involving She2p""",Verified ORF
