SNP,Chr,Pos,Effect,SE,PMC1_GTR2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
10453,15,372783,0.0333939818355179,0.0556886019428396,0.54912048510507,YOR020W-A,MCO10,SGDID:S000028526,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial protein of unknown function; conserved in A. gossypii; authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
10454,15,376289,0.0394685305678904,0.0563393983511056,0.484045757161615,YOR023C,AHC1,SGDID:S000005549,CDS,CDS,"""Subunit of the Ada histone acetyltransferase complex; required for structural integrity of the complex; Ahc2p and Ahc1p are unique to the ADA complex and not shared with the related SAGA and SLIK complexes; Ahc2p may tether Ahc1p to the complex""",Verified ORF
10455,15,379384,0.0262811786338135,0.0559404271996876,0.638783325678123,YOR025W,HST3,SGDID:S000005551,CDS,CDS,"""Sirtuin ; histone H3 deacetylase; involved along with Hst4p in telomeric silencing ; cell cycle progression ; radiation resistance ; genomic stability and short-chain fatty acid metabolism; member of the Sir2 family of NAD(+)-dependent protein deacetylases""",Verified ORF
10456,15,381987,0.0384129156654761,0.055801819030188,0.491664973705977,YOR027W,STI1,SGDID:S000005553,CDS,CDS,"""Evolutionarily-conserved Hsp90 cochaperone; regulates spatial organization of amyloid-like proteins in the cytosol ; thereby buffering the proteotoxicity caused by amyloid-like proteins; interacts with the Ssa group of the cytosolic Hsp70 chaperones and activates Ssa1p ATPase activity; interacts with Hsp90 chaperones and inhibits their ATPase activity; homolog of mammalian Hop""",Verified ORF
10457,15,382511,0.0637743415974201,0.0561883237037788,0.257140975896079,YOR027W,STI1,SGDID:S000005553,CDS,CDS,"""Evolutionarily-conserved Hsp90 cochaperone; regulates spatial organization of amyloid-like proteins in the cytosol ; thereby buffering the proteotoxicity caused by amyloid-like proteins; interacts with the Ssa group of the cytosolic Hsp70 chaperones and activates Ssa1p ATPase activity; interacts with Hsp90 chaperones and inhibits their ATPase activity; homolog of mammalian Hop""",Verified ORF
10458,15,383674,0.0584290840768169,0.0561516856939964,0.298792905316104,YOR028C,CIN5,SGDID:S000005554,CDS,CDS,"""Basic leucine zipper (bZIP) transcription factor of the yAP-1 family; physically interacts with the Tup1-Cyc8 complex and recruits Tup1p to its targets; mediates pleiotropic drug resistance and salt tolerance; nuclearly localized under oxidative stress and sequestered in the cytoplasm by Lot6p under reducing conditions; CIN5 has a paralog ; YAP6 ; that arose from the whole genome duplication""",Verified ORF
10460,15,385480,0.0509691912532728,0.0559587387037635,0.363003730725909,YOR029W,YOR029W,SGDID:S000005555,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YOR029W is not an essential gene""",Uncharacterized ORF
10465,15,389923,0.0338564441487875,0.0559632678284985,0.545583514990234,YOR032C,HMS1,SGDID:S000005558,CDS,CDS,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10466,15,390617,0.0417246839057857,0.0562414847012107,0.458650651115994,YOR032C,HMS1,SGDID:S000005558,CDS,CDS,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10467,15,390618,-0.0069940492432681,0.0562595988158538,0.901134699807294,YOR032C,HMS1,SGDID:S000005558,CDS,CDS,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10468,15,390621,0.0024508617107882,0.0567416137220529,0.965571808892162,YOR032C,HMS1,SGDID:S000005558,CDS,CDS,"""bHLH protein with similarity to myc-family transcription factors; overexpression confers hyperfilamentous growth and suppresses the pseudohyphal filamentation defect of a diploid mep1 mep2 homozygous null mutant""",Verified ORF
10469,15,392113,0.03098931327776,0.0558721524159575,0.579487478928339,YOR032W-A,YOR032W-A,SGDID:S000028710,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; SWAT-GFP and seamless-GFP fusion proteins localize to the endoplasmic reticulum; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
10470,15,392353,0.0675391600550662,0.0557589774399841,0.226602311709094,YOR032W-A,YOR032W-A,SGDID:S000028710,CDS,CDS,"""Protein of unknown function; SWAT-GFP and seamless-GFP fusion proteins localize to the endoplasmic reticulum; identified by gene-trapping ; microarray-based expression analysis ; and genome-wide homology searching""",Uncharacterized ORF
10471,15,393541,-0.0041442122098655,0.0556243348933896,0.940651892208958,YOR033C,EXO1,SGDID:S000005559,CDS,CDS,"""5'-3' exonuclease and flap-endonuclease; involved in recombination ; double-strand break repair ; MMS2 error-free branch of the post replication (PRR) pathway and DNA mismatch repair; role in telomere maintenance; member of the Rad2p nuclease family ; with conserved N and I nuclease domains; relative distribution to the nucleus increases upon DNA replication stress; EXO1 has a paralog ; DIN7 ; that arose from the whole genome duplication""",Verified ORF
10472,15,394456,-0.0170728590174138,0.0555273501015744,0.758668826823873,YOR033C,EXO1,SGDID:S000005559,CDS,CDS,"""5'-3' exonuclease and flap-endonuclease; involved in recombination ; double-strand break repair ; MMS2 error-free branch of the post replication (PRR) pathway and DNA mismatch repair; role in telomere maintenance; member of the Rad2p nuclease family ; with conserved N and I nuclease domains; relative distribution to the nucleus increases upon DNA replication stress; EXO1 has a paralog ; DIN7 ; that arose from the whole genome duplication""",Verified ORF
10473,15,397092,-0.0453349501702856,0.0559460688240845,0.418294712257396,YOR034C,AKR2,SGDID:S000005560,Close to 3'-UTR,Close to 3'-UTR,"""Ankyrin repeat-containing protein; member of a family of putative palmitoyltransferases containing an Asp-His-His-Cys-cysteine rich (DHHC-CRD) domain; possibly involved in constitutive endocytosis of Ste3p; AKR2 has a paralog ; AKR1 ; that arose from the whole genome duplication""",Verified ORF
10475,15,408490,-0.0179271437887187,0.0561159337192018,0.749561998145455,YOR041C,YOR041C,SGDID:S000005567,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; not conserved in closely related Saccharomyces species; 85% of ORF overlaps the uncharacterized gene CUE5; deletion in cyr1 mutant results in loss of stress resistance""",Dubious ORF
10476,15,409351,-0.0228655532507092,0.0567254566832279,0.6871248901234,YOR042W,CUE5,SGDID:S000005568,CDS,CDS,"""Ubiquitin-binding protein; functions as ubiquitin-Atg8p adaptor in ubiquitin-dependent autophagy; serves as proteaphagy receptor for inactivated 26S proteasomes; contains CUE domain that binds ubiquitin ; which may facilitate intramolecular monoubiquitination; CUE5 has a paralog ; DON1 ; that arose from the whole genome duplication; human TOLLIP is a functional CUE-domain homolog ; can complement yeast null mutant ; rescuing hypersensitivity of cue5 null mutant cells to Htt-96Q""",Verified ORF
10477,15,411919,-0.0375040171974417,0.0558595053470636,0.502405480302953,YOR043W,WHI2,SGDID:S000005569,CDS,CDS,"""Negative regulator of TORC1 in response to limiting leucine; suppresses TORC1 activity with binding partners Psr1p/Psr2p ; acting in parallel with SEACIT; regulates cell cycle arrest in stationary phase; inhibits Ras-cAMP-PKA regulation of apoptosis during nutrient depletion; required with Psr1p for activation of the general stress response; role in rapamycin-induced mitophagy; localizes to the cell periphery; human tumor suppressor and Whi2-like protein KCTD11 functionally complements the null""",Verified ORF
10478,15,412551,-0.0308281941828922,0.0556049478845599,0.579646215806594,YOR044W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10480,15,413284,-0.0254568237283259,0.0555951317604863,0.647308430594406,YOR044W,IRC23,SGDID:S000005570,CDS,CDS,"""Protein of unknown function; green fluorescent protein (GFP)-fusion localizes to the ER; null mutant displays increased levels of spontaneous Rad52p foci; IRC23 has a paralog ; BSC2 ; that arose from the whole genome duplication""",Verified ORF
10481,15,414582,-0.0067242212555015,0.055689862321527,0.903962439315233,YOR046C,DBP5,SGDID:S000005572,CDS,CDS,"""Cytoplasmic ATP-dependent RNA helicase of the DEAD-box family; involved in mRNA export from the nucleus ; remodeling messenger ribonucleoprotein particles (mRNPs) ; with ATPase activity stimulated by Gle1p ; IP6 and Nup159p; involved in translation termination along with Sup45p (eRF1); role in the cellular response to heat stress""",Verified ORF
10483,15,421830,-0.0644426509696532,0.0563882007894755,0.253879830466621,YOR048C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10484,15,422359,-0.0430924255472524,0.055642003669375,0.439178077485286,SUT366_NFR/NDR,,,Promoter,Promoter,,Promoter
10485,15,422808,-0.0293552422489015,0.0558249327533927,0.599326326799981,SUT366,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10486,15,424272,-0.0475315726803971,0.0586019639848857,0.417859476127423,SUT366,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
10487,15,425338,-0.0234807896024164,0.055685781226507,0.673525629236633,YOR051C,ETT1,SGDID:S000005577,CDS,CDS,"""Nuclear protein that inhibits replication of Brome mosaic virus; S. cerevisiae is a model system for studying replication of positive-strand RNA viruses in their natural hosts; deletion increases stop codon readthrough""",Verified ORF
10490,15,427668,-0.0375744879944132,0.0557317655960054,0.500623926314135,YOR052C,TMC1,SGDID:S000005578,Close to 3'-UTR,Close to 3'-UTR,"""AN1-type zinc finger protein ; effector of proteotoxic stress response; stress-inducible transcriptional target of Rpn4p; induced by nitrogen limitation ; weak acid ; misfolded proteins; short-lived protein ; degraded by proteasome; may protect cells from trivalent metalloid induced proteotoxicity; contains PACE promoter element; ortholog of human AIRAP ; which stimulates proteasome activity in response to arsenic; protein abundance increases under DNA replication stress""",Verified ORF
10495,15,430047,-0.0401711067170491,0.0555775312548994,0.47028504879399,YOR054C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10496,15,433993,-0.0882321567164661,0.0559109858878907,0.115442291366796,YOR058C,ASE1,SGDID:S000005584,CDS,CDS,"""Mitotic spindle midzone-localized microtubule bundling protein; microtubule-associated protein (MAP) family member; required for spindle elongation and stabilization; undergoes cell cycle-regulated degradation by anaphase promoting complex; potential Cdc28p substrate; relative distribution to microtubules decreases upon DNA replication stress""",Verified ORF
10498,15,441176,-0.0307103314359931,0.0559028415201996,0.583111333300888,YOR061W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10500,15,443566,-0.0107856903889995,0.0560080981295514,0.847403532174865,YOR062C,YOR062C,SGDID:S000005588,Close to 3'-UTR,Close to 3'-UTR,"""Protein of unknown function; similar to Reg1p; expression regulated by glucose and Rgt1p; GFP-fusion protein is induced in response to the DNA-damaging agent MMS; YOR062C has a paralog ; YKR075C ; that arose from the whole genome duplication""",Uncharacterized ORF
10501,15,443890,0.0356373698318859,0.0558070358013144,0.523508964737932,YOR062C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
10502,15,446521,0.0299418878077604,0.0562246618359743,0.594687015249052,YOR064C,YNG1,SGDID:S000005590,CDS,CDS,"""Subunit of the NuA3 histone acetyltransferase complex; this complex acetylates histone H3; contains PHD finger domain that interacts with methylated histone H3; shares significant sequence identity with the human candidate tumor suppressor p33-ING1 in C-terminal region""",Verified ORF
10503,15,446992,0.0255086670891744,0.0556257297700312,0.646820328117784,YOR065W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
10512,15,449086,0.0484309826340559,0.0557301305081041,0.385422888044873,YOR065W,CYT1,SGDID:S000005591,Close to 3'-UTR,Close to 3'-UTR,"""Cytochrome c1; component of the mitochondrial respiratory chain; expression is regulated by the heme-activated ; glucose-repressed Hap2p/3p/4p/5p CCAAT-binding complex""",Verified ORF
10513,15,451421,0.0377928259000781,0.0561407204999618,0.501273081213951,YOR066W,MSA1,SGDID:S000005592,Close to 3'-UTR,Close to 3'-UTR,"""Activator of G1-specific transcription factors MBF and SBF; involved in regulation of the timing of G1-specific gene transcription and cell cycle initiation; localization is cell-cycle dependent and regulated by Cdc28p phosphorylation; MSA1 has a paralog ; MSA2 ; that arose from the whole genome duplication""",Verified ORF
10514,15,453019,0.0389972648268824,0.0556875341733896,0.484209269517111,YOR067C,ALG8,SGDID:S000005593,CDS,CDS,"""Glucosyl transferase; involved in N-linked glycosylation; adds glucose to the dolichol-linked oligosaccharide precursor prior to transfer to protein during lipid-linked oligosaccharide biosynthesis; similar to Alg6p; human homolog ALG8 can complement yeast null mutant""",Verified ORF
10515,15,459550,0.05303030603202,0.0568018079127567,0.351147158973045,XUT_15F-217,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
10516,15,460514,0.0311041384137234,0.0561185324213379,0.579753331203317,YOR071C,NRT1,SGDID:S000005597,CDS,CDS,"""High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; major transporter for 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine) uptake; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity""",Verified ORF
10517,15,460515,0.0326984446247423,0.056059292542873,0.560075114273844,YOR071C,NRT1,SGDID:S000005597,CDS,CDS,"""High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; major transporter for 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine) uptake; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity""",Verified ORF
10518,15,461014,0.056248489838641,0.0559969037212677,0.315829165088194,YOR071C,NRT1,SGDID:S000005597,CDS,CDS,"""High-affinity nicotinamide riboside transporter; also transports thiamine with low affinity; major transporter for 5-aminoimidazole-4-carboxamide-1-beta-D-ribofuranoside (acadesine) uptake; shares sequence similarity with Thi7p and Thi72p; proposed to be involved in 5-fluorocytosine sensitivity""",Verified ORF
