SNP,Chr,Pos,Effect,SE,SRO9_GIS2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11881,16,795138,-0.15669413577087,0.0972275340324827,0.107937692984275,YPR131C,NAT3,SGDID:S000006335,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes acetylation of the amino-terminal methionine residues of all proteins beginning with Met-Asp or Met-Glu and of some proteins beginning with Met-Asn or Met-Met""",Verified ORF
11882,16,795139,-0.15669413577087,0.0972275340324827,0.107937692984275,YPR131C,NAT3,SGDID:S000006335,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes acetylation of the amino-terminal methionine residues of all proteins beginning with Met-Asp or Met-Glu and of some proteins beginning with Met-Asn or Met-Met""",Verified ORF
11883,16,795157,-0.137660155137588,0.0981471130555973,0.161617990762315,YPR131C,NAT3,SGDID:S000006335,Close to 3'-UTR,Close to 3'-UTR,"""Catalytic subunit of the NatB N-terminal acetyltransferase; NatB catalyzes acetylation of the amino-terminal methionine residues of all proteins beginning with Met-Asp or Met-Glu and of some proteins beginning with Met-Asn or Met-Met""",Verified ORF
11884,16,797429,-0.171367781130024,0.0972922453842428,0.0790412373597125,YPR133W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11885,16,798666,-0.14843277850341,0.0965552505099383,0.125119771137186,YPR134W,MSS18,SGDID:S000006338,CDS,CDS,"""Nuclear encoded protein needed for splicing of mitochondrial intron; required for efficient splicing of mitochondrial COX1 aI5beta intron; mss18 mutations block cleavage of 5' exon - intron junction; phenotype of intronless strain suggests additional functions""",Verified ORF
11886,16,810605,-0.140577683077557,0.0984131057016335,0.154048075481058,tN(GUU)P_NFR/NDR,,,Promoter,Promoter,,Promoter
11887,16,810615,-0.147570104910138,0.0983873367734417,0.134536920758495,tN(GUU)P_NFR/NDR,,,Promoter,Promoter,,Promoter
11888,16,810640,-0.15572840563374,0.0974933405262138,0.111088351971417,tN(GUU)P_NFR/NDR,,,Promoter,Promoter,,Promoter
11890,16,812990,-0.144063493812693,0.0965755258452735,0.136666070162105,SUT423,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
11891,16,814026,-0.191414768215111,0.0967541885731131,0.0486650006048144,YPR139C,LOA1,SGDID:S000006343,CDS,CDS,"""Lysophosphatidic acid acyltransferase; involved in triacelglyceride homeostasis and lipid droplet formation; localized to lipid droplets and the ER; specificity for oleoyl-CoA""",Verified ORF
11892,16,814192,-0.193688324641029,0.0971656807007563,0.0469888866896573,YPR140W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11893,16,818804,-0.206224246560066,0.0972369243937487,0.0346317613573192,YPR143W,RRP15,SGDID:S000006347,CDS,CDS,"""Nucleolar protein; constituent of pre-60S ribosomal particles; required for proper processing of the 27S pre-rRNA at the A3 and B1 sites to yield mature 5.8S and 25S rRNAs""",Verified ORF
11894,16,819256,-0.196362819860004,0.0986132261396905,0.0472246468154056,ARS1627,ARS1627,SGDID:S000118423,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
11896,16,822959,-0.110979287447983,0.0966259668997887,0.251521261336628,YPR145W,ASN1,SGDID:S000006349,CDS,CDS,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",Verified ORF
11897,16,823324,-0.108045475414976,0.0965744893922991,0.263995319229911,YPR145W,ASN1,SGDID:S000006349,CDS,CDS,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",Verified ORF
11898,16,823418,-0.135988800920286,0.0966316274341415,0.160221061086588,YPR145W,ASN1,SGDID:S000006349,CDS,CDS,"""Asparagine synthetase; catalyzes the synthesis of L-asparagine from L-aspartate in the asparagine biosynthetic pathway; ASN1 has a paralog ; ASN2 ; that arose from the whole genome duplication""",Verified ORF
11899,16,825433,-0.134010925576835,0.097166914654058,0.168711603154993,YPR146C,YPR146C,SGDID:S000006350,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data""",Dubious ORF
11900,16,827031,-0.104318971194998,0.0975484461798844,0.28561711109537,YPR148C,YPR148C,SGDID:S000006352,CDS,CDS,"""Protein of unknown function; may interact with ribosomes ; based on co-purification experiments; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern""",Verified ORF
11901,16,828223,-0.0820063932285815,0.0979447589368957,0.403006241729428,YPR148C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11902,16,828272,-0.0725395201463619,0.0987120480089999,0.462912755740278,YPR148C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11903,16,831753,-0.089555129200902,0.0970727029847724,0.356868086603374,YPR151C_NFR/NDR,,,Promoter,Promoter,,Promoter
11904,16,833135,-0.0272918761127652,0.0971464890160245,0.778924629141239,YPR152C,URN1,SGDID:S000006356,CDS,CDS,"""Protein of unknown function containing WW and FF domains; overexpression causes accumulation of cells in G1 phase""",Verified ORF
11905,16,834908,-0.0038747683544513,0.0967514084973445,0.968076939158578,YPR154W,PIN3,SGDID:S000006358,CDS,CDS,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog ; LSB1 ; that arose from the whole genome duplication""",Verified ORF
11906,16,835119,-0.0707235267636625,0.0976056368975179,0.469186981799063,YPR154W,PIN3,SGDID:S000006358,CDS,CDS,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog ; LSB1 ; that arose from the whole genome duplication""",Verified ORF
11907,16,835125,-0.0685596345932167,0.0974579037047919,0.482220727634466,YPR154W,PIN3,SGDID:S000006358,CDS,CDS,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog ; LSB1 ; that arose from the whole genome duplication""",Verified ORF
11908,16,835149,-0.0384826178165772,0.0980917675273973,0.695064157198293,YPR154W,PIN3,SGDID:S000006358,CDS,CDS,"""Negative regulator of actin nucleation-promoting factor activity; interacts with Las17p ; a homolog of human Wiskott-Aldrich Syndrome protein (WASP) ; via an N-terminal SH3 domain ; and along with LSB1 cooperatively inhibits the nucleation of actin filaments; short-lived protein whose levels increase in response to thermal stress; induces the formation of the [PIN+] and [RNQ+] prions when overproduced; PIN3 has a paralog ; LSB1 ; that arose from the whole genome duplication""",Verified ORF
11910,16,836372,-0.0490921660953603,0.096848774929153,0.612544932824212,YPR155C,NCA2,SGDID:S000006359,CDS,CDS,"""Protein that regulates expression of Fo-F1 ATP synthase subunits; involved in the regulation of mitochondrial expression of subunits 6 (Atp6p) and 8 (Atp8p) of the Fo-F1 ATP synthase; functions with Nca3p""",Verified ORF
11912,16,839159,-0.137265634399337,0.0986046413618326,0.164774304073144,YPR156C,TPO3,SGDID:S000006360,CDS,CDS,"""Polyamine transporter of the major facilitator superfamily; member of the 12-spanner drug:H(+) antiporter DHA1 family; specific for spermine; localizes to the plasma membrane; TPO3 has a paralog ; TPO2 ; that arose from the whole genome duplication""",Verified ORF
11913,16,840309,-0.0666287433586358,0.0984909451246358,0.499168716378787,XUT_16F-339,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11914,16,840443,-0.102468624280422,0.0969995335086785,0.291515846940229,XUT_16F-339,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11915,16,840461,-0.0942891714583706,0.0968717343324728,0.331050652135741,XUT_16F-339,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11916,16,840560,-0.0800267521569183,0.0970070353508166,0.40995241905484,XUT_16F-339,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11919,16,841449,-0.0415575071803972,0.0967172289999724,0.667690228100701,YPR157W,TDA6,SGDID:S000006361,CDS,CDS,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",Uncharacterized ORF
11920,16,841684,-0.0511888526075667,0.0975371804397936,0.600042107817636,YPR157W,TDA6,SGDID:S000006361,CDS,CDS,"""Putative protein of unknown function; induced by treatment with 8-methoxypsoralen and UVA irradiation; null mutant is sensitive to expression of the top1-T722A allele; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; TDA6 has a paralog ; VPS62 ; that arose from the whole genome duplication""",Uncharacterized ORF
11921,16,842949,-0.0774663335308622,0.0983562222303877,0.431453446541633,YPR158W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11922,16,843618,-0.0629522235036021,0.0971488312070454,0.51740765483083,YPR158W,CUR1,SGDID:S000006362,CDS,CDS,"""Sorting factor ; central regulator of spatial protein quality control; physically and functionally interacts with chaperones to promote sorting and deposition of misfolded proteins into cytosolic compartments; involved in destabilization of [URE3] prions; CUR1 has a paralog ; BTN2 ; that arose from the whole genome duplication""",Verified ORF
11923,16,843702,-0.0808564513151996,0.097094330277234,0.40554212691826,YPR158W,CUR1,SGDID:S000006362,CDS,CDS,"""Sorting factor ; central regulator of spatial protein quality control; physically and functionally interacts with chaperones to promote sorting and deposition of misfolded proteins into cytosolic compartments; involved in destabilization of [URE3] prions; CUR1 has a paralog ; BTN2 ; that arose from the whole genome duplication""",Verified ORF
11924,16,850422,-0.0626278314371493,0.0968587122199529,0.51831779490439,YPRCdelta22,YPRCdelta22,SGDID:S000007204,Other features,LTR,"""Ty1 LTR""",reverse complement
11926,16,857866,-0.120358312169306,0.0967316519909191,0.21423326783052,YPR159W,KRE6,SGDID:S000006363,CDS,CDS,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",Verified ORF
11927,16,858788,-0.121024026613622,0.0969112333245666,0.212560941450006,YPR159W,KRE6,SGDID:S000006363,CDS,CDS,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",Verified ORF
11928,16,858824,-0.124065300973985,0.0966266420977744,0.199996029245561,YPR159W,KRE6,SGDID:S000006363,CDS,CDS,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",Verified ORF
11929,16,859747,-0.117150937777914,0.0973718925319458,0.229732727189706,YPR159W,KRE6,SGDID:S000006363,Close to 3'-UTR,Close to 3'-UTR,"""Glucosyl hydrolase required for beta1,6-glucan biosynthesis; type II integral membrane protein that localizes to ER ; plasma membrane ; sites of polarized growth and secretory vesicles; functionally redundant with Skn1p; KRE6 has a paralog ; SKN1 ; that arose from the whole genome duplication""",Verified ORF
11932,16,862181,-0.0251778132613996,0.0973123088339224,0.795992787004779,YPR160W,GPH1,SGDID:S000006364,CDS,CDS,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
11933,16,863263,-0.0368847460775411,0.0972507586024628,0.704711976346964,YPR160W,GPH1,SGDID:S000006364,CDS,CDS,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
11934,16,863372,-0.0335316023281524,0.0973051698777714,0.730598456467268,YPR160W,GPH1,SGDID:S000006364,CDS,CDS,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
11935,16,863978,-0.0213391356097957,0.0976083625804043,0.827072446489399,YPR160W,GPH1,SGDID:S000006364,CDS,CDS,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
11936,16,864021,-0.0271478773090778,0.0976511019956896,0.781168272863616,YPR160W,GPH1,SGDID:S000006364,Close to 3'-UTR,Close to 3'-UTR,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
11937,16,864193,-0.0228811148748546,0.0974261720107969,0.814456722045889,YPR160W,GPH1,SGDID:S000006364,Close to 3'-UTR,Close to 3'-UTR,"""Glycogen phosphorylase required for the mobilization of glycogen; non-essential; regulated by cyclic AMP-mediated phosphorylation; phosphorylation by Cdc28p may coordinately regulate carbohydrate metabolism and the cell cycle; expression is regulated by stress-response elements and by the HOG MAP kinase pathway""",Verified ORF
