SNP,Chr,Pos,Effect,SE,ALO1_HYR1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9286,14,41967,0.0249572663263864,0.0591202502906187,0.673176809599951,YNL317W,PFS2,SGDID:S000005261,CDS,CDS,"""Integral subunit of the pre-mRNA CPF complex; the cleavage and polyadenylation factor (CPF) complex plays an essential role in mRNA 3'-end formation by bridging different processing factors and thereby promoting the assembly of the processing complex""",Verified ORF
9287,14,42739,0.0309384572195956,0.0588376702074998,0.599338323669162,YNL316C,PHA2,SGDID:S000005260,CDS,CDS,"""Prephenate dehydratase; catalyzes the conversion of prephanate to phenylpyruvate ; which is a step in the phenylalanine biosynthesis pathway""",Verified ORF
9288,14,47735,0.0378218686944315,0.0593383483843105,0.524281841676718,YNL313C,EMW1,SGDID:S000005257,CDS,CDS,"""Essential conserved protein with a role in cell wall integrity; contains six TPR (tetratricopeptide repeat) domains clustered in the C-terminal region; conditional mutant is suppressed by overexpression of GFA1; protein abundance increases in response to DNA replication stress""",Verified ORF
9289,14,49825,0.0226516459694874,0.0589428635111484,0.700988715690466,YNL311C,SKP2,SGDID:S000005255,CDS,CDS,"""F-box protein of unknown function; predicted to be part of an SCF ubiquitin protease complex; involved in regulating protein levels of sulfur metabolism enzymes; may interact with ribosomes ; based on co-purification experiments""",Verified ORF
9290,14,52664,0.0650402115110057,0.0590182016958297,0.271196615547918,YNL309W,STB1,SGDID:S000005253,CDS,CDS,"""Protein with role in regulation of MBF-specific transcription at Start; phosphorylated by Cln-Cdc28p kinases in vitro; unphosphorylated form binds Swi6p ; which is required for Stb1p function; expression is cell-cycle regulated; STB1 has a paralog ; YOL131W ; that arose from the whole genome duplication""",Verified ORF
9291,14,52938,0.0601645758470939,0.058833614891303,0.307186679220134,YNL309W,STB1,SGDID:S000005253,CDS,CDS,"""Protein with role in regulation of MBF-specific transcription at Start; phosphorylated by Cln-Cdc28p kinases in vitro; unphosphorylated form binds Swi6p ; which is required for Stb1p function; expression is cell-cycle regulated; STB1 has a paralog ; YOL131W ; that arose from the whole genome duplication""",Verified ORF
9292,14,54504,0.0733232423229508,0.0596186585413355,0.219564554426882,YNL308C,KRI1,SGDID:S000005252,CDS,CDS,"""Essential nucleolar protein required for 40S ribosome biogenesis; associate with snR30; physically and functionally interacts with Krr1p""",Verified ORF
9293,14,57720,0.0191824570434939,0.0587915753731652,0.744406617402483,YNL307C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9294,14,58006,0.0412963251106327,0.0588461581614547,0.483286544939127,YNL306W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9295,14,58815,0.0383779408116889,0.0593908125784488,0.51857409771939,YNL306W,MRPS18,SGDID:S000005250,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosomal protein of the small subunit; essential for viability ; unlike most other mitoribosomal proteins""",Verified ORF
9297,14,60667,0.0954456996574626,0.0586112724824506,0.104320981634488,YNL304W,YPT11,SGDID:S000005248,CDS,CDS,"""Rab GTPase; Myo2p-binding protein implicated in mother-to-bud transport of cortical endoplasmic reticulum (ER) ; late Golgi ; and mitochondria during cell division; function is regulated at multiple levels; abundance of active Ypt11p forms is controlled by phosphorylation status and degradation; normally a low-abundance protein whose ER localization is only detected when protein is highly over expressed""",Verified ORF
9298,14,61387,0.0745164260845889,0.0587739949923616,0.205688255363784,YNL304W,YPT11,SGDID:S000005248,CDS,CDS,"""Rab GTPase; Myo2p-binding protein implicated in mother-to-bud transport of cortical endoplasmic reticulum (ER) ; late Golgi ; and mitochondria during cell division; function is regulated at multiple levels; abundance of active Ypt11p forms is controlled by phosphorylation status and degradation; normally a low-abundance protein whose ER localization is only detected when protein is highly over expressed""",Verified ORF
9299,14,62869,0.094281883892979,0.0593720715720973,0.113185275601938,YNL302C,RPS19B,SGDID:S000005246,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous to mammalian ribosomal protein S19 ; no bacterial homolog; mutations in human RPS19 are associated with Diamond Blackfan anemia; RPS19B has a paralog ; RPS19A ; that arose from the whole genome duplication""",Verified ORF
9300,14,62881,0.0802830478305827,0.0594202041180282,0.177526510300207,YNL302C,RPS19B,SGDID:S000005246,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous to mammalian ribosomal protein S19 ; no bacterial homolog; mutations in human RPS19 are associated with Diamond Blackfan anemia; RPS19B has a paralog ; RPS19A ; that arose from the whole genome duplication""",Verified ORF
9301,14,65203,0.100636489968767,0.0587836445502435,0.0877784213359179,XUT_14F-20,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
9302,14,68188,0.0979962991150163,0.0587286995865898,0.0960779657882685,YNL299W,TRF5,SGDID:S000005243,CDS,CDS,"""Non-canonical poly(A) polymerase; involved in nuclear RNA degradation as a component of the TRAMP complex; catalyzes polyadenylation of hypomodified tRNAs ; and snoRNA and rRNA precursors; overlapping but non-redundant functions with Pap2p""",Verified ORF
9303,14,68389,0.0902229345129903,0.0586226114994698,0.124688781912158,YNL299W,TRF5,SGDID:S000005243,CDS,CDS,"""Non-canonical poly(A) polymerase; involved in nuclear RNA degradation as a component of the TRAMP complex; catalyzes polyadenylation of hypomodified tRNAs ; and snoRNA and rRNA precursors; overlapping but non-redundant functions with Pap2p""",Verified ORF
9304,14,69768,0.130236101042897,0.0586324289548549,0.0269693408366155,YNL298W,CLA4,SGDID:S000005242,CDS,CDS,"""Cdc42p-activated signal transducing kinase; member of the PAK (p21-activated kinase) family ; along with Ste20p and Skm1p; involved in septin ring assembly ; vacuole inheritance ; cytokinesis ; sterol uptake regulation; phosphorylates Cdc3p and Cdc10p; CLA4 has a paralog ; SKM1 ; that arose from the whole genome duplication""",Verified ORF
9305,14,77145,0.0726352824907407,0.0585815748990783,0.215836050585583,YNL295W,MRX6,SGDID:S000005239,CDS,CDS,"""Mitochondrial ribosome-associated protein; regulates mitochondrial DNA copy number and the size and distribution of mtDNA nucleoids; subunit of a complex containing Pet20p ; Mam33p ; and Pim1p that may regulate mtDNA replication; member of the PET20 domain-containing protein family; forms foci that partially co-localize with mtDNA""",Uncharacterized ORF
9306,14,78487,0.0287070749536356,0.05870202423931,0.62512386845809,YNL295W,MRX6,SGDID:S000005239,CDS,CDS,"""Mitochondrial ribosome-associated protein; regulates mitochondrial DNA copy number and the size and distribution of mtDNA nucleoids; subunit of a complex containing Pet20p ; Mam33p ; and Pim1p that may regulate mtDNA replication; member of the PET20 domain-containing protein family; forms foci that partially co-localize with mtDNA""",Uncharacterized ORF
9307,14,78583,0.0346136906076802,0.0589376060751704,0.557381853393619,YNL295W,MRX6,SGDID:S000005239,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial ribosome-associated protein; regulates mitochondrial DNA copy number and the size and distribution of mtDNA nucleoids; subunit of a complex containing Pet20p ; Mam33p ; and Pim1p that may regulate mtDNA replication; member of the PET20 domain-containing protein family; forms foci that partially co-localize with mtDNA""",Uncharacterized ORF
9308,14,80906,-0.0144860669945705,0.0587371417911425,0.805341555668193,YNL293W,MSB3,SGDID:S000005237,CDS,CDS,"""Rab GTPase-activating protein; regulates endocytosis via inactivation of Vps21p at endosomes and vacuole fusion via inactivation of Ypt7p at vacuoles; also acts on Ypt52p and Sec4p; localizes to plasma membrane ; sites of polarized growth; relocalizes from bud neck to cytoplasm upon DNA replication stress; similar to TBC-domain Tre2 oncogene; MSB3 has a paralog ; MSB4 ; that arose from the whole genome duplication; human homolog USP6NL can complement yeast msb3 msb4 double null""",Verified ORF
9310,14,85056,-0.0583185708709624,0.0589633316337176,0.323308770088352,YNL291C,MID1,SGDID:S000005235,CDS,CDS,"""Stretch-activated Ca2+-permeable cation channel; required for Ca2+ influx stimulated by mating pheromones and some abiotic stresses; sensor of compressive mechanical stress; N-glycosylated membrane protein of the ER and plasma membrane; interacts with Cch1p; oligomerizes; is an alpha2/delta-like protein and participates in the generation of stretch-activated Ca2+-permeable cation channel activity when expressed in mammalian cells""",Verified ORF
9311,14,89377,-0.0188874746429141,0.0602563537188722,0.754122412158462,YNL289W,PCL1,SGDID:S000005233,Close to 3'-UTR,Close to 3'-UTR,"""Cyclin ; interacts with cyclin-dependent kinase Pho85p; member of the Pcl1,2-like subfamily ; involved in the regulation of polarized growth and morphogenesis and progression through the cell cycle; is ubiquitinated by Dma1p; phosphorylation by Pho85p targets it for degradation; localizes to sites of polarized cell growth""",Verified ORF
9312,14,89596,-0.0282931073714888,0.0590684809136439,0.632243568514022,ARS1407,ARS1407,SGDID:S000118384,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
9314,14,90137,-0.0009745563221594,0.0593943951568964,0.986917991568639,YNL288W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9315,14,92476,-0.0573855844860832,0.0589181120411508,0.330729024364402,YNL287W,SEC21,SGDID:S000005231,CDS,CDS,"""Gamma subunit of coatomer; coatomer is a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo""",Verified ORF
9316,14,94507,-0.0175766642283547,0.0589874718218331,0.765899195898656,YNL287W,SEC21,SGDID:S000005231,CDS,CDS,"""Gamma subunit of coatomer; coatomer is a heptameric protein complex that together with Arf1p forms the COPI coat; involved in ER to Golgi transport of selective cargo""",Verified ORF
9317,14,95295,0.0194219339535247,0.0600767453840716,0.746670544600826,YNL286W,CUS2,SGDID:S000005230,CDS,CDS,"""Putative checkpoint factor in transcription; binds to U2 snRNA and Prp11p; regulates toggling of the U2 snRNA stem II region between different structures; contains two RNA recognition motifs (RRMs)""",Verified ORF
9319,14,102695,-0.0109839977629609,0.0600827940777462,0.855048626861448,YNLCsigma1,YNLCsigma1,SGDID:S000007133,Other features,LTR,"""Ty3 LTR""",reverse complement
9320,14,104450,-0.0127515995384916,0.0597322025316326,0.831076235249013,CUT315,,,Unstable transcript,CUT,ncRNA_TFO,Unstable transcript
9321,14,104676,-0.0446036468790471,0.0598958840010023,0.456956829593958,XUT_14F-37,,,Unstable transcript,XUT,ncRNA_TFO,Unstable transcript
9322,14,104774,-0.0418877016653809,0.0599029111227456,0.48485013027885,tT(AGU)N1_NFR/NDR,,,Promoter,Promoter,,Promoter
9323,14,106690,0.0067398011795091,0.0593747374255447,0.909688431794202,YNL283C,WSC2,SGDID:S000005227,CDS,CDS,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9324,14,106712,0.0361339083824684,0.0598366346012206,0.546313943455138,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9325,14,106737,0.0404006377642118,0.0599588763372337,0.500875750556673,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9326,14,106801,-0.0069810387105478,0.0596752935823975,0.906939471132349,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9327,14,106872,0.0182703317793934,0.0593945695597096,0.758560925098307,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9328,14,107060,0.0111975384769474,0.0593009878945899,0.850338100719475,YNL283C,WSC2,SGDID:S000005227,Close to 3'-UTR,Close to 3'-UTR,"""Sensor-transducer of the stress-activated PKC1-MPK1 signaling pathway; involved in maintenance of cell wall integrity and recovery from heat shock; required for the arrest of secretion response; WSC2 has a paralog ; WSC3 ; that arose from the whole genome duplication""",Verified ORF
9329,14,107253,0.0178338613650156,0.0592470528615208,0.763585298664847,YNL283C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9330,14,107791,0.0042283205848307,0.0589421695727367,0.942852023039193,YNL282W,POP3,SGDID:S000005226,CDS,CDS,"""Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA ; while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9331,14,109033,0.0457053529727439,0.0589447132884404,0.438626247088911,YNL282W,POP3,SGDID:S000005226,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of both RNase MRP and nuclear RNase P; RNase MRP cleaves pre-rRNA ; while nuclear RNase P cleaves tRNA precursors to generate mature 5' ends and facilitates turnover of nuclear RNAs; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9332,14,109881,0.0510447242531806,0.0592693097383962,0.38969397903656,YNL280C,ERG24,SGDID:S000005224,CDS,CDS,"""C-14 sterol reductase; acts in ergosterol biosynthesis; mutants accumulate the abnormal sterol ignosterol (ergosta-8,14 dienol) ; and are viable under anaerobic growth conditions but inviable on rich medium under aerobic conditions""",Verified ORF
