SNP,Chr,Pos,Effect,SE,TPO1_TCB2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11477,16,309023,-0.0176584982680648,0.0685112254043942,0.796753088356753,YPL127C,HHO1,SGDID:S000006048,CDS,CDS,"""Histone H1 ; linker histone with roles in meiosis and sporulation; decreasing levels early in sporulation may promote meiosis ; and increasing levels during sporulation facilitate compaction of spore chromatin; binds to promoters and within genes in mature spores; may be recruited by Ume6p to promoter regions ; contributing to transcriptional repression outside of meiosis; suppresses DNA repair involving homologous recombination""",Verified ORF
11478,16,309089,-0.037770798526248,0.0691721574408692,0.585383024139989,YPL127C,HHO1,SGDID:S000006048,CDS,CDS,"""Histone H1 ; linker histone with roles in meiosis and sporulation; decreasing levels early in sporulation may promote meiosis ; and increasing levels during sporulation facilitate compaction of spore chromatin; binds to promoters and within genes in mature spores; may be recruited by Ume6p to promoter regions ; contributing to transcriptional repression outside of meiosis; suppresses DNA repair involving homologous recombination""",Verified ORF
11479,16,310891,0.0080524055136106,0.0685810153354141,0.906598372054141,YPL126W,NAN1,SGDID:S000006047,CDS,CDS,"""U3 snoRNP protein; component of the small (ribosomal) subunit (SSU) processosome containing U3 snoRNA; required for the biogenesis of18S rRNA""",Verified ORF
11480,16,311025,-0.0192257108358535,0.0683472164483504,0.778649176560837,YPL126W,NAN1,SGDID:S000006047,CDS,CDS,"""U3 snoRNP protein; component of the small (ribosomal) subunit (SSU) processosome containing U3 snoRNA; required for the biogenesis of18S rRNA""",Verified ORF
11482,16,314083,-0.0360811216334687,0.0683894388462454,0.59812007046454,YPL125W,KAP120,SGDID:S000006046,CDS,CDS,"""Karyopherin responsible for the nuclear import of Rpf1p; Rpf1p is a ribosome maturation factor""",Verified ORF
11483,16,317370,-0.0025732356078426,0.0687746260557818,0.970174880271192,YPL124W,SPC29,SGDID:S000006045,CDS,CDS,"""Inner plaque spindle pole body (SPB) component; links the central plaque component Spc42p to the inner plaque component Spc110p; required for SPB duplication""",Verified ORF
11484,16,319783,-0.0242946165335644,0.0693059090183959,0.726141228863239,YPL122C,TFB2,SGDID:S000006043,CDS,CDS,"""Subunit of TFIIH and nucleotide excision repair factor 3 complexes; involved in transcription initiation ; required for nucleotide excision repair ; similar to 52 kDa subunit of human TFIIH""",Verified ORF
11486,16,325063,-0.0233552218919397,0.068794292450259,0.73443980889513,YPL119C,DBP1,SGDID:S000006040,CDS,CDS,"""ATP-dependent RNA helicase of the DEAD-box protein family; accelerates eIF4F-dependent assembly of 48S translation preinitiation complex (PIC) ; stimulating recruitment of mRNAs with long ; structured 5'-UTRs; cooperates with DEAD-box RNA helicase and paralog Ded1p ; stimulating PIC attachment and highly processive scanning by the 40S ribosomal subunit; protein abundance increases in response to DNA replication stress""",Verified ORF
11487,16,326625,-0.0478072215014102,0.0693433528192804,0.491007151204047,YPL119C,DBP1,SGDID:S000006040,Close to 3'-UTR,Close to 3'-UTR,"""ATP-dependent RNA helicase of the DEAD-box protein family; accelerates eIF4F-dependent assembly of 48S translation preinitiation complex (PIC) ; stimulating recruitment of mRNAs with long ; structured 5'-UTRs; cooperates with DEAD-box RNA helicase and paralog Ded1p ; stimulating PIC attachment and highly processive scanning by the 40S ribosomal subunit; protein abundance increases in response to DNA replication stress""",Verified ORF
11488,16,326955,-0.0427241135095958,0.0690467964306908,0.536466710889073,YPL118W,MRP51,SGDID:S000006039,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit; MRP51 exhibits genetic interactions with mutations in the COX2 and COX3 mRNA 5'-untranslated leader sequences""",Verified ORF
11489,16,326956,-0.0427241135095958,0.0690467964306908,0.536466710889073,YPL118W,MRP51,SGDID:S000006039,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit; MRP51 exhibits genetic interactions with mutations in the COX2 and COX3 mRNA 5'-untranslated leader sequences""",Verified ORF
11490,16,327318,-0.0346779057908589,0.0685346552470597,0.613178934908312,YPL118W,MRP51,SGDID:S000006039,CDS,CDS,"""Mitochondrial ribosomal protein of the small subunit; MRP51 exhibits genetic interactions with mutations in the COX2 and COX3 mRNA 5'-untranslated leader sequences""",Verified ORF
11492,16,333274,-0.0321282796692828,0.0690380344694369,0.64195296488699,YPL115C,BEM3,SGDID:S000006036,CDS,CDS,"""Rho GTPase activating protein (RhoGAP); involved in control of the cytoskeleton organization; targets the essential Rho-GTPase Cdc42p ; which controls establishment and maintenance of cell polarity ; including bud-site assembly""",Verified ORF
11493,16,334163,-0.0094935069805436,0.0688846106928707,0.890463206629373,YPL115C,BEM3,SGDID:S000006036,CDS,CDS,"""Rho GTPase activating protein (RhoGAP); involved in control of the cytoskeleton organization; targets the essential Rho-GTPase Cdc42p ; which controls establishment and maintenance of cell polarity ; including bud-site assembly""",Verified ORF
11494,16,334248,-0.0398934057190465,0.0698040079086546,0.568020429792297,YPL115C,BEM3,SGDID:S000006036,CDS,CDS,"""Rho GTPase activating protein (RhoGAP); involved in control of the cytoskeleton organization; targets the essential Rho-GTPase Cdc42p ; which controls establishment and maintenance of cell polarity ; including bud-site assembly""",Verified ORF
11495,16,334818,-0.0274286926580453,0.0686617449236003,0.689784373368216,YPL115C,BEM3,SGDID:S000006036,CDS,CDS,"""Rho GTPase activating protein (RhoGAP); involved in control of the cytoskeleton organization; targets the essential Rho-GTPase Cdc42p ; which controls establishment and maintenance of cell polarity ; including bud-site assembly""",Verified ORF
11496,16,335267,-0.0177674328690842,0.0695556205583409,0.798530439161189,YPL115C,BEM3,SGDID:S000006036,CDS,CDS,"""Rho GTPase activating protein (RhoGAP); involved in control of the cytoskeleton organization; targets the essential Rho-GTPase Cdc42p ; which controls establishment and maintenance of cell polarity ; including bud-site assembly""",Verified ORF
11497,16,336019,-0.043180254568072,0.068606007391234,0.52949783170593,YPL114W,YPL114W,SGDID:S000006035,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; largely overlaps ORF YPL113C; diploid deletion in BY4743 strain background exhibits high budding index""",Dubious ORF
11498,16,337021,-0.0522676277880513,0.0688949481814857,0.448564065286622,YPL113C,YPL113C,SGDID:S000006034,CDS,CDS,"""Glyoxylate reductase; acts on glyoxylate and hydroxypyruvate substrates; YPL113C is not an essential gene""",Verified ORF
11499,16,337162,-0.0493603710943847,0.0694352474771594,0.477625866479539,YPL113C_NFR/NDR,,,Promoter,Promoter,,Promoter
11500,16,337655,-0.0548647672583807,0.0691229398165105,0.427887396682149,YPL112C,PEX25,SGDID:S000006033,CDS,CDS,"""Peripheral peroxisomal membrane peroxin; required for the regulation of peroxisome size and maintenance ; recruits GTPase Rho1p to peroxisomes ; induced by oleate ; interacts with Pex27p; PEX25 has a paralog ; PEX27 ; that arose from the whole genome duplication""",Verified ORF
11502,16,340393,-0.0333049391673123,0.0683318874139462,0.62627766931688,YPL111W,CAR1,SGDID:S000006032,CDS,CDS,"""Arginase ; catabolizes arginine to ornithine and urea; expression responds to both induction by arginine and nitrogen catabolite repression; disruption decreases production of carcinogen ethyl carbamate during wine fermentation and also enhances freeze tolerance""",Verified ORF
11503,16,341087,-0.0514125640432441,0.0701139997059488,0.463879821511104,YPL110C,GDE1,SGDID:S000006031,CDS,CDS,"""Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate ; for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes""",Verified ORF
11504,16,341278,-0.0625406377297777,0.0685620971893535,0.362299074192153,YPL110C,GDE1,SGDID:S000006031,CDS,CDS,"""Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate ; for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes""",Verified ORF
11505,16,341700,-0.0653202323972953,0.0685487442023073,0.341291775211881,YPL110C,GDE1,SGDID:S000006031,CDS,CDS,"""Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate ; for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes""",Verified ORF
11506,16,341808,-0.0677260683443113,0.0684646757235278,0.323237061452892,YPL110C,GDE1,SGDID:S000006031,CDS,CDS,"""Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate ; for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes""",Verified ORF
11507,16,342089,-0.0628177026202288,0.0684811975114554,0.359612500577417,YPL110C,GDE1,SGDID:S000006031,CDS,CDS,"""Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate ; for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes""",Verified ORF
11508,16,342883,-0.0562858868999217,0.0683507754732536,0.410787830722413,YPL110C,GDE1,SGDID:S000006031,CDS,CDS,"""Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate ; for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes""",Verified ORF
11509,16,344589,-0.0639127324992672,0.0692659844119877,0.356786211186754,YPL110C,GDE1,SGDID:S000006031,CDS,CDS,"""Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate ; for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes""",Verified ORF
11510,16,344783,-0.0295950601309952,0.0697370380637382,0.671546638525955,YPL110C,GDE1,SGDID:S000006031,Close to 3'-UTR,Close to 3'-UTR,"""Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate ; for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes""",Verified ORF
11511,16,344854,-0.0482451789302265,0.0694680781759893,0.487829147452527,YPL110C,GDE1,SGDID:S000006031,Close to 3'-UTR,Close to 3'-UTR,"""Glycerophosphocholine (GroPCho) phosphodiesterase; hydrolyzes GroPCho to choline and glycerolphosphate ; for use as a phosphate source and as a precursor for phosphocholine synthesis; may interact with ribosomes""",Verified ORF
11512,16,344885,-0.0592850944236789,0.0692371142645091,0.392433862370894,YPL110C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11513,16,345435,-0.0557280766380768,0.0690071668443259,0.419882333777923,SUT402,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11515,16,347467,-0.027797604249257,0.0703032821987414,0.692789834991042,YPL109C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11517,16,349333,-0.0060227478049099,0.0686001199868862,0.93008939169193,YPL107W,DPC25,SGDID:S000006028,CDS,CDS,"""Putative mitochondrial protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to mitochondria; DPC25 is not an essential gene""",Uncharacterized ORF
11518,16,351858,0.0022431563583915,0.0686367477311237,0.97394699552267,YPL106C,SSE1,SGDID:S000006027,CDS,CDS,"""ATPase component of heat shock protein Hsp90 chaperone complex; serves as nucleotide exchange factor to load ATP onto the SSA class of cytosolic Hsp70s; plays a role in prion propagation and determining prion variants; binds unfolded proteins; member of Hsp110 subclass of HSP70 proteins; deletion results in spindle elongation in S phase; SSE1 has a paralog ; SSE2 ; that arose from the whole genome duplication""",Verified ORF
11519,16,354554,-0.0121031842849824,0.0685978442977048,0.860051973182074,YPL105C,SYH1,SGDID:S000006026,CDS,CDS,"""Protein of unknown function that influences nuclear pore distribution; co-purifies with ribosomes; contains a GYF domain ; which bind proline-rich sequences; deletion extends chronological lifespan; SYH1 has a paralog ; SMY2 ; that arose from the whole genome duplication""",Verified ORF
11520,16,357448,-0.0104647117077911,0.0686755511181424,0.878975076655943,YPL104W,MSD1,SGDID:S000006025,CDS,CDS,"""Mitochondrial aspartyl-tRNA synthetase; required for acylation of aspartyl-tRNA; yeast and bacterial aspartyl- ; asparaginyl- ; and lysyl-tRNA synthetases contain regions with high sequence similarity ; suggesting a common ancestral gene""",Verified ORF
11521,16,357487,-0.0124082368484212,0.068595510857504,0.856557786780189,YPL104W,MSD1,SGDID:S000006025,CDS,CDS,"""Mitochondrial aspartyl-tRNA synthetase; required for acylation of aspartyl-tRNA; yeast and bacterial aspartyl- ; asparaginyl- ; and lysyl-tRNA synthetases contain regions with high sequence similarity ; suggesting a common ancestral gene""",Verified ORF
11526,16,360700,-0.0169830500717412,0.0687139913246632,0.804931460754114,YPL101W,ELP4,SGDID:S000006022,CDS,CDS,"""Subunit of hexameric RecA-like ATPase Elp456 Elongator subcomplex; which is required for modification of wobble nucleosides in tRNA; required for Elongator structural integrity; null mutation is functionally complemented by human ELP4""",Verified ORF
11529,16,364799,-0.00653959904172,0.0696859025194584,0.925286375290187,YPL097W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11530,16,368962,-0.0149422992518601,0.0686398843064552,0.827795493182119,SUT405,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
11531,16,370944,-0.0044884226475838,0.0688860496464483,0.948085715368226,YPL093W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11532,16,374664,-0.0808719955239995,0.0692959638111367,0.243977109850303,YPL092W,SSU1,SGDID:S000006013,CDS,CDS,"""Plasma membrane sulfite pump involved in sulfite metabolism; required for efficient sulfite efflux; major facilitator superfamily protein""",Verified ORF
11533,16,375273,-0.0661207618143195,0.0687424464338675,0.336777220594159,YPL091W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11534,16,379453,-0.0613086044516267,0.0695395514105373,0.378573338189291,YPL089C,RLM1,SGDID:S000006010,CDS,CDS,"""MADS-box transcription factor; component of the protein kinase C-mediated MAP kinase pathway involved in the maintenance of cell integrity; phosphorylated and activated by the MAP-kinase Slt2p; RLM1 has a paralog ; SMP1 ; that arose from the whole genome duplication""",Verified ORF
11535,16,379899,-0.0491367119862849,0.0684753474410624,0.473489329235342,YPL089C,RLM1,SGDID:S000006010,CDS,CDS,"""MADS-box transcription factor; component of the protein kinase C-mediated MAP kinase pathway involved in the maintenance of cell integrity; phosphorylated and activated by the MAP-kinase Slt2p; RLM1 has a paralog ; SMP1 ; that arose from the whole genome duplication""",Verified ORF
