SNP,Chr,Pos,Effect,SE,SNA4_GTR2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8780,13,464615,0.12445594884119,0.143746939150301,0.387188472059662,YMR099C,YMR099C,SGDID:S000004705,CDS,CDS,"""Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase); likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS""",Verified ORF
8781,13,465559,0.126790517970709,0.14351819408957,0.377596819167961,YMR099C,YMR099C,SGDID:S000004705,Close to 3'-UTR,Close to 3'-UTR,"""Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase); likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS""",Verified ORF
8782,13,465619,0.110899308638347,0.144175565941392,0.442291156709456,YMR099C,YMR099C,SGDID:S000004705,Close to 3'-UTR,Close to 3'-UTR,"""Glucose-6-phosphate 1-epimerase (hexose-6-phosphate mutarotase); likely involved in carbohydrate metabolism; GFP-fusion protein localizes to both the nucleus and cytoplasm and is induced in response to the DNA-damaging agent MMS""",Verified ORF
8783,13,466416,0.107416914945365,0.14399720414928,0.456184846832461,YMR100W,MUB1,SGDID:S000004706,CDS,CDS,"""MYND domain-containing protein; component of the Mub1p-Ubr2p-Rad6p ubiquitin ligase complex ; required for ubiquitination and degradation of Rpn4p; interacts with Ubr2p (E3) and indirectly with Rad6p (E2); short-lived protein degraded in a Ubr2p/Rad6p dependent manner; proposed to function as both a partner and substrate of the Ubr2p/Rad6p ubiquitin ligase; similar to the A. nidulans samB gene""",Verified ORF
8784,13,469663,0.114333508961815,0.144179462433891,0.428313729352214,YMR101C_NFR/NDR,,,Promoter,Promoter,,Promoter
8785,13,472968,0.21383158121303,0.143024412365845,0.13578944760719,YMR103C,YMR103C,SGDID:S000004709,CDS,CDS,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR103C is not an essential gene""",Uncharacterized ORF
8786,13,474399,0.173409721131599,0.143814793035425,0.228707986052851,YMR104C,YPK2,SGDID:S000004710,CDS,CDS,"""Protein kinase similar to S/T protein kinase Ypk1p; functionally redundant with YPK1 at the genetic level; participates in a signaling pathway required for optimal cell wall integrity; involved in the TORC-dependent phosphorylation of ribosomal proteins Rps6a/b (S6); human homolog SGK2 can complement a ypk1 ypk2 double mutant""",Verified ORF
8788,13,476482,0.108436174806854,0.143560797987121,0.450553020851179,YMR105C,PGM2,SGDID:S000004711,CDS,CDS,"""Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog ; PGM1 ; that arose from the whole genome duplication""",Verified ORF
8789,13,476860,0.114512570410238,0.143967975203937,0.426913574066873,YMR105C,PGM2,SGDID:S000004711,CDS,CDS,"""Phosphoglucomutase; catalyzes the conversion from glucose-1-phosphate to glucose-6-phosphate ; which is a key step in hexose metabolism; functions as the acceptor for a Glc-phosphotransferase; protein abundance increases in response to DNA replication stress; PGM2 has a paralog ; PGM1 ; that arose from the whole genome duplication""",Verified ORF
8790,13,482844,0.140102124751073,0.143174208804655,0.328475957823042,YMR107W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8791,13,483306,0.119320505858794,0.143631755003583,0.406682585429133,YMR107W,SPG4,SGDID:S000004713,CDS,CDS,"""Protein required for high temperature survival during stationary phase; not required for growth on nonfermentable carbon sources""",Verified ORF
8792,13,489572,0.26923384346611,0.142868169348547,0.0603199407122543,YMR109W,MYO5,SGDID:S000004715,CDS,CDS,"""One of two type I myosin motors; contains proline-rich tail homology 2 (TH2) and SH3 domains; MYO5 deletion has little effect on growth ; but myo3 myo5 double deletion causes severe defects in growth and actin cytoskeleton organization; MYO5 has a paralog ; MYO3 ; that arose from the whole genome duplication""",Verified ORF
8797,13,491360,0.171043559457703,0.143282527244285,0.233377269133774,YMR110C,HFD1,SGDID:S000004716,CDS,CDS,"""Dehydrogenase involved in ubiquinone and sphingolipid metabolism; converts 4-hydroxybenzaldehyde into 4-hydroxybenzoate for ubiquinone anabolism ; hexadecenal to hexadecenoic acid in sphingosine 1-phosphate catabolism; human homolog ALDH3A2 ; mutated in Sjogren-Larsson syndrome ; can rescue yeast hfd1 mutant; human ALDH3A1 ; but not ALDH3A2 ; rescues pABA- respiratory growth phenotype of hfd1 null; data suggest that dual functions of Hfd1p have diverged in human ALDH3A1 ; ALDH3A2""",Verified ORF
8798,13,492500,0.173984955149804,0.143809385912923,0.227153568744945,YMR111C,EUC1,SGDID:S000004717,CDS,CDS,"""Sequence-specific DNA binding protein; binds to a sequence motif associated with distinct genomic hotspots of non-H2B protein ubiquitylation (ub-hotspots); interacts with Slx5p to recruit the Slx5-Slx8  SUMO-targeted Ub ligase (STUbL) complex to ub-hotspots; deletion prevents ub-hotspot formation and exacerbates heat sensitivity of cells deficient in Rpd3L histone deacetylase complex members; forms nuclear foci upon DNA replication stress""",Verified ORF
8799,13,495175,0.254471677537688,0.142794999874731,0.075596160843542,YMR113W,FOL3,SGDID:S000004719,CDS,CDS,"""Dihydrofolate synthetase ; involved in folic acid biosynthesis; catalyzes conversion of dihydropteroate to dihydrofolate in folate coenzyme biosynthesis; FOL3 has a paralog ; RMA1 ; that arose from the whole genome duplication""",Verified ORF
8800,13,495523,0.232836967771359,0.143392306244152,0.105316239508149,YMR113W,FOL3,SGDID:S000004719,CDS,CDS,"""Dihydrofolate synthetase ; involved in folic acid biosynthesis; catalyzes conversion of dihydropteroate to dihydrofolate in folate coenzyme biosynthesis; FOL3 has a paralog ; RMA1 ; that arose from the whole genome duplication""",Verified ORF
8802,13,500062,0.33930257026593,0.143252158218805,0.0183949860725725,YNCM0026C,SNR24,SGDID:S000007501,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""C/D box small nucleolar RNA (snoRNA); commonly referred to as U24; guides 2'-O-methylation of large subunit (LSU) rRNA at positions C1437 ; C1449 ; and C1450""",snoRNA_gene
8803,13,500365,0.326996092010515,0.142599327773568,0.0224289458805117,YMR116C,ASC1,SGDID:S000004722,Close to 3'-UTR,Close to 3'-UTR,"""G-protein beta subunit and guanine dissociation inhibitor for Gpa2p; ortholog of RACK1 that inhibits translation; core component of the small (40S) ribosomal subunit; required to prevent frameshifting at ribosomes stalled at repeated CGA codons; regulates P-body formation induced by replication stress; represses Gcn4p in the absence of amino acid starvation; controls phosphorylation of multiple proteins""",Verified ORF
8804,13,500701,0.263138524562932,0.143381376096765,0.0673120631568079,CUT300_NFR/NDR,,,Promoter,Promoter,,Promoter
8805,13,501075,0.302277135694562,0.143089047719042,0.0353444454192606,YMR116C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8807,13,503363,0.395575732031013,0.14553879338425,0.0068916247287837,YMRWdelta16,YMRWdelta16,SGDID:S000007123,Other features,LTR,"""Ty1 LTR""",long_terminal_repeat
8810,13,505070,0.418556033322635,0.144509183570452,0.0040100177962393,tL(CAA)M_NFR/NDR,,,Promoter,Promoter,,Promoter
8811,13,506148,0.292824408276723,0.143491469615905,0.0420232540816947,YMR119W,ASI1,SGDID:S000004725,CDS,CDS,"""Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p ; maintaining the repressed state of gene expression in the absence of inducing amino acids""",Verified ORF
8812,13,506197,0.29733695557211,0.145144999157602,0.0412451595456685,YMR119W,ASI1,SGDID:S000004725,CDS,CDS,"""Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p ; maintaining the repressed state of gene expression in the absence of inducing amino acids""",Verified ORF
8813,13,506223,0.29372392873008,0.144740505335702,0.0431762047640256,YMR119W,ASI1,SGDID:S000004725,CDS,CDS,"""Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p ; maintaining the repressed state of gene expression in the absence of inducing amino acids""",Verified ORF
8814,13,506332,0.340251483616024,0.144944924303829,0.0194539752510523,YMR119W,ASI1,SGDID:S000004725,CDS,CDS,"""Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation (INMAD) pathway and regulators of sterol biosynthesis for ubiquitin-mediated degradation; acts with Asi2p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p ; maintaining the repressed state of gene expression in the absence of inducing amino acids""",Verified ORF
8815,13,509480,0.34315074295064,0.142535187828344,0.0165755216532258,YMR120C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8816,13,509524,0.368066427543372,0.143050835608053,0.0104906225208421,YMR120C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8817,13,510249,0.318928043354867,0.145334749853971,0.028855001635724,YMR121C,RPL15B,SGDID:S000004728,CDS,CDS,"""Ribosomal 60S subunit protein L15B; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L15 ; no bacterial homolog; RPL15B has a paralog ; RPL15A ; that arose from the whole genome duplication; relocalizes from nucleus to nucleolus upon DNA replication stress""",Verified ORF
8818,13,510643,0.28535304331104,0.143574573259891,0.0476404558258176,SUT306,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
8819,13,510968,0.335053017320441,0.143441919207505,0.0200605432265578,SUT306,,,Unstable transcript,SUT,ncRNA_TFO,Unstable transcript
8820,13,511585,0.308094262168507,0.147032715946934,0.0368462792033012,YMR122C,YMR122C,SGDID:S000004729,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR122C is not an essential gene""",Uncharacterized ORF
8821,13,511660,0.262960636392965,0.144918663207101,0.0704434124012746,YMR122C,YMR122C,SGDID:S000004729,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR122C is not an essential gene""",Uncharacterized ORF
8822,13,511842,0.26391586448808,0.145019339207194,0.069626125078479,YMR122C,YMR122C,SGDID:S000004729,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; conserved among S. cerevisiae strains; YMR122C is not an essential gene""",Uncharacterized ORF
8823,13,513217,0.242439864013476,0.143632970753211,0.0923113027211439,YMR123W,PKR1,SGDID:S000004730,Close to 3'-UTR,Close to 3'-UTR,"""V-ATPase assembly factor; functions with other V-ATPase assembly factors in the ER to efficiently assemble the V-ATPase membrane sector (V0); protein abundance increases in response to DNA replication stress""",Verified ORF
8824,13,513927,0.166203129848286,0.143783912076375,0.248494399526403,YMR123W,PKR1,SGDID:S000004730,CDS,CDS,"""V-ATPase assembly factor; functions with other V-ATPase assembly factors in the ER to efficiently assemble the V-ATPase membrane sector (V0); protein abundance increases in response to DNA replication stress""",Verified ORF
8826,13,514849,0.279333283385715,0.144780891054469,0.0544884257741645,YMR124W,EPO1,SGDID:S000004731,CDS,CDS,"""Protein involved in septin-ER tethering; interacts with ER membrane protein ; Scs2p ; and Shs1p ; a septin ring component ; at bud neck to create ER diffusion barrier; GFP-fusion protein localizes to the cell periphery ; cytoplasm ; bud ; and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W has a paralog ; YLR031W ; that arose from the whole genome duplication""",Verified ORF
8827,13,517233,0.211313202912174,0.145869400387093,0.148323992378562,YMR124W,EPO1,SGDID:S000004731,CDS,CDS,"""Protein involved in septin-ER tethering; interacts with ER membrane protein ; Scs2p ; and Shs1p ; a septin ring component ; at bud neck to create ER diffusion barrier; GFP-fusion protein localizes to the cell periphery ; cytoplasm ; bud ; and bud neck; interacts with Crm1p in two-hybrid assay; YMR124W has a paralog ; YLR031W ; that arose from the whole genome duplication""",Verified ORF
8828,13,519684,0.238922923243362,0.146734091557409,0.104359476482227,YMR125W,STO1,SGDID:S000004732,Close to 3'-UTR,Close to 3'-UTR,"""Large subunit of the nuclear mRNA cap-binding protein complex; interacts with Npl3p to carry nuclear poly(A)+ mRNA to cytoplasm; also involved in nuclear mRNA degradation and telomere maintenance; orthologous to mammalian CBP80""",Verified ORF
8829,13,522023,0.198500770122349,0.145186638616575,0.172429134100871,YMR126C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8830,13,522293,0.217284919840096,0.144575177796748,0.133753744663783,SUT308,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
8831,13,522976,0.156895219276941,0.144304776936867,0.277668612610742,XUT_13F-229,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
8832,13,524221,0.216751531657703,0.144085083806868,0.13339055269851,YMR128W,ECM16,SGDID:S000004735,CDS,CDS,"""Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP; functions with methyltransferase Bud23p; predominantly nucleolar in distribution; required for 18S rRNA synthesis""",Verified ORF
8833,13,524777,0.232605635179038,0.144594325000679,0.108580822388359,YMR128W,ECM16,SGDID:S000004735,CDS,CDS,"""Essential DEAH-box ATP-dependent RNA helicase specific to U3 snoRNP; functions with methyltransferase Bud23p; predominantly nucleolar in distribution; required for 18S rRNA synthesis""",Verified ORF
