SNP,Chr,Pos,Effect,SE,ERG11_ORM2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
11653,16,535986,0.0726263810808329,0.115603281510186,0.530254243778394,YPL009C,RQC2,SGDID:S000005930,CDS,CDS,"""Component of Ribosome Quality Control (RQC) complex ; which is a ribosome-bound complex required for degradation of polypeptides arising from stalled translation; recruits alanine- and threonine-charged tRNA to the A site and directs the elongation of nascent chains independently of mRNA or 40S subunits; monitors translation stress and signals this to Hsf1p""",Verified ORF
11655,16,537435,0.116463180260581,0.116314738049089,0.317379147299639,YPL009C,RQC2,SGDID:S000005930,CDS,CDS,"""Component of Ribosome Quality Control (RQC) complex ; which is a ribosome-bound complex required for degradation of polypeptides arising from stalled translation; recruits alanine- and threonine-charged tRNA to the A site and directs the elongation of nascent chains independently of mRNA or 40S subunits; monitors translation stress and signals this to Hsf1p""",Verified ORF
11656,16,538056,0.0854559426174665,0.116263052448489,0.462813903854963,YPL009C,RQC2,SGDID:S000005930,CDS,CDS,"""Component of Ribosome Quality Control (RQC) complex ; which is a ribosome-bound complex required for degradation of polypeptides arising from stalled translation; recruits alanine- and threonine-charged tRNA to the A site and directs the elongation of nascent chains independently of mRNA or 40S subunits; monitors translation stress and signals this to Hsf1p""",Verified ORF
11657,16,539109,-0.0096245289808647,0.115666756107155,0.933732425635706,YPL008W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11658,16,544393,0.0289672441738164,0.115199709408965,0.801610671690818,XUT_16F-213,,,Unstable transcript,XUT,ncRNA_UNB,Unstable transcript
11659,16,546787,0.0020474419100939,0.11599687946773,0.985927373657989,YPL006W,NCR1,SGDID:S000005927,CDS,CDS,"""Vacuolar membrane protein involved with Npc2p in sterol trafficking; transits through the biosynthetic vacuolar protein sorting pathway ; involved in sphingolipid metabolism; cells lacking Ncr1p exhibit high levels of long chain bases (LCB) ; similar to the accumulation of high amounts of lipids observed in patients with Neimann-Pick C ; a disease caused by loss-of-function mutations in NPC1 ; the functional ortholog of Ncr1p""",Verified ORF
11660,16,549715,-0.0002589826413887,0.115437804407819,0.998211229102427,YPL005W,AEP3,SGDID:S000005926,CDS,CDS,"""Peripheral mitochondrial inner membrane protein; may facilitate use of unformylated tRNA-Met in mitochondrial translation initiation; stabilizes the bicistronic AAP1-ATP6 mRNA""",Verified ORF
11661,16,550659,0.0113153633886286,0.115666322534111,0.922124681535783,YPL004C,LSP1,SGDID:S000005925,CDS,CDS,"""Eisosome core component; eisosomes are large immobile patch structures at the cell cortex associated with endocytosis; phosphorylated on Thr233 upon Pkc1p hyperactivation in a Slt2p MAPK-dependent fashion; null mutants show activation of Pkc1p/Ypk1p stress resistance pathways; member of the BAR domain family""",Verified ORF
11662,16,552419,0.0233050978290439,0.115709706484305,0.84049396519424,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11663,16,552585,-0.00060052112824,0.115853520634874,0.995867150471238,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11664,16,552949,0.0038670835148244,0.115480126595134,0.973305155461072,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11665,16,553071,0.0400864154744116,0.116008933108489,0.729889807642694,YPL003W,ULA1,SGDID:S000005924,CDS,CDS,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11666,16,553465,-0.0039444777922341,0.118517077292475,0.973468569163945,YPL003W,ULA1,SGDID:S000005924,Close to 3'-UTR,Close to 3'-UTR,"""Protein that activates Rub1p (NEDD8) before neddylation; acts together with Uba3p; may play a role in protein degradation""",Verified ORF
11667,16,554350,0.009033748971619,0.115792454817172,0.937858945966136,YPL001W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11668,16,554689,0.025491622083649,0.115446829037124,0.825369331538401,YPL001W,HAT1,SGDID:S000005922,CDS,CDS,"""Catalytic subunit of the Hat1p-Hat2p histone acetyltransferase complex; uses the cofactor acetyl coenzyme A to acetylate free nuclear and cytoplasmic histone H4; involved in telomeric silencing and DNA double-strand break repair""",Verified ORF
11669,16,555419,0.0195574424301957,0.115433111911487,0.865558131568854,YPL001W,HAT1,SGDID:S000005922,CDS,CDS,"""Catalytic subunit of the Hat1p-Hat2p histone acetyltransferase complex; uses the cofactor acetyl coenzyme A to acetylate free nuclear and cytoplasmic histone H4; involved in telomeric silencing and DNA double-strand break repair""",Verified ORF
11670,16,556778,0.0042792967622404,0.115223880315157,0.970395189488539,YPR001W,CIT3,SGDID:S000006205,CDS,CDS,"""Dual specificity mitochondrial citrate and methylcitrate synthase; catalyzes the condensation of acetyl-CoA and oxaloacetate to form citrate and that of propionyl-CoA and oxaloacetate to form 2-methylcitrate""",Verified ORF
11671,16,558975,0.0071874037316096,0.114995083650083,0.950198575106866,YPR002W,PDH1,SGDID:S000006206,CDS,CDS,"""Putative 2-methylcitrate dehydratase; mitochondrial protein that participates in respiration; induced by diauxic shift; homologous to E. coli PrpD ; may take part in the conversion of 2-methylcitrate to 2-methylisocitrate""",Verified ORF
11672,16,559542,-0.000657558440601,0.114761260867341,0.995431547112862,YPR002W,PDH1,SGDID:S000006206,CDS,CDS,"""Putative 2-methylcitrate dehydratase; mitochondrial protein that participates in respiration; induced by diauxic shift; homologous to E. coli PrpD ; may take part in the conversion of 2-methylcitrate to 2-methylisocitrate""",Verified ORF
11674,16,564316,-0.0135430292956655,0.114993460772574,0.906315164681321,YPR004C,AIM45,SGDID:S000006208,CDS,CDS,"""Putative ortholog of mammalian ETF-alpha; interacts with frataxin ; Yfh1p; null mutant displays elevated frequency of mitochondrial genome loss; may have a role in oxidative stress response; ETF-alpha is an electron transfer flavoprotein complex subunit""",Verified ORF
11675,16,564355,-0.0135150978698422,0.114874200746446,0.906410876856116,YPR004C,AIM45,SGDID:S000006208,CDS,CDS,"""Putative ortholog of mammalian ETF-alpha; interacts with frataxin ; Yfh1p; null mutant displays elevated frequency of mitochondrial genome loss; may have a role in oxidative stress response; ETF-alpha is an electron transfer flavoprotein complex subunit""",Verified ORF
11677,16,571530,0.0421648880303764,0.116867723080849,0.718471081599828,YPR007C,REC8,SGDID:S000006211,Close to 3'-UTR,Close to 3'-UTR,"""Meiosis-specific component of the sister chromatid cohesion complex; alpha-kleisin family member that maintains cohesion between homologous chromosomes during meiosis I until chromosome arm-associated Rec8p is cleaved by Esp1p; cohesion between sister chromatid centromeres is maintained until metaphase of meiosis II when it is cleaved by Esp1; independent of the role in cohesion ; Rec8p promotes allelic collisions and prevents nonspecific chromosome interactions; homolog of S. pombe Rec8p""",Verified ORF
11678,16,572250,0.0500344821973289,0.117018068676515,0.669218287304949,YPR008W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11681,16,572464,0.0540769771963197,0.11673342619153,0.643469322448365,YPR008W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11682,16,574886,0.0583234167275739,0.116197597751971,0.61602752474051,YPR008W,HAA1,SGDID:S000006212,CDS,CDS,"""Transcriptional activator involved in adaptation to weak acid stress; activates transcription of TPO2 ; YRO2 ; and other genes encoding membrane stress proteins; HAA1 has a paralog ; CUP2 ; that arose from the whole genome duplication; relocalizes from cytoplasm to nucleus upon DNA replication stress""",Verified ORF
11683,16,575622,0.0131360714328851,0.115544406694531,0.909549351583297,YPR008W,HAA1,SGDID:S000006212,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional activator involved in adaptation to weak acid stress; activates transcription of TPO2 ; YRO2 ; and other genes encoding membrane stress proteins; HAA1 has a paralog ; CUP2 ; that arose from the whole genome duplication; relocalizes from cytoplasm to nucleus upon DNA replication stress""",Verified ORF
11684,16,576040,0.0793497996442853,0.116757084591819,0.497194034234314,YPR008W,HAA1,SGDID:S000006212,Close to 3'-UTR,Close to 3'-UTR,"""Transcriptional activator involved in adaptation to weak acid stress; activates transcription of TPO2 ; YRO2 ; and other genes encoding membrane stress proteins; HAA1 has a paralog ; CUP2 ; that arose from the whole genome duplication; relocalizes from cytoplasm to nucleus upon DNA replication stress""",Verified ORF
11685,16,576347,0.0572514965158661,0.116694943952502,0.624008409475378,YPR009W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11686,16,576969,0.0721409916012163,0.116541867429959,0.536306718834408,YPR009W,SUT2,SGDID:S000006213,CDS,CDS,"""Zn2Cys6 family transcription factor; positively regulates sterol uptake under anaerobic conditions with SUT1; represses filamentation-inducing genes during non-starvation conditions; positively regulates mating along with SUT1 by repressing the expression of genes (PRR2 ; NCE102 and RHO5) which function as mating inhibitors; multicopy suppressor of mutations that cause low activity of the cAMP/PKA pathway; SUT2 has a paralog ; SUT1 ; that arose from the whole genome duplication""",Verified ORF
11687,16,578941,0.0749838919529544,0.115827753995968,0.517810603159093,YPR010C,RPA135,SGDID:S000006214,CDS,CDS,"""RNA polymerase I second largest subunit A135""",Verified ORF
11688,16,579283,0.0589950397025416,0.115335642437926,0.60931558225626,YPR010C,RPA135,SGDID:S000006214,CDS,CDS,"""RNA polymerase I second largest subunit A135""",Verified ORF
11689,16,579790,0.0589724703022969,0.116001434831845,0.611506476479317,YPR010C,RPA135,SGDID:S000006214,CDS,CDS,"""RNA polymerase I second largest subunit A135""",Verified ORF
11690,16,579913,0.0548528118320812,0.116648437563435,0.638473640436371,YPR010C,RPA135,SGDID:S000006214,CDS,CDS,"""RNA polymerase I second largest subunit A135""",Verified ORF
11691,16,584269,0.0130097685756471,0.116825520116471,0.911393635126358,YPR011C_NFR/NDR,,,Promoter,Promoter,stable,Promoter
11692,16,584312,0.0813108727712647,0.115947813265929,0.483595759980432,YPR012W,YPR012W,SGDID:S000006216,CDS,CDS,"""Dubious open reading frame; unlikely to encode a functional protein ; based on available experimental and comparative sequence data; YPR012W is not an essential gene""",Dubious ORF
11693,16,584582,0.0659110319845485,0.115040357817952,0.567051204895519,YPR011C,YPR011C,SGDID:S000006215,Close to 3'-UTR,Close to 3'-UTR,"""Mitochondrial transporter; major substrates are adenosine 5'-phosphosulfate (APS) and 3'-phospho-adenosine 5'-phosphosulfate (PAPS); member of the mitochondrial carrier family; the authentic ; non-tagged protein is detected in highly purified mitochondria in high-throughput studies""",Verified ORF
11694,16,585943,0.0011401988538107,0.115793437187915,0.992149051937484,YPR013C,CMR3,SGDID:S000006217,Close to 3'-UTR,Close to 3'-UTR,"""Putative zinc finger protein; YPR013C is not an essential gene""",Uncharacterized ORF
11695,16,586808,0.0062101381967261,0.115922778074612,0.957306997884564,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11696,16,586856,0.0353076783123201,0.11533480161007,0.759684581536409,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11697,16,586864,0.0353076783123201,0.11533480161007,0.759684581536409,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11698,16,586960,0.0533622686930953,0.115315139232335,0.643827531905791,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11699,16,586993,0.0478684418087062,0.115532636098493,0.678885335483866,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11700,16,587188,0.0193835636350169,0.115663289383697,0.86700484535634,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11702,16,587583,0.0231263885208889,0.11553712543453,0.841467481274809,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11703,16,587661,0.0326286589767457,0.116903822469061,0.780326263914278,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11704,16,587778,0.122398445127065,0.116271255065376,0.293199758517217,SUT417,,,Unstable transcript,SUT,ncRNA_STM,Unstable transcript
11705,16,589406,0.121710754049991,0.115401784388232,0.292297775875016,YPR015C,YPR015C,SGDID:S000006219,Close to 3'-UTR,Close to 3'-UTR,"""Putative zinc finger transcription factor; binds DNA in sequence-specific manner; overexpression causes a cell cycle delay or arrest""",Uncharacterized ORF
11706,16,590624,0.0682602713478226,0.114187566782362,0.550362863063963,YPR015C,YPR015C,SGDID:S000006219,CDS,CDS,"""Putative zinc finger transcription factor; binds DNA in sequence-specific manner; overexpression causes a cell cycle delay or arrest""",Uncharacterized ORF
11707,16,591060,0.0723351504860981,0.116640949232293,0.535557662681186,YPR015C,YPR015C,SGDID:S000006219,Close to 3'-UTR,Close to 3'-UTR,"""Putative zinc finger transcription factor; binds DNA in sequence-specific manner; overexpression causes a cell cycle delay or arrest""",Uncharacterized ORF
11708,16,591536,0.0645933371721061,0.114585615343922,0.573307776959971,YPR015C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11710,16,591766,0.123151698141729,0.115357610560685,0.286446512784352,YPR015C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11711,16,591786,0.117469721492997,0.115259856625878,0.308818875017563,YPR015C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
11713,16,599525,0.0797268139885435,0.113732209608223,0.483761908071198,YPR019W,MCM4,SGDID:S000006223,CDS,CDS,"""Essential helicase component of heterohexameric MCM2-7 complexes; MCM2-7 complexes bind pre-replication complexes on DNA and melt DNA prior to replication; forms an Mcm4p-6p-7p subcomplex; shows nuclear accumulation in G1; homolog of S. pombe Cdc21p""",Verified ORF
11714,16,599564,0.0958402184185632,0.113696971759857,0.39983036506791,YPR020W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
