SNP,Chr,Pos,Effect,SE,GTR1_SLM4_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
8295,12,879953,-0.0337377032396493,0.0675167875071519,0.61760219090501,YLR381W,CTF3,SGDID:S000004373,CDS,CDS,"""Outer kinetochore protein that forms a complex with Mcm16p and Mcm22p; may bind the kinetochore to spindle microtubules; required for the spindle assembly checkpoint; orthologous to human centromere constitutive-associated network (CCAN) subunit CENP-I and fission yeast mis6""",Verified ORF
8297,12,885953,-0.0207753876982386,0.0678190076013454,0.759529607877603,YLR383W,SMC6,SGDID:S000004375,CDS,CDS,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; homologous to S. pombe rad18""",Verified ORF
8298,12,885965,-0.0014676705897984,0.0668051605142959,0.98248476235659,YLR383W,SMC6,SGDID:S000004375,CDS,CDS,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; homologous to S. pombe rad18""",Verified ORF
8299,12,886192,0.0003339922665434,0.0664932427675256,0.99599511957053,YLR383W,SMC6,SGDID:S000004375,CDS,CDS,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; homologous to S. pombe rad18""",Verified ORF
8300,12,888202,-0.0288391560589205,0.066404707097331,0.664340400990031,YLR383W,SMC6,SGDID:S000004375,CDS,CDS,"""Subunit of the SMC5-SMC6 complex; the SMC5-SMC6 complex plays a key role in the removal of X-shaped DNA structures that arise between sister chromatids during DNA replication and repair; homologous to S. pombe rad18""",Verified ORF
8304,12,892496,-0.0122582554637886,0.0669959080961213,0.854926433029117,YLR384C,IKI3,SGDID:S000004376,CDS,CDS,"""Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP ; mutations in which cause familial dysautonomia (FD)""",Verified ORF
8305,12,892506,-0.0206409619212805,0.0665846481973832,0.756747069591067,YLR384C,IKI3,SGDID:S000004376,CDS,CDS,"""Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP ; mutations in which cause familial dysautonomia (FD)""",Verified ORF
8306,12,892960,-0.0079436365221287,0.066948713823032,0.905618110015258,YLR384C,IKI3,SGDID:S000004376,Close to 3'-UTR,Close to 3'-UTR,"""Subunit of Elongator complex; Elongator is required for modification of wobble nucleosides in tRNA; maintains structural integrity of Elongator; homolog of human IKAP ; mutations in which cause familial dysautonomia (FD)""",Verified ORF
8307,12,893418,0.0217174817727651,0.0662936357966713,0.743411893444848,YLR386W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8308,12,893539,-0.0008825425932055,0.0664932285540556,0.989417751523751,YLR386W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8309,12,894077,-0.0087891048250927,0.066590460906973,0.895069418786548,YLR386W,VAC14,SGDID:S000004378,CDS,CDS,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8310,12,894613,0.0521668410016771,0.0671158044510468,0.437522345969877,YLR386W,VAC14,SGDID:S000004378,CDS,CDS,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8311,12,895625,0.0321164718858852,0.0664531425145035,0.629185908616738,YLR386W,VAC14,SGDID:S000004378,CDS,CDS,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8312,12,896144,0.0092798940119723,0.0663998899683228,0.888931162941729,YLR386W,VAC14,SGDID:S000004378,CDS,CDS,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8313,12,896189,0.0582745909730473,0.0661329102494956,0.378823297031642,YLR386W,VAC14,SGDID:S000004378,CDS,CDS,"""Enzyme regulator; involved in synthesis of phosphatidylinositol 3,5-bisphosphate ; in control of trafficking of some proteins to the vacuole lumen via the MVB ; and in maintenance of vacuole size and acidity; binds negative (Fig4p) and positive (Fab1p) regulators of PtdIns(3,5)P(2) to control endolysosome function; similar to mammalian Vac14p""",Verified ORF
8314,12,896923,0.0410030737725816,0.066942258582512,0.540592071249453,YLR387C,REH1,SGDID:S000004379,CDS,CDS,"""Cytoplasmic 60S subunit biogenesis factor; associates with pre-60S particles; similar to Rei1p and shares partially redundant function in cytoplasmic 60S subunit maturation; contains dispersed C2H2 zinc finger domains""",Verified ORF
8315,12,897975,0.0569029377061273,0.0669420653831942,0.3958831206347,YLR388W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8316,12,898095,0.0205352835097083,0.0665381858440202,0.757789587639304,YLR387C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8317,12,899065,0.0363331626754974,0.0667885738927456,0.586783057247289,snR34_NFR/NDR,,,Promoter,Promoter,,Promoter
8318,12,899557,0.0262502351967797,0.0670571934741543,0.695693151239647,YLR388W,RPS29A,SGDID:S000004380,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S29 and bacterial S14; RPS29A has a paralog ; RPS29B ; that arose from the whole genome duplication""",Verified ORF
8319,12,899794,0.0280158365695512,0.0664296411813169,0.673473714378627,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8320,12,899835,0.0376712583722131,0.0668471754599479,0.573422986296922,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8321,12,899898,0.0788309318510051,0.0673163515009792,0.242367853002801,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8322,12,900301,0.0211072721430597,0.0664629667656869,0.750991735259538,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8323,12,900312,0.0391900441742276,0.0673097456973023,0.56078053307803,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8324,12,901022,-0.0074653033939517,0.0668576214704251,0.911156680057692,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8325,12,901592,-0.0278069960262909,0.0664922434058731,0.676055848107171,YLR389C,STE23,SGDID:S000004381,CDS,CDS,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8326,12,903048,-0.0303376061016345,0.0661511919662382,0.646796392700259,YLR389C,STE23,SGDID:S000004381,Close to 3'-UTR,Close to 3'-UTR,"""Metalloprotease; involved in N-terminal processing of pro-a-factor to mature form; expressed in both haploids and diploids; one of two yeast homologs of human insulin-degrading enzyme (hIDE); homolog Axl1p is also involved in processing of pro-a-factor""",Verified ORF
8327,12,903643,-0.0262118392763022,0.0663144279023324,0.692885329937315,YLR390W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8328,12,903722,0.0004392212112482,0.0663746591955295,0.994723932896324,YLR390W-A_NFR/NDR,,,Promoter,Promoter,stable,Promoter
8329,12,903918,0.0004806667240011,0.0662572362342624,0.9942158518393,YLR390W-A,CCW14,SGDID:S000006429,CDS,CDS,"""Covalently linked cell wall glycoprotein; present in the inner layer of the cell wall""",Verified ORF
8330,12,906577,-0.0116089741201473,0.0667003816646947,0.861928614817166,CUT275_NFR/NDR,,,Promoter,Promoter,,Promoter
8331,12,907052,-0.0132767866732908,0.0665049586630939,0.841880186897308,YLR393W_NFR/NDR,,,Promoter,Promoter,,Promoter
8332,12,908556,-0.0239925622563383,0.066804360203723,0.719700110398109,YLR394W,CST9,SGDID:S000004386,CDS,CDS,"""SUMO E3 ligase; required for synaptonemal complex formation; localizes to synapsis initiation sites on meiotic chromosomes; associates with centromeres early in meiosis ; then with chromosome axes and finally with double-strand break sites that are engaged in repair by crossovers; potential Cdc28p substrate""",Verified ORF
8333,12,910090,0.0609527347084181,0.0665039195287847,0.360015504830601,YLR395C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
8334,12,910376,0.0443420176096886,0.0662167782343691,0.503519166719013,YLR396C,VPS33,SGDID:S000004388,CDS,CDS,"""ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting ; vesicle docking ; and fusion at the vacuole; binds to SNARE domains""",Verified ORF
8335,12,910442,0.0557243234507686,0.0662447529781564,0.400811807594274,YLR396C,VPS33,SGDID:S000004388,CDS,CDS,"""ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting ; vesicle docking ; and fusion at the vacuole; binds to SNARE domains""",Verified ORF
8336,12,910650,0.018387854997113,0.0666998318281317,0.782954644424892,YLR396C,VPS33,SGDID:S000004388,CDS,CDS,"""ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting ; vesicle docking ; and fusion at the vacuole; binds to SNARE domains""",Verified ORF
8337,12,911265,0.0483679994218272,0.0668618988735659,0.469912305560424,YLR396C,VPS33,SGDID:S000004388,CDS,CDS,"""ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting ; vesicle docking ; and fusion at the vacuole; binds to SNARE domains""",Verified ORF
8338,12,911416,0.0238660367216433,0.066995226796327,0.721877485399084,YLR396C,VPS33,SGDID:S000004388,CDS,CDS,"""ATP-binding protein that is a subunit of the HOPS and CORVET complexes; essential for protein sorting ; vesicle docking ; and fusion at the vacuole; binds to SNARE domains""",Verified ORF
8340,12,913066,0.0316347813356022,0.0664122683640947,0.634127281893147,YLR397C,AFG2,SGDID:S000004389,CDS,CDS,"""ATPase of the CDC48/PAS1/SEC18 (AAA) family ; forms a hexameric complex; is essential for pre-60S maturation and release of several preribosome maturation factors; releases Rlp24p from purified pre-60S particles in vitro; target of the ribosomal biosynthesis inhibitor diazaborine; may be involved in degradation of aberrant mRNAs""",Verified ORF
8341,12,913703,0.016377982942004,0.0665318331352737,0.805695556879929,YLR397C,AFG2,SGDID:S000004389,CDS,CDS,"""ATPase of the CDC48/PAS1/SEC18 (AAA) family ; forms a hexameric complex; is essential for pre-60S maturation and release of several preribosome maturation factors; releases Rlp24p from purified pre-60S particles in vitro; target of the ribosomal biosynthesis inhibitor diazaborine; may be involved in degradation of aberrant mRNAs""",Verified ORF
8342,12,914107,0.0113920459689122,0.0660543809288033,0.863171083501113,YLR397C,AFG2,SGDID:S000004389,CDS,CDS,"""ATPase of the CDC48/PAS1/SEC18 (AAA) family ; forms a hexameric complex; is essential for pre-60S maturation and release of several preribosome maturation factors; releases Rlp24p from purified pre-60S particles in vitro; target of the ribosomal biosynthesis inhibitor diazaborine; may be involved in degradation of aberrant mRNAs""",Verified ORF
8343,12,914385,-0.0019453560921784,0.0663348430636374,0.976620917294037,YLR397C,AFG2,SGDID:S000004389,CDS,CDS,"""ATPase of the CDC48/PAS1/SEC18 (AAA) family ; forms a hexameric complex; is essential for pre-60S maturation and release of several preribosome maturation factors; releases Rlp24p from purified pre-60S particles in vitro; target of the ribosomal biosynthesis inhibitor diazaborine; may be involved in degradation of aberrant mRNAs""",Verified ORF
8344,12,917649,0.0137331983955506,0.0672022443855529,0.838192889008148,YLR398C,SKI2,SGDID:S000004390,CDS,CDS,"""Ski complex component and putative RNA helicase; mediates 3'-5' RNA degradation by the cytoplasmic exosome; null mutants have superkiller phenotype of increased viral dsRNAs and are synthetic lethal with mutations in 5'-3' mRNA decay; mutations in the human ortholog ; SKIV2L ; causes Syndromic diarrhea/Trichohepatoenteric (SD/THE) syndrome""",Verified ORF
8345,12,919644,-0.0068353658855402,0.0671030701650939,0.918922712659028,YLR399C,BDF1,SGDID:S000004391,CDS,CDS,"""Chromatin modifying regulator of meiosis-specific genes; involved in transcription initiation; functions at TATA-containing promoters; associates with basal transcription factor TFIID; contains two bromodomains; corresponds to C-terminal region of mammalian TAF1; redundant with Bdf2p; BDF1 has a paralog ; BDF2 ; that arose from the whole genome duplication""",Verified ORF
