SNP,Chr,Pos,Effect,SE,RET2_EMP70_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9790,14,639287,-0.0095974586818388,0.0683999957444115,0.888492142828247,YNR007C,ATG3,SGDID:S000005290,CDS,CDS,"""E2-like enzyme; involved in autophagy and cytoplasm-to-vacuole targeting (Cvt) pathway; plays a role in formation of Atg8p-phosphatidylethanolamine conjugates ; which are involved in membrane dynamics during autophagy and Cvt; interaction with Atg8p regulated by acetylation by NuA4 histone acetyltransferase Esa1p while attenuation of Atg3 acetylation is mediated by histone deacetylase Rpd3p; Atg12p-Atg5p conjugate enhances E2 activity of Atg3p by rearranging its catalytic site""",Verified ORF
9791,14,640932,-0.0445160132225018,0.06845127160694,0.515901183459854,YNR008W,LRO1,SGDID:S000005291,CDS,CDS,"""Acyltransferase that converts diacylglycerol to triacylglycerol (TGA); one of several acyltransferases that contribute to TGA synthesis; relocates from ER to nuclear membrane in response cell cycle and starvation signals; Lro1p and Dga1p can O-acylate ceramides; putative homolog of human lecithin cholesterol acyltransferase""",Verified ORF
9792,14,641214,-0.0324733392219424,0.0685725732760311,0.636105279405523,YNR008W,LRO1,SGDID:S000005291,CDS,CDS,"""Acyltransferase that converts diacylglycerol to triacylglycerol (TGA); one of several acyltransferases that contribute to TGA synthesis; relocates from ER to nuclear membrane in response cell cycle and starvation signals; Lro1p and Dga1p can O-acylate ceramides; putative homolog of human lecithin cholesterol acyltransferase""",Verified ORF
9793,14,642445,0.0526568308446217,0.069973902367367,0.452239318559545,YNR009W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9795,14,643364,-0.0486301635906122,0.0684465775624055,0.477873484182604,YNR009W,NRM1,SGDID:S000005292,CDS,CDS,"""Transcriptional co-repressor of MBF-regulated gene expression; Nrm1p associates stably with promoters via MCB binding factor (MBF) to repress transcription upon exit from G1 phase""",Verified ORF
9796,14,643876,-0.0129864896218331,0.0690822552647483,0.85099572206002,YNR010W,CSE2,SGDID:S000005293,CDS,CDS,"""Subunit of the RNA polymerase II mediator complex; associates with core polymerase subunits to form the RNA polymerase II holoenzyme; component of the Middle domain of mediator; required for regulation of RNA polymerase II activity; relocalizes to the cytosol in response to hypoxia""",Verified ORF
9797,14,644727,-0.0508486819726942,0.0689376772793581,0.461245354234187,YNR011C,PRP2,SGDID:S000005294,CDS,CDS,"""RNA-dependent DExD/H-box ATPase; required for activation of spliceosome before first transesterification step in RNA splicing; implicated in rearranging and proofreading snRNA structure in catalytic activation of spliceosome; ortholog of human protein DHX16""",Verified ORF
9798,14,644949,-0.0625258122992077,0.068314451409401,0.360677426549311,YNR011C,PRP2,SGDID:S000005294,CDS,CDS,"""RNA-dependent DExD/H-box ATPase; required for activation of spliceosome before first transesterification step in RNA splicing; implicated in rearranging and proofreading snRNA structure in catalytic activation of spliceosome; ortholog of human protein DHX16""",Verified ORF
9799,14,645369,-0.0555778307343988,0.0685370415856539,0.417959906286026,YNR011C,PRP2,SGDID:S000005294,CDS,CDS,"""RNA-dependent DExD/H-box ATPase; required for activation of spliceosome before first transesterification step in RNA splicing; implicated in rearranging and proofreading snRNA structure in catalytic activation of spliceosome; ortholog of human protein DHX16""",Verified ORF
9800,14,646585,-0.0119741348618395,0.0694754713898306,0.863260724764116,YNR011C,PRP2,SGDID:S000005294,CDS,CDS,"""RNA-dependent DExD/H-box ATPase; required for activation of spliceosome before first transesterification step in RNA splicing; implicated in rearranging and proofreading snRNA structure in catalytic activation of spliceosome; ortholog of human protein DHX16""",Verified ORF
9801,14,647843,0.0071094174685952,0.0687225153678169,0.917663731547724,YNR012W,URK1,SGDID:S000005295,CDS,CDS,"""Uridine/cytidine kinase; component of the pyrimidine ribonucleotide salvage pathway that converts uridine into UMP and cytidine into CMP; involved in the pyrimidine deoxyribonucleotide salvage pathway ; converting deoxycytidine into dCMP""",Verified ORF
9802,14,648789,0.0053809265501666,0.0686197537359908,0.937541114492578,YNR012W,URK1,SGDID:S000005295,CDS,CDS,"""Uridine/cytidine kinase; component of the pyrimidine ribonucleotide salvage pathway that converts uridine into UMP and cytidine into CMP; involved in the pyrimidine deoxyribonucleotide salvage pathway ; converting deoxycytidine into dCMP""",Verified ORF
9803,14,650841,-0.0746492001523401,0.068325161375145,0.275332988144233,YNR013C,PHO91,SGDID:S000005296,CDS,CDS,"""Low-affinity vacuolar phosphate transporter; exports phosphate from the vacuolar lumen to the cytosol; regulates phosphate and polyphosphate metabolism; acts upstream of Pho81p in regulation of the PHO pathway; localizes to sites of contact between the vacuole and mitochondria (vCLAMPs); deletion of pho84 ; pho87 ; pho89 ; pho90 ; and pho91 causes synthetic lethality; transcription independent of Pi and Pho4p activity; overexpression results in vigorous growth""",Verified ORF
9808,14,654230,0.009144755323379,0.0686837552347164,0.894156223037614,YNR015W,SMM1,SGDID:S000005298,CDS,CDS,"""Dihydrouridine synthase; member of a family of dihydrouridine synthases including Dus1p ; Smm1p ; Dus3p ; and Dus4p; modifies uridine residues at position 20 of cytoplasmic tRNAs""",Verified ORF
9809,14,654336,0.0268194875536614,0.0686793448042104,0.696400213923572,YNR015W,SMM1,SGDID:S000005298,CDS,CDS,"""Dihydrouridine synthase; member of a family of dihydrouridine synthases including Dus1p ; Smm1p ; Dus3p ; and Dus4p; modifies uridine residues at position 20 of cytoplasmic tRNAs""",Verified ORF
9811,14,663083,0.0787607115513718,0.068266875806129,0.249396408461097,YNR017W,TIM23,SGDID:S000005300,CDS,CDS,"""Essential component of the TIM23 complex; involved in protein import into mitochondrial matrix and inner membrane; with Tim17p ; contributes to architecture and function of the import channel; TIM23 complex is short for the translocase of the inner mitochondrial membrane""",Verified ORF
9812,14,668533,0.162422259561358,0.0682694885579505,0.0178843772990521,YNR021W,YNR021W,SGDID:S000005304,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the endoplasmic reticulum; YNR021W is not an essential gene""",Uncharacterized ORF
9813,14,671892,0.141505747159636,0.0686000648606018,0.0398660902272608,YNR023W,SNF12,SGDID:S000005306,CDS,CDS,"""73 kDa subunit of the SWI/SNF chromatin remodeling complex; involved in transcriptional regulation; relocates to the cytosol under hypoxic conditions; deletion mutants are temperature-sensitive; SNF12 has a paralog ; RSC6 ; that arose from the whole genome duplication""",Verified ORF
9815,14,674210,0.127243077327462,0.068286964239341,0.0632420969019712,YNR026C,SEC12,SGDID:S000005309,CDS,CDS,"""Guanine nucleotide exchange factor (GEF); activates Sar1p by catalyzing the exchange of GDP for GTP; required for the initiation of COPII vesicle formation in ER to Golgi transport; glycosylated integral membrane protein of the ER; SEC12 has a paralog ; SED4 ; that arose from the whole genome duplication""",Verified ORF
9817,14,676297,0.140926551223426,0.0684707209102898,0.040304430714329,YNR028W,CPR8,SGDID:S000005311,CDS,CDS,"""Peptidyl-prolyl cis-trans isomerase (cyclophilin); catalyzes the cis-trans isomerization of peptide bonds N-terminal to proline residues; potential role in the secretory pathway; CPR8 has a paralog ; CPR4 ; that arose from the whole genome duplication""",Verified ORF
9818,14,678738,0.10073575988091,0.0688684715296967,0.144431899059306,YNR030W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9819,14,678924,0.114355955271912,0.0683515153038923,0.0952020704544436,YNR030W,ALG12,SGDID:S000005313,CDS,CDS,"""Alpha-1,6-mannosyltransferase localized to the ER; responsible for addition of alpha-1,6 mannose to dolichol-linked Man7GlcNAc2; acts in the dolichol pathway for N-glycosylation; human homolog ALG12 complements yeast null mutant""",Verified ORF
9820,14,680198,0.115125162088344,0.0684378219469862,0.0934170447970813,YNR030W,ALG12,SGDID:S000005313,CDS,CDS,"""Alpha-1,6-mannosyltransferase localized to the ER; responsible for addition of alpha-1,6 mannose to dolichol-linked Man7GlcNAc2; acts in the dolichol pathway for N-glycosylation; human homolog ALG12 complements yeast null mutant""",Verified ORF
9821,14,682423,0.0842260805906561,0.0683713412650918,0.218809542958758,YNR031C,SSK2,SGDID:S000005314,CDS,CDS,"""MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; interacts with Ssk1p ; leading to autophosphorylation and activation of Ssk2p which phosphorylates Pbs2p; also mediates actin cytoskeleton recovery from osmotic stress; a HOG-independent function of Ssk2p mediates the calcium-sensitive phenotype of the ptp2 msg5 double disruptant; SSK2 has a paralog ; SSK22 ; that arose from the whole genome duplication""",Verified ORF
9822,14,682649,0.119859321068968,0.0685183124453217,0.0811076255141683,YNR031C,SSK2,SGDID:S000005314,CDS,CDS,"""MAP kinase kinase kinase of HOG1 mitogen-activated signaling pathway; interacts with Ssk1p ; leading to autophosphorylation and activation of Ssk2p which phosphorylates Pbs2p; also mediates actin cytoskeleton recovery from osmotic stress; a HOG-independent function of Ssk2p mediates the calcium-sensitive phenotype of the ptp2 msg5 double disruptant; SSK2 has a paralog ; SSK22 ; that arose from the whole genome duplication""",Verified ORF
9823,14,688148,0.0887333839378003,0.0683324852407181,0.194944888713936,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9824,14,688149,0.0887333839378003,0.0683324852407181,0.194944888713936,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9825,14,688150,0.0887333839378003,0.0683324852407181,0.194944888713936,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9826,14,688671,0.10105991260651,0.0682969538601075,0.139841634050121,YNR033W,ABZ1,SGDID:S000005316,CDS,CDS,"""Para-aminobenzoate (PABA) synthase; has similarity to Escherichia coli PABA synthase components PabA and PabB; required for the synthesis of para-aminobenzoic acid ; an important intermediate for folate and ubiquinone Q biosynthesis; protein abundance increases in response to DNA replication stress""",Verified ORF
9827,14,690993,0.0924953130868385,0.0687261763740402,0.179213737794721,YNR034W,SOL1,SGDID:S000005317,CDS,CDS,"""Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL1 has a paralog ; SOL2 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
9828,14,691577,0.0538591735653126,0.0691488719707334,0.43656795942591,ARS1427,ARS1427,SGDID:S000118393,Other features,Replication,"""Autonomously Replicating Sequence""",ARS
9829,14,691878,0.0676467838688753,0.0685046727290199,0.324085244401835,YNR034W,SOL1,SGDID:S000005317,Close to 3'-UTR,Close to 3'-UTR,"""Protein with a possible role in tRNA export; shows similarity to 6-phosphogluconolactonase non-catalytic domains but does not exhibit this enzymatic activity; homologous to Sol3p and Sol4p; SOL1 has a paralog ; SOL2 ; that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress""",Verified ORF
9831,14,695359,0.0458014396134577,0.0684704505172906,0.503981996760442,YNR038W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9832,14,696247,0.0671981545494018,0.0685287073483019,0.327469488165188,YNR038W,DBP6,SGDID:S000005321,CDS,CDS,"""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",Verified ORF
9833,14,696503,0.0676859180881417,0.0691417367162176,0.328277857536995,YNR038W,DBP6,SGDID:S000005321,CDS,CDS,"""Essential protein involved in ribosome biogenesis; putative ATP-dependent RNA helicase of the DEAD-box protein family; human homolog DDX51 complements yeast dbp6 mutant""",Verified ORF
9834,14,700405,0.118954951706754,0.0683930504872426,0.0828564884942079,YNR040W,MRX15,SGDID:S000005323,CDS,CDS,"""Membrane-associated mitoribosome receptor; involved along with Mba1p in the cotranslational insertion of nascent polypeptide chains into the inner mitochondrial membrane; associates with the mitochondrial large ribosomal subunit and nascent polypeptide chains; null mutant displays increased tolerance to mistranslation-induced proteotoxic stress; localizes to the inner mitochondrial membrane""",Verified ORF
9835,14,701530,0.0800533793655612,0.0687665602538661,0.245156558137954,YNR041C,COQ2,SGDID:S000005324,CDS,CDS,"""Para hydroxybenzoate polyprenyl transferase; catalyzes the second step in ubiquinone (coenzyme Q) biosynthesis; human COQ2 ; mutations in which are implicated in an increased risk of mutiple-system atrophy ; can complement a yeast coq2 null mutant""",Verified ORF
9836,14,701961,0.0775069725954916,0.068877270554254,0.261230259697588,YNR043W,MVD1,SGDID:S000005326,CDS,CDS,"""Mevalonate pyrophosphate decarboxylase; essential enzyme involved in the biosynthesis of isoprenoids and sterols ; including ergosterol; acts as a homodimer""",Verified ORF
9837,14,704255,-0.0966627525185512,0.0687143297602269,0.160386180239425,YNR044W,AGA1,SGDID:S000005327,CDS,CDS,"""Anchorage subunit of a-agglutinin of a-cells; highly O-glycosylated protein with N-terminal secretion signal and C-terminal signal for addition of GPI anchor to cell wall ; linked to adhesion subunit Aga2p via two disulfide bonds; AGA1 has a paralog ; FIG2 ; that arose from the whole genome duplication""",Verified ORF
9849,14,705287,0.113311145399417,0.0683336031811132,0.0981643178320768,YNR044W,AGA1,SGDID:S000005327,CDS,CDS,"""Anchorage subunit of a-agglutinin of a-cells; highly O-glycosylated protein with N-terminal secretion signal and C-terminal signal for addition of GPI anchor to cell wall ; linked to adhesion subunit Aga2p via two disulfide bonds; AGA1 has a paralog ; FIG2 ; that arose from the whole genome duplication""",Verified ORF
