SNP,Chr,Pos,Effect,SE,ADE17_PGM2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9077,13,731576,0.0744216042474402,0.103459224190965,0.472411880506565,YMR229C,RRP5,SGDID:S000004842,Close to 3'-UTR,Close to 3'-UTR,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9078,13,731616,0.0333186379865736,0.103595894692956,0.747930023905338,YMR229C,RRP5,SGDID:S000004842,Close to 3'-UTR,Close to 3'-UTR,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9079,13,731645,0.0216795052413535,0.102793678572124,0.833084581174285,YMR229C,RRP5,SGDID:S000004842,Close to 3'-UTR,Close to 3'-UTR,"""RNA binding protein involved in synthesis of 18S and 5.8S rRNAs; component of ribosomal small subunit (SSU) processome and 90S preribosome; required for pre-rRNA packaging and compaction of processome into dense terminal balls; part of Mak21p-Noc2p-Rrp5p module that associates with nascent pre-rRNA during transcription with role in biogenesis of large ribosomal subunit; binds single stranded tracts of U's; relocalizes from nucleolus to nucleus upon DNA replication stress""",Verified ORF
9080,13,732526,0.0775406996686515,0.10397017605601,0.456286066627818,YMR230W,RPS10B,SGDID:S000004843,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S10 ; no bacterial homolog; RPS10B has a paralog ; RPS10A ; that arose from the whole genome duplication; mutations in the human homolog associated with Diamond-Blackfan anemia""",Verified ORF
9081,13,732688,0.0340852105822834,0.103030449832539,0.7409717689079,YMR230W,RPS10B,SGDID:S000004843,Close to 3'-UTR,Close to 3'-UTR,"""Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S10 ; no bacterial homolog; RPS10B has a paralog ; RPS10A ; that arose from the whole genome duplication; mutations in the human homolog associated with Diamond-Blackfan anemia""",Verified ORF
9082,13,733539,-0.0227293777467505,0.102098635558693,0.823958654214767,YMR231W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9083,13,734392,0.0028683590965092,0.102849649761126,0.977766556208996,YMR231W,PEP5,SGDID:S000004844,CDS,CDS,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9084,13,735275,-0.0209564881637196,0.102448822605488,0.838037177670218,YMR231W,PEP5,SGDID:S000004844,CDS,CDS,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9085,13,735637,-0.0147429946768724,0.10175242130188,0.88487974207883,YMR231W,PEP5,SGDID:S000004844,CDS,CDS,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9086,13,736201,0.0110946830532437,0.102821600671776,0.914134527310942,YMR231W,PEP5,SGDID:S000004844,CDS,CDS,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9087,13,736304,-0.0123792048701523,0.102193660680092,0.903653217051222,YMR231W,PEP5,SGDID:S000004844,CDS,CDS,"""Histone E3 ligase ; component of CORVET membrane tethering complex; peripheral vacuolar membrane protein required for protein trafficking and vacuole biogenesis; interacts with Pep7p; involved in ubiquitination and degradation of excess histones""",Verified ORF
9088,13,737273,0.0032012803179415,0.103416076320954,0.975322646355812,YMR232W,FUS2,SGDID:S000004845,CDS,CDS,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",Verified ORF
9089,13,737783,-0.0102570897106399,0.10274669269921,0.920536830115511,YMR232W,FUS2,SGDID:S000004845,CDS,CDS,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",Verified ORF
9090,13,738123,0.0172195321991961,0.102551550584633,0.866749462312922,YMR232W,FUS2,SGDID:S000004845,CDS,CDS,"""Cell fusion regulator; cytoplasmic protein localized to shmoo tip; required for alignment of parental nuclei before nuclear fusion during mating; contains a Dbl-homology domain; binds specifically with activated Cdc42p""",Verified ORF
9092,13,739183,0.0011010839895642,0.102489247158854,0.991434233043747,YMR233W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9093,13,740880,-0.0158314162821283,0.102074001163528,0.8768331449865,YMR234W,RNH1,SGDID:S000004847,CDS,CDS,"""Ribonuclease H1; able to bind double-stranded RNAs and RNA-DNA hybrids; associates with RNAse polymerase I.""",Verified ORF
9094,13,740946,-0.0119391629053668,0.103244766121313,0.908004088705811,YMR234W,RNH1,SGDID:S000004847,CDS,CDS,"""Ribonuclease H1; able to bind double-stranded RNAs and RNA-DNA hybrids; associates with RNAse polymerase I.""",Verified ORF
9095,13,743797,0.0130135030220679,0.102359436067812,0.898905659411282,YMR237W,BCH1,SGDID:S000004850,CDS,CDS,"""Member of the ChAPs family (Chs5p-Arf1p-binding proteins); members include Bch1p ; Bch2p ; Bud7p ; and Chs6p; ChAPs family proteins form the exomer complex with Chs5p to mediate export of specific cargo proteins from the Golgi to the plasma membrane; interacts selectively with the activated ; GTP-bound form of Arf1p; may interact with ribosomes; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress""",Verified ORF
9096,13,748562,0.0871731684679669,0.102022219352634,0.393433662674341,YMR239C,RNT1,SGDID:S000004852,CDS,CDS,"""Nuclear dsRNA-specific ribonuclease (RNase III); involved in rDNA transcription ; rRNA processing and U2 snRNA 3' end formation by cleavage of a stem-loop structure at the 3' end of U2 snRNA; involved in polyadenylation-independent transcription termination; involved in the cell wall stress response ; regulating the degradation of cell wall integrity and morphogenesis checkpoint genes""",Verified ORF
9097,13,751130,0.0274915204780607,0.101783412887931,0.787242512608643,YMR240C,CUS1,SGDID:S000004853,CDS,CDS,"""Protein required for assembly of U2 snRNP into the spliceosome; forms a complex with Hsh49p and Hsh155p""",Verified ORF
9098,13,751466,0.0459215171713493,0.102052259177219,0.653000769665637,YMR241W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9101,13,755881,0.0059812116407012,0.101793432125693,0.953177850464836,YMR243C,ZRC1,SGDID:S000004856,CDS,CDS,"""Vacuolar membrane zinc transporter; transports zinc from cytosol to vacuole for storage; also has role in resistance to zinc shock resulting from sudden influx of zinc into cytoplasm; human ortholog SLC30A10 functions as a Mn transporter and mutations in SLC30A10 cause neurotoxic accumulation of Mn in liver and brain; ZRC1 has a paralog ; COT1 ; that arose from the whole genome duplication""",Verified ORF
9103,13,757834,0.0238661693048942,0.101654689984134,0.81451804926734,YMR244W,YMR244W,SGDID:S000004858,CDS,CDS,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole""",Uncharacterized ORF
9104,13,759401,0.021271681576336,0.10181170909409,0.834622159438217,YMR246W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9105,13,759805,0.0305312869721042,0.102151217695705,0.765205009828603,YMR244C-A,COA6,SGDID:S000004857,Close to 3'-UTR,Close to 3'-UTR,"""Protein involved in cytochrome c oxidase (Complex IV) assembly; involved in delivery of copper to Complex IV; also required for efficient formation of respiratory supercomplexes comprised of Complexes III and IV; localizes to the mitochondrial intermembrane space; ortholog implicated in cardiac defects in zebrafish and human; transcription is induced in response to the DNA-damaging agent MMS; protein abundance increases in response to DNA replication stress""",Verified ORF
9106,13,761165,0.0030050748963099,0.101868489577267,0.97648284627861,YMR246W,FAA4,SGDID:S000004860,CDS,CDS,"""Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; role in stationary phase survival; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1 ; ACSL1 ; 3 ; 4 ; 5 ; 6 ; SLC27A2 ; or 4""",Verified ORF
9107,13,761608,-0.0014359609936311,0.10158278321964,0.98872956915091,YMR246W,FAA4,SGDID:S000004860,CDS,CDS,"""Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; role in stationary phase survival; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1 ; ACSL1 ; 3 ; 4 ; 5 ; 6 ; SLC27A2 ; or 4""",Verified ORF
9108,13,761771,0.006454409880137,0.102305781266307,0.949731026957801,YMR246W,FAA4,SGDID:S000004860,CDS,CDS,"""Long chain fatty acyl-CoA synthetase; activates fatty acids with a preference for C12:0-C16:0 chain lengths; role in the competitive import of long-chain fatty acids and sphingoid long-chain bases; role in stationary phase survival; localizes to lipid particles and the plasma membrane; role in sphingolipid-to-glycerolipid metabolism; forms cytoplasmic foci upon replication stress; faa1 faa4 double null complemented by any of human ACSBG1 ; ACSL1 ; 3 ; 4 ; 5 ; 6 ; SLC27A2 ; or 4""",Verified ORF
9109,13,762630,-0.0036941505170847,0.101582621686093,0.971011104391156,YNCM0034C,SNR86,SGDID:S000119075,Non-coding RNA,snoRNA_gene,"snoRNA_gene ; ""H/ACA box small nucleolar RNA (snoRNA); guides pseudouridylation of large subunit (LSU) rRNA at position U2314""",snoRNA_gene
9110,13,764921,-0.0079744282124584,0.102041831128413,0.937754111000292,YMR247C,RKR1,SGDID:S000004861,CDS,CDS,"""RING domain E3 ubiquitin ligase; involved in ubiquitin-mediated degradation of non-stop proteins and translationally stalled ER membrane proteins; component of ribosome-bound RQC (ribosome quality control) complex; degrades products of mRNAs lacking a termination codon regardless of a poly(A) tail; functional connections to chromatin modification; homolog of mouse Listerin ; mutations in which reported to cause neurodegeneration""",Verified ORF
9112,13,770231,0.0115022388058367,0.10187642449626,0.910170976335402,YMR247W-A,YMR247W-A,SGDID:S000028849,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole""",Uncharacterized ORF
9113,13,770362,0.0276859239672836,0.1022827165471,0.786795069429794,YMR247W-A,YMR247W-A,SGDID:S000028849,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; SWAT-GFP fusion protein localizes to the endoplasmic reticulum and vacuole ; while mCherry fusion localizes to just the vacuole""",Uncharacterized ORF
9116,13,774681,0.0928362030035963,0.102621831048414,0.36627110650093,YMR251W-A_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9118,13,776467,-0.0570404646567303,0.101684504183163,0.575183881453387,YMR253C,YMR253C,SGDID:S000004866,CDS,CDS,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YMR253C is not an essential gene""",Uncharacterized ORF
9119,13,777558,-0.0659899940425185,0.101888585795771,0.517620589539934,YMR253C,YMR253C,SGDID:S000004866,Close to 3'-UTR,Close to 3'-UTR,"""Putative protein of unknown function; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern; YMR253C is not an essential gene""",Uncharacterized ORF
9121,13,779242,-0.166303773292922,0.101726292914899,0.102979015173109,YMR256C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9122,13,779300,-0.106897441344351,0.102872564825187,0.299457882197624,YMR256C_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
