SNP,Chr,Pos,Effect,SE,noPPI_reference_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM,locus_id,name,sgd_id,snps_class_up,snps_class_down,description,genome_annotations
9470,14,309784,0.058021146029883,0.167487491666415,0.729232913201064,YNL173C,MDG1,SGDID:S000005117,CDS,CDS,"""Plasma membrane protein; involved in G-protein mediated pheromone signaling pathway; overproduction suppresses bem1 mutations; MDG1 has a paralog ; CRP1 ; that arose from the whole genome duplication""",Verified ORF
9471,14,312060,-0.0061454989732313,0.166530831599954,0.970583151460571,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9472,14,312454,-0.0546319691748992,0.166379426185835,0.742835895005243,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9473,14,313182,-0.027193931114432,0.166398538557589,0.870276160619464,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9474,14,314163,0.0179170382173474,0.166599604781126,0.914417326504882,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9475,14,314179,0.0275646849743594,0.16660510837229,0.868685126937111,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9476,14,314885,-0.0231451497727247,0.166728519510135,0.889672038606746,YNL172W,APC1,SGDID:S000005116,CDS,CDS,"""Largest subunit of the Anaphase-Promoting Complex/Cyclosome; APC/C is a ubiquitin-protein ligase required for degradation of anaphase inhibitors ; including mitotic cyclins ; during the metaphase/anaphase transition; component of the platform domain of the APC/C ; based on structural analysis; localizes to nuclear foci that become diffuse upon DNA replication stress""",Verified ORF
9477,14,317822,-0.0725593800148892,0.166910959698139,0.664031968927789,YNL169C,PSD1,SGDID:S000005113,Close to 3'-UTR,Close to 3'-UTR,"""Phosphatidylserine decarboxylase of the mitochondrial inner membrane; converts phosphatidylserine to phosphatidylethanolamine; regulates mitochondrial fusion and morphology by affecting lipid mixing in the mitochondrial membrane and by influencing the ratio of long to short forms of Mgm1p; partly exposed to the mitochondrial intermembrane space; autocatalytically processed""",Verified ORF
9478,14,318991,-0.0467540004090739,0.16761157497608,0.780452256184008,SUT327,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9479,14,319124,-0.0920851987236972,0.168214118731775,0.584430331150767,SUT327,,,Unstable transcript,SUT,ncRNA_UNB,Unstable transcript
9480,14,319557,-0.0177602352217283,0.167232420015222,0.915483274130144,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9481,14,319699,-0.034240719522338,0.167030710300284,0.837692972801381,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9483,14,320581,0.0407513154652799,0.167213020923497,0.807597786330638,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9484,14,320771,0.0319210323883646,0.167314586072992,0.848804096372454,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9485,14,320823,0.0028407674175571,0.16704058382619,0.98644107765246,YNL167C,SKO1,SGDID:S000005111,CDS,CDS,"""Basic leucine zipper transcription factor of the ATF/CREB family; forms a complex with Tup1p and Cyc8p to both activate and repress transcription; cytosolic and nuclear protein involved in osmotic and oxidative stress responses""",Verified ORF
9487,14,322680,0.012191882192552,0.168094259725734,0.94222118314672,YNL166C,BNI5,SGDID:S000005110,CDS,CDS,"""Linker protein responsible for recruitment of myosin to the bud neck; interacts with the C-terminal extensions of septins Cdc11p and Shs1p and binds Myo1p to promote cytokinesis""",Verified ORF
9488,14,327569,0.0756873744625347,0.167617933433584,0.651872653900315,YNL163C,RIA1,SGDID:S000005107,CDS,CDS,"""Cytoplasmic GTPase/eEF2-like factor involved in ribosomal biogenesis; with Sdo1p ; a guanine nucleotide exchange factor (GEF) ; promotes release of Tif6p from 60S ribosomal subunits in the cytoplasm so that they can assemble with 40S subunits to generate mature ribosomes; required for quality control check of newly made large ribosomal subunits before they are released into the pool of translating ribosomes""",Verified ORF
9489,14,327674,0.0393123849117445,0.168842291454884,0.816024522283193,YNL163C,RIA1,SGDID:S000005107,CDS,CDS,"""Cytoplasmic GTPase/eEF2-like factor involved in ribosomal biogenesis; with Sdo1p ; a guanine nucleotide exchange factor (GEF) ; promotes release of Tif6p from 60S ribosomal subunits in the cytoplasm so that they can assemble with 40S subunits to generate mature ribosomes; required for quality control check of newly made large ribosomal subunits before they are released into the pool of translating ribosomes""",Verified ORF
9490,14,329969,0.0381368293438455,0.167503660844351,0.820028710490311,YNL163C,RIA1,SGDID:S000005107,CDS,CDS,"""Cytoplasmic GTPase/eEF2-like factor involved in ribosomal biogenesis; with Sdo1p ; a guanine nucleotide exchange factor (GEF) ; promotes release of Tif6p from 60S ribosomal subunits in the cytoplasm so that they can assemble with 40S subunits to generate mature ribosomes; required for quality control check of newly made large ribosomal subunits before they are released into the pool of translating ribosomes""",Verified ORF
9491,14,330041,0.0039022699960272,0.167620513667546,0.98143977246024,YNL163C,RIA1,SGDID:S000005107,CDS,CDS,"""Cytoplasmic GTPase/eEF2-like factor involved in ribosomal biogenesis; with Sdo1p ; a guanine nucleotide exchange factor (GEF) ; promotes release of Tif6p from 60S ribosomal subunits in the cytoplasm so that they can assemble with 40S subunits to generate mature ribosomes; required for quality control check of newly made large ribosomal subunits before they are released into the pool of translating ribosomes""",Verified ORF
9492,14,331132,-0.0317578130287243,0.168674022426044,0.850765964056862,YNL162W_NFR/NDR,,,Promoter,Promoter,fragile,Promoter
9494,14,332647,-0.0434081546357339,0.167419626061308,0.795572216012546,YNL161W,CBK1,SGDID:S000005105,CDS,CDS,"""Serine/threonine protein kinase of the the RAM signaling network; Ndr/LATS family member; binds regulatory subunit Mob2p; involved in regulation of cellular morphogenesis ; polarized growth ; and septum destruction; phosphorylation by Cbk1p regulates localization and activity of Ace2p transcription factor and Ssd1p translational repressor; Cbk1p activity is regulated by both phosphorylation and specific localization; relocalizes to cytoplasm upon DNA replication stress""",Verified ORF
9496,14,334886,-0.004774689738538,0.167547955722223,0.977281504607878,YNL161W,CBK1,SGDID:S000005105,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase of the the RAM signaling network; Ndr/LATS family member; binds regulatory subunit Mob2p; involved in regulation of cellular morphogenesis ; polarized growth ; and septum destruction; phosphorylation by Cbk1p regulates localization and activity of Ace2p transcription factor and Ssd1p translational repressor; Cbk1p activity is regulated by both phosphorylation and specific localization; relocalizes to cytoplasm upon DNA replication stress""",Verified ORF
9497,14,335071,-0.0325265712011255,0.167426616627956,0.846073409362492,YNL161W,CBK1,SGDID:S000005105,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase of the the RAM signaling network; Ndr/LATS family member; binds regulatory subunit Mob2p; involved in regulation of cellular morphogenesis ; polarized growth ; and septum destruction; phosphorylation by Cbk1p regulates localization and activity of Ace2p transcription factor and Ssd1p translational repressor; Cbk1p activity is regulated by both phosphorylation and specific localization; relocalizes to cytoplasm upon DNA replication stress""",Verified ORF
9498,14,335123,0.0111144194714869,0.167547104138278,0.947147805905466,YNL161W,CBK1,SGDID:S000005105,Close to 3'-UTR,Close to 3'-UTR,"""Serine/threonine protein kinase of the the RAM signaling network; Ndr/LATS family member; binds regulatory subunit Mob2p; involved in regulation of cellular morphogenesis ; polarized growth ; and septum destruction; phosphorylation by Cbk1p regulates localization and activity of Ace2p transcription factor and Ssd1p translational repressor; Cbk1p activity is regulated by both phosphorylation and specific localization; relocalizes to cytoplasm upon DNA replication stress""",Verified ORF
9499,14,337016,0.0691051850854457,0.167705384837161,0.680543352501952,YNL160W,YGP1,SGDID:S000005104,CDS,CDS,"""Cell wall-related secretory glycoprotein; induced by nutrient deprivation-associated growth arrest and upon entry into stationary phase; may be involved in adaptation prior to stationary phase entry; YGP1 has a paralog ; SPS100 ; that arose from the whole genome duplication""",Verified ORF
9500,14,337563,0.0575266263174979,0.167520169608603,0.731501090516641,YNL160W,YGP1,SGDID:S000005104,CDS,CDS,"""Cell wall-related secretory glycoprotein; induced by nutrient deprivation-associated growth arrest and upon entry into stationary phase; may be involved in adaptation prior to stationary phase entry; YGP1 has a paralog ; SPS100 ; that arose from the whole genome duplication""",Verified ORF
9502,14,339992,0.150789139318736,0.168036889678054,0.370139857116216,YNL158W,PGA1,SGDID:S000005102,CDS,CDS,"""Essential component of GPI-mannosyltransferase II; complex is responsible for second mannose addition to GPI precursors as a partner of Gpi18p; required for maturation of Gas1p and Pho8p; has synthetic genetic interactions with secretory pathway genes""",Verified ORF
9503,14,340237,0.181454510823721,0.167269566866598,0.27874927137254,YNL157W_NFR/NDR,,,Promoter,Promoter,stable,Promoter
9505,14,345215,0.102990047100738,0.16732706115379,0.538620235079243,YNL154C,YCK2,SGDID:S000005098,CDS,CDS,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck1p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK2 has a paralog ; YCK1 ; that arose from the whole genome duplication""",Verified ORF
9506,14,345245,0.140257154986496,0.167085755380446,0.40179497338776,YNL154C,YCK2,SGDID:S000005098,CDS,CDS,"""Palmitoylated plasma membrane-bound casein kinase I (CK1) isoform; shares redundant functions with Yck1p in morphogenesis ; proper septin assembly ; endocytic trafficking ; and glucose sensing; stabilized by Sod1p binding in the presence of glucose and oxygen ; causing glucose repression of respiratory metabolism; involved in the phosphorylation and regulation of glucose sensor Rgt2p; YCK2 has a paralog ; YCK1 ; that arose from the whole genome duplication""",Verified ORF
9507,14,347475,0.0356905932735384,0.167406047859712,0.831295793762175,YNL152W,INN1,SGDID:S000005096,CDS,CDS,"""Essential protein that associates with contractile actomyosin ring; required for ingression of the plasma membrane into the bud neck during cytokinesis; C2 domain ; a membrane targeting module ; is required for function; activates chitin synthase activity of Chs2p during cytokinesis""",Verified ORF
