SNP,locus_id,GENE,sgd_id,snps_class_down,description,Human homolog
8905,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8906,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8907,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8908,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8909,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8910,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8911,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8912,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8913,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8914,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8915,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8916,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8917,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8918,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8919,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8920,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8921,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8922,YMR164C,MSS11,SGDID:S000004774,Verified ORF,"""Transcription factor; involved in regulation of invasive growth and starch degradation; controls the activation of FLO11 and STA2 in response to nutritional signals; forms a heterodimer with Flo8p that interacts with the Swi/Snf complex during transcriptional activation of FLO1 ; FLO11 ; and STA1""",
8923,YMR169C,ALD3,SGDID:S000004779,Verified ORF,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",
8924,YMR169C,ALD3,SGDID:S000004779,Verified ORF,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",
8925,YMR169C,ALD3,SGDID:S000004779,Verified ORF,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",
8926,YMR169C,ALD3,SGDID:S000004779,Close to 3'-UTR,"""Cytoplasmic aldehyde dehydrogenase; involved in beta-alanine synthesis; uses NAD+ as the preferred coenzyme; very similar to Ald2p; expression is induced by stress and repressed by glucose""",
8927,YMR169C_NFR/NDR,,,Promoter,stable,
8928,XUT_13F-261,,,XUT,ncRNA_STM,
8929,YMR170C,ALD2,SGDID:S000004780,Close to 3'-UTR,"""Cytoplasmic aldehyde dehydrogenase; involved in ethanol oxidation and beta-alanine biosynthesis; uses NAD+ as the preferred coenzyme; expression is stress induced and glucose repressed; very similar to Ald3p""",
8930,YMR171C,EAR1,SGDID:S000004781,Verified ORF,"""Specificity factor required for Rsp5p-dependent ubiquitination; also required for sorting of specific cargo proteins at the multivesicular body; mRNA is targeted to the bud via the mRNA transport system involving She2p""",
8931,YMR172W_NFR/NDR,,,Promoter,fragile,
8932,YMR172W,HOT1,SGDID:S000004783,Verified ORF,"""Transcription factor for glycerol biosynthetic genes; required for the transient induction of glycerol biosynthetic genes GPD1 and GPP2 in response to high osmolarity; targets Hog1p to osmostress responsive promoters; has similarity to Msn1p and Gcr1p""",
8933,YMR173W,DDR48,SGDID:S000004784,Verified ORF,"""DNA damage-responsive protein; expression is increased in response to heat-shock stress or treatments that produce DNA lesions; contains multiple repeats of the amino acid sequence NNNDSYGS; protein abundance increases in response to DNA replication stress""",
8934,YMR173W,DDR48,SGDID:S000004784,Verified ORF,"""DNA damage-responsive protein; expression is increased in response to heat-shock stress or treatments that produce DNA lesions; contains multiple repeats of the amino acid sequence NNNDSYGS; protein abundance increases in response to DNA replication stress""",
8935,YMR173W,DDR48,SGDID:S000004784,Verified ORF,"""DNA damage-responsive protein; expression is increased in response to heat-shock stress or treatments that produce DNA lesions; contains multiple repeats of the amino acid sequence NNNDSYGS; protein abundance increases in response to DNA replication stress""",
8936,YMR173W,DDR48,SGDID:S000004784,Verified ORF,"""DNA damage-responsive protein; expression is increased in response to heat-shock stress or treatments that produce DNA lesions; contains multiple repeats of the amino acid sequence NNNDSYGS; protein abundance increases in response to DNA replication stress""",
8937,ARS1323,ARS1323,SGDID:S000118374,Replication,"""Autonomously Replicating Sequence""",
8938,YMR176W,ECM5,SGDID:S000004788,Verified ORF,"""Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p ; recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p ; independently of Rpd3p ; to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume ; large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress""",
8939,YMR176W,ECM5,SGDID:S000004788,Verified ORF,"""Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p ; recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p ; independently of Rpd3p ; to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume ; large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress""",
8940,YMR176W,ECM5,SGDID:S000004788,Verified ORF,"""Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p ; recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p ; independently of Rpd3p ; to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume ; large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress""",
8941,YMR176W,ECM5,SGDID:S000004788,Verified ORF,"""Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p ; recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p ; independently of Rpd3p ; to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume ; large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress""",
8942,YMR176W,ECM5,SGDID:S000004788,Verified ORF,"""Subunit of the Snt2C complex; physically associates with Snt2p and Rpd3p; along with Snt2p ; recruits Rpd3p to a small number of promoters; also colocalizes with Snt2p ; independently of Rpd3p ; to promoters of stress response genes in response to oxidative stress; contains ATP/GTP-binding site motif A; null mutant exhibits increased cellular volume ; large drooping buds with elongated necks; relative distribution to the nucleus increases upon DNA replication stress""",
8943,YMR177W_NFR/NDR,,,Promoter,stable,
8944,YMR178W_NFR/NDR,,,Promoter,stable,
8945,YMR179W,SPT21,SGDID:S000004791,Verified ORF,"""Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2 ; but not required at the other histone loci; binds with Spt10p to histone gene promoters during S phase; localizes to nuclear foci that become diffuse upon DNA replication stress""",
8946,YMR179W,SPT21,SGDID:S000004791,Verified ORF,"""Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2 ; but not required at the other histone loci; binds with Spt10p to histone gene promoters during S phase; localizes to nuclear foci that become diffuse upon DNA replication stress""",
8947,YMR179W,SPT21,SGDID:S000004791,Verified ORF,"""Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2 ; but not required at the other histone loci; binds with Spt10p to histone gene promoters during S phase; localizes to nuclear foci that become diffuse upon DNA replication stress""",
8948,YMR179W,SPT21,SGDID:S000004791,Verified ORF,"""Protein with a role in transcriptional silencing; required for normal transcription at several loci including HTA2-HTB2 and HHF2-HHT2 ; but not required at the other histone loci; binds with Spt10p to histone gene promoters during S phase; localizes to nuclear foci that become diffuse upon DNA replication stress""",
8949,YMR182C,RGM1,SGDID:S000004794,Close to 3'-UTR,"""Putative zinc finger DNA binding transcription factor; contains two N-terminal C2H2 zinc fingers and C-terminal proline rich domain; overproduction impairs cell growth and induces expression of genes involved in monosaccharide catabolism and aldehyde metabolism; regulates expression of of Y' telomeric elements and subtelomeric COS genes; relocalizes to the cytosol in response to hypoxia; RGM1 has a paralog ; USV1 ; that arose from the whole genome duplication""",
