,SNP,SNPs_localization,GENE,snps_class_down,CLOSEST_GENE,description
9671,9672.0,YNL035C,YNL035C,Verified ORF,YNL035C,"""Nuclear protein of unknown function; relocalizes to the cytosol in response to hypoxia; contains WD-40 domains; not an essential gene; protein abundance increases in response to DNA replication stress"""
9672,9673.0,YNL035C,YNL035C,Verified ORF,YNL035C,"""Nuclear protein of unknown function; relocalizes to the cytosol in response to hypoxia; contains WD-40 domains; not an essential gene; protein abundance increases in response to DNA replication stress"""
9673,9674.0,YNL035C_NFR/NDR,,Promoter,YNL035C,"""Nuclear protein of unknown function; relocalizes to the cytosol in response to hypoxia; contains WD-40 domains; not an essential gene; protein abundance increases in response to DNA replication stress"""
9674,9675.0,YNL035C_NFR/NDR,,Promoter,YNL035C,"""Nuclear protein of unknown function; relocalizes to the cytosol in response to hypoxia; contains WD-40 domains; not an essential gene; protein abundance increases in response to DNA replication stress"""
9675,9676.0,YNL035C_NFR/NDR,,Promoter,YNL035C,"""Nuclear protein of unknown function; relocalizes to the cytosol in response to hypoxia; contains WD-40 domains; not an essential gene; protein abundance increases in response to DNA replication stress"""
9676,9677.0,YNL034W,YNL034W,Uncharacterized ORF,YNL034W,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication"""
9677,9678.0,YNL034W,YNL034W,Uncharacterized ORF,YNL034W,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication"""
9678,9679.0,YNL034W,YNL034W,Uncharacterized ORF,YNL034W,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication"""
9679,9680.0,YNL034W,YNL034W,Uncharacterized ORF,YNL034W,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication"""
9680,9681.0,YNL034W,YNL034W,Uncharacterized ORF,YNL034W,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication"""
9681,9682.0,YNL034W,YNL034W,Uncharacterized ORF,YNL034W,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication"""
9682,9683.0,YNL034W,YNL034W,Uncharacterized ORF,YNL034W,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication"""
9683,9684.0,YNL034W,YNL034W,Uncharacterized ORF,YNL034W,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication"""
9684,9685.0,YNL034W,YNL034W,Uncharacterized ORF,YNL034W,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication"""
9685,9686.0,YNL034W,YNL034W,Uncharacterized ORF,YNL034W,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication"""
9686,9687.0,YNL034W,YNL034W,Uncharacterized ORF,YNL034W,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication"""
9687,9688.0,YNL034W,YNL034W,Close to 3'-UTR,YNL034W,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication"""
9688,9689.0,YNL034W,YNL034W,Close to 3'-UTR,YNL034W,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication"""
9689,9690.0,YNL034W,YNL034W,Close to 3'-UTR,YNL034W,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication"""
9690,9691.0,YNL034W,YNL034W,Close to 3'-UTR,YNL034W,"""Putative protein of unknown function; not an essential gene; YNL034W has a paralog ; YNL018C ; that arose from a segmental duplication"""
9691,9692.0,YNL033W,YNL033W,Close to 3'-UTR,YNL033W,"""Putative protein of unknown function; YNL033W has a paralog ; YNL019C ; that arose from a segmental duplication"""
9692,9693.0,YNL033W,YNL033W,Close to 3'-UTR,YNL033W,"""Putative protein of unknown function; YNL033W has a paralog ; YNL019C ; that arose from a segmental duplication"""
9693,9695.0,YNL033W,YNL033W,Close to 3'-UTR,YNL033W,"""Putative protein of unknown function; YNL033W has a paralog ; YNL019C ; that arose from a segmental duplication"""
9694,9694.0,YNL032W_NFR/NDR,,Promoter,SIW14,"""Inositol phosphatase involved in inositol pyrophosphate metabolism; hydrolyzes the beta-phosphate from the 5-diphosphate group of PP-InsPs including: 5PP-IP5 (IP7) ; 1,5PP-IP4 (IP8) and 5-PP-InsP4; functions as an anti-prion (anti-[PSI]) component; member of the atypical dual-specificity subgroup of the protein tyrosine-phosphatase (PTP) superfamily; localizes to the cytoplasm"""
9695,9696.0,YNL032W,SIW14,Verified ORF,SIW14,"""Inositol phosphatase involved in inositol pyrophosphate metabolism; hydrolyzes the beta-phosphate from the 5-diphosphate group of PP-InsPs including: 5PP-IP5 (IP7) ; 1,5PP-IP4 (IP8) and 5-PP-InsP4; functions as an anti-prion (anti-[PSI]) component; member of the atypical dual-specificity subgroup of the protein tyrosine-phosphatase (PTP) superfamily; localizes to the cytoplasm"""
9696,9697.0,YNL032W,SIW14,Close to 3'-UTR,SIW14,"""Inositol phosphatase involved in inositol pyrophosphate metabolism; hydrolyzes the beta-phosphate from the 5-diphosphate group of PP-InsPs including: 5PP-IP5 (IP7) ; 1,5PP-IP4 (IP8) and 5-PP-InsP4; functions as an anti-prion (anti-[PSI]) component; member of the atypical dual-specificity subgroup of the protein tyrosine-phosphatase (PTP) superfamily; localizes to the cytoplasm"""
9697,9698.0,YNL030W,HHF2,Verified ORF,HHF2,"""Histone H4; core histone protein required for chromatin assembly and chromosome function; one of two identical histone proteins (see also HHF1); contributes to telomeric silencing; N-terminal domain involved in maintaining genomic integrity"""
9698,9699.0,YNL029C,KTR5,Verified ORF,KTR5,"""Putative mannosyltransferase involved in protein glycosylation; member of the KRE2/MNT1 mannosyltransferase family; KTR5 has a paralog ; KTR7 ; that arose from the whole genome duplication"""
9699,9700.0,CUT341,,CUT,,
9700,9701.0,YNL027W,CRZ1,Verified ORF,CRZ1,"""Transcription factor ; activates transcription of stress response genes; nuclear localization is positively regulated by calcineurin-mediated dephosphorylation; rapidly localizes to the nucleus under blue light stress; can be activated in stochastic pulses of nuclear localization in response to calcium"""
9701,9702.0,YNL027W,CRZ1,Verified ORF,CRZ1,"""Transcription factor ; activates transcription of stress response genes; nuclear localization is positively regulated by calcineurin-mediated dephosphorylation; rapidly localizes to the nucleus under blue light stress; can be activated in stochastic pulses of nuclear localization in response to calcium"""
9702,9703.0,YNL027W,CRZ1,Verified ORF,CRZ1,"""Transcription factor ; activates transcription of stress response genes; nuclear localization is positively regulated by calcineurin-mediated dephosphorylation; rapidly localizes to the nucleus under blue light stress; can be activated in stochastic pulses of nuclear localization in response to calcium"""
9703,9704.0,YNL026W,SAM50,Verified ORF,SAM50,"""Component of the Sorting and Assembly Machinery (SAM) complex; the SAM (or TOB) complex is located in the mitochondrial outer membrane; the complex binds precursors of beta-barrel proteins and facilitates their outer membrane insertion; homologous to bacterial Omp85"""
9704,9705.0,YNL025C,SSN8,Verified ORF,SSN8,"""Cyclin-like component of RNA polymerase II holoenzyme; involved in phosphorylation of RNAPII C-terminal domain; forms kinase-cyclin pair in RNAPII holoenzyme with Ssn3p; needed for entry into and execution of meiotic program; involved in glucose repression ; telomere maintenance; degraded in response to nitrogen starvation ; and also to oxidative stress ; but in different cellular compartments ; and with different cellular outcomes; 35% identical to human cyclin C"""
9705,9706.0,YNL024C-A_NFR/NDR,,Promoter,KSH1,"""Essential protein suggested to function early in the secretory pathway; inviability is suppressed by overexpression of Golgi protein Tvp23p; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and cytosol respectively; ortholog of human Kish"""
9706,9707.0,YNL023C,FAP1,Verified ORF,FAP1,"""Protein that binds to Fpr1p; confers rapamycin resistance by competing with rapamycin for Fpr1p binding; accumulates in the nucleus upon treatment of cells with rapamycin; has similarity to D. melanogaster shuttle craft and human NFX1"""
9707,9708.0,YNL023C,FAP1,Verified ORF,FAP1,"""Protein that binds to Fpr1p; confers rapamycin resistance by competing with rapamycin for Fpr1p binding; accumulates in the nucleus upon treatment of cells with rapamycin; has similarity to D. melanogaster shuttle craft and human NFX1"""
9708,9709.0,YNL023C,FAP1,Verified ORF,FAP1,"""Protein that binds to Fpr1p; confers rapamycin resistance by competing with rapamycin for Fpr1p binding; accumulates in the nucleus upon treatment of cells with rapamycin; has similarity to D. melanogaster shuttle craft and human NFX1"""
9709,9710.0,YNL023C_NFR/NDR,,Promoter,FAP1,"""Protein that binds to Fpr1p; confers rapamycin resistance by competing with rapamycin for Fpr1p binding; accumulates in the nucleus upon treatment of cells with rapamycin; has similarity to D. melanogaster shuttle craft and human NFX1"""
9710,9711.0,YNL022C,RCM1,Verified ORF,RCM1,"""rRNA m5C methyltransferase; methylates cytosine at position 2278 of 25S rRNA while Nop2p methylates cytosine at position 2870; contains seven beta-strand methyltransferase motif; localized to the nucleolus; interacts with Trm112p; homolog of NSUN5A ; a human gene which is deleted in Williams-Beuren Syndrome"""
9711,9712.0,YNL022C,RCM1,Verified ORF,RCM1,"""rRNA m5C methyltransferase; methylates cytosine at position 2278 of 25S rRNA while Nop2p methylates cytosine at position 2870; contains seven beta-strand methyltransferase motif; localized to the nucleolus; interacts with Trm112p; homolog of NSUN5A ; a human gene which is deleted in Williams-Beuren Syndrome"""
9712,9713.0,YNL022C,RCM1,Verified ORF,RCM1,"""rRNA m5C methyltransferase; methylates cytosine at position 2278 of 25S rRNA while Nop2p methylates cytosine at position 2870; contains seven beta-strand methyltransferase motif; localized to the nucleolus; interacts with Trm112p; homolog of NSUN5A ; a human gene which is deleted in Williams-Beuren Syndrome"""
9713,9714.0,YNL021W,HDA1,Verified ORF,HDA1,"""Putative catalytic subunit of a class II histone deacetylase complex; role in azole resistance via Hsp90p ; and in the heat shock response; Hda1p interacts with the Hda2p-Hda3p subcomplex to form an active tetramer; deletion increases histone H2B ; H3 and H4 acetylation; other members of the HDA1 histone deacetylase complex are Hda2p and Hda3p"""
9714,9715.0,XUT_14F-234,,XUT,,
9715,9716.0,YNL019C,YNL019C,Uncharacterized ORF,YNL019C,"""Putative protein of unknown function; expression induced during heat stress; YNL019C has a paralog ; YNL033W ; that arose from a segmental duplication"""
9716,9717.0,YNL019C_NFR/NDR,,Promoter,YNL019C,"""Putative protein of unknown function; expression induced during heat stress; YNL019C has a paralog ; YNL033W ; that arose from a segmental duplication"""
9717,9718.0,YNL019C_NFR/NDR,,Promoter,YNL019C,"""Putative protein of unknown function; expression induced during heat stress; YNL019C has a paralog ; YNL033W ; that arose from a segmental duplication"""
9718,9719.0,YNL019C,YNL019C,Close to 3'-UTR,YNL019C,"""Putative protein of unknown function; expression induced during heat stress; YNL019C has a paralog ; YNL033W ; that arose from a segmental duplication"""
9719,9720.0,YNL019C,YNL019C,Close to 3'-UTR,YNL019C,"""Putative protein of unknown function; expression induced during heat stress; YNL019C has a paralog ; YNL033W ; that arose from a segmental duplication"""
9720,9721.0,YNL019C,YNL019C,Close to 3'-UTR,YNL019C,"""Putative protein of unknown function; expression induced during heat stress; YNL019C has a paralog ; YNL033W ; that arose from a segmental duplication"""
9721,9722.0,YNL018C,YNL018C,Uncharacterized ORF,YNL018C,"""Putative protein of unknown function; YNL018C has a paralog ; YNL034W ; that arose from a segmental duplication"""
9722,9723.0,YNL018C,YNL018C,Uncharacterized ORF,YNL018C,"""Putative protein of unknown function; YNL018C has a paralog ; YNL034W ; that arose from a segmental duplication"""
9723,9724.0,YNL018C,YNL018C,Uncharacterized ORF,YNL018C,"""Putative protein of unknown function; YNL018C has a paralog ; YNL034W ; that arose from a segmental duplication"""
9724,9725.0,YNL018C,YNL018C,Uncharacterized ORF,YNL018C,"""Putative protein of unknown function; YNL018C has a paralog ; YNL034W ; that arose from a segmental duplication"""
9725,9726.0,YNL018C,YNL018C,Uncharacterized ORF,YNL018C,"""Putative protein of unknown function; YNL018C has a paralog ; YNL034W ; that arose from a segmental duplication"""
9726,9727.0,YNL018C,YNL018C,Uncharacterized ORF,YNL018C,"""Putative protein of unknown function; YNL018C has a paralog ; YNL034W ; that arose from a segmental duplication"""
